CED_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED301,..,461,386,154,273,314,220,74,20,1897,..,353,857,633,1000,1588,1675,1317,582,8005,228,315,238,117,146,185,118,44,18,1411,19340,11289,13504,12220,11328,9981,7390,3824,1114,89997,..,441,8728,12978,11727,11095,8593,3971,637,58159,..,2950,6931,3667,2691,1599,604,164,22,18624,..,472,2131,2804,2596,1289,627,417,211,10549,39310,..,..,..,..,..,..,..,..,39310,..,7945,..,..,..,..,..,..,..,7945,..,6622,2849,1079,755,346,61,0,0,11710,..,1074,743,384,486,785,777,443,187,4873,..,802,689,339,245,195,100,36,0,2409,..,916,1059,519,606,739,481,144,30,4493,..,676,1910,1714,2284,3041,2884,1965,809,15284,480,646,542,366,311,321,218,79,26,2992,39787,22559,25579,23844,21701,19406,14339,7227,1914,176355
CED302,..,603,674,181,185,239,167,53,9,2109,..,177,580,520,765,1281,1696,1550,860,7435,122,225,150,87,88,109,107,47,25,960,15086,9242,9915,12391,11429,9038,6982,4123,1611,79814,..,168,6617,15594,14532,10995,8184,4184,890,61168,..,1346,4795,2989,2105,1217,489,131,20,13101,..,99,598,1652,2120,1087,527,391,289,6767,30613,..,..,..,..,..,..,..,..,30613,..,9410,..,..,..,..,..,..,..,9410,..,4635,2741,894,643,392,74,0,0,9378,..,790,644,269,257,576,633,424,227,3816,..,618,712,256,186,148,69,27,6,2023,..,1308,1621,502,430,489,329,118,19,4821,..,370,1174,1146,1618,2260,2593,2132,1150,12456,237,419,330,218,204,215,159,84,34,1908,30849,19167,19248,23519,22096,17374,13057,7499,2641,155457
CED303,..,148,217,108,206,289,233,91,19,1317,..,94,312,316,689,1503,2110,1802,827,7662,133,245,156,86,100,152,152,62,26,1114,13311,8345,7974,9854,11034,10871,9414,5085,1509,77403,..,177,5499,11514,13003,13332,11654,5630,970,61786,..,1302,3964,2831,2389,1706,828,291,41,13356,..,145,817,1689,2143,1139,545,376,212,7073,27260,..,..,..,..,..,..,..,..,27260,..,8015,..,..,..,..,..,..,..,8015,..,5808,2707,963,638,309,75,5,0,10504,..,640,414,197,247,534,622,428,223,3310,..,530,407,209,219,145,96,33,15,1654,..,353,551,272,454,584,479,192,44,2926,..,235,711,871,1496,2578,3310,2542,1148,12890,296,468,341,220,231,292,276,119,42,2279,27552,17671,15408,18777,20829,20634,17886,9610,2685,151053
CED304,..,3445,3755,567,247,212,121,30,14,8393,..,1275,3461,2360,1912,1972,1787,1236,617,14617,110,516,495,187,139,131,102,57,32,1761,11028,13364,19844,12840,11042,7985,5236,2705,1042,85082,..,292,7269,12624,11871,8613,5462,2442,462,49039,..,3502,11902,4510,2516,1360,573,127,18,24515,..,66,327,1200,1818,945,318,216,147,5049,21926,..,..,..,..,..,..,..,..,21926,..,7365,..,..,..,..,..,..,..,7365,..,2495,1470,421,294,174,40,3,0,4895,..,1231,1204,264,186,262,262,205,130,3740,..,774,1274,260,115,72,27,12,3,2540,..,6427,7975,1425,646,475,281,85,24,17346,..,2271,6942,5162,4086,3794,3039,1854,818,27975,249,894,963,375,310,250,184,84,42,3346,22175,25320,39327,26226,21854,15952,10194,5032,1651,167732
CED305,..,386,318,128,173,231,138,51,16,1437,..,370,602,488,734,1343,1446,1296,627,6911,236,325,215,132,165,206,160,93,48,1571,14057,7921,9294,9244,8975,9003,6468,3629,1174,69763,..,330,6494,10121,9884,10436,8186,3816,682,49958,..,2062,4762,2690,2171,1610,622,189,36,14147,..,233,1178,1751,1631,843,391,303,207,6532,28572,..,..,..,..,..,..,..,..,28572,..,5296,..,..,..,..,..,..,..,5296,..,4725,1624,687,512,280,53,6,0,7891,..,834,411,173,270,500,479,322,148,3122,..,579,410,181,168,111,63,26,13,1549,..,777,843,378,421,502,327,107,32,3387,..,720,1482,1303,1851,2865,2768,2004,889,13873,531,628,504,319,371,405,280,164,54,3250,29103,16181,17706,17607,17275,17554,13172,6930,2053,137581
CED306,..,505,599,161,243,261,181,60,6,2008,..,364,635,479,794,1491,1524,1350,660,7299,166,317,222,124,173,211,162,78,28,1481,13375,8199,9077,9422,9782,9427,6943,3657,1169,71053,..,248,5255,9817,10671,11070,8692,3924,642,50322,..,2274,5192,2992,2534,1748,742,198,26,15711,..,231,1079,1770,1739,823,407,289,203,6537,27449,..,..,..,..,..,..,..,..,27449,..,5679,..,..,..,..,..,..,..,5679,..,4735,1625,707,503,287,54,0,0,7908,..,753,433,196,277,442,425,325,135,2989,..,516,476,201,168,128,69,22,8,1582,..,1047,1345,460,534,570,364,142,22,4490,..,762,1592,1410,2045,3195,2977,2097,918,14991,370,595,457,304,339,371,305,139,45,2922,27825,16838,17450,17852,18807,18636,14042,7133,1988,140583
CED307,..,301,314,140,163,193,109,43,10,1277,..,143,431,404,637,1044,1432,1112,473,5683,143,257,167,95,93,112,100,43,15,1030,15060,9383,9243,11252,11631,9330,7125,3446,948,77416,..,228,6425,13544,14899,12372,9351,4039,543,61399,..,1539,4790,3073,2415,1404,489,125,3,13833,..,145,884,1810,2085,989,510,288,147,6856,31176,..,..,..,..,..,..,..,..,31176,..,9108,..,..,..,..,..,..,..,9108,..,5758,2774,900,604,221,35,0,0,10296,..,755,538,247,279,484,545,407,204,3459,..,539,543,189,182,123,75,42,11,1703,..,627,830,370,385,395,229,82,20,2939,..,290,988,1042,1435,1863,2163,1560,631,9965,305,478,343,233,208,194,165,80,28,2034,31483,19472,18117,21405,22497,18037,13553,6623,1585,152775
CED308,..,698,743,242,305,437,340,119,11,2897,..,238,621,578,925,1703,2357,1739,696,8853,171,293,200,104,121,165,170,86,34,1342,16615,10894,12541,12574,12857,11251,9854,5311,1431,93320,..,315,7463,13559,14025,12655,11156,6045,920,66148,..,2175,6848,3929,3071,1954,991,347,47,19359,..,240,1401,2444,2809,1342,604,430,269,9527,33827,..,..,..,..,..,..,..,..,33827,..,8681,..,..,..,..,..,..,..,8681,..,6274,2958,1001,668,382,98,7,0,11382,..,983,818,350,392,729,775,516,232,4799,..,926,952,370,282,205,106,40,9,2890,..,1448,1789,640,722,876,695,290,39,6492,..,451,1344,1405,1989,2869,3504,2485,973,15016,354,564,461,273,281,317,286,146,45,2712,34183,22053,24036,23961,24244,21323,18216,10301,2519,180840
CED309,..,667,787,200,275,415,287,109,18,2761,..,152,444,493,907,1824,2375,1989,888,9077,162,304,187,104,136,228,201,88,22,1431,13858,8371,8962,10678,11540,11393,9865,5537,1704,81904,..,265,5467,11607,12852,12543,11804,6087,1231,61848,..,1319,4591,3309,2679,2197,1140,404,59,15682,..,120,739,1834,2368,1111,481,355,239,7243,28192,..,..,..,..,..,..,..,..,28192,..,6942,..,..,..,..,..,..,..,6942,..,4852,2047,776,543,347,70,0,0,8634,..,559,392,203,236,422,558,388,221,2983,..,686,806,307,268,237,125,44,11,2489,..,1118,1606,510,591,806,613,230,36,5516,..,310,962,1217,1843,3015,3610,2748,1232,14936,301,494,388,258,286,393,371,136,36,2668,28496,16670,16997,20021,21661,21064,18772,10403,3056,157142
CED310,..,811,811,200,261,392,254,106,28,2862,..,173,529,476,845,1775,2313,2105,1024,9252,164,317,232,110,154,239,198,92,30,1537,13696,9024,9522,10400,11212,11096,10112,6053,1998,83109,..,282,5498,11237,12465,12272,12129,6945,1434,62270,..,1549,5044,3204,2582,1947,1019,334,46,15722,..,122,865,1897,2216,1085,511,363,282,7342,27847,..,..,..,..,..,..,..,..,27847,..,7115,..,..,..,..,..,..,..,7115,..,5143,2100,767,618,379,84,5,0,9090,..,643,458,209,271,493,588,432,242,3335,..,781,743,263,234,210,112,43,14,2395,..,1408,1710,453,581,722,525,223,39,5666,..,338,1059,1078,1719,3000,3504,2945,1448,15093,318,591,480,272,333,410,337,156,46,2934,28163,17981,17963,19374,21007,20520,18815,11439,3553,158817
CED311,..,395,284,119,241,298,198,64,14,1613,..,396,616,436,805,1354,1341,1014,371,6331,253,296,195,135,207,288,166,83,25,1646,14957,7732,8834,9269,9500,9436,6590,3163,789,70271,..,316,5783,10043,10769,11252,8538,3668,518,50884,..,2301,4570,2822,2346,1822,784,216,20,14889,..,317,1339,1761,1559,706,376,286,158,6500,29941,..,..,..,..,..,..,..,..,29941,..,5211,..,..,..,..,..,..,..,5211,..,4304,1450,666,468,276,35,0,0,7203,..,696,362,188,276,488,456,301,150,2919,..,516,396,223,163,147,87,29,8,1569,..,807,768,338,507,644,470,151,17,3710,..,819,1594,1317,2153,3302,2979,1791,607,14557,478,594,518,324,429,555,366,146,37,3452,30421,15883,16783,17674,18663,19190,14088,6598,1521,140825
CED312,..,458,460,192,237,307,236,80,8,1974,..,241,643,510,775,1308,1721,1323,513,7040,234,342,231,129,143,137,127,55,19,1415,19590,11789,13685,12818,11645,9769,7819,3955,1076,92146,..,586,9126,13973,12915,11115,9010,4148,622,61496,..,2793,6973,3922,2723,1539,604,211,25,18788,..,389,1938,2647,2554,1350,689,380,184,10142,39207,..,..,..,..,..,..,..,..,39207,..,8577,..,..,..,..,..,..,..,8577,..,7115,3380,1145,702,336,49,0,0,12725,..,1250,932,391,488,811,842,554,233,5507,..,1080,865,412,333,235,117,38,5,3081,..,970,1291,573,561,646,509,170,34,4749,..,479,1495,1440,1878,2374,2671,1901,724,12960,485,574,534,342,268,243,214,98,25,2794,39689,23815,26531,24836,22430,18657,14697,7501,1853,180020
CED313,..,2910,3016,587,254,217,127,46,17,7176,..,787,2356,1755,1523,1836,1790,1110,617,11769,133,453,401,186,127,120,108,57,32,1616,12381,12438,17397,13619,11327,8026,5177,2649,1077,84095,..,286,7243,14062,12559,8587,5175,2353,536,50800,..,2922,10439,4585,2540,1350,509,123,13,22493,..,63,452,1456,2146,1023,388,235,218,5983,25241,..,..,..,..,..,..,..,..,25241,..,8145,..,..,..,..,..,..,..,8145,..,2850,1706,560,396,239,50,0,0,5801,..,1249,1073,302,224,363,350,249,113,3935,..,826,1129,298,127,64,43,10,0,2499,..,5325,6548,1325,628,476,265,90,32,14692,..,1440,4582,3662,3089,3264,2851,1641,830,21358,275,794,789,382,264,213,176,86,39,3021,25516,23902,33966,26633,21970,15585,9805,4792,1789,163961
CED314,..,635,454,152,162,224,157,59,12,1855,..,398,906,612,936,1704,2101,1940,1061,9652,210,337,199,122,151,188,177,83,45,1517,14913,9268,9996,9509,9556,9128,7973,4897,1731,76971,..,535,7221,10769,10783,10543,9495,5214,976,55541,..,2232,4304,2024,1642,1147,517,151,18,12039,..,287,1212,1933,1886,859,447,356,215,7195,29912,..,..,..,..,..,..,..,..,29912,..,6719,..,..,..,..,..,..,..,6719,..,4671,1863,680,550,293,51,0,0,8115,..,886,535,211,238,438,468,277,149,3199,..,640,410,175,140,90,56,26,4,1538,..,1233,1162,379,405,466,313,122,22,4100,..,813,1879,1476,1958,2959,3217,2672,1387,16359,401,642,446,278,282,337,320,149,62,2921,30316,18651,19042,17927,17883,17122,14881,8968,2842,147634
CED315,..,1126,665,189,252,297,168,65,15,2782,..,509,982,712,1017,1662,1711,1278,570,8441,223,343,249,134,184,215,153,78,25,1594,14445,10245,10943,10180,9828,8822,6425,3318,1037,75252,..,358,6078,9680,9677,9105,7091,3178,491,45661,..,3033,6350,3265,2421,1593,673,193,17,17546,..,336,1451,2312,2220,1010,491,323,185,8328,29496,..,..,..,..,..,..,..,..,29496,..,6229,..,..,..,..,..,..,..,6229,..,4596,1892,790,513,284,49,4,0,8118,..,1159,560,296,368,589,529,300,162,3966,..,688,553,198,184,135,61,23,5,1839,..,2054,1644,505,547,626,377,145,30,5932,..,1056,2191,1742,2286,3198,2964,1907,763,16113,465,631,495,313,356,367,286,116,34,3063,29961,20147,21219,19106,18581,16907,12516,6178,1684,146297
CED316,..,308,361,147,295,465,402,160,32,2169,..,223,434,384,855,1877,2540,2418,1065,9798,198,251,153,102,173,271,252,110,43,1554,11524,7014,7102,7745,9107,11276,11803,6964,1987,74516,..,304,4124,7311,8854,11844,14255,7951,1321,55964,..,1613,3313,2144,2182,1989,1411,522,76,13258,..,264,1285,1953,1863,979,571,492,271,7688,23380,..,..,..,..,..,..,..,..,23380,..,4871,..,..,..,..,..,..,..,4871,..,4400,1764,862,771,467,67,0,0,8324,..,676,392,187,308,576,631,504,237,3505,..,603,486,233,246,214,127,33,8,1943,..,590,790,345,592,881,864,342,52,4457,..,442,982,971,1755,3361,4392,3697,1508,17105,383,483,370,253,351,471,474,219,72,3072,23761,14242,13500,14262,16919,20773,22785,13762,3550,143562
CED317,..,306,385,139,235,314,254,73,24,1727,..,310,568,455,849,1631,1800,1458,635,7705,288,326,231,143,216,267,229,123,35,1871,14487,7805,9187,9141,9860,10256,8159,4329,1251,74471,..,261,5256,8647,9882,11197,9790,4803,850,50693,..,2009,5136,3314,2761,2212,1051,300,25,16817,..,330,1355,1900,1900,984,561,408,244,7679,29532,..,..,..,..,..,..,..,..,29532,..,5248,..,..,..,..,..,..,..,5248,..,4889,2033,785,654,360,76,6,0,8794,..,1115,584,271,473,705,566,392,193,4281,..,557,482,191,224,177,127,38,13,1808,..,692,995,376,512,699,549,195,44,4072,..,691,1420,1268,2103,3616,3710,2427,930,16173,606,649,522,347,438,502,450,217,69,3801,30136,16442,17778,17117,18946,20447,16883,8773,2372,148890
CED318,..,557,818,322,349,432,273,73,11,2839,..,346,847,807,1294,2023,1987,1187,455,8952,330,465,292,194,215,262,202,63,21,2034,15031,8759,10474,11221,11485,10169,7289,3247,929,78613,..,196,4380,9501,10586,9815,7509,3280,550,45815,..,1919,6335,4491,3671,2449,1067,235,31,20198,..,320,1446,2319,2474,1270,604,323,154,8917,30121,..,..,..,..,..,..,..,..,30121,..,5919,..,..,..,..,..,..,..,5919,..,4912,1983,769,480,241,45,0,0,8431,..,1213,716,345,468,714,664,386,174,4684,..,550,654,284,254,178,106,29,5,2060,..,1011,1677,746,803,922,658,196,24,6042,..,637,1794,1942,2826,3926,3738,2008,690,17568,652,828,599,429,450,457,360,103,33,3912,30773,17507,19585,20830,22021,19973,14750,6557,1672,153654
CED319,..,952,1064,227,230,277,183,63,11,3003,..,348,1108,981,1271,1731,2087,1836,1078,10436,139,291,234,121,96,122,98,55,47,1201,13286,9112,12613,11925,10489,8421,6528,4355,1873,78595,..,244,7575,13718,11499,8630,6512,3840,973,52994,..,1866,7044,3709,2355,1362,551,154,9,17038,..,113,690,1636,2068,1159,518,395,295,6867,27046,..,..,..,..,..,..,..,..,27046,..,7310,..,..,..,..,..,..,..,7310,..,3829,2276,772,609,368,82,9,0,7940,..,953,958,310,311,556,614,383,210,4297,..,698,809,233,157,108,65,20,3,2097,..,1889,2455,652,604,613,406,142,27,6778,..,650,2253,2128,2534,3183,3300,2533,1421,18002,275,498,478,288,213,220,155,92,62,2278,27325,18049,24539,23456,20340,16198,12197,7552,3002,152648
CED320,..,369,517,171,277,381,327,138,22,2204,..,259,516,432,816,1571,2122,1732,598,8048,258,307,197,107,146,182,175,76,27,1475,16715,10410,11461,10993,11333,10991,10437,5440,1334,89112,..,407,6951,11193,12147,12519,12621,6264,899,63000,..,2469,5781,3255,2670,1804,1139,379,32,17535,..,374,1837,2500,2485,1206,648,434,222,9702,33771,..,..,..,..,..,..,..,..,33771,..,7503,..,..,..,..,..,..,..,7503,..,6592,2875,1071,747,381,71,3,0,11740,..,985,519,309,438,722,816,540,281,4621,..,838,894,323,314,216,118,36,7,2746,..,738,1162,437,615,784,664,275,49,4720,..,448,1201,1187,1878,2794,3495,2592,896,14485,494,644,453,301,297,340,330,124,42,3015,34260,21001,21662,20589,21591,20772,19899,10643,2420,172835
CED321,..,417,352,105,167,288,211,79,10,1625,..,403,602,430,826,1558,2011,1671,782,8275,210,323,214,117,196,292,216,123,33,1714,12587,6804,7606,7655,8740,9624,8234,4628,1392,67267,..,333,4909,7994,9477,11062,10175,5063,864,49882,..,1988,3674,2113,2034,1595,901,302,37,12642,..,273,1178,1494,1405,812,450,354,217,6175,25540,..,..,..,..,..,..,..,..,25540,..,4153,..,..,..,..,..,..,..,4153,..,3780,1477,695,585,318,62,0,0,6921,..,661,307,142,241,474,480,325,167,2798,..,518,396,166,164,119,80,40,14,1496,..,807,821,289,375,565,490,190,24,3563,..,815,1447,1142,2033,3421,3901,2763,1097,16626,420,684,499,309,439,571,448,225,46,3629,25957,14010,14711,14350,16748,18945,16984,9259,2458,133422
CED322,..,1034,1349,328,231,379,222,115,28,3690,..,230,717,647,761,1554,2122,1667,861,8562,126,300,266,128,110,179,163,67,28,1367,13489,8993,10349,11456,10948,9690,8349,4656,1731,79653,..,144,4709,11984,12173,10272,9375,4867,965,54488,..,1261,5822,3729,2592,1643,865,266,52,16236,..,73,601,1896,2564,1232,576,400,308,7650,27331,..,..,..,..,..,..,..,..,27331,..,7546,..,..,..,..,..,..,..,7546,..,4797,2346,802,611,433,89,0,0,9082,..,596,521,230,259,465,594,421,280,3369,..,632,877,299,229,183,122,37,16,2396,..,1656,2591,682,555,754,508,249,54,7051,..,455,1385,1380,1658,2640,3153,2330,1199,14197,260,484,529,281,242,320,283,103,47,2544,27592,17643,19377,21296,20889,17941,15573,8676,2917,151900
CED323,..,1710,2106,505,389,484,356,165,38,5762,..,494,1204,1006,1276,2147,2650,2242,1061,12082,139,365,301,141,163,186,157,84,50,1587,11298,10223,13366,11034,11234,10530,9249,5704,1917,84556,..,279,5842,10361,10827,10352,9686,5692,1081,54127,..,2136,7490,3854,2646,1843,1082,395,67,19520,..,109,733,1876,2621,1418,657,429,320,8166,23092,..,..,..,..,..,..,..,..,23092,..,6748,..,..,..,..,..,..,..,6748,..,4216,2414,865,679,410,119,4,0,8714,..,953,765,301,323,521,608,395,240,4106,..,879,1338,395,284,219,118,46,5,3290,..,3149,4470,1260,952,1052,827,378,90,12166,..,925,2452,2346,3001,3895,4318,3293,1494,21715,252,634,588,357,343,367,278,153,65,3045,23347,20031,26105,21627,21671,20078,17692,10778,3366,164689
CED324,..,1428,1549,396,257,274,166,67,6,4143,..,281,943,782,852,1206,1448,1227,721,7462,138,282,274,115,88,129,102,57,20,1204,14215,10412,13351,12573,10161,8360,6510,3581,1410,80568,..,331,8350,15238,12094,9816,7625,3794,761,57998,..,1550,5405,2816,1798,1041,408,128,14,13150,..,103,605,1500,1927,1139,556,349,278,6458,28837,..,..,..,..,..,..,..,..,28837,..,8691,..,..,..,..,..,..,..,8691,..,3900,2997,983,666,329,77,5,0,8942,..,1239,1104,385,320,646,692,399,241,5020,..,1217,1975,603,275,188,110,33,6,4403,..,3245,4187,1152,697,641,376,128,25,10447,..,589,1963,1738,1850,2230,2306,1781,948,13406,270,535,580,285,204,229,192,88,36,2429,29108,21399,27174,24683,19835,16252,12337,6710,2302,159794
CED325,..,390,405,189,233,273,165,57,9,1733,..,200,588,488,740,1234,1374,1138,472,6238,202,271,219,115,88,127,107,48,26,1203,19044,11200,13215,13503,11565,9201,6479,3251,1051,88510,..,472,9410,16433,13666,10978,7471,3223,571,62228,..,1764,5678,3091,2140,1164,470,101,11,14413,..,303,1484,2341,2546,1444,645,356,222,9351,39107,..,..,..,..,..,..,..,..,39107,..,10045,..,..,..,..,..,..,..,10045,..,6377,3898,1164,657,296,66,4,0,12458,..,1380,1053,454,471,820,848,497,222,5752,..,771,785,312,287,201,124,21,3,2499,..,851,1117,592,565,598,379,128,14,4247,..,405,1372,1321,1754,2215,2120,1587,651,11434,442,518,476,291,242,215,171,70,34,2453,39551,22882,25279,26008,22322,17934,12294,5991,1730,173977
CED326,..,395,482,182,273,340,233,84,24,2007,..,219,601,644,1056,1955,2548,2256,1096,10366,173,296,194,127,141,148,151,59,27,1315,17145,9946,11523,13195,12036,10407,9357,5500,1858,90960,..,306,7789,15045,12976,11040,10166,5374,1037,63745,..,1977,5616,3639,2605,1585,778,242,29,16473,..,256,1382,2470,2705,1349,697,474,268,9604,34961,..,..,..,..,..,..,..,..,34961,..,8363,..,..,..,..,..,..,..,8363,..,5886,2731,1078,797,388,81,4,0,10970,..,986,816,338,427,656,727,448,194,4583,..,713,641,265,242,193,79,30,8,2172,..,818,1149,508,580,689,474,181,48,4449,..,418,1304,1509,2272,3230,3866,3071,1514,17179,389,506,391,289,293,250,278,113,44,2552,35350,20237,21818,25151,22890,19374,17143,9934,3141,175044
CED327,..,359,428,201,280,305,185,63,6,1833,..,187,588,517,734,1210,1445,891,311,5876,240,288,221,118,111,136,125,42,10,1298,19611,11289,12601,13576,11009,9480,7155,2975,752,88446,..,520,8747,15665,12433,10804,8352,3253,423,60202,..,1740,4825,3053,2030,1239,509,121,8,13528,..,400,1717,2757,2590,1523,785,412,172,10352,39669,..,..,..,..,..,..,..,..,39669,..,9811,..,..,..,..,..,..,..,9811,..,6935,4108,1434,754,313,47,5,0,13600,..,1412,1124,514,542,852,890,499,218,6051,..,890,941,425,296,198,96,31,3,2874,..,835,1372,672,682,644,412,135,17,4768,..,381,1378,1454,1781,2276,2309,1348,423,11352,478,528,540,324,244,253,201,58,14,2634,40147,23449,24753,26300,21362,18094,13598,5858,1279,174838
CED328,..,2277,1273,210,121,143,115,58,13,4212,..,458,810,633,707,1155,1529,1346,709,7346,112,530,207,110,105,120,81,58,22,1345,14327,11533,9644,11706,11311,8009,6587,3817,1317,78252,..,162,5328,15065,15111,10366,8334,4456,805,59619,..,1454,4954,2780,1976,1078,498,120,18,12873,..,66,304,1285,2109,907,382,217,184,5451,29436,..,..,..,..,..,..,..,..,29436,..,10266,..,..,..,..,..,..,..,10266,..,3536,1991,605,373,192,46,0,0,6748,..,1040,674,187,176,280,376,318,181,3233,..,697,587,178,95,83,29,16,4,1688,..,4653,2946,514,302,286,232,101,16,9045,..,865,1773,1395,1458,1912,2218,1828,971,12413,227,941,438,228,217,193,149,96,39,2527,29662,23679,18984,22238,21817,15296,12260,7150,2219,153300
CED329,..,233,293,153,287,488,361,143,19,1978,..,136,278,325,815,1831,2284,1924,878,8475,168,243,170,112,161,291,244,93,32,1514,10812,6426,5917,7639,9775,11725,10958,5659,1670,70577,..,220,3342,7316,9963,12313,13562,6592,1082,54389,..,1193,2880,2442,2580,2462,1558,429,61,13603,..,227,850,1534,1899,1085,602,435,273,6906,22029,..,..,..,..,..,..,..,..,22029,..,5200,..,..,..,..,..,..,..,5200,..,4345,1877,892,723,422,77,3,0,8338,..,549,299,131,274,523,564,376,229,2947,..,538,455,216,242,218,147,46,8,1877,..,452,664,371,595,955,810,313,50,4213,..,286,719,877,1855,3581,4134,3025,1223,15700,325,490,380,274,344,534,457,169,46,3016,22359,13499,11469,14057,18473,22095,21918,11386,2971,138224
CED330,..,369,452,139,234,350,218,83,15,1865,..,118,301,303,585,1076,1193,935,365,4877,192,335,191,103,123,161,134,59,23,1328,17526,9983,10160,11584,12230,10901,8207,3762,998,85354,..,366,7054,13568,14967,13802,10803,4516,603,65674,..,1734,4922,3459,3106,2024,859,230,16,16352,..,247,1216,1874,1929,981,595,395,208,7445,36068,..,..,..,..,..,..,..,..,36068,..,8297,..,..,..,..,..,..,..,8297,..,6613,2772,1050,761,355,53,3,0,11615,..,731,420,248,442,737,965,672,333,4547,..,783,738,350,319,294,177,67,20,2739,..,641,949,348,527,718,477,215,30,3900,..,277,758,882,1402,2201,2233,1516,555,9835,362,628,432,282,287,296,260,114,35,2691,36429,20313,19270,22057,23741,21411,16424,7728,1795,169160
