CED_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
CED237,109,5404,311,5818,575,10322,593,11490,180,4566,245,4988,161,5474,329,5961,243,12329,712,13284,291,12422,582,13294,487,9340,480,10304,717,7675,354,8739,946,5215,262,6427,1030,2166,226,3422,628,399,134,1160,5365,75302,4231,84897,51,5044,308,5400,275,9936,535,10743,112,4291,211,4611,95,4999,269,5358,207,12331,613,13158,308,12253,572,13132,551,9661,391,10603,913,8247,335,9501,1309,5614,282,7206,1573,2165,289,4030,1127,350,285,1762,6510,74891,4101,85498,155,10452,617,11216,853,20254,1134,22237,291,8856,455,9602,254,10471,595,11325,453,24661,1326,26442,595,24676,1152,26426,1040,18999,866,20910,1629,15922,692,18236,2253,10831,544,13637,2607,4323,521,7448,1756,747,418,2925,11875,150190,8327,170399
CED238,59,3599,295,3960,565,8122,671,9351,216,3944,326,4488,148,3292,275,3713,268,7427,777,8478,252,7120,850,8215,395,8401,887,9679,612,9772,809,11192,816,9071,763,10653,860,4147,407,5409,669,880,164,1708,4845,65772,6225,76844,36,3446,240,3728,294,7779,606,8680,145,3699,272,4123,94,3061,206,3364,233,7556,496,8280,250,7719,584,8556,419,9004,596,10016,663,10427,615,11711,805,9095,590,10494,1074,4457,394,5927,1444,1107,288,2849,5456,67362,4886,77714,92,7049,543,7683,856,15899,1275,18029,361,7643,597,8601,240,6352,475,7078,502,14988,1273,16759,502,14841,1428,16776,813,17408,1477,19697,1271,20204,1430,22905,1624,18166,1356,21143,1933,8601,797,11334,2116,1983,459,4556,10305,133140,11115,154555
CED239,50,4344,211,4604,388,7059,369,7815,138,3071,151,3359,99,5423,299,5821,202,15769,855,16831,223,12317,598,13140,323,8628,421,9371,439,6343,312,7099,587,3718,211,4524,899,1882,180,2957,1009,572,129,1711,4359,69127,3736,77216,22,4191,213,4432,202,7031,409,7639,66,2980,147,3197,112,5501,241,5846,306,16316,825,17440,237,12362,514,13111,365,8911,360,9634,524,6746,287,7560,832,4269,231,5333,1658,2252,213,4127,1833,721,228,2776,6152,71282,3664,81096,75,8535,423,9031,583,14094,772,15455,206,6056,292,6556,212,10923,539,11671,503,32085,1680,34271,461,24676,1113,26247,684,17541,776,19003,961,13088,602,14656,1422,7984,450,9855,2558,4131,392,7085,2836,1291,354,4486,10504,140406,7402,158319
CED294,6,129,88,222,37,179,152,370,15,129,87,234,20,214,120,345,24,527,382,939,42,449,519,1008,63,397,458,912,46,315,283,644,21,232,134,392,12,61,25,90,4,3,8,15,287,2640,2243,5170,3,117,66,189,21,192,146,361,9,139,83,229,9,223,96,321,33,548,301,878,48,342,337,730,58,238,185,479,33,285,112,429,15,142,61,224,14,45,5,58,7,9,8,19,252,2271,1398,3915,11,247,154,414,59,373,301,730,27,267,173,459,27,431,208,671,59,1075,684,1819,90,791,858,1736,116,638,637,1393,78,599,397,1074,38,380,194,613,25,102,27,152,9,10,11,29,536,4909,3641,9089
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,3,7,10,0,0,0,4,0,0,0,0,0,0,0,0,0,11,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,16,0,0,3,3,0,6,9,14,0,0,0,4,0,0,0,0,0,0,0,0,0,13,27,38
CED301,147,6243,428,6813,1359,12502,924,14789,395,5458,388,6243,308,5275,583,6163,428,11769,1275,13473,471,11265,1002,12739,583,9920,774,11277,864,8732,593,10192,1049,6078,406,7534,841,2693,240,3769,400,484,102,991,6857,80416,6717,93989,101,5912,336,6348,653,12464,863,13984,276,5394,375,6050,208,5429,397,6038,415,13090,837,14344,461,11738,751,12944,719,10597,647,11972,1010,9085,477,10573,1058,6457,367,7885,1044,2898,326,4265,771,585,208,1565,6719,83651,5589,95955,246,12151,765,13158,2009,24966,1792,28769,672,10851,764,12294,514,10700,982,12202,850,24855,2114,27817,931,23003,1754,25687,1308,20517,1425,23248,1876,17816,1071,20761,2110,12537,770,15418,1882,5588,566,8034,1170,1071,313,2551,13571,164074,12305,189948
CED302,82,4637,151,4877,589,10366,347,11305,197,4973,157,5323,148,4718,227,5092,191,9183,464,9841,177,11052,451,11680,254,10520,400,11171,336,8130,308,8766,577,5640,247,6468,700,2796,163,3659,536,607,107,1254,3782,72625,3018,79425,44,4413,131,4588,289,10278,358,10924,127,4668,168,4962,93,4445,172,4705,192,9752,400,10352,194,12176,417,12793,321,11132,340,11785,411,8748,283,9443,625,6440,232,7302,1002,3258,209,4463,1127,830,185,2137,4437,76145,2875,83459,126,9052,279,9464,877,20640,703,22223,323,9639,322,10283,245,9160,400,9801,384,18944,864,20196,375,23229,864,24475,574,21648,740,22957,753,16880,580,18209,1201,12083,480,13766,1699,6050,375,8122,1668,1436,286,3392,8217,148768,5895,162883
CED303,90,3944,158,4193,813,9280,405,10499,267,4841,170,5284,166,4050,168,4389,252,7201,345,7799,229,8756,348,9328,312,9570,452,10332,576,9433,414,10419,858,7845,378,9086,921,3773,239,4929,592,756,125,1478,5081,69450,3197,77727,51,3780,159,3990,434,8915,350,9695,149,4546,132,4822,110,3544,145,3793,217,7747,326,8289,259,9597,369,10219,404,10664,378,11445,625,10434,380,11433,844,8775,346,9969,1137,4115,268,5521,1279,821,218,2316,5508,72926,3061,81498,142,7724,312,8182,1249,18196,756,20201,414,9389,297,10104,279,7591,315,8185,466,14947,666,16086,482,18349,715,19550,717,20229,827,21779,1199,19864,792,21854,1707,16627,720,19053,2055,7887,505,10448,1868,1583,346,3799,10591,142374,6259,159222
CED304,50,3680,138,3874,258,7241,265,7767,91,4287,148,4520,106,8189,473,8767,192,19850,1454,21493,222,13602,902,14725,301,10936,686,11928,290,8072,499,8867,378,4888,324,5594,453,2041,183,2679,357,375,76,805,2696,83171,5155,91020,31,3607,142,3784,156,7334,240,7731,71,4491,175,4746,128,9460,529,10119,202,20063,1221,21481,217,12895,699,13807,275,10947,442,11663,308,7949,404,8659,396,5073,273,5743,616,2256,176,3051,774,574,116,1462,3182,84650,4404,92237,86,7292,284,7656,416,14573,507,15498,166,8775,324,9264,232,17646,1004,18888,393,39913,2676,42976,438,26495,1597,28528,573,21889,1128,23591,599,16027,904,17525,770,9958,596,11329,1068,4304,357,5728,1129,949,191,2260,5876,167819,9558,183255
CED305,107,4569,368,5038,740,9718,875,11337,225,4479,450,5152,150,3831,796,4777,211,8721,2122,11057,212,8722,1854,10791,273,8671,1721,10665,531,8637,1348,10509,737,6262,641,7647,733,2687,264,3692,483,513,129,1125,4404,66806,10569,81784,62,4258,327,4644,374,9427,787,10588,153,4118,368,4638,104,3865,517,4488,151,9348,1037,10538,218,9152,857,10230,363,8819,837,10017,593,8708,724,10028,675,5956,434,7059,969,2828,291,4095,958,582,138,1671,4626,67071,6318,78011,164,8824,695,9683,1119,19150,1663,21929,374,8604,817,9791,259,7695,1312,9265,365,18072,3162,21592,430,17868,2720,21016,637,17492,2560,20684,1120,17341,2076,20535,1411,12216,1079,14710,1706,5521,558,7785,1441,1097,267,2798,9027,133874,16893,159792
CED306,97,4199,305,4604,602,9503,799,10904,197,4386,378,4962,134,4234,616,4979,221,8925,1615,10768,216,8779,1506,10502,317,9308,1415,11038,516,9283,1197,11001,758,6703,655,8111,821,2841,330,3993,493,495,125,1116,4377,68661,8946,81985,49,3868,304,4218,280,9142,803,10220,137,4157,368,4662,80,4216,510,4806,154,9464,1121,10736,195,9403,888,10492,357,9613,877,10844,549,9206,733,10487,689,6463,483,7634,944,2934,328,4206,997,622,165,1790,4424,69088,6581,80096,145,8066,612,8823,880,18643,1602,21126,341,8541,751,9628,209,8448,1129,9791,374,18395,2736,21502,416,18186,2394,20995,675,18921,2290,21882,1064,18490,1930,21489,1447,13167,1134,15744,1767,5779,657,8200,1491,1119,294,2901,8802,137749,15531,162083
CED307,104,4629,166,4901,906,10682,403,11996,299,5139,184,5629,184,4461,200,4845,241,8675,428,9354,271,9973,415,10656,344,10641,428,11415,402,8470,297,9173,599,6003,233,6831,595,2636,124,3352,348,352,63,759,4297,71659,2951,78905,56,4203,155,4417,422,10255,396,11080,186,4896,177,5253,139,4146,161,4451,243,9030,369,9642,278,10963,372,11618,374,11280,378,12030,460,9001,250,9712,691,6560,235,7489,779,2747,160,3688,725,447,129,1294,4356,73530,2778,80662,158,8837,320,9316,1329,20942,798,23076,488,10032,361,10879,326,8609,361,9291,489,17705,802,18992,544,20937,791,22267,720,21916,808,23443,868,17476,546,18884,1289,12563,472,14324,1376,5381,284,7037,1069,794,186,2050,8651,145192,5725,159571
CED308,125,5303,382,5815,960,10989,850,12802,290,5204,314,5814,194,5477,415,6094,296,11261,933,12486,297,11179,800,12278,370,11164,756,12294,562,9702,520,10781,923,7748,466,9132,1091,4139,281,5513,627,676,96,1404,5742,82848,5825,94416,61,5171,371,5612,434,10756,791,11979,188,5124,357,5662,141,5485,396,6020,256,12270,909,13435,314,12240,745,13300,503,12380,715,13598,650,10724,578,11953,978,9108,483,10567,1323,4261,320,5907,1268,721,174,2167,6112,88250,5840,100202,189,10473,757,11425,1395,21744,1640,24777,475,10330,670,11476,341,10967,816,12115,549,23531,1847,25931,610,23424,1542,25579,871,23546,1475,25890,1213,20426,1100,22742,1896,16856,952,19698,2418,8403,597,11420,1892,1401,274,3572,11853,171102,11667,194617
CED309,83,4055,229,4368,696,9687,553,10929,224,4444,239,4903,137,3521,244,3907,245,7879,561,8691,274,9235,730,10244,319,10063,683,11063,500,9468,531,10503,778,8510,473,9755,921,4171,316,5407,716,872,180,1766,4891,71907,4738,81533,47,3878,180,4106,359,9462,582,10400,138,4298,222,4660,106,3823,239,4174,187,8806,549,9547,228,10486,557,11275,400,11220,547,12160,548,11107,530,12182,804,9361,459,10623,1224,4584,348,6158,1339,973,344,2657,5376,78002,4564,87937,132,7935,403,8470,1050,19142,1134,21328,360,8741,458,9563,242,7353,484,8079,436,16688,1114,18233,499,19721,1293,21515,716,21281,1225,23223,1046,20577,1063,22687,1582,17870,929,20379,2144,8752,663,11563,2056,1841,528,4424,10263,149904,9299,169466
CED310,93,4047,220,4359,729,9528,583,10838,260,4711,249,5219,166,4080,261,4509,208,8449,634,9292,200,8972,626,9797,307,9752,669,10726,534,9275,590,10397,821,8308,507,9632,1058,4574,305,5937,821,985,146,1954,5181,72691,4788,82661,41,3873,163,4075,417,9314,543,10276,156,4767,284,5209,113,4313,263,4680,198,9416,607,10218,261,10179,554,10997,416,10887,537,11840,617,10780,554,11950,855,9627,502,10980,1263,5022,345,6629,1404,1057,208,2670,5736,79218,4562,89519,129,7924,385,8433,1144,18840,1125,21112,411,9478,539,10432,275,8396,524,9190,408,17861,1241,19509,462,19149,1183,20791,722,20637,1203,22567,1150,20050,1146,22349,1675,17932,1006,20618,2316,9597,648,12565,2228,2041,355,4625,10919,151909,9353,172185
CED311,95,4452,396,4950,881,9887,1018,11777,300,4241,449,4998,149,3610,482,4245,218,8066,1117,9404,265,8494,1228,9989,415,9134,1220,10772,726,9502,1232,11457,880,6890,764,8534,701,2812,394,3902,350,445,99,894,4994,67533,8390,80918,63,4401,376,4842,417,9932,932,11282,155,4061,377,4587,97,3552,339,3984,171,8758,879,9803,249,9073,838,10161,450,9201,842,10489,724,8974,790,10491,727,6043,590,7355,826,2451,332,3610,548,430,167,1144,4422,66874,6467,77766,161,8852,773,9790,1301,19816,1947,23063,455,8306,826,9586,247,7161,824,8235,389,16827,1989,19206,519,17568,2059,20150,865,18336,2058,21260,1448,18481,2019,21947,1603,12936,1354,15891,1522,5265,724,7513,898,874,265,2038,9417,134411,14857,158677
CED312,141,6284,509,6937,1212,12257,1107,14575,402,5563,421,6380,242,5726,477,6443,352,12463,1042,13860,355,11693,871,12912,434,10433,766,11630,635,8339,522,9498,991,6059,349,7399,939,2728,223,3893,471,445,107,1019,6179,81990,6383,94551,106,6187,491,6780,614,12470,992,14070,229,5435,391,6055,153,5904,497,6554,333,13283,1071,14690,376,12382,872,13628,616,11043,690,12348,817,9010,483,10311,1093,6835,407,8328,1268,2862,312,4451,898,473,208,1580,6499,85876,6416,98792,252,12462,997,13717,1831,24725,2095,28646,623,11002,807,12431,396,11627,972,12994,688,25751,2110,28548,733,24069,1741,26542,1052,21473,1455,23981,1453,17351,1009,19813,2079,12892,750,15722,2207,5592,533,8339,1368,920,311,2600,12674,167868,12798,193345
CED313,58,4236,177,4469,339,8471,361,9172,108,4602,227,4932,98,7321,424,7842,168,16835,1117,18115,198,13059,728,13981,253,10614,590,11453,329,7484,458,8280,392,4447,321,5163,445,1834,183,2460,415,432,93,941,2812,79325,4671,86810,28,3960,180,4172,161,8208,347,8722,87,4509,256,4853,109,8476,516,9102,215,17531,1039,18785,216,13510,656,14378,283,11184,492,11958,346,7874,383,8597,473,4831,286,5588,722,2082,199,3008,845,561,206,1617,3498,82732,4558,90780,88,8197,355,8639,505,16681,705,17888,192,9113,479,9789,207,15794,939,16943,384,34365,2153,36909,409,26562,1390,28360,536,21792,1079,23415,677,15359,837,16877,864,9281,601,10749,1170,3914,379,5468,1267,994,298,2557,6311,162052,9229,177589
CED314,89,4527,255,4865,739,10136,500,11372,271,4957,283,5511,193,4538,308,5041,303,9117,677,10089,319,8346,531,9200,390,8207,565,9171,558,7722,507,8788,818,6390,411,7614,909,3385,224,4523,629,737,118,1488,5222,68065,4380,77671,54,4495,235,4786,396,10031,467,10897,180,4836,236,5256,133,4566,308,5012,250,9913,530,10696,317,9208,478,10000,467,9205,448,10120,680,8644,453,9780,855,7345,426,8625,1239,3958,318,5513,1358,951,208,2520,5933,73165,4107,83197,144,9020,485,9647,1135,20174,968,22272,450,9796,517,10764,327,9106,610,10048,553,19031,1204,20788,637,17551,1011,19201,858,17411,1016,19286,1235,16365,959,18567,1673,13736,832,16237,2148,7346,547,10039,1990,1690,328,4011,11151,141236,8486,160864
CED315,124,4744,350,5214,798,9842,817,11459,239,4752,451,5443,185,5635,1011,6838,283,10486,1303,12071,330,8966,1050,10340,459,8694,941,10089,623,7804,719,9148,766,5545,418,6724,704,2249,215,3167,361,379,73,815,4864,69093,7351,81309,71,4296,348,4720,386,9702,745,10831,131,5097,374,5604,128,5604,483,6215,237,10902,952,12089,306,9984,777,11068,491,9435,702,10631,637,8387,523,9552,756,5800,355,6913,962,2490,232,3685,790,501,143,1439,4902,72203,5632,82738,194,9039,700,9934,1186,19543,1560,22289,369,9849,828,11045,311,11240,1494,13050,521,21389,2254,24159,634,18946,1827,21406,944,18130,1640,20722,1262,16189,1242,18699,1521,11340,776,13640,1671,4740,450,6854,1153,887,213,2255,9766,141299,12985,164046
CED316,86,3204,231,3516,865,7952,586,9405,344,3729,235,4305,241,2982,224,3446,353,6247,530,7126,351,6319,524,7192,581,7460,650,8690,1094,8785,690,10573,1722,9728,637,12084,1582,5437,423,7449,789,996,160,1947,8011,62834,4897,75739,49,3068,197,3313,449,7853,537,8834,230,3609,214,4055,151,3052,214,3420,272,6942,498,7711,348,7415,463,8228,625,8574,544,9748,1076,10501,611,12182,1468,10718,611,12792,1770,5461,491,7726,1427,1098,283,2804,7863,68288,4666,80821,135,6269,429,6828,1314,15800,1127,18241,574,7340,450,8366,394,6036,439,6872,624,13193,1028,14845,697,13733,992,15424,1209,16038,1193,18440,2166,19285,1301,22747,3190,20442,1248,24875,3355,10896,919,15176,2214,2098,441,4750,15872,131127,9563,156565
CED317,83,4593,481,5151,572,10353,1303,12234,191,4742,613,5544,136,3907,725,4772,176,8829,1761,10764,239,8108,1440,9781,361,9088,1417,10871,662,9983,1247,11886,955,8055,873,9883,858,3725,494,5082,574,663,185,1420,4819,72036,10541,87392,30,4208,471,4713,251,9974,1121,11349,110,4251,505,4866,67,3639,481,4187,181,9186,1132,10496,215,8977,1072,10263,396,9602,1042,11044,704,9799,902,11413,795,7557,686,9039,1072,3365,420,4856,898,640,242,1779,4729,71201,8082,84011,116,8804,952,9867,823,20329,2423,23578,302,8991,1112,10406,212,7543,1209,8964,353,18017,2891,21265,452,17077,2511,20046,757,18691,2466,21913,1369,19783,2152,23300,1747,15613,1563,18923,1930,7086,918,9939,1473,1299,429,3202,9549,143237,18618,171402
CED318,67,4461,506,5040,547,10573,1020,12139,161,4698,494,5350,120,4131,641,4887,206,9457,1568,11227,252,9723,1237,11208,398,10587,1286,12269,609,9686,1119,11413,828,7013,803,8650,784,2732,343,3861,435,451,104,1000,4413,73518,9124,87048,45,4406,421,4866,252,10254,963,11474,119,4661,424,5202,81,4228,565,4869,168,10668,1429,12259,232,11154,1094,12483,384,11281,1010,12680,582,9858,911,11355,827,6709,626,8157,925,2586,313,3821,796,481,122,1405,4424,76277,7872,88573,112,8869,924,9905,800,20833,1981,23614,281,9358,916,10551,197,8354,1211,9760,367,20118,2997,23487,485,20877,2334,23692,785,21869,2295,24948,1197,19542,2032,22768,1661,13721,1425,16808,1710,5309,652,7678,1236,941,229,2404,8833,149790,16999,175620
CED319,93,4662,180,4934,504,8801,346,9649,183,4062,170,4416,124,4720,276,5112,218,11814,658,12686,228,11380,576,12178,308,9641,474,10425,437,7476,339,8247,543,5321,238,6100,684,2675,167,3524,646,692,103,1442,3965,71238,3520,78720,46,4465,175,4695,248,8464,299,9019,120,3930,128,4180,107,4948,229,5288,237,12422,561,13225,235,11671,471,12377,339,10158,343,10842,527,8007,254,8787,643,6013,236,6893,1079,3488,199,4768,1484,1005,269,2760,5086,74587,3170,82842,144,9131,353,9628,754,17269,645,18667,309,7991,294,8595,231,9669,499,10404,455,24231,1224,25909,465,23056,1046,24560,648,19805,818,21268,962,15481,592,17038,1188,11338,469,12996,1764,6166,363,8286,2131,1698,376,4206,9047,145822,6686,161558
CED320,143,5074,331,5548,1365,10774,795,12937,431,5032,350,5813,280,4829,529,5633,441,9824,1325,11590,385,9329,1066,10777,534,9861,804,11198,858,9175,556,10593,1342,8410,489,10239,1298,4112,313,5725,671,659,100,1435,7742,77086,6660,91490,97,5006,299,5402,674,10779,743,12193,269,5077,297,5641,160,4863,314,5335,371,11074,722,12167,471,10512,623,11607,700,10683,558,11937,956,10214,490,11660,1283,9403,465,11153,1458,4240,299,5998,1138,678,176,1998,7584,82523,4990,95091,241,10086,626,10948,2037,21545,1544,25133,699,10107,649,11459,438,9687,837,10965,807,20902,2044,23749,854,19839,1689,22386,1228,20543,1362,23135,1816,19388,1050,22253,2630,17815,956,21392,2758,8352,614,11724,1813,1339,277,3434,15326,159606,11653,186589
CED321,56,3979,377,4413,652,8636,973,10259,238,3741,412,4389,159,3270,433,3866,253,7094,982,8325,251,6634,809,7697,466,7804,960,9231,774,8888,1044,10715,1036,8038,843,9919,920,3887,498,5301,552,716,178,1440,5359,62687,7507,75547,40,3705,344,4090,341,8511,956,9802,156,3549,363,4071,106,3274,370,3746,182,7543,850,8573,265,7474,781,8518,489,8422,855,9764,783,9113,883,10783,940,7546,689,9174,1048,3769,478,5291,961,810,291,2054,5309,63703,6856,75875,94,7683,721,8500,987,17146,1929,20063,400,7292,770,8459,265,6545,802,7609,429,14633,1835,16902,521,14103,1590,16212,953,16227,1812,18996,1564,18005,1934,21498,1983,15584,1530,19090,1965,7651,976,10596,1511,1524,464,3494,10669,126387,14362,151422
CED322,55,4181,203,4443,528,9283,489,10302,171,4495,236,4892,106,4025,255,4385,188,8970,691,9852,171,9831,567,10573,261,9819,585,10668,369,8082,454,8904,595,6860,393,7845,849,3388,274,4510,620,796,178,1590,3911,69731,4329,77965,37,3767,220,4020,233,9376,519,10130,114,4353,195,4664,74,4681,273,5026,137,10284,665,11072,178,11297,635,12104,289,10717,529,11540,453,9373,438,10259,673,7900,394,8972,1136,3784,328,5242,1357,948,300,2606,4668,76475,4488,85643,91,7950,421,8463,763,18659,1008,20434,280,8844,430,9551,178,8708,527,9416,317,19252,1356,20926,353,21124,1200,22677,549,20539,1121,22205,817,17455,888,19163,1270,14761,787,16819,1982,7172,596,9752,1976,1744,481,4200,8579,146210,8818,163608
CED323,65,3738,246,4051,452,7847,634,8929,156,4271,302,4729,143,5544,489,6175,224,12719,1338,14285,247,10498,961,11704,359,10303,902,11562,519,9316,859,10694,787,7954,720,9461,989,4297,453,5739,689,883,216,1792,4630,77378,7125,89128,28,3469,249,3747,247,7543,501,8296,110,4232,301,4637,105,6067,534,6704,202,13333,1332,14862,223,10882,873,11977,403,10927,796,12124,548,10218,820,11584,795,8683,673,10155,1239,4604,534,6378,1218,966,368,2549,5109,80923,6980,93016,95,7211,496,7800,701,15386,1134,17221,265,8502,601,9368,245,11610,1025,12878,430,26052,2669,29150,475,21380,1833,23681,754,21231,1703,23688,1065,19532,1683,22277,1575,16638,1398,19614,2231,8901,994,12122,1909,1847,583,4339,9737,158299,14111,182143
CED324,102,4668,249,5019,451,9555,407,10410,144,4352,189,4684,129,6396,372,6897,207,13605,792,14609,232,11903,565,12699,318,9435,438,10194,404,7583,357,8342,582,5388,251,6224,693,2578,138,3415,567,511,63,1133,3823,75967,3821,83616,40,4483,231,4751,218,9357,403,9984,97,4401,158,4653,120,5911,275,6309,235,13110,650,14000,266,12287,499,13051,362,9795,346,10506,462,7963,292,8719,719,5919,234,6867,1040,2750,201,3990,1197,680,147,2025,4754,76659,3443,84858,135,9155,485,9770,675,18908,808,20388,240,8749,347,9342,247,12306,649,13202,443,26717,1447,28605,489,24188,1068,25750,684,19234,784,20700,864,15544,654,17061,1302,11308,486,13096,1736,5326,340,7405,1764,1194,204,3157,8583,152627,7266,168476
CED325,149,6501,427,7075,906,12645,870,14420,314,5643,365,6326,187,5496,658,6338,306,11756,1860,13925,305,12249,1565,14116,380,10422,979,11781,591,8191,558,9339,712,5197,321,6229,650,2170,131,2946,387,365,65,818,4875,80640,7796,93316,72,5950,400,6417,429,12289,787,13507,174,5520,302,5985,125,5334,336,5791,279,12859,876,14009,344,13092,770,14208,528,11006,486,12022,737,8485,384,9604,903,5632,242,6777,1025,2339,139,3504,799,499,75,1376,5405,83006,4791,93200,220,12453,829,13496,1335,24943,1659,27932,484,11163,658,12307,312,10827,990,12131,585,24616,2741,27936,649,25344,2330,28322,908,21431,1469,23804,1324,16676,943,18939,1613,10829,566,13004,1672,4509,270,6448,1189,864,143,2191,10286,163643,12593,186519
CED326,126,5591,287,6002,1006,11275,603,12880,324,5109,200,5626,222,4615,249,5090,341,9983,609,10939,337,11701,608,12640,458,10514,569,11538,620,8511,421,9549,919,7097,371,8387,1057,3575,250,4893,695,786,167,1646,6105,78748,4328,89184,73,5230,263,5563,514,11168,562,12241,205,4896,220,5322,156,4667,238,5058,280,11205,568,12051,377,12755,585,13719,557,11507,476,12544,746,9777,384,10901,998,8524,356,9879,1447,4305,328,6079,1458,973,307,2736,6819,84999,4285,96101,203,10812,548,11565,1516,22437,1163,25125,527,9998,416,10949,378,9284,488,10150,617,21194,1179,22994,716,24458,1193,26363,1014,22017,1051,24082,1365,18282,804,20450,1915,15622,727,18267,2510,7881,575,10971,2149,1759,474,4380,12921,163749,8614,185285
