CED_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
CED505,8,84,9,20,0,0,112,0,131,21,15,0,6,174,33,791,33,103,13,6,991,106,251,90,153,15,7,625,296,83,18,198,24,4,618,1178,117,32,420,162,3,1907,1856,66,23,788,131,4,2863,2908,42,26,1045,78,8,4116,2393,15,18,698,42,3,3174,1419,3,0,378,21,0,1821,911,0,0,219,4,3,1143,606,0,0,127,9,0,750,418,0,0,79,5,0,507,845,0,0,156,13,0,1010,165,86,20,195,45,24,542,13141,1667,287,4593,577,68,20335
CED506,74,531,431,50,1964,10,3052,13,423,300,39,280,8,1062,80,1114,311,279,1254,15,3055,325,819,202,400,554,29,2330,360,442,61,486,399,9,1765,768,658,103,685,513,16,2745,1352,536,119,793,420,10,3218,1393,161,49,656,240,6,2505,901,37,8,270,128,3,1353,590,10,4,116,60,0,781,360,11,0,86,50,0,508,226,6,0,60,30,0,326,161,5,0,29,30,0,225,227,0,0,49,67,0,341,255,370,125,299,889,47,1990,7081,5133,1711,4295,6868,161,25252
CED507,4,40,5,40,14,0,105,3,66,19,26,14,0,126,31,579,65,144,51,11,877,86,371,182,217,84,7,939,185,145,53,336,62,4,778,561,187,44,587,101,4,1485,1838,119,29,1248,135,14,3374,2873,41,25,1176,109,9,4237,943,3,0,276,26,4,1246,195,0,0,89,8,0,295,54,0,0,21,15,0,89,11,6,0,8,4,0,31,5,0,0,9,0,0,11,18,0,0,6,7,0,26,106,88,30,196,97,31,550,6908,1643,456,4367,716,85,14173
CED508,13,104,10,13,0,0,136,6,143,14,12,10,0,189,25,902,64,106,10,0,1109,66,390,131,186,24,8,805,177,157,39,180,34,0,585,451,178,42,339,84,0,1099,1656,142,27,759,83,9,2672,3967,57,6,1263,106,9,5407,2055,7,0,560,47,0,2671,732,0,0,205,7,0,942,275,3,3,76,3,0,364,142,0,0,35,4,0,180,76,0,0,13,0,0,93,100,3,0,27,3,0,134,128,124,28,180,35,36,531,9879,2215,362,3947,440,72,16911
CED509,4,33,8,32,0,0,80,0,53,0,6,0,0,63,21,345,30,84,17,7,491,88,209,69,131,18,0,523,95,73,8,143,24,0,352,475,111,28,332,63,0,1006,1836,92,30,869,66,5,2899,2530,43,31,971,107,17,3703,917,8,8,268,28,3,1233,223,0,0,64,5,3,302,65,0,0,20,0,0,85,24,3,0,7,0,0,41,6,0,0,7,0,0,16,12,0,0,5,4,0,20,102,70,25,156,43,30,426,6422,1036,258,3095,363,69,11239
CED510,4,14,0,11,0,0,34,0,27,3,9,0,0,36,9,183,19,61,3,4,282,47,79,28,103,7,3,262,28,27,13,104,11,0,183,82,42,10,173,21,0,331,675,28,14,523,35,8,1287,2152,15,6,1029,42,14,3259,1311,0,0,429,17,0,1766,673,0,0,159,10,0,852,336,5,0,86,6,0,429,187,0,0,33,3,0,226,82,0,0,16,9,0,102,91,0,0,20,6,0,123,80,32,6,119,18,17,271,5771,435,105,2882,185,48,9438
CED511,10,212,72,104,168,14,586,10,169,53,55,86,5,380,128,777,242,412,245,28,1835,374,473,319,619,274,23,2085,408,265,51,616,199,8,1544,874,404,107,814,251,17,2472,1814,241,49,1091,229,8,3424,1718,56,20,697,103,8,2601,468,16,7,137,25,6,653,157,3,0,33,5,0,206,34,0,0,7,0,0,46,13,0,0,4,3,0,19,4,0,0,8,0,0,11,5,0,0,6,8,0,22,101,179,43,288,373,44,1035,6114,2796,964,4893,1980,159,16913
CED512,8,18,0,11,5,0,48,0,32,3,5,4,0,49,11,172,24,68,28,4,298,45,137,58,101,38,3,380,59,74,22,111,26,0,289,283,148,53,217,30,3,733,1896,130,36,815,58,11,2937,3685,50,13,1248,91,10,5090,1572,7,0,392,36,0,2004,380,0,0,84,4,0,475,97,3,0,31,0,0,131,19,3,0,16,0,0,39,15,0,0,4,0,0,17,15,0,0,5,5,0,31,132,47,9,132,36,28,382,8216,817,222,3236,357,62,12906
CED513,28,89,11,31,7,3,168,3,155,22,25,0,4,209,64,1031,72,202,15,16,1396,252,381,256,316,51,4,1270,626,138,73,427,34,7,1305,2011,162,78,814,117,6,3194,4230,121,53,1582,158,17,6167,7005,49,27,1994,180,21,9285,3754,5,10,895,67,7,4745,1427,0,5,301,22,0,1753,578,0,4,123,16,4,721,279,3,0,64,11,0,364,121,3,0,30,7,0,164,159,0,0,41,3,7,208,245,135,34,271,75,53,815,20786,2286,649,7116,745,161,31748
CED514,7,129,16,30,0,0,182,7,203,29,40,0,3,282,103,1207,89,266,40,12,1724,200,455,216,336,45,12,1266,362,197,35,327,28,7,953,1206,246,89,577,80,11,2211,4263,211,67,1617,195,32,6383,7078,129,46,1885,233,19,9385,2735,19,6,657,57,10,3485,906,0,4,200,10,0,1119,372,0,0,77,3,0,460,175,0,0,32,5,0,214,75,0,0,23,5,0,101,120,0,0,38,5,0,164,252,170,32,323,60,86,928,17857,2976,630,6425,772,189,28856
CED515,7,21,0,13,3,0,49,0,47,7,10,4,0,70,27,378,29,126,24,5,589,43,173,34,145,8,7,404,80,49,4,134,9,3,277,262,83,26,222,25,6,620,1071,48,24,631,55,4,1834,3055,28,7,1046,103,10,4255,2155,0,6,517,47,0,2731,881,0,0,186,7,5,1077,345,0,0,82,6,0,432,158,0,0,50,0,0,207,113,6,0,18,0,0,130,133,0,0,28,5,0,160,109,53,17,188,33,29,434,8439,883,164,3397,323,59,13269
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,5,35,13,30,31,0,119,10,88,46,26,8,0,179,62,562,124,212,47,20,1023,367,356,229,397,58,19,1421,457,163,106,422,36,10,1185,1138,183,195,631,64,13,2232,2024,66,40,785,73,16,3002,1686,20,10,487,52,8,2261,455,6,0,108,6,4,589,106,0,0,23,3,0,139,28,0,0,8,0,0,32,10,0,0,3,0,0,13,5,0,0,0,0,0,6,0,0,0,4,0,0,5,92,71,33,130,48,38,404,6438,1548,809,3273,423,113,12610
CED602,8,74,12,41,73,4,208,7,127,22,27,17,3,207,113,669,104,224,90,8,1206,461,487,153,452,97,19,1662,358,288,127,521,73,9,1384,1231,390,93,866,137,18,2726,1554,95,26,890,96,15,2681,601,20,13,283,39,5,956,74,6,3,41,6,0,130,20,3,0,11,3,0,40,3,3,0,0,0,0,7,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,0,7,0,0,13,64,125,31,144,76,35,479,4496,2285,580,3505,718,113,11699
CED603,0,75,9,19,3,0,110,4,128,23,19,0,6,170,38,898,93,117,11,7,1175,132,386,230,285,50,8,1092,166,166,53,233,27,5,646,488,138,67,443,43,15,1192,1292,124,60,813,90,13,2389,2626,70,32,1044,150,11,3941,1598,7,13,591,70,0,2283,728,0,0,243,20,5,995,274,0,0,100,9,0,391,112,3,0,44,5,0,164,53,0,0,21,0,0,77,35,0,0,41,3,0,79,108,110,20,146,41,35,461,7660,2100,602,4160,534,89,15148
CED604,6,34,8,23,3,0,85,3,56,0,8,3,0,75,16,471,43,82,27,11,651,44,287,110,155,25,10,639,56,124,55,180,13,3,431,156,150,61,292,29,4,695,638,144,51,606,52,6,1494,1640,71,13,830,65,11,2633,1037,6,9,326,42,3,1425,382,6,0,90,4,4,488,81,3,3,34,3,0,124,29,0,0,0,0,0,35,4,0,0,0,0,0,9,14,0,0,10,0,0,24,67,53,21,89,24,29,276,4183,1405,369,2730,305,83,9082
CED605,8,30,12,43,56,0,154,0,55,15,36,7,3,127,29,368,76,161,67,8,711,129,347,149,306,93,16,1041,177,202,80,375,65,7,903,491,265,78,577,81,10,1504,1123,103,29,735,87,10,2091,1154,22,7,496,50,6,1732,315,3,0,91,10,0,420,51,0,0,22,5,0,76,13,0,0,7,0,0,16,0,3,0,8,0,0,8,0,0,0,0,0,0,3,0,0,0,4,3,0,8,47,69,16,160,102,22,421,3544,1482,473,3016,619,88,9223
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED701,11,1455,864,21,418,47,2809,0,910,311,9,213,13,1461,17,964,309,68,283,10,1647,45,604,159,89,205,14,1114,56,214,76,99,140,4,591,190,238,62,168,346,6,1015,497,91,37,257,145,4,1039,968,64,8,451,98,8,1602,820,28,3,370,91,0,1315,523,9,0,170,38,3,742,208,0,4,65,14,0,297,78,0,0,34,12,0,129,28,0,4,14,5,0,49,25,0,0,25,12,0,61,109,373,152,136,624,33,1428,3592,4963,1992,1974,2643,143,15303
CED702,10,129,15,3,9,0,167,0,351,7,9,0,3,378,26,666,39,45,14,3,791,81,381,26,125,26,7,640,135,146,37,146,32,5,502,573,194,29,230,619,14,1660,1792,154,31,626,283,8,2903,3137,92,14,966,188,12,4407,2473,63,3,583,106,9,3240,1413,12,0,254,37,3,1724,625,6,0,100,5,3,743,256,0,0,50,6,0,318,122,5,0,20,3,0,144,107,4,0,27,5,0,147,195,318,23,150,111,38,838,10953,2504,232,3349,1443,108,18586
CED794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED801,3,128,3,13,4,0,148,0,173,19,4,6,4,198,8,1126,31,70,18,0,1253,36,444,54,88,17,4,634,20,242,17,100,11,3,399,75,259,21,144,56,0,553,252,214,29,231,68,0,793,1624,262,25,768,119,3,2807,2248,104,3,752,79,3,3189,1242,15,0,341,40,4,1632,423,3,3,119,18,0,561,182,4,0,35,3,0,228,70,4,0,18,3,0,92,77,0,0,15,3,0,98,111,177,20,129,45,24,502,6386,3149,227,2829,471,45,13114
CED802,8,165,8,18,19,0,213,0,157,23,15,3,3,194,14,1202,50,71,13,9,1349,38,325,66,118,32,5,580,37,176,28,123,21,5,396,130,180,38,209,170,0,725,637,181,51,396,160,7,1435,2449,128,57,939,211,11,3792,3873,81,20,1023,126,0,5130,2691,24,9,712,67,8,3501,1365,10,4,335,25,7,1733,578,0,0,197,17,0,796,292,3,0,60,8,0,363,417,3,0,110,10,0,533,138,146,22,168,68,40,585,12671,2770,388,4475,937,90,21329
CED803,0,127,26,17,0,0,174,0,140,7,9,0,0,154,9,883,27,51,14,0,991,40,427,48,112,25,5,652,23,181,20,96,12,0,333,98,202,48,135,284,3,769,241,201,98,290,335,3,1169,2629,257,107,889,299,0,4181,3486,61,14,899,146,5,4613,1964,15,7,454,107,6,2553,753,0,3,174,42,3,978,195,7,0,57,12,0,271,53,0,0,19,5,0,76,68,5,0,26,0,0,100,132,163,18,129,57,42,548,9688,2664,427,3356,1357,72,17556
CED894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
