CED_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
CED302,793,13,3,21,809,99,5,910,10151,1061,218,41,11464,164,23,184,11644,463,14,12126,9656,1438,243,41,11382,99,24,123,11501,348,7,11855,1630,215,223,23,2087,30,0,31,2121,76,0,2191,77,10,3,89,183,0,0,0,183,9,13,208,21505,2724,689,198,25112,290,50,340,25456,893,38,26382,196,23,5,0,223,31,0,31,254,12,0,267,341,53,9,7,406,26,8,33,442,24,0,464,534,85,11,3,632,55,8,64,693,39,0,732,22034,2805,701,203,25738,347,57,404,26146,930,38,27110,3876,635,159,68,4743,109,8,114,4859,654,8,5529,25,4,0,23,58,0,0,0,62,3,62,129,25944,3448,855,293,30538,457,69,526,31066,1590,106,32767
CED303,513,10,0,10,516,45,0,566,7871,817,245,35,8966,93,32,130,9096,425,8,9529,8588,1194,245,51,10079,73,9,86,10163,298,15,10475,1544,237,227,0,2011,6,5,12,2020,41,0,2060,104,16,4,106,227,0,0,0,229,17,20,266,18114,2259,717,197,21279,181,44,226,21510,777,47,22328,111,27,13,3,150,29,0,29,182,12,0,196,275,35,9,4,322,15,4,21,343,19,0,358,383,62,21,8,467,45,4,53,520,30,0,557,18495,2319,738,203,21753,223,56,278,22031,806,47,22884,3151,490,150,88,3882,84,14,97,3976,475,10,4456,35,8,4,25,68,0,0,0,68,0,57,126,21679,2817,892,309,25698,311,62,372,26078,1285,108,27467
CED304,603,11,4,19,617,53,4,676,7377,841,172,20,8408,154,27,184,8588,418,8,9015,7215,937,131,21,8302,88,18,100,8404,207,7,8620,1329,187,199,9,1726,13,6,21,1747,38,0,1792,57,5,0,52,119,5,0,5,120,4,0,123,15982,1970,503,99,18551,253,50,305,18859,672,20,19544,150,35,0,3,182,21,3,28,207,15,0,225,205,38,13,3,251,15,7,19,272,15,0,283,355,67,8,3,432,38,7,46,481,26,0,509,16332,2032,515,106,18985,293,64,356,19343,694,20,20059,3076,370,101,54,3606,84,23,108,3710,323,6,4031,22,4,0,11,41,0,0,0,41,5,32,82,19432,2408,617,174,22637,374,85,460,23095,1026,53,24174
CED305,135,3,0,3,139,15,0,157,6730,539,197,76,7546,57,9,65,7612,233,22,7868,7676,754,279,91,8797,67,11,79,8879,260,13,9148,947,91,173,6,1216,7,0,7,1227,29,7,1262,114,8,0,133,254,7,0,7,259,27,24,307,15468,1395,644,302,17813,138,16,154,17969,543,61,18576,84,11,4,3,104,16,5,15,124,5,0,133,245,25,8,10,288,9,4,13,304,6,0,311,329,42,12,14,394,22,12,31,426,15,0,443,15799,1441,656,317,18210,157,29,190,18399,566,61,19022,3316,395,173,166,4053,92,14,118,4168,436,16,4619,38,0,0,27,72,0,0,0,72,0,63,131,19160,1831,831,508,22329,254,48,303,22634,1009,137,23778
CED306,144,0,0,4,145,13,0,161,6496,529,169,44,7242,67,14,81,7319,263,10,7589,8195,738,165,106,9212,78,30,108,9316,271,9,9598,797,48,120,10,982,5,0,5,984,24,0,1012,71,8,0,121,199,0,0,0,203,22,17,245,15567,1319,460,283,17632,151,41,194,17824,580,40,18441,114,12,0,0,129,18,0,18,140,21,0,164,204,18,3,6,242,25,9,27,274,13,0,283,314,31,9,6,366,38,9,47,415,36,0,456,15887,1354,466,289,17996,185,53,244,18239,619,40,18891,2950,301,132,122,3508,106,31,138,3642,447,15,4103,31,3,7,29,65,0,0,0,65,4,54,121,18864,1663,602,444,21573,297,84,375,21948,1065,105,23119
CED307,643,9,11,19,665,73,4,738,9033,1016,293,35,10380,166,34,197,10585,563,12,11159,9865,1323,320,72,11570,101,27,123,11695,393,6,12096,1929,260,258,6,2451,24,3,26,2477,94,3,2578,71,22,0,100,198,6,0,6,198,10,18,227,20894,2623,868,225,24607,294,63,354,24960,1059,41,26065,137,31,8,0,173,19,6,19,191,28,0,223,325,37,11,12,385,11,3,13,402,22,0,421,459,66,16,12,561,25,10,29,596,51,0,638,21356,2694,888,233,25172,318,65,390,25553,1107,41,26705,3957,542,200,84,4789,85,23,106,4895,536,7,5436,35,0,0,28,60,0,0,0,60,6,56,122,25347,3239,1091,344,30019,405,85,495,30510,1648,106,32265
CED308,556,27,7,28,589,86,0,674,7705,964,239,56,8964,142,63,204,9172,597,18,9786,8297,1634,291,69,10288,168,53,224,10511,499,42,11051,1499,297,239,26,2069,36,9,41,2113,130,7,2239,108,4,7,127,250,0,0,0,255,20,35,307,17609,2902,779,276,21573,343,127,465,22043,1247,97,23389,191,45,13,11,258,49,0,49,306,34,0,343,392,68,19,8,489,41,7,53,542,38,0,581,588,112,28,18,751,91,14,102,851,75,0,928,18202,3016,812,294,22323,431,139,572,22892,1321,97,24308,4166,983,273,134,5552,229,47,278,5831,1054,26,6908,32,17,0,68,121,3,0,3,128,5,144,273,22403,4011,1082,496,27999,664,189,854,28851,2372,266,31495
CED309,315,3,0,4,315,40,0,361,5680,944,247,23,6896,91,33,121,7015,370,6,7394,8701,1824,364,64,10953,60,31,95,11045,427,14,11489,1424,299,253,11,1990,20,8,25,2015,69,0,2086,109,12,0,119,240,4,0,4,244,10,23,274,15915,3073,864,221,20074,179,68,252,20322,878,43,21246,83,29,0,0,114,14,0,14,125,8,0,135,279,58,16,6,362,12,8,27,387,30,0,413,367,84,19,6,473,28,8,34,513,40,0,553,16279,3160,881,224,20548,206,76,288,20836,920,43,21798,3198,605,179,77,4058,74,19,87,4149,602,9,4765,45,9,0,30,85,0,0,0,91,6,65,158,19525,3773,1062,335,24692,282,98,378,25068,1530,121,26720
CED310,306,0,4,3,310,32,0,340,5725,964,228,54,6965,75,44,117,7084,392,10,7488,8348,1722,375,60,10512,87,35,126,10638,422,11,11071,1354,282,244,31,1906,13,4,25,1929,68,4,2000,90,22,3,120,235,0,0,0,238,11,27,273,15520,2988,855,257,19622,182,83,270,19881,895,56,20834,93,20,0,7,116,11,4,8,128,29,3,164,298,42,16,14,372,18,3,18,394,21,0,415,393,60,16,18,486,27,4,31,525,53,3,581,15914,3052,872,276,20109,206,89,295,20405,949,60,21411,3061,550,224,88,3928,102,33,143,4063,529,28,4625,41,7,0,20,73,0,0,0,73,10,84,163,19015,3607,1096,382,24105,315,126,438,24545,1483,171,26197
CED311,77,0,0,0,82,5,0,85,6256,417,169,71,6915,77,8,85,7000,271,3,7274,7931,687,220,115,8954,94,25,124,9076,317,4,9402,782,80,136,24,1018,11,0,11,1032,42,0,1076,93,12,0,181,285,0,0,0,289,24,20,323,15051,1202,532,389,17169,192,33,226,17392,651,29,18079,124,8,3,5,145,41,0,41,185,42,0,222,259,34,18,0,310,14,0,15,320,13,0,343,382,44,19,9,451,52,0,53,505,61,0,563,15429,1242,548,398,17621,247,34,279,17899,712,29,18641,4105,564,232,134,5036,160,45,209,5244,852,33,6124,40,3,0,21,63,3,0,3,72,11,135,221,19576,1805,779,550,22724,410,77,490,23213,1574,194,24988
CED312,478,14,4,16,500,91,0,585,8640,1007,280,46,9979,122,62,180,10160,565,27,10749,8623,1664,277,86,10648,139,17,160,10809,521,11,11348,1724,294,245,36,2299,30,12,39,2335,110,0,2446,158,25,3,138,325,8,0,10,330,25,53,412,19153,2986,797,311,23246,293,91,382,23627,1221,98,24941,240,57,10,7,315,60,0,60,376,35,6,414,405,97,18,20,533,41,23,58,594,14,0,611,643,151,24,35,852,96,23,114,969,48,6,1020,19795,3138,824,344,24096,390,105,498,24597,1269,100,25960,5504,1217,319,243,7287,291,83,372,7663,1238,39,8944,46,5,0,67,119,3,0,3,127,3,127,258,25346,4360,1147,651,31507,690,191,878,32381,2514,268,35158
CED313,674,11,3,12,684,80,0,766,8581,943,187,16,9718,162,23,192,9911,393,4,10302,8038,1007,172,21,9233,55,18,73,9308,247,15,9571,1611,215,222,9,2059,23,3,22,2082,52,4,2142,80,5,0,63,148,0,0,0,152,14,0,168,18308,2166,577,105,21159,241,50,289,21449,708,27,22185,177,41,12,3,231,26,4,31,255,11,0,267,258,22,0,5,289,16,12,25,314,28,0,344,436,66,12,8,516,43,12,54,576,36,0,610,18745,2232,584,113,21674,284,66,344,22017,747,34,22792,3208,418,101,53,3782,94,14,107,3885,431,11,4330,30,6,4,19,55,0,0,0,55,3,29,86,21979,2652,687,184,25506,379,73,449,25959,1180,69,27211
CED314,217,0,0,5,222,58,3,284,6537,788,115,27,7461,77,16,93,7554,369,11,7934,8509,1107,174,70,9857,96,23,119,9973,321,3,10303,874,141,102,3,1130,14,3,16,1147,39,0,1182,83,9,6,72,168,0,0,0,170,15,11,199,16009,2047,393,173,18616,186,43,229,18851,743,23,19614,119,18,3,3,147,43,7,45,190,27,0,219,261,51,0,12,328,20,12,36,361,18,0,379,379,73,5,19,474,61,19,79,553,46,0,600,16388,2115,396,188,19087,242,63,307,19400,786,23,20212,3652,737,128,103,4622,184,104,286,4910,1270,15,6194,9,16,0,20,49,0,0,0,49,21,69,137,20052,2871,524,314,23766,423,169,596,24359,2074,110,26542
CED315,226,3,0,7,233,21,0,256,7480,746,150,64,8448,102,39,138,8582,554,15,9154,6675,799,184,43,7703,99,26,131,7833,384,7,8221,883,149,161,13,1200,17,0,17,1216,65,0,1283,71,14,0,80,156,0,0,0,160,16,13,189,15108,1709,495,202,17507,218,68,280,17795,1020,36,18852,101,16,0,10,126,19,4,21,144,30,0,177,174,29,3,6,211,31,14,44,255,23,6,287,272,49,8,9,336,48,20,69,402,51,11,463,15387,1750,501,207,17846,266,90,347,18194,1080,47,19319,2775,506,107,93,3475,150,39,188,3670,953,11,4632,19,0,4,17,44,0,0,0,44,23,47,109,18176,2257,614,321,21361,411,127,541,21901,2055,102,24057
CED316,94,4,0,6,103,22,0,121,4483,709,121,41,5354,70,39,104,5462,433,19,5908,4887,1084,145,56,6175,83,43,136,6303,436,11,6750,535,109,94,6,746,0,11,11,756,67,0,822,53,10,0,130,182,5,8,5,194,21,15,235,9951,1910,359,235,12458,162,95,261,12715,948,41,13710,97,18,0,0,116,37,9,45,153,31,0,187,143,34,9,16,211,19,10,28,236,21,0,255,239,55,11,18,323,57,16,70,394,52,0,442,10193,1966,373,255,12782,221,106,328,13115,1001,38,14158,2331,560,121,108,3125,163,37,199,3323,1074,12,4410,18,15,0,31,59,0,0,0,61,13,51,122,12538,2538,497,393,15969,384,149,529,16498,2087,99,18690
CED317,93,0,0,0,93,10,0,103,6514,532,151,53,7248,61,16,81,7328,450,7,7789,6729,925,187,105,7948,94,26,113,8066,411,15,8487,675,114,133,8,933,14,0,13,946,32,6,985,81,15,3,156,260,6,0,7,269,29,15,310,14005,1580,480,329,16389,176,43,220,16609,923,49,17572,72,17,9,8,104,80,0,84,186,27,0,217,194,21,4,14,229,18,42,55,285,31,4,323,263,35,12,23,332,101,37,137,469,62,4,533,14262,1616,488,347,16719,273,84,358,17077,979,47,18106,3096,596,140,192,4023,187,50,235,4260,1263,9,5539,36,6,0,30,71,0,5,5,72,6,118,206,17391,2220,633,574,20815,461,134,594,21413,2252,183,23845
CED318,142,11,0,11,148,23,0,174,6158,996,199,44,7394,125,48,176,7570,476,9,8057,6241,1647,209,77,8172,86,30,119,8293,468,19,8783,765,179,161,15,1117,8,0,8,1129,53,4,1179,55,18,3,118,194,7,0,7,205,18,10,230,13221,2833,569,255,16878,230,82,314,17191,1020,36,18248,115,38,0,9,167,91,12,99,262,49,0,315,182,60,15,0,259,32,42,73,328,35,0,364,300,98,15,9,424,121,48,174,590,79,0,677,13518,2937,584,264,17302,354,131,486,17786,1099,36,18926,2559,788,193,153,3689,178,60,242,3933,1527,32,5486,29,9,0,16,59,0,3,3,64,3,168,240,16105,3736,782,427,21052,537,194,731,21780,2635,236,24648
CED319,502,9,3,15,520,58,3,579,7768,992,246,38,9040,141,28,164,9210,461,6,9684,8123,1153,232,26,9535,82,32,120,9647,294,7,9950,1657,243,221,24,2148,19,8,20,2165,76,0,2244,63,16,0,43,121,5,0,5,125,7,9,144,17613,2405,696,132,20844,239,65,306,21148,844,22,22016,154,29,8,10,203,27,0,29,231,21,0,249,254,24,12,0,294,23,6,29,321,14,4,338,409,53,21,10,495,50,8,57,549,32,4,585,18024,2455,711,143,21341,291,74,363,21695,877,23,22594,3264,562,133,65,4018,92,27,119,4142,519,19,4676,19,0,0,36,54,0,0,0,54,4,48,102,21310,3011,849,243,25408,379,98,476,25894,1397,89,27377
CED320,312,3,0,4,320,45,0,368,6579,809,240,48,7684,117,31,153,7830,485,13,8328,7670,1311,262,54,9303,102,40,139,9441,459,20,9922,1532,273,266,32,2103,22,6,31,2133,138,0,2274,94,14,5,107,222,8,0,8,228,28,29,289,15874,2406,771,247,19308,245,78,326,19635,1117,66,20818,161,32,4,3,204,28,3,27,231,19,0,251,295,45,13,9,364,20,7,24,385,30,0,416,463,78,19,11,569,44,8,53,617,47,0,666,16338,2482,795,256,19873,291,82,375,20252,1165,66,21479,4398,772,304,163,5647,180,51,234,5883,1179,41,7098,39,0,0,35,79,0,0,0,82,14,141,233,20775,3260,1103,460,25599,478,139,609,26209,2357,241,28810
CED321,67,0,0,0,67,8,0,73,5236,404,85,25,5746,31,24,51,5795,312,14,6128,6599,776,179,75,7636,63,25,91,7727,336,18,8085,693,135,113,9,944,0,0,0,949,28,0,977,79,7,0,131,214,0,0,0,218,26,5,248,12604,1323,383,235,14547,101,46,148,14691,707,42,15439,82,11,0,0,90,17,0,23,113,35,0,153,125,20,3,5,155,30,10,44,197,15,0,214,202,32,3,5,246,54,14,61,309,50,0,362,12803,1348,387,242,14789,150,61,212,15004,754,43,15804,3014,490,170,98,3778,91,55,146,3920,978,19,4914,43,13,8,20,84,0,0,0,84,3,62,152,15859,1851,562,369,18643,242,122,363,19013,1735,126,20871
CED322,452,6,3,13,465,54,3,518,6343,933,222,47,7546,114,39,150,7690,407,12,8109,8837,1691,307,53,10896,129,24,148,11045,336,10,11386,1387,280,223,13,1898,10,0,13,1909,70,0,1980,101,9,3,107,218,4,0,4,223,14,14,247,16665,2917,753,214,20553,252,59,312,20872,829,27,21725,94,24,0,0,119,42,0,42,156,17,0,177,260,64,13,11,344,22,3,23,366,32,0,402,351,88,10,11,470,59,3,64,527,51,0,576,17020,3004,773,227,21025,314,67,377,21399,879,27,22308,2853,644,154,65,3718,97,32,130,3844,533,6,4387,40,10,0,28,82,0,0,0,82,0,57,142,19916,3655,923,323,24816,411,103,502,25324,1422,99,26837
CED323,412,9,5,17,428,53,0,482,4969,818,162,31,5973,84,31,115,6092,380,11,6485,6128,1460,225,49,7872,122,37,155,8025,352,11,8392,1138,241,212,10,1604,25,4,32,1637,103,3,1737,89,29,5,81,212,4,0,4,212,14,12,237,12326,2553,602,174,15660,236,75,310,15969,847,40,16853,130,28,9,6,172,32,0,31,209,14,0,227,183,54,9,8,256,29,11,38,296,37,0,334,314,84,15,17,433,60,16,72,504,48,0,555,12642,2642,619,195,16090,295,85,386,16469,894,40,17410,2677,706,174,65,3617,114,44,158,3776,745,30,4554,15,7,0,46,66,0,0,0,71,12,63,145,15341,3358,785,292,19776,408,134,543,20323,1654,130,22107
CED324,765,25,7,28,789,161,3,961,7582,1043,212,30,8868,160,31,189,9061,506,17,9581,7856,1666,245,47,9818,138,52,187,10006,416,11,10425,1413,255,224,22,1908,11,6,14,1930,83,3,2011,107,18,4,100,226,12,0,12,241,29,8,274,16961,2980,687,203,20827,319,80,401,21229,1024,33,22287,228,59,12,6,305,56,10,61,363,44,0,405,334,77,5,4,420,47,17,67,483,26,3,521,561,136,11,12,721,103,21,128,845,71,3,921,17524,3113,702,207,21546,425,107,529,22075,1101,34,23213,4240,1010,202,105,5550,209,53,267,5818,1174,15,7002,49,15,0,56,122,5,0,5,126,13,72,213,21813,4137,906,363,27218,633,160,796,28019,2287,126,30431
CED325,771,28,11,40,810,129,0,943,9036,1265,312,47,10663,196,53,254,10921,704,25,11647,8442,1700,249,51,10437,155,57,213,10646,500,19,11169,1786,314,294,19,2419,24,8,37,2453,116,7,2576,94,13,3,112,229,6,3,9,231,38,26,303,19354,3291,866,233,23740,391,123,512,24255,1357,84,25692,306,108,5,16,443,54,15,71,510,63,0,571,427,99,26,14,566,69,26,95,658,74,0,729,731,204,33,35,1005,119,41,165,1166,137,0,1303,20088,3494,897,268,24746,510,162,674,25418,1491,84,26994,5600,1454,320,206,7582,326,109,439,8013,1939,43,9993,44,20,0,94,158,6,0,6,162,13,148,327,25733,4963,1223,570,32486,842,273,1115,33599,3442,277,37318
CED326,460,12,0,12,470,55,0,535,8214,1072,259,52,9603,135,47,180,9782,556,32,10365,8603,1576,293,58,10537,89,36,121,10660,436,18,11115,1770,250,258,10,2287,33,10,41,2328,78,0,2404,101,9,3,127,239,0,0,0,237,26,36,297,18686,2910,819,243,22655,258,91,349,23007,1101,83,24192,241,50,10,11,303,48,3,49,357,34,0,391,408,55,7,20,490,27,8,33,523,27,3,557,649,104,16,28,797,76,3,83,883,59,3,946,19329,3015,838,272,23460,334,97,431,23892,1161,88,25132,4498,832,244,83,5654,176,24,201,5858,818,28,6706,28,16,0,54,102,0,0,0,102,8,70,176,23853,3862,1083,414,29211,511,118,633,29843,1983,187,32018
CED327,656,21,5,27,686,124,0,809,7598,1069,199,62,8928,203,57,258,9184,684,15,9881,7745,1815,196,82,9836,170,41,210,10043,587,35,10671,1303,279,223,20,1820,37,10,43,1858,87,9,1957,96,16,0,163,274,0,0,0,279,28,40,344,16737,3178,614,323,20850,413,104,515,21368,1386,99,22849,302,85,7,12,405,96,9,110,515,49,0,563,420,134,20,18,594,67,28,94,687,79,10,767,722,221,27,29,997,168,35,198,1196,129,8,1334,17461,3398,634,353,21846,571,140,712,22559,1515,109,24182,6374,1925,316,318,8927,485,134,617,9539,2218,65,11824,43,18,0,91,149,4,0,4,158,18,194,362,23873,5336,957,760,30927,1061,270,1335,32259,3749,367,36371
CED328,797,18,10,29,821,106,0,935,9903,1128,308,43,11379,170,35,205,11584,509,7,12099,9891,1297,274,58,11521,97,14,112,11630,349,10,11994,1903,233,281,18,2438,15,7,24,2463,80,0,2544,63,11,11,48,131,0,0,0,133,3,8,144,21762,2668,867,170,25475,284,59,344,25814,940,28,26784,235,37,5,0,277,23,4,29,303,12,0,311,356,34,10,7,406,11,9,19,424,21,7,450,594,73,17,7,685,32,15,45,728,35,7,770,22358,2743,881,176,26154,314,74,386,26540,975,36,27548,4171,482,190,45,4889,101,33,130,5024,563,15,5602,19,3,0,37,58,0,4,4,61,0,34,96,26553,3228,1072,256,31101,408,112,521,31622,1540,83,33244
CED329,102,3,0,3,108,26,0,132,3844,691,147,15,4697,64,20,81,4785,370,7,5164,5505,1312,258,86,7163,66,40,101,7265,471,6,7745,546,141,162,4,850,12,0,12,861,64,0,926,85,21,8,102,214,0,0,0,214,36,4,255,9973,2158,585,208,12925,135,60,199,13119,950,17,14084,71,18,0,0,87,43,5,48,129,22,0,154,144,53,6,4,211,7,8,17,229,30,0,261,217,68,12,3,298,49,11,61,362,55,0,415,10185,2225,588,218,13218,189,73,261,13479,1001,21,14502,2391,551,137,114,3189,115,43,154,3351,1200,9,4558,13,0,0,25,35,5,0,5,42,0,75,117,12587,2779,726,348,16444,303,115,421,16870,2199,105,19171
CED330,363,0,5,3,368,63,0,434,8788,980,232,76,10076,114,16,129,10206,509,12,10730,9592,1435,269,103,11393,73,25,101,11498,469,13,11980,1713,332,278,29,2349,14,3,18,2362,111,7,2476,138,22,9,175,339,9,0,9,348,18,49,413,20229,2759,789,383,24162,210,40,253,24416,1115,73,25606,139,23,20,4,187,32,6,36,227,26,0,253,323,39,8,5,373,12,4,15,391,19,0,409,471,61,27,9,562,48,11,52,619,45,0,663,20699,2825,819,390,24729,256,50,309,25032,1154,74,26266,4933,870,288,187,6279,228,56,281,6567,1168,19,7755,35,0,0,43,85,5,0,5,84,7,155,250,25663,3697,1108,624,31095,490,110,594,31689,2330,254,34264
CED394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,898,22,14,36,933,170,0,1112,7033,1098,115,32,8270,119,55,174,8448,393,8,8848,8875,1735,158,55,10826,109,42,156,10979,367,22,11370,1022,165,127,8,1324,15,10,18,1337,53,0,1389,76,18,0,87,182,0,0,0,184,18,8,209,17007,3020,405,179,20605,246,103,345,20949,829,45,21819,200,44,10,11,263,30,0,36,293,14,0,316,323,71,7,6,414,35,14,51,462,47,0,504,525,118,11,16,677,61,15,80,757,65,0,821,17529,3131,416,194,21277,310,119,427,21703,892,49,22646,3822,1060,140,79,5104,184,58,239,5340,1256,4,6601,33,11,0,32,76,0,0,0,76,9,68,154,21381,4209,559,307,26453,487,181,669,27125,2152,123,29395
CED402,166,0,0,0,169,24,0,191,5500,573,97,37,6207,56,22,76,6285,321,8,6607,9257,1122,184,114,10679,94,28,132,10806,399,0,11206,750,133,154,20,1057,12,0,12,1064,47,0,1112,107,20,15,132,274,0,0,0,280,15,14,311,15610,1850,442,307,18214,164,51,222,18433,788,24,19244,67,13,0,0,82,17,4,22,106,15,0,120,175,27,5,11,221,15,9,24,245,17,0,255,244,36,5,10,306,32,14,45,353,32,0,378,15855,1887,448,320,18516,195,69,265,18780,811,24,19622,3169,625,121,157,4073,98,55,150,4226,862,19,5104,24,6,3,9,44,0,0,0,44,5,55,104,19052,2520,575,490,22628,290,121,420,23048,1680,98,24826
