CED_CODE_2021,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
CED231,4190,334,5,0,342,0,4526,527,1554,44,5,1600,4,2131,7,94,44,0,136,0,141,0,0,0,0,4,0,4,532,1651,85,6,1743,4,2278,7,6,0,0,6,11,20,4727,1990,93,6,2085,13,6823,4317,256,0,0,258,3,4574,452,1618,60,4,1682,0,2137,9,75,42,0,115,0,130,0,5,0,0,4,0,4,462,1698,100,4,1802,3,2269,14,5,0,0,5,9,24,4797,1957,103,4,2060,10,6865,2430,118,0,0,123,3,2551,233,889,36,0,924,3,1159,3,54,37,0,88,0,99,0,0,0,0,0,0,0,241,939,75,0,1009,5,1257,5,0,0,0,0,0,7,2673,1058,72,0,1136,9,3817,1670,77,0,0,82,0,1749,135,571,32,0,611,0,742,5,27,28,0,54,0,55,0,0,0,0,0,0,0,137,600,60,0,660,0,802,0,0,0,0,0,0,3,1810,680,61,0,746,3,2556,2209,118,0,0
CED232,6846,244,7,0,251,7,7100,328,2327,54,7,2380,0,2713,5,95,24,0,124,0,125,0,3,0,5,5,0,5,332,2426,78,8,2510,0,2842,10,5,0,4,7,9,30,7193,2676,76,10,2765,17,9971,7346,202,0,0,204,10,7564,346,2131,36,0,2170,0,2514,4,81,31,0,113,0,112,0,0,0,0,0,0,0,351,2217,66,0,2286,0,2635,15,0,0,0,0,5,18,7708,2420,68,0,2487,16,10210,4219,131,0,0,135,9,4361,130,906,27,0,928,0,1061,4,41,19,0,61,0,62,0,0,0,0,0,0,0,130,944,45,0,992,0,1124,9,0,0,0,0,7,12,4358,1079,48,3,1126,11,5496,2737,60,0,0,60,3,2802,79,468,16,0,481,0,563,0,21,13,0,36,0,36,0,0,0,0,0,0,0,79,491,29,0,515,0,592,5,0,0,0,0,4,10,2820,554,29,0,584,8,3406,3583,75,0,0
CED233,2687,221,0,0,221,0,2903,397,1608,54,4,1664,0,2066,8,132,54,0,182,0,184,0,0,0,0,0,0,0,403,1736,109,4,1847,3,2254,0,0,0,0,0,10,7,3093,1951,110,4,2065,15,5165,1893,136,0,0,135,0,2034,272,1058,57,0,1115,6,1392,13,119,78,0,197,0,210,0,0,0,0,0,0,0,280,1177,129,0,1312,6,1600,0,0,0,0,6,8,14,2187,1312,135,0,1448,13,3648,1103,52,0,0,52,0,1159,100,434,24,0,459,0,558,3,62,30,0,90,0,98,0,0,0,0,0,0,0,100,495,54,0,551,0,658,6,0,0,0,3,0,6,1212,554,55,0,610,0,1819,685,19,0,0,19,0,705,62,240,16,0,254,0,318,0,32,27,0,59,0,62,0,0,0,0,0,0,0,68,266,40,0,311,0,378,0,0,0,0,0,0,5,751,290,40,0,336,4,1088,865,28,0,0
CED234,2555,210,3,0,214,0,2771,492,3342,193,5,3544,5,4038,3,229,102,0,326,0,334,0,0,0,0,0,0,0,500,3575,300,5,3877,5,4377,8,5,3,0,5,0,19,3055,3790,304,5,4094,6,7162,3404,192,0,0,200,0,3597,476,3796,201,4,3998,0,4479,10,269,142,0,406,0,417,0,0,0,0,0,0,0,485,4059,349,4,4406,7,4894,4,12,0,0,7,0,13,3890,4262,349,4,4615,6,8513,2464,113,0,0,117,0,2578,253,1758,107,0,1867,0,2120,6,140,98,0,232,0,242,0,0,0,0,0,0,0,257,1897,203,0,2104,0,2362,0,4,4,0,5,0,11,2724,2019,208,0,2227,4,4955,1761,65,0,0,65,0,1830,159,1055,52,0,1110,0,1266,0,78,85,0,155,0,155,0,0,0,0,0,0,0,159,1127,138,0,1262,0,1423,0,0,0,0,0,0,3,1915,1195,138,0,1332,5,3253,2558,93,0,0
CED235,5223,78,0,0,74,12,5312,171,305,9,0,316,0,483,0,11,4,0,14,0,17,0,0,0,0,0,0,0,167,313,15,0,325,0,501,10,0,0,0,0,4,10,5403,396,10,0,400,16,5816,5347,78,0,0,77,19,5442,126,310,9,0,321,7,441,3,16,5,0,25,0,26,0,0,0,0,3,0,3,127,327,18,0,343,7,471,10,0,0,0,0,10,18,5479,401,18,3,418,31,5933,3320,31,0,0,31,8,3363,62,124,6,0,129,0,189,0,9,5,0,9,0,13,0,0,0,0,4,0,4,69,127,7,0,137,0,204,6,0,0,0,0,10,22,3400,160,7,0,163,21,3586,2260,27,0,0,28,11,2290,50,66,3,0,70,0,118,0,7,3,0,4,0,8,0,0,0,0,0,0,0,48,73,6,0,79,0,125,4,0,0,0,0,4,10,2307,100,7,0,107,14,2431,2665,24,0,0
CED236,4938,87,4,0,91,14,5041,142,879,80,8,963,0,1107,5,133,90,0,224,0,228,0,0,0,8,7,0,7,148,1011,174,13,1192,0,1341,6,0,0,0,0,16,25,5089,1095,178,10,1280,33,6407,5238,82,6,3,85,11,5346,133,844,86,0,934,4,1064,0,123,104,0,225,0,230,3,0,0,9,6,0,13,139,972,184,9,1161,4,1304,4,0,0,0,6,19,31,5385,1058,190,11,1256,35,6677,3309,59,0,0,61,8,3374,70,403,35,0,439,0,512,0,78,87,0,165,0,167,0,0,0,3,3,0,6,75,479,122,7,606,0,681,8,0,0,0,0,4,14,3384,538,125,7,668,11,4066,2240,40,0,0,41,6,2287,44,211,25,0,235,0,282,0,50,75,0,129,0,128,0,0,0,0,0,0,0,46,265,100,0,363,0,412,3,0,0,0,0,3,6,2291,306,97,0,412,9,2710,2700,42,0,0
CED237,2910,367,0,0,367,0,3282,509,4918,239,4,5161,9,5675,13,374,183,4,559,0,574,0,3,0,0,9,0,9,523,5295,422,4,5722,9,6257,9,16,0,0,15,23,42,3439,5678,422,4,6103,33,9577,2879,308,3,0,308,0,3186,366,4941,275,4,5221,6,5600,10,419,246,4,669,0,684,0,3,0,0,5,0,5,380,5363,525,8,5898,6,6285,0,16,4,0,12,15,28,3259,5683,529,11,6218,25,9500,1589,133,0,0,133,4,1728,165,2414,140,0,2560,4,2731,5,236,121,0,364,0,365,0,4,0,0,3,0,7,175,2654,267,6,2930,5,3108,0,0,6,0,3,10,13,1760,2797,268,6,3066,16,4843,1030,69,0,0,73,3,1104,106,1399,110,0,1512,3,1623,0,166,91,0,251,0,255,6,6,0,0,6,0,7,113,1568,196,4,1772,3,1882,0,7,0,0,5,3,9,1141,1642,193,7,1845,8,2997,1317,118,0,0
CED238,5352,65,0,0,65,8,5423,157,306,11,0,315,0,470,0,10,13,0,22,0,21,0,0,0,0,6,0,3,159,314,21,0,338,0,499,7,0,0,0,0,4,11,5515,378,21,0,402,12,5933,5643,47,0,0,52,7,5698,141,252,14,0,268,0,407,10,27,18,0,47,0,57,0,0,0,0,0,0,0,151,284,33,0,320,0,469,8,0,0,0,0,10,20,5798,333,37,0,370,19,6187,3530,27,0,0,27,0,3560,71,117,3,0,121,3,197,6,11,8,0,16,0,19,0,0,0,0,0,0,0,74,127,9,0,141,3,217,0,0,0,0,0,9,17,3610,154,11,0,169,15,3796,2517,20,0,0,19,9,2540,45,62,3,0,63,0,109,0,4,7,0,6,0,8,0,0,0,0,0,0,0,47,71,6,0,74,0,119,0,0,0,0,0,8,8,2559,85,6,0,94,16,2669,2992,23,0,0
CED239,4000,327,11,0,334,0,4336,526,2625,93,4,2719,0,3249,7,215,31,0,244,0,252,0,0,0,0,8,0,3,535,2843,123,4,2970,0,3512,0,8,0,0,12,14,27,4539,3178,133,4,3310,14,7872,3268,255,0,0,263,4,3535,422,2340,102,3,2449,5,2867,6,198,49,0,248,0,255,0,5,3,0,4,0,4,428,2541,153,3,2701,5,3130,3,6,0,0,11,9,25,3699,2810,158,6,2973,16,6685,1818,123,5,0,130,0,1949,200,1077,64,8,1146,0,1348,3,121,37,0,153,0,155,0,0,0,0,0,0,0,201,1194,102,8,1296,0,1501,0,3,0,0,3,9,9,2021,1319,107,8,1428,13,3458,1143,92,9,0,100,0,1238,112,618,46,4,668,3,783,4,63,28,0,92,0,95,0,0,0,0,0,0,0,116,683,76,4,762,3,876,0,0,0,0,0,0,0,1255,776,84,4,861,0,2115,1396,96,3,0
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,7153,289,0,0,291,12,7445,317,1404,37,0,1445,0,1766,6,73,31,0,114,0,118,0,0,0,0,6,0,6,329,1483,69,3,1559,0,1891,7,4,0,0,4,0,13,7483,1775,71,3,1855,12,9348,7352,218,0,0,220,10,7582,277,1371,39,0,1410,4,1686,0,87,36,0,119,0,121,0,0,0,0,4,0,4,279,1460,74,0,1539,4,1815,21,0,0,0,0,6,28,7649,1678,72,0,1755,18,9428,4281,113,0,0,115,9,4402,136,689,32,0,721,0,858,9,51,23,0,75,0,81,0,3,0,3,5,0,5,142,740,58,3,803,0,948,7,4,0,0,4,5,18,4439,855,60,3,916,12,5368,2865,55,0,0,55,3,2927,85,344,25,0,371,0,449,0,32,22,0,52,0,64,0,0,0,0,0,0,0,89,374,48,0,421,0,512,0,0,0,0,0,0,0,2956,428,48,0,476,3,3440,3241,68,0,0
CED302,5153,266,0,0,269,0,5425,497,1923,63,0,1989,6,2482,5,139,37,0,175,0,178,0,0,0,0,0,0,0,499,2070,95,0,2166,6,2669,0,3,0,0,3,4,11,5657,2332,99,0,2433,8,8102,5537,221,0,0,221,0,5762,473,2203,86,0,2288,3,2765,9,177,84,0,257,0,268,3,7,0,0,7,0,3,491,2379,169,0,2545,3,3034,4,7,0,0,7,3,13,6032,2602,169,0,2778,8,8814,3469,126,0,0,126,0,3588,227,1112,42,0,1153,0,1384,0,95,55,0,144,0,149,0,0,0,0,0,0,0,234,1204,98,0,1304,0,1533,6,4,0,0,4,4,8,3705,1328,98,0,1429,8,5138,2368,93,0,0,92,0,2459,140,640,30,0,669,0,813,7,54,36,0,98,0,103,0,0,0,0,0,0,0,144,699,69,4,772,0,912,0,0,0,0,0,0,0,2508,791,70,4,863,0,3375,3200,88,0,0
CED303,5557,145,0,0,146,4,5710,276,520,15,0,544,0,816,12,15,4,0,18,0,29,0,0,0,0,0,0,0,285,543,19,0,559,0,846,6,0,0,0,0,7,18,5857,687,21,0,711,13,6577,5976,144,0,0,148,11,6132,276,583,19,0,606,0,885,3,20,7,0,30,0,34,0,5,0,0,5,0,5,278,608,23,0,635,0,917,3,0,0,0,0,3,12,6258,754,25,0,783,10,7054,4060,101,0,0,101,5,4166,160,311,8,0,319,0,482,3,9,14,0,23,0,24,0,0,0,0,0,0,0,165,319,19,0,340,0,506,7,4,0,0,4,0,8,4227,427,19,0,446,8,4683,2703,62,0,0,62,4,2764,102,218,5,0,221,0,318,0,3,5,0,10,0,15,0,0,0,0,0,0,0,96,220,16,0,234,0,335,9,0,0,0,0,0,10,2812,281,16,0,295,4,3104,3511,60,0,0
CED304,4550,169,0,0,172,0,4724,450,1216,37,0,1252,0,1707,8,81,16,0,93,0,95,0,0,0,0,0,0,0,462,1299,52,0,1346,0,1808,0,0,0,0,0,3,7,5005,1470,50,3,1520,3,6537,4514,139,4,0,141,0,4654,329,1056,29,0,1081,0,1408,6,60,7,0,66,3,76,0,0,0,0,0,0,0,335,1120,31,0,1150,3,1488,3,0,0,0,0,7,13,4849,1256,38,0,1293,8,6151,2878,68,0,0,68,0,2945,153,435,12,0,447,0,598,6,26,12,0,37,0,44,0,0,0,0,0,0,0,157,466,17,0,481,0,643,0,0,0,0,0,7,4,3030,534,17,0,557,7,3589,1933,50,0,0,50,0,1984,83,215,10,0,221,0,309,0,17,7,0,26,0,32,0,0,0,0,0,0,0,86,231,17,0,254,0,337,0,0,0,0,0,0,4,2024,283,17,0,303,0,2323,2703,36,0,0
CED305,5905,81,0,0,85,3,5990,154,420,19,0,434,0,590,4,26,18,0,46,0,53,0,0,0,0,0,0,0,161,449,36,0,489,0,649,6,0,0,0,0,3,8,6070,523,44,0,569,3,6644,6147,74,0,0,79,3,6226,145,445,26,0,466,0,612,8,17,35,0,49,0,59,0,0,0,0,0,0,0,151,458,55,0,517,3,667,10,3,0,0,3,10,18,6302,540,55,4,596,14,6916,3718,27,0,0,29,3,3750,75,238,3,0,246,0,315,0,14,18,0,40,0,41,0,0,0,0,0,0,0,74,258,28,0,282,0,354,0,4,0,0,4,5,8,3795,289,27,3,315,6,4116,2333,18,0,0,22,4,2361,49,132,10,0,140,6,189,3,6,11,0,18,0,23,0,0,0,0,0,0,0,48,139,16,0,155,6,206,0,0,0,0,0,0,3,2388,157,16,0,176,6,2573,2629,22,0,0
CED306,5168,115,0,0,115,7,5290,214,473,11,0,475,0,690,9,34,12,0,52,0,58,0,0,0,0,0,0,4,221,509,28,0,534,0,753,3,0,0,0,0,5,12,5388,625,28,0,655,17,6057,5403,98,0,0,103,4,5513,219,547,11,0,563,0,775,4,45,28,0,67,0,68,0,0,0,0,0,0,0,220,586,46,0,632,0,852,3,0,0,0,0,3,11,5629,687,45,0,728,5,6371,3553,50,0,0,50,0,3609,107,310,5,0,320,0,422,0,26,17,0,43,0,47,0,0,0,0,0,0,0,106,344,22,0,366,0,475,0,0,0,0,0,0,3,3669,389,22,0,414,5,4084,2358,29,0,0,29,0,2397,56,187,5,0,197,0,256,3,23,16,0,38,0,41,0,0,0,0,0,0,0,60,211,23,0,232,0,288,3,0,0,0,0,0,8,2422,244,23,0,263,7,2694,2861,32,0,0
CED307,6177,178,3,0,184,3,6362,312,764,21,0,791,3,1102,0,40,16,0,55,0,59,0,0,0,0,0,0,0,313,811,42,0,851,3,1165,6,4,0,0,4,10,17,6496,993,44,0,1036,9,7550,7143,166,3,0,167,0,7317,318,840,32,0,870,0,1190,4,32,17,0,51,0,56,3,0,0,0,0,0,6,327,874,53,0,922,0,1251,3,0,0,0,0,6,17,7470,1039,58,0,1094,7,8578,4676,87,0,0,89,0,4766,141,461,15,0,482,0,618,0,18,13,0,36,0,37,0,0,0,0,0,0,0,142,480,36,0,509,0,655,8,3,0,0,3,0,12,4827,571,37,0,608,5,5433,3058,63,0,0,63,0,3124,92,277,8,0,284,0,377,0,13,15,0,25,0,27,0,0,0,0,0,0,0,94,288,25,0,309,0,408,0,0,0,0,0,9,6,3159,350,25,0,369,7,3536,3987,54,3,0
CED308,6042,254,5,3,259,10,6313,486,1516,55,5,1574,4,2060,5,129,42,0,165,0,169,0,7,0,0,7,0,4,495,1647,94,5,1741,4,2242,18,3,0,0,8,11,39,6558,1903,98,3,2010,22,8589,6238,207,5,0,211,0,6447,400,1370,70,0,1444,0,1850,15,121,36,0,154,0,166,0,0,0,0,0,0,0,416,1491,107,0,1602,0,2020,9,7,0,0,7,4,21,6660,1702,112,0,1818,8,8490,3798,119,4,7,126,5,3927,228,629,39,0,673,0,896,0,56,34,0,86,0,94,0,5,0,0,5,0,3,234,685,75,0,762,0,995,7,3,0,0,3,4,15,4043,812,74,7,891,9,4933,2628,74,0,0,77,0,2710,125,363,24,0,388,0,509,3,38,24,0,61,0,62,0,0,0,0,0,0,0,127,408,44,0,449,0,573,4,0,0,0,0,0,8,2757,480,41,0,528,4,3291,3236,95,0,0
CED309,5685,138,7,0,142,0,5830,286,500,4,0,504,0,791,3,22,9,0,30,0,33,0,0,0,0,0,0,0,297,520,7,0,535,0,827,14,0,0,0,0,5,16,5990,666,19,0,679,4,6674,6522,130,0,0,133,3,6657,272,465,15,0,481,0,758,3,21,3,0,27,0,27,0,0,0,0,0,0,0,277,488,20,0,507,0,783,6,0,0,0,0,3,9,6800,620,21,0,645,10,7447,4130,62,0,0,68,3,4197,147,211,3,0,220,0,366,3,10,4,0,12,0,17,0,0,0,0,0,0,0,155,221,9,0,235,0,386,8,0,0,0,0,0,8,4292,283,10,0,297,3,4593,2788,40,5,0,42,0,2829,77,124,8,0,128,0,199,3,10,0,0,12,0,11,0,0,0,0,0,0,0,76,129,10,0,139,0,212,4,0,0,0,0,0,4,2870,166,6,0,177,0,3047,3346,40,0,0
CED310,5506,119,3,0,122,3,5634,258,569,14,0,583,4,845,0,17,0,0,22,0,22,0,0,0,0,0,0,0,257,586,16,0,607,4,866,8,0,0,0,0,3,10,5774,706,24,0,731,11,6515,6161,115,12,0,118,7,6284,262,543,11,0,561,0,814,0,36,3,0,38,0,35,0,0,0,0,0,0,0,258,577,18,0,595,0,853,7,0,0,0,0,6,20,6430,686,26,0,714,14,7159,4136,71,3,0,78,6,4215,136,264,3,0,265,0,406,6,10,6,0,20,0,20,0,4,0,0,4,0,4,140,271,10,0,285,0,426,9,0,0,0,0,9,14,4286,343,13,0,363,14,4661,2558,48,0,0,47,5,2609,82,138,6,0,145,0,220,8,5,0,0,5,0,12,0,0,0,0,0,0,0,82,144,4,0,146,0,229,5,0,0,0,0,5,6,2646,190,7,0,191,6,2844,3365,53,0,0
CED311,5991,75,0,0,80,4,6073,179,350,6,0,355,0,535,7,21,9,0,32,0,34,0,0,0,0,0,0,0,190,370,18,0,385,0,576,6,0,0,0,0,15,20,6182,449,21,0,463,21,6672,6616,78,0,0,76,9,6704,166,435,6,0,446,0,615,7,16,15,0,26,0,39,0,4,0,0,4,0,6,177,452,20,0,476,0,652,15,5,0,0,5,18,32,6802,530,27,0,558,30,7390,4012,37,0,0,37,8,4053,83,266,6,0,271,0,355,0,17,7,0,24,0,29,0,0,0,0,0,0,0,84,287,16,0,297,0,385,0,0,0,0,0,13,18,4099,320,11,0,332,20,4453,2604,18,0,0,18,7,2627,61,140,0,0,145,0,205,0,3,5,0,9,0,9,0,0,0,0,0,0,0,61,143,4,0,154,0,210,4,0,0,0,0,8,5,2668,161,4,0,168,11,2847,2911,17,0,0
CED312,6988,359,0,4,364,20,7375,433,1723,96,4,1829,4,2270,6,194,68,0,262,0,267,0,0,0,0,5,0,5,443,1921,168,3,2094,4,2539,25,5,0,0,10,20,48,7454,2283,167,9,2466,44,9960,7107,263,8,0,269,29,7403,408,1526,84,0,1616,3,2025,9,153,78,0,231,0,243,0,0,0,0,0,0,5,415,1680,165,0,1848,3,2271,16,0,0,0,3,9,38,7548,1949,169,5,2123,39,9709,4314,139,0,0,139,6,4459,225,684,52,0,733,0,965,6,101,67,0,171,0,176,0,0,0,4,4,0,4,233,788,111,4,903,0,1137,4,5,0,0,0,5,16,4554,921,115,0,1048,14,5612,2883,89,0,0,91,4,2982,123,429,33,0,457,0,586,0,60,55,0,121,0,118,0,0,0,0,0,0,0,126,490,87,0,580,0,705,5,0,0,0,0,4,4,3014,580,85,0,669,8,3689,3348,87,0,0
