CED_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
CED237,0,0,0,29,37,4763,98,77,19,13,8,25,19,0,150,5171,168,0,0,0,0,0,0,0,0,14,186,665,10,4,0,0,0,0,0,0,17,693,926,17,12,3,0,0,0,0,0,31,993,9,0,0,0,0,0,0,0,0,7,18,1599,22,13,3,4,0,0,0,0,56,1704,3,0,0,0,0,0,0,0,0,61,68,1776,21,13,3,3,0,0,0,0,131,1958,6987,1354,1113,219,264,246,199,64,32,285,10767,20936,9748,7934,1731,1779,2153,2151,599,113,720,47867,6679,1134,1466,311,344,362,553,222,50,305,11426,86,12,9,0,0,8,6,0,0,35,166,27705,10898,9408,2045,2123,2518,2712,821,163,1059,59455,39,8,22,5,12,3,7,0,0,159,253,34729,12252,10543,2270,2393,2765,2921,888,194,1502,70471
CED238,0,0,0,22,29,1280,19,13,0,3,0,4,0,0,88,1404,314,3,0,0,0,0,5,0,0,26,351,81,0,0,0,0,0,0,0,0,7,81,12,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,5,93,0,0,0,0,0,0,0,0,4,103,6,0,0,0,0,0,0,0,0,9,15,408,3,0,0,0,0,0,0,0,46,467,6567,892,670,127,102,129,138,75,33,387,9114,943,671,787,199,263,379,428,132,94,62,3961,70,63,56,44,84,124,162,46,11,28,681,12,0,5,0,0,3,7,4,0,6,45,1027,734,852,237,350,509,595,178,97,105,4689,15,3,0,0,0,0,0,0,0,272,299,7609,1629,1528,367,450,637,733,257,134,758,14101
CED239,0,0,0,21,26,4702,45,20,5,6,6,11,5,0,181,4989,255,0,0,0,0,0,0,0,0,32,289,1100,0,0,0,0,0,0,0,0,42,1139,1311,7,5,4,0,3,0,0,0,51,1388,7,0,0,0,0,0,0,0,0,7,9,2413,7,5,4,3,3,0,0,0,100,2532,0,0,0,0,0,0,0,0,0,59,59,2667,7,5,4,3,3,0,0,0,193,2882,8492,2135,2250,457,573,510,560,222,91,334,15623,12798,3962,4543,1395,1825,2118,2164,653,126,498,30092,4962,394,424,135,157,139,232,97,41,221,6817,47,3,8,10,3,4,6,0,3,19,106,17809,4365,4978,1538,1988,2261,2404,757,171,739,37009,12,0,0,3,5,5,11,5,0,127,169,26319,6497,7225,1999,2568,2777,2964,980,265,1200,52799
CED294,0,0,0,0,0,41,0,0,0,0,0,0,0,0,7,44,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,341,72,60,8,12,20,41,14,41,26,632,148,74,82,16,36,50,55,43,70,18,590,32,12,20,3,10,7,7,7,17,16,147,0,0,3,0,0,0,0,0,0,0,7,180,86,107,19,48,60,67,47,88,27,738,3,0,0,0,0,0,0,0,0,16,20,517,158,164,31,55,80,106,62,133,74,1390
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CED301,0,0,0,21,20,1599,38,31,0,4,15,14,5,3,91,1805,264,9,3,0,0,3,0,0,0,27,313,38,0,0,0,0,0,0,0,0,3,45,23,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,66,5,0,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,20,22,334,11,3,3,0,4,0,0,0,55,405,11620,2930,2191,331,304,331,347,129,96,535,18805,2933,3359,2958,650,513,629,608,201,87,205,12149,381,236,220,57,66,70,141,58,23,52,1301,12,7,10,4,0,3,6,0,0,5,46,3328,3601,3183,711,586,704,758,260,113,261,13501,13,3,6,0,3,0,0,0,0,205,233,14953,6544,5380,1047,890,1029,1103,388,208,1004,32538
CED302,0,0,0,7,12,2234,85,53,18,8,11,26,8,0,98,2544,447,12,6,3,0,0,0,0,0,35,504,206,5,0,0,0,0,0,0,0,23,237,137,11,0,0,0,0,3,0,0,5,155,0,0,0,0,0,0,0,0,0,0,0,338,11,3,0,0,0,3,0,0,30,388,0,0,0,0,0,0,0,0,0,8,8,790,25,8,3,0,0,3,0,0,68,901,12881,3986,2587,418,436,422,391,183,97,461,21851,8232,6000,4581,942,967,936,966,379,152,332,23474,1240,563,577,152,174,194,308,159,42,77,3484,10,13,6,0,0,4,8,5,4,9,54,9481,6575,5164,1090,1139,1137,1273,546,197,414,27012,16,5,15,0,4,0,4,6,0,43,94,22379,10563,7760,1507,1577,1562,1669,732,291,922,48959
CED303,0,0,0,25,33,3064,131,49,11,16,13,20,9,0,160,3483,679,34,10,0,0,0,0,0,0,94,819,160,5,0,0,0,0,0,0,0,31,208,72,0,0,0,0,0,0,0,0,23,95,0,0,0,0,0,0,0,0,0,8,5,233,9,0,0,0,0,0,0,0,61,310,3,0,0,0,0,0,0,0,0,48,55,916,39,16,0,0,0,3,0,0,203,1176,17779,4962,2783,369,313,331,350,136,84,657,27763,3354,1946,1361,271,240,268,257,119,38,174,8029,346,87,82,38,22,30,67,32,5,50,758,5,0,4,0,0,0,5,0,0,13,30,3704,2032,1446,309,266,294,329,149,44,237,8816,27,3,0,0,0,0,0,0,0,98,135,21510,6995,4234,677,578,620,684,287,130,997,36718
CED304,0,0,0,10,17,1474,39,30,4,3,7,15,18,0,58,1641,230,7,3,0,0,0,0,0,0,22,265,176,0,0,0,0,0,0,0,0,19,202,102,0,3,0,0,0,0,0,0,14,118,0,0,0,0,0,0,0,0,0,3,3,279,0,4,0,0,0,0,0,0,37,323,0,0,0,0,0,0,0,0,0,7,11,508,5,8,0,0,0,0,0,0,68,595,13708,4010,3199,713,716,832,1089,693,272,464,25707,4941,3560,4529,1678,2201,2768,3592,1501,231,335,25345,557,188,332,110,161,255,505,225,72,72,2475,9,3,4,3,3,6,13,9,0,11,65,5506,3754,4865,1786,2372,3035,4105,1733,306,413,27886,20,4,5,0,5,3,17,3,0,73,127,19233,7766,8079,2504,3090,3868,5214,2432,579,953,53717
CED305,0,0,0,0,3,874,15,19,6,0,3,10,0,0,48,971,201,5,0,0,0,0,0,0,0,18,227,21,0,0,0,0,0,0,0,0,5,32,15,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,9,55,4,0,0,0,0,0,0,0,0,0,7,241,5,0,0,0,0,0,0,0,31,288,5854,1354,958,160,162,146,221,128,35,316,9336,983,1576,1244,286,320,355,416,163,72,112,5532,79,214,127,21,39,73,97,48,18,32,746,6,0,3,0,6,0,3,0,0,5,25,1068,1795,1372,304,368,430,522,214,90,142,6298,16,10,0,0,0,0,3,0,0,62,94,6934,3164,2336,469,527,572,738,346,127,524,15727
CED306,0,0,0,5,9,1321,35,20,3,3,0,6,0,0,76,1466,216,4,0,0,0,0,0,0,0,19,243,93,0,0,0,0,0,0,0,0,20,118,42,0,0,0,0,0,0,0,0,8,58,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,4,0,30,174,0,0,0,0,0,0,0,0,0,12,10,357,8,0,0,0,0,0,4,0,54,425,8118,2131,1552,245,256,240,377,221,65,373,13578,1713,1996,1696,397,381,486,842,344,154,156,8171,176,120,116,32,42,49,131,54,70,59,850,10,4,6,0,0,3,12,4,19,9,69,1902,2113,1815,429,425,538,987,409,244,227,9087,16,8,0,0,0,3,5,0,3,76,110,10034,4246,3371,671,678,786,1361,634,308,676,22774
CED307,0,0,0,6,6,1649,92,48,7,8,5,23,0,3,69,1914,373,6,9,0,0,0,0,0,0,37,427,87,3,4,0,0,0,0,0,0,0,101,36,0,5,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,0,4,125,5,10,0,0,0,0,0,0,5,149,5,0,0,0,0,0,0,0,0,6,10,507,18,17,0,0,0,0,0,0,44,583,13569,3888,2281,275,310,278,294,139,55,466,21561,3342,2627,1938,398,385,315,335,118,51,110,9631,254,159,125,68,48,66,98,41,3,16,874,7,3,3,0,0,0,5,5,0,0,25,3603,2794,2067,470,431,379,435,164,58,132,10525,14,4,0,0,0,3,0,0,0,34,57,17185,6684,4355,748,739,666,729,300,118,633,32140
CED308,0,0,0,29,43,3844,237,124,29,17,14,29,21,8,199,4518,801,40,16,4,0,0,6,0,0,74,950,176,3,4,0,0,0,0,0,0,49,238,70,12,6,0,0,0,4,0,0,6,103,3,0,0,0,0,0,0,0,0,0,4,248,13,8,0,4,0,4,0,0,62,341,7,0,0,0,0,0,0,0,0,52,57,1058,52,20,7,3,0,15,0,0,191,1353,22100,7290,4783,844,723,777,753,426,207,957,38842,6437,4210,3706,912,818,925,854,336,121,362,18685,864,418,494,145,132,134,221,111,22,100,2641,24,5,4,5,0,0,5,3,3,11,60,7326,4640,4210,1061,947,1062,1078,448,147,469,21390,43,13,7,5,0,0,3,0,0,135,205,29460,11936,8998,1904,1669,1840,1835,874,350,1560,60443
CED309,0,0,0,21,23,2921,137,57,14,6,14,17,6,4,136,3313,840,25,12,0,0,0,0,0,0,66,945,127,0,0,0,0,0,0,0,0,13,143,24,0,5,0,0,0,0,0,0,14,43,0,0,0,0,0,0,0,0,0,0,3,148,0,5,0,0,0,0,0,0,28,190,6,0,0,0,0,0,0,0,0,41,47,991,28,15,0,0,0,4,0,0,141,1182,17003,4444,2977,559,477,446,573,319,110,631,27540,2197,1439,1585,450,499,495,475,162,47,131,7487,131,50,85,30,28,32,59,31,3,33,495,9,3,0,0,0,3,0,0,0,8,31,2339,1496,1674,481,530,535,535,190,53,178,8009,18,3,0,0,0,0,3,0,0,95,130,19355,5949,4655,1038,1007,978,1116,510,166,906,35677
CED310,0,0,0,5,8,3102,128,52,15,10,12,15,5,0,127,3463,855,25,14,0,3,0,0,0,0,80,985,162,0,0,0,0,0,0,0,0,14,178,30,0,3,0,0,0,0,0,0,3,38,4,0,0,0,0,0,0,0,0,0,5,196,0,3,0,0,0,0,0,0,17,212,8,0,0,0,0,0,0,0,0,7,9,1049,25,16,0,3,0,0,0,0,101,1210,16536,4347,2729,533,520,460,559,267,154,674,26775,2184,1453,1603,412,495,458,504,191,52,137,7492,132,56,82,35,27,49,72,42,11,25,522,10,4,0,0,0,3,0,0,3,4,26,2317,1514,1681,449,525,515,580,235,66,167,8046,17,6,0,0,3,3,0,0,0,48,75,18867,5861,4406,981,1043,976,1136,506,219,890,34894
CED311,0,0,0,0,0,1080,19,8,0,0,0,3,5,0,48,1164,197,3,0,0,0,0,0,0,0,8,205,36,0,5,0,0,0,0,0,0,0,48,19,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,57,3,5,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,252,0,4,0,0,0,0,0,0,7,267,7475,1520,1269,168,141,172,192,88,62,433,11520,1081,1296,1305,264,293,296,438,180,103,113,5373,104,88,100,27,57,66,127,27,30,43,685,6,5,0,0,0,0,6,0,0,5,31,1191,1389,1403,296,353,367,572,212,141,165,6084,16,3,0,0,0,0,0,0,5,29,65,8676,2911,2672,460,496,533,769,302,208,628,17666
CED312,0,0,0,26,31,2889,113,60,25,11,5,40,3,3,167,3318,583,17,13,0,0,4,0,0,0,99,715,135,7,6,0,0,0,0,0,0,17,157,63,9,0,0,0,0,9,0,0,42,122,0,0,0,0,0,0,0,0,0,0,3,202,6,6,0,0,0,7,0,0,55,278,8,0,0,0,0,0,0,0,0,49,56,794,20,17,0,4,4,7,0,0,202,1052,19171,5788,3665,511,458,503,474,204,139,845,31758,5895,4180,3621,916,768,762,845,256,65,283,17584,876,472,477,134,144,124,288,118,37,126,2801,24,12,7,9,5,0,7,5,0,12,72,6799,4672,4101,1047,920,883,1135,377,108,417,20461,30,8,15,4,0,0,0,3,0,135,194,25997,10467,7781,1569,1378,1388,1608,586,242,1393,52409
CED313,0,0,0,21,21,1620,45,24,4,3,0,14,10,4,65,1784,253,5,8,0,0,0,0,0,0,26,293,167,4,0,0,0,0,0,0,0,8,185,172,0,3,3,0,0,3,0,0,16,194,0,0,0,0,0,0,0,0,0,0,4,344,4,0,3,0,0,3,0,0,27,382,3,0,0,0,0,0,0,0,0,45,49,605,4,10,3,0,0,5,0,0,93,724,12964,3993,3121,616,681,800,928,602,221,470,24408,6165,4009,4639,1492,1680,2053,2748,1110,248,304,24453,994,252,321,117,135,180,413,163,69,94,2743,17,6,8,5,0,3,3,3,0,9,58,7172,4273,4968,1613,1816,2238,3172,1278,318,411,27259,14,6,11,0,4,3,4,4,0,106,155,20152,8274,8103,2234,2499,3042,4109,1881,544,979,51817
CED314,0,0,0,5,8,1255,40,28,0,11,10,21,3,4,63,1429,320,9,6,0,0,0,0,0,0,36,368,60,0,0,0,0,0,0,0,0,9,73,15,0,0,0,0,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,75,0,4,0,0,0,0,0,0,13,95,0,0,0,0,0,0,0,0,0,5,11,399,11,7,0,0,0,3,0,0,50,476,6946,1357,1013,134,164,160,160,101,49,269,10347,1629,2140,2271,525,835,967,1256,374,82,171,10230,184,217,208,64,148,356,702,159,25,64,2126,9,7,4,0,0,6,5,4,0,15,54,1822,2353,2487,592,978,1328,1960,536,107,240,12406,14,8,3,0,0,3,0,0,0,37,68,8784,3716,3500,727,1142,1491,2116,639,155,550,22823
CED315,0,0,0,4,11,1323,37,26,4,7,4,5,0,0,43,1455,269,4,3,0,0,0,0,0,0,22,295,69,5,0,0,0,0,0,0,0,4,71,41,0,0,0,0,0,0,0,0,4,44,0,0,0,0,0,0,0,0,0,0,0,105,4,0,0,0,0,0,0,0,7,122,0,0,0,0,0,0,0,0,0,11,12,375,8,0,0,3,0,0,0,0,35,428,8811,1999,1340,203,191,254,308,163,74,358,13699,2006,2096,1700,360,364,477,655,275,57,130,8115,206,127,151,35,59,106,149,63,12,38,951,12,3,0,0,6,0,3,0,0,0,28,2228,2227,1855,399,432,582,801,338,67,171,9093,11,12,5,0,0,0,7,0,0,33,63,11051,4238,3194,606,619,839,1112,499,143,560,22857
CED316,0,0,0,22,30,3357,109,41,4,6,6,17,5,4,162,3703,709,23,0,0,0,0,0,0,0,92,833,152,0,4,0,0,0,0,0,0,5,163,32,4,0,0,0,0,0,0,0,0,42,6,0,0,0,0,0,0,0,0,5,9,189,5,4,0,0,0,0,0,0,15,207,4,0,0,0,0,0,0,0,0,20,21,900,30,7,0,0,0,0,0,0,128,1068,13378,1589,976,168,152,165,242,152,70,614,17507,1900,892,980,224,245,283,469,214,82,116,5399,167,53,113,42,56,65,181,66,34,47,824,11,0,0,0,0,0,8,11,0,8,42,2085,946,1087,266,300,346,653,293,123,171,6269,28,5,0,0,0,3,5,6,0,59,103,15486,2542,2066,440,455,514,898,445,194,845,23878
CED317,0,0,0,3,17,1914,43,17,0,4,0,7,0,0,129,2115,317,4,0,0,0,0,0,0,0,34,359,208,0,0,0,0,0,0,0,0,29,234,125,0,0,0,0,0,0,0,0,18,141,3,0,0,0,0,0,0,0,0,4,6,336,0,0,0,0,0,0,0,0,51,388,0,0,0,0,0,0,0,0,0,3,7,652,7,5,0,0,0,0,0,0,87,748,8893,1341,1147,180,181,184,221,93,54,598,12896,2455,1346,1242,271,263,380,630,272,123,274,7255,427,123,121,42,25,54,117,40,47,68,1059,16,3,4,0,0,3,7,3,5,24,57,2899,1478,1368,312,291,433,748,315,170,366,8374,24,0,3,0,0,6,3,0,0,91,135,11809,2815,2514,499,466,626,973,416,229,1056,21401
CED318,0,0,0,22,39,2203,95,58,8,12,9,11,11,0,102,2501,413,11,6,0,0,3,0,0,0,36,475,127,0,0,0,0,0,0,0,0,16,145,67,9,8,0,0,0,0,0,0,5,85,0,0,0,0,0,0,0,0,0,0,0,191,12,8,0,0,0,0,0,0,21,229,3,0,0,0,0,0,0,0,0,28,30,611,15,13,0,0,3,0,0,0,87,731,14419,3077,2115,414,409,345,415,208,90,569,22059,4420,2868,2697,560,581,697,1048,461,98,322,13753,512,331,429,86,102,98,209,77,17,66,1928,13,7,9,5,0,6,12,6,0,27,89,4943,3209,3133,647,685,809,1270,541,118,414,15767,31,4,5,3,0,0,3,5,0,95,152,19394,6287,5251,1061,1096,1160,1691,756,214,1080,37978
CED319,0,0,0,7,16,1833,53,32,5,8,4,9,4,0,75,2037,413,3,3,0,0,0,0,0,0,54,482,213,3,0,0,0,0,0,0,0,16,230,130,6,4,0,0,0,0,0,0,5,143,4,0,0,0,0,0,0,0,0,0,4,345,6,4,0,0,0,0,3,0,17,378,3,0,0,0,0,0,0,0,0,10,10,761,10,9,0,0,0,0,3,0,80,870,11752,3276,2203,331,362,364,334,139,100,445,19304,4877,4222,3579,827,1007,1118,1263,416,88,220,17621,677,257,300,81,93,105,200,81,20,57,1872,8,0,6,6,0,5,7,3,4,6,38,5562,4477,3885,915,1099,1230,1465,505,118,281,19536,20,4,14,3,3,0,4,3,0,160,203,17332,7751,6097,1248,1460,1593,1805,648,216,878,39042
CED320,0,0,0,15,30,2946,102,82,8,15,5,10,8,8,160,3347,635,19,10,5,0,0,3,0,0,74,750,99,3,0,0,0,5,0,0,0,10,114,13,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,114,5,3,0,0,5,0,0,0,16,140,5,0,0,0,0,0,0,0,0,18,23,761,25,13,5,0,3,3,0,0,106,908,16109,3790,2263,337,298,295,315,151,66,792,24417,2646,1605,1515,345,277,357,432,113,49,158,7503,275,129,216,65,72,162,271,88,8,54,1340,10,0,7,0,0,0,0,0,3,11,27,2926,1738,1738,407,351,522,707,206,59,225,8878,34,3,7,0,0,0,0,0,0,246,288,19068,5533,4009,742,652,816,1020,356,129,1256,33582
CED321,0,0,0,0,11,1318,13,16,7,0,3,0,0,0,68,1424,217,0,6,0,0,0,6,0,0,20,251,43,0,0,0,0,0,0,0,0,4,52,33,0,0,0,0,0,0,0,0,5,32,4,0,0,0,0,0,0,0,0,0,4,75,0,0,0,0,0,0,0,0,5,90,0,0,0,0,0,0,0,0,0,0,0,297,0,6,0,0,0,6,0,0,27,337,6263,770,549,86,113,110,143,62,16,389,8505,903,784,772,204,174,317,428,175,94,90,3935,111,52,54,26,29,54,111,42,24,29,536,11,0,10,3,0,0,0,0,0,0,23,1016,834,831,238,200,368,546,219,117,120,4491,8,0,0,0,0,0,0,3,0,29,44,7290,1609,1385,322,314,486,694,286,131,534,13038
CED322,0,0,0,29,38,2913,121,65,15,10,3,19,8,3,141,3302,803,23,13,4,0,0,5,0,0,92,929,187,0,0,0,0,0,0,0,0,16,208,82,0,5,0,0,0,6,0,0,10,104,0,0,0,0,0,0,0,0,0,0,0,273,5,5,0,0,0,6,0,0,31,316,5,0,0,0,0,0,0,0,0,41,46,1077,21,17,3,0,0,7,0,0,160,1294,16468,4484,2863,584,458,550,560,326,163,661,27119,4529,2259,2075,624,603,588,638,293,75,235,11925,668,203,199,47,66,85,140,61,15,53,1547,11,0,6,0,0,0,0,3,0,5,27,5212,2468,2283,679,671,677,778,363,90,290,13506,25,5,3,3,0,0,6,0,4,122,163,21698,6955,5150,1261,1130,1227,1344,688,261,1069,40788
CED323,0,0,0,0,10,3959,137,82,25,10,19,24,20,6,134,4421,884,18,6,0,4,0,0,0,0,74,989,312,0,0,0,0,0,0,0,0,15,334,130,0,4,5,6,0,3,0,0,16,164,0,0,0,0,0,0,0,0,0,0,0,440,8,6,6,6,0,3,0,0,33,500,3,0,0,0,0,0,0,0,0,0,4,1328,24,12,3,6,0,4,0,0,109,1493,19859,4406,3265,666,654,705,872,473,232,803,31940,7257,3422,3864,1302,1591,1852,2431,858,159,422,23161,1158,431,515,126,175,220,390,186,25,98,3318,28,8,4,3,3,4,3,3,0,13,71,8444,3865,4383,1435,1769,2071,2828,1047,186,528,26548,17,11,4,0,0,0,4,0,0,58,100,28314,8280,7652,2098,2425,2780,3708,1519,419,1394,58593
CED324,0,0,0,16,19,2458,110,80,16,10,10,35,18,5,106,2850,353,3,0,0,0,0,0,0,0,36,397,211,4,0,0,0,0,3,0,0,23,242,277,17,12,4,0,0,4,0,0,48,367,4,0,0,0,0,0,0,0,0,0,4,493,21,12,4,0,0,11,0,0,74,606,0,0,0,0,0,0,0,0,0,7,13,847,23,14,4,0,0,10,0,0,119,1018,11193,2762,1905,363,338,390,411,220,79,446,18109,13057,8071,7117,1697,1759,2199,2564,847,181,649,38134,3436,1541,1579,377,432,550,844,326,90,324,9491,15,9,14,0,5,7,10,9,4,26,98,16508,9622,8707,2071,2190,2752,3415,1183,269,999,47724,22,8,19,0,3,5,5,0,0,105,169,27722,12391,10636,2437,2530,3146,3833,1405,356,1553,66005
CED325,0,0,0,12,21,2635,126,89,19,10,11,26,19,4,115,3060,455,3,3,0,0,5,0,0,0,39,512,149,9,6,0,0,0,0,0,0,19,177,244,13,8,0,0,3,6,4,0,17,294,6,0,0,0,0,0,0,0,0,0,3,393,23,16,0,3,3,3,4,0,39,476,6,0,0,0,0,0,0,0,0,9,15,847,25,18,7,3,7,3,4,0,92,1008,14089,4268,3000,486,418,418,405,167,122,559,23926,12706,8947,6996,1255,1157,1261,1189,396,146,614,34664,3907,1396,1248,265,235,286,520,230,84,312,8476,34,17,22,4,6,4,6,3,0,26,118,16647,10360,8261,1520,1392,1559,1709,633,229,950,43260,28,17,14,0,0,0,11,4,0,597,670,30766,14641,11279,2008,1810,1981,2124,803,353,2101,67859
CED326,0,0,0,6,19,2953,122,95,11,15,16,25,3,7,159,3402,745,26,11,0,4,3,0,0,0,91,882,145,0,3,0,0,0,0,0,0,17,168,74,0,0,3,0,0,4,0,0,4,87,0,0,0,0,0,0,0,0,0,0,5,214,4,3,4,0,0,7,0,0,28,259,5,0,0,0,0,0,0,0,0,11,17,967,28,13,9,4,4,6,0,0,133,1159,16685,5598,3799,606,541,512,466,240,124,711,29286,5181,5985,4244,837,843,746,840,291,103,248,19314,463,226,272,115,79,93,219,103,23,50,1649,20,8,6,0,0,4,7,0,0,7,51,5652,6211,4521,952,928,845,1069,395,131,303,21007,47,9,10,3,0,5,0,0,0,69,148,22384,11825,8326,1563,1470,1361,1534,633,251,1086,50444
