CED_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
CED309,3261,807,4132,853,234,10263,13829,12258,4957,261,4638,5702,845,2447,12457,1044,10490,96402,5684,149904,164,101,55,28,51,108,13,44,119,31,113,740,8078,9299,17390,13762,6278,1543,5949,7760,1393,3609,15833,1889,14741,97999,13998,169466,28,14,9,0,0,6,0,0,20,0,19,154,5,222,1229,361,577,127,490,845,145,353,834,200,770,1850,132,5111,1256,373,582,130,495,858,145,353,856,201,792,2006,141,5334,15895,11589,5594,1278,5334,6720,1200,3141,14075,1632,12478,71834,4578,126568,211,91,69,123,70,132,26,66,136,48,127,435,6795,7766,17365,12053,6244,1535,5898,7708,1368,3558,15067,1876,13401,74267,11513,139665
CED310,3218,917,4312,885,241,10919,14546,12555,5196,254,5146,6014,944,2723,12998,1086,10548,96753,5632,151909,158,81,58,24,68,74,11,41,103,21,92,716,8194,9353,18386,14076,6563,1629,6620,8172,1536,3936,16325,2027,14949,98356,14066,172185,29,11,6,0,4,5,0,0,25,3,30,183,5,275,1387,418,631,160,600,939,152,386,941,199,842,2061,156,5691,1414,428,637,158,603,945,152,387,961,204,867,2245,163,5966,16721,11761,5825,1381,5875,7045,1332,3441,14391,1760,12490,72344,4516,128691,219,71,77,87,80,134,34,57,128,52,201,434,6908,7991,18352,12264,6540,1626,6558,8124,1513,3880,15481,2014,13553,75019,11588,142641
CED311,3035,696,3699,856,240,9417,11514,11873,3510,155,6259,4854,936,2660,11252,814,8015,87355,5145,134411,136,143,46,10,88,66,19,60,139,19,73,832,13550,14857,14864,13638,4511,801,7897,6597,1470,3863,14423,1536,11790,89048,18934,158677,11,8,0,0,7,9,7,3,12,0,13,81,8,124,933,337,344,52,582,617,129,318,669,140,550,1581,112,4097,953,344,346,53,593,624,130,327,683,138,559,1664,120,4227,13656,11025,4073,711,7129,5805,1279,3393,12805,1339,9588,61809,3911,109285,236,113,61,33,107,115,34,77,143,42,127,632,11128,12311,14840,11489,4477,801,7830,6542,1449,3799,13633,1521,10279,64108,15154,125829
CED312,4300,910,5259,1082,342,12674,12761,16713,3770,194,7142,5163,1127,2596,15199,1014,11640,108729,6064,167868,192,143,64,67,112,123,43,55,193,33,228,738,11420,12798,16929,19052,5050,1292,9397,7401,1906,4112,19696,1958,17129,110553,17822,193345,29,18,5,6,13,7,4,4,24,5,23,158,8,246,987,332,348,92,605,652,137,314,683,139,657,1313,110,3904,1016,348,355,95,615,660,138,321,702,141,678,1475,117,4149,15644,15398,4570,1018,8573,6504,1682,3604,17482,1748,14008,76603,4630,136877,228,125,94,174,148,155,47,91,218,48,276,496,8715,9950,16888,15869,5012,1290,9337,7314,1872,4013,18402,1944,14965,78570,13456,150978
CED313,2052,452,2490,590,183,6311,7176,12704,3520,129,3605,3635,686,1219,15253,566,11113,113378,4465,162052,76,82,31,66,37,41,12,21,92,16,70,664,8196,9229,8958,13633,4193,827,4496,4701,1029,1773,17395,1041,13677,114632,12843,177589,36,18,10,0,5,6,0,3,33,0,31,400,9,512,487,195,275,47,252,394,60,123,451,83,429,1536,98,3239,522,215,285,47,253,399,60,123,486,83,457,1938,113,3761,8350,12243,3859,748,4153,4210,928,1592,16344,930,12150,89898,3798,139324,67,51,21,37,49,44,15,9,96,17,51,411,7305,7979,8942,12515,4157,832,4454,4649,1005,1728,16926,1031,12660,92248,11212,151062
CED314,3695,891,4279,931,218,11151,12850,14028,4131,186,6408,5425,1037,2044,13809,888,9866,88505,5090,141236,181,103,43,43,66,82,13,35,121,17,109,636,7376,8486,16796,15916,5359,1433,8238,7676,1686,3213,17621,1803,14255,90067,12687,160864,82,40,7,0,8,10,3,4,74,0,56,721,23,967,1267,424,492,104,675,814,152,339,885,176,770,1781,145,5066,1343,464,507,104,682,826,154,339,956,176,824,2506,169,6039,15165,12849,4759,1213,7388,6658,1475,2774,15528,1562,11897,62214,3904,115785,261,100,54,110,100,146,26,47,145,51,114,447,6088,7119,16773,13419,5319,1426,8175,7630,1655,3160,16632,1783,12835,65162,10162,128942
CED315,3360,696,3933,887,217,9766,10992,11898,3636,199,6020,4796,953,2202,13722,759,9637,91630,5169,141299,134,100,40,32,66,78,29,35,103,23,105,635,11927,12985,14213,13496,4727,1140,7710,6557,1599,3335,17185,1470,13677,93152,17310,164046,295,185,35,0,30,25,11,7,323,10,262,3503,117,4516,1760,477,625,98,839,901,163,409,1762,183,1177,2659,192,7273,2053,663,662,99,876,923,173,417,2088,187,1434,6168,308,11789,11957,10775,3966,936,6709,5429,1352,2802,14157,1240,10534,61775,3810,109324,179,68,66,101,81,103,47,58,114,35,160,402,9857,10715,14187,11500,4696,1137,7665,6458,1568,3272,16360,1457,12128,68345,13973,131831
CED316,5235,1310,5929,1075,453,15872,17690,12708,5272,301,7721,7332,1379,4430,13328,1306,9964,74380,5081,131127,278,132,94,75,139,154,30,76,211,64,194,634,8198,9563,24233,15470,7317,1810,10607,10832,2391,6860,18773,2675,16087,76092,13733,156565,25,9,4,0,6,6,0,0,29,0,14,107,5,176,2065,541,843,146,1013,1274,215,712,1345,279,1042,1777,182,6457,2097,549,853,144,1018,1276,212,714,1375,279,1053,1885,190,6630,21717,12839,6330,1501,9333,9269,2084,5944,16193,2309,13353,54961,4147,116450,384,139,110,166,199,242,71,144,244,85,276,516,6932,8407,24200,13526,7288,1807,10549,10782,2376,6803,17805,2669,14683,57362,11269,131489
CED317,2571,708,3409,888,183,9549,11018,10480,3863,195,7012,5722,1070,2413,9514,895,7966,96242,5488,143237,161,125,34,28,120,98,33,53,114,30,110,1090,16973,18618,14325,11809,4965,1279,8816,7747,1735,3540,12198,1631,11481,98224,22641,171402,47,28,9,0,13,16,0,3,56,0,35,451,19,619,1041,306,435,73,647,675,136,333,762,143,601,2030,129,4961,1085,335,443,73,658,684,137,332,812,143,636,2478,146,5579,12973,9638,4420,1115,7955,6820,1532,3085,10658,1425,9614,68852,4291,116710,244,143,69,86,160,148,50,78,143,54,156,985,13919,15670,14307,10116,4934,1274,8773,7655,1721,3494,11620,1616,10412,72315,18352,137954
CED318,2341,691,3563,833,188,8833,9255,9137,3702,168,5782,4595,941,1964,10011,761,8860,104500,5698,149790,129,109,45,38,110,83,20,41,106,31,150,1181,15292,16999,11803,10228,4700,1206,7346,6142,1451,2884,12455,1486,12569,106516,21174,175620,53,29,10,0,17,20,6,8,66,5,42,793,25,1014,857,266,395,73,495,543,93,286,666,120,610,2091,124,4695,906,300,405,73,506,563,97,295,736,126,660,2885,150,5716,10672,8616,4210,989,6665,5339,1278,2472,11015,1309,10553,76051,4073,121898,197,106,59,147,140,148,50,69,165,44,292,848,12932,14494,11774,9016,4673,1205,7313,6059,1429,2835,11912,1475,11499,79791,17155,142107
CED319,2752,641,3433,814,397,9047,9636,12595,4103,157,5561,4901,925,1898,13937,738,11088,95563,4544,145822,160,88,57,45,72,97,22,24,132,32,154,585,5657,6686,12454,14007,5179,1245,7007,6721,1474,2873,16819,1411,14670,96957,10598,161558,58,42,12,0,8,5,0,0,67,0,61,719,27,943,875,364,441,97,517,693,131,259,697,146,626,1762,109,4436,934,404,452,97,519,698,131,259,760,146,688,2479,138,5374,11326,12179,4643,1071,6350,5868,1293,2539,15345,1218,12608,70574,3612,121982,173,75,65,73,92,120,32,31,142,43,155,388,5042,5904,12435,12654,5162,1245,6966,6691,1453,2830,16248,1407,13453,73438,8788,133264
CED320,5373,1057,6337,1130,368,15326,16496,16649,5189,235,8085,6922,1489,3670,17301,1082,12645,94873,6083,159606,215,126,69,41,93,98,23,51,155,25,121,662,10391,11653,21696,19399,6952,1575,10645,9847,2383,5578,22825,2159,19103,96660,16850,186589,20,16,8,0,3,5,0,6,41,0,31,237,6,331,1973,595,767,148,1053,1225,243,635,1501,234,1151,2039,184,6825,1992,612,773,156,1055,1225,242,640,1543,234,1186,2276,195,7161,19344,15641,6041,1191,9376,8339,2047,4719,19479,1859,15364,67192,4729,133347,306,161,97,225,146,199,56,98,223,54,231,548,8514,9995,21648,16417,6914,1566,10578,9769,2346,5453,21248,2149,16776,70019,13440,150508
CED321,3494,817,3972,798,196,10669,12843,12636,3950,195,6711,5560,1140,2585,10931,988,7709,78453,4703,126387,204,174,67,26,117,97,25,46,132,30,75,749,13037,14362,16984,14764,5161,1099,8734,7731,1838,3883,14559,1840,11754,80003,17936,151422,9,8,6,0,0,8,5,0,8,0,9,85,4,122,1112,371,419,77,605,690,143,366,763,163,623,1434,122,4211,1117,378,427,77,610,694,148,365,773,160,627,1517,124,4336,15525,12132,4638,956,7921,6849,1600,3380,12843,1630,9852,56470,3729,106535,309,176,78,67,138,138,52,91,149,39,124,605,10646,11990,16952,12689,5142,1094,8674,7685,1797,3835,13768,1836,10597,58599,14501,122859
CED322,2519,684,3196,703,208,8579,10562,10831,4260,226,4050,4416,873,1984,10316,832,8987,99562,5498,146210,134,87,40,55,48,73,22,35,90,17,106,739,7661,8818,13395,11938,5399,1574,5240,6117,1421,2899,12929,1535,12289,101008,13371,163608,12,15,3,0,4,0,0,0,12,0,14,160,12,213,796,227,385,114,351,583,99,223,529,137,483,1404,90,3513,802,237,389,114,357,581,99,222,542,140,495,1561,101,3727,12259,9889,4860,1136,4743,5298,1235,2552,11440,1305,10362,75630,4454,123116,314,117,122,324,100,208,64,83,292,83,332,465,6499,7869,13375,10247,5375,1581,5196,6084,1400,2860,12277,1523,11193,77653,11049,134713
CED323,2992,791,3793,775,196,9737,11954,11719,4634,239,5081,5196,1002,2465,11712,973,9629,107333,5404,158299,140,112,56,16,58,70,16,48,115,21,96,792,12857,14111,15257,13090,5892,1391,6527,7142,1556,3638,14818,1786,13518,108908,18460,182143,21,12,5,3,3,7,0,0,19,3,17,143,14,216,841,256,394,93,421,604,116,249,592,120,502,1497,84,3755,860,271,405,99,426,615,122,248,613,126,516,1644,93,3973,14153,11283,5396,1150,5952,6322,1389,3297,13431,1604,11844,86621,4659,140403,230,96,71,150,92,160,29,59,157,49,212,712,11428,12745,15234,11647,5873,1390,6471,7100,1541,3600,14200,1782,12573,88973,16175,157117
CED324,2495,636,3421,905,157,8583,7824,11212,3327,147,5290,4079,739,1444,11467,655,10429,108105,3890,152627,94,80,34,50,44,54,12,27,91,3,89,758,6170,7266,10355,12342,4309,1199,6750,5729,1211,2157,14051,1300,13935,109762,10214,168476,23,15,6,3,3,6,0,0,29,0,25,314,13,406,591,225,276,45,349,461,64,176,409,86,411,1145,83,2853,616,244,284,52,351,467,64,177,440,86,434,1463,98,3263,9606,10613,3947,1043,6298,5149,1109,1918,13022,1191,12229,82236,3196,128963,120,61,48,104,63,74,20,24,102,15,123,611,5106,6092,10338,10913,4285,1199,6709,5691,1195,2121,13562,1295,12786,84308,8396,138311
CED325,3308,698,4175,1107,256,10286,9545,13638,3090,170,7141,4155,895,1801,12707,748,10961,112594,5222,163643,105,106,40,12,93,53,11,36,103,16,79,843,11336,12593,12448,15379,3989,987,9044,5817,1410,2769,16123,1457,15213,114547,16814,186519,103,51,19,0,17,10,0,0,105,3,93,881,42,1209,796,305,323,69,515,503,92,207,665,89,584,1465,97,3754,898,360,341,69,533,518,94,207,769,95,675,2345,139,4968,11375,12392,3574,892,8384,5147,1268,2443,14355,1332,12658,78572,3924,129973,133,92,34,15,77,72,16,34,80,17,62,597,9217,10147,12406,12843,3948,976,8992,5733,1379,2689,15203,1442,13393,81512,13273,145088
CED326,4263,927,5481,1076,252,12921,14181,15058,4703,211,7690,6543,1270,3102,15793,1066,12299,103712,5353,163749,172,124,56,22,86,81,22,49,106,21,102,778,7342,8614,18554,17300,6147,1577,9853,9153,2112,4689,20157,2011,17885,105563,12947,185285,55,33,8,0,9,6,8,10,61,7,55,472,16,649,1440,494,587,99,762,967,190,459,1060,192,853,1896,147,5588,1501,527,596,102,768,974,201,464,1118,198,911,2367,161,6237,16739,14279,5416,1286,8881,7899,1811,4057,17712,1759,14766,73696,4186,135164,284,141,100,186,136,206,58,93,152,51,275,433,5918,7193,18521,14952,6107,1574,9791,9074,2072,4617,18980,2007,15955,76495,10264,148597
CED327,3700,802,4747,1099,322,11344,9990,14291,3110,142,7706,4353,975,2080,12390,803,10456,112251,5122,163302,118,131,31,14,90,64,17,29,113,16,99,988,10773,12215,13365,16285,4151,1113,9939,6365,1634,3229,16200,1620,15301,114337,16217,186856,10,4,0,6,4,3,0,6,7,0,9,131,0,168,735,300,300,74,483,488,79,241,545,103,442,946,72,2885,750,306,301,81,492,492,84,246,547,104,459,1082,74,3049,12454,12963,3786,1008,9282,5731,1502,2889,14608,1473,12930,79316,3978,132087,123,113,38,27,91,71,23,29,109,32,96,593,8037,9049,13324,13382,4125,1109,9873,6289,1603,3165,15265,1606,13482,80988,12087,144189
CED328,2019,384,2841,694,115,6651,8071,12034,4155,129,3820,4312,697,1359,12979,576,11116,104358,4091,151914,77,66,32,10,41,47,17,14,76,11,79,555,4390,5236,10017,12878,4918,1058,4651,5578,1030,1874,15078,974,14037,105604,8595,163797,136,87,28,0,12,13,6,0,180,4,130,1804,80,2341,762,300,412,80,365,624,83,170,630,92,597,1812,101,4249,894,394,440,80,377,635,91,171,807,97,732,3613,185,6588,8991,10971,4417,919,4174,4830,900,1641,13499,853,11866,76065,3194,122461,106,48,27,65,36,62,10,16,76,11,114,282,3832,4396,9988,11412,4885,1056,4591,5530,1002,1833,14376,966,12712,79959,7208,133453
CED329,4457,1009,5075,858,254,12927,15037,11193,5064,202,5927,6346,1047,3457,11794,1110,9467,76875,4991,128217,229,146,79,41,104,119,24,63,192,34,161,707,9696,11090,19921,13439,6620,1464,8048,8998,1812,5150,16444,2148,14708,78446,14950,152236,8,6,3,0,4,4,0,0,8,0,6,93,8,127,1495,425,590,129,682,965,172,468,1041,234,838,1788,147,5445,1503,430,588,132,687,972,175,472,1047,237,847,1885,153,5571,18109,11265,5920,1255,7185,7795,1582,4560,14333,1854,12458,57889,4070,113277,287,154,86,78,126,180,41,79,219,50,162,607,8198,9545,19899,11851,6595,1462,7993,8945,1797,5107,15592,2142,13466,60386,12421,128391
CED330,3857,749,4655,964,287,11170,13633,14769,4373,179,6300,5107,1024,2719,13953,868,10985,102256,6188,159306,166,124,43,8,65,71,21,49,115,15,74,727,9996,11189,17367,16662,5595,962,8095,7070,1636,3994,17920,1640,15719,103942,16473,181665,71,28,11,0,11,10,6,0,52,0,52,386,13,573,1184,382,451,80,666,734,123,362,974,156,802,1789,145,4950,1259,408,466,80,672,743,125,368,1030,156,854,2175,156,5519,15813,13466,5012,757,7245,6091,1426,3470,15431,1424,12727,71907,4652,128560,261,96,73,123,115,156,43,84,210,42,204,556,8050,9270,17334,13974,5558,957,8024,6993,1596,3925,16668,1620,13785,74636,12857,143356
CED394,401,62,360,60,11,793,1064,894,319,18,461,472,80,279,1491,83,913,6063,395,10318,19,7,0,6,8,7,0,3,21,3,6,55,3453,3558,1341,1078,390,44,579,591,115,376,1912,143,1281,6171,3862,14670,5,6,0,0,0,0,0,0,4,0,4,17,0,36,107,31,32,3,54,71,12,37,108,20,90,169,48,498,112,36,32,3,54,71,12,35,116,20,91,189,52,530,1215,949,350,41,523,517,98,326,1709,120,1112,4936,1030,10072,18,11,4,0,8,9,3,10,18,0,10,55,2529,2626,1344,998,389,42,579,589,109,373,1840,143,1214,5177,3603,13234
CED397,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,0,44,0,0,0,0,0,0,0,0,0,0,0,0,128,130,0,0,0,0,0,0,0,0,4,0,0,42,133,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,40,0,41,0,0,0,0,0,0,0,0,0,0,0,5,128,132,0,0,0,0,0,0,0,0,4,0,0,42,133,183
CED401,3579,893,4374,1149,216,11746,10410,12446,3819,192,6695,4920,844,1733,14171,803,11670,124418,4750,177259,119,103,31,23,91,52,13,25,104,12,89,893,7282,8615,14143,13995,4973,1913,8898,7023,1427,2743,17856,1706,16133,126461,12249,197621,27,33,13,0,5,11,3,4,45,0,39,650,20,810,617,223,276,117,372,464,65,183,478,96,416,1149,103,3031,645,254,292,117,378,475,67,186,523,95,457,1798,119,3843,13288,12255,4593,1729,8376,6404,1297,2469,16810,1577,14438,99351,4051,157102,192,90,60,62,100,95,20,53,152,26,112,576,6421,7479,14120,12611,4946,1912,8856,6979,1386,2717,17479,1701,15007,101725,10591,168422
CED402,3586,860,4288,1041,235,11638,15141,14292,4581,262,8435,6443,1040,2896,13219,1049,9482,91573,4984,148044,213,159,50,16,105,101,18,46,151,27,98,777,10640,12009,19535,16378,5778,1607,10681,8708,1625,4234,16957,1937,13871,93386,15856,171687,15,12,6,0,5,8,0,0,23,0,19,117,4,186,1172,371,421,130,736,776,111,321,725,151,619,1599,127,4620,1184,383,427,130,741,785,114,322,754,151,640,1720,132,4807,17981,13625,5238,1394,9713,7733,1444,3767,15370,1746,11825,68098,4153,127095,336,132,83,88,167,153,37,96,154,40,122,718,9029,10496,19500,14143,5745,1609,10626,8670,1594,4186,16278,1933,12587,70528,13317,142401
CED403,3340,899,4209,1024,273,11254,13106,12844,5038,281,6478,6267,939,2043,13041,1000,11639,103613,4598,158772,149,108,49,18,85,81,17,32,111,22,80,686,4433,5601,16988,14393,6322,2054,8337,8515,1475,3074,16494,1918,15926,105332,9301,175626,12,12,0,0,0,4,0,0,16,0,10,287,6,343,907,312,487,139,558,783,112,202,534,135,564,1521,111,4224,917,329,488,139,560,785,112,198,550,135,575,1809,117,4570,15815,12512,5744,1872,7641,7571,1310,2765,15415,1737,14171,80224,3956,139161,245,85,58,49,102,108,25,41,107,34,102,423,3876,4798,16972,12928,6295,2054,8299,8467,1446,3017,16069,1912,14845,82451,7951,148524
CED404,3544,896,4419,953,264,11900,15777,14758,4457,274,9504,6614,1208,3123,12722,1053,9152,89282,5118,146126,236,191,66,25,184,118,33,70,192,38,136,944,11772,13461,20511,17082,5845,1628,12200,9052,1912,4720,16459,1986,13699,91184,17145,171485,14,14,7,0,11,4,0,0,19,3,13,128,13,202,1187,418,423,105,812,793,127,375,749,164,628,1453,130,4487,1199,436,432,107,820,799,131,381,769,168,644,1582,145,4687,18863,14221,5272,1386,11071,7907,1684,4176,14955,1748,11638,65817,4189,125500,410,211,120,129,239,268,62,114,235,66,252,742,9726,11475,20476,14866,5817,1630,12129,8971,1874,4677,15954,1975,12533,68145,14054,141658
CED405,3651,969,4377,1108,204,12116,12854,12350,4347,255,7344,5621,1002,2121,11983,974,10538,100816,5087,154047,164,99,55,12,83,64,21,46,103,22,84,738,5164,6372,17307,14075,5719,1982,9739,8133,1706,3288,15739,1967,15003,102663,10454,172532,35,25,13,0,4,3,5,0,38,0,46,606,12,750,801,261,402,113,501,597,98,220,458,128,464,1400,95,3653,838,284,418,113,513,602,99,220,494,128,515,2005,109,4407,16217,12092,5200,1796,9052,7349,1540,2972,14715,1791,13294,78403,4359,136416,235,91,72,78,126,144,31,55,132,33,120,395,4335,5272,17286,12468,5685,1984,9688,8097,1670,3250,15340,1948,13929,80803,8799,146090
CED406,3580,846,4483,1081,235,11369,14387,15471,4438,233,8148,5867,1103,2605,15705,1108,12118,88970,4989,148287,177,144,57,63,110,95,22,41,164,28,112,675,5188,6454,18346,17567,5629,1421,10281,7934,1702,3890,19447,1986,16705,90720,10415,166105,16,17,6,0,3,4,3,7,21,0,13,205,5,264,1076,384,452,96,732,746,132,291,728,155,654,1504,118,4391,1089,402,456,98,733,751,137,297,748,160,665,1702,129,4654,17005,14822,5069,1221,9357,7011,1486,3482,17710,1766,14199,65870,3955,126992,225,103,66,95,119,118,33,46,142,50,131,332,4228,5130,18315,15325,5588,1417,10213,7876,1657,3825,18597,1974,14997,67906,8310,136777
CED407,3227,763,4435,1182,331,11250,13371,13717,4076,192,8587,5724,978,2022,12835,866,10961,100320,5074,155821,202,118,65,114,114,89,15,27,203,24,164,749,5309,6688,17131,15488,5169,1496,10764,7703,1570,3111,16273,1648,15567,102252,10709,173757,55,46,11,0,10,9,6,3,69,0,51,651,20,863,932,328,380,73,647,677,102,240,619,126,552,1414,102,4011,987,373,391,73,661,680,99,247,688,127,604,2068,122,4872,15818,12971,4661,1220,9889,6795,1386,2764,14687,1465,13075,74589,4129,132123,295,94,102,203,152,179,40,49,254,50,271,421,4543,5670,17104,13433,5156,1497,10702,7653,1527,3058,15627,1638,13948,77077,8794,142664
CED408,2969,790,3924,928,178,10103,16069,14237,5559,245,7193,7069,986,2468,14194,1112,11929,95754,4675,155799,212,124,51,44,105,95,16,42,126,25,99,686,6604,7825,19641,15827,6716,1540,8726,8972,1434,3531,17291,1932,15946,97371,11458,173735,38,23,13,0,6,4,0,3,37,6,28,347,9,475,1224,444,531,106,683,885,117,319,808,174,696,1964,145,5285,1267,468,543,106,696,890,117,320,846,175,722,2312,157,5762,18061,13235,6055,1222,7847,7892,1265,3116,15633,1682,13658,70550,3734,131342,288,104,81,209,131,139,27,55,189,65,211,513,5531,6810,19612,13809,6680,1537,8672,8911,1408,3488,16672,1924,14588,73377,9421,143917
CED409,5344,995,6200,1669,389,15748,14226,17545,3544,202,9708,5380,1058,2848,17483,869,11543,100887,5998,162265,173,183,46,41,120,68,21,53,163,19,115,933,8677,10210,19460,20897,4871,1590,12803,7893,1818,4608,22992,1883,17857,103492,15064,188227,97,86,17,0,19,20,4,0,94,9,104,1220,34,1600,1174,458,379,95,853,689,119,343,834,149,676,1480,121,4487,1268,547,391,95,875,710,127,348,925,153,781,2697,147,6086,17795,16965,4349,1316,11653,6885,1606,4094,20690,1654,14626,69540,4587,133799,351,158,98,167,211,226,44,106,244,60,234,572,6758,8151,19412,17670,4841,1588,12733,7817,1771,4542,21861,1864,15639,72803,11500,148036
CED410,2876,860,3824,1095,375,11301,12325,11864,4727,279,7102,6082,935,1826,12158,888,11698,116238,4647,170028,140,92,45,23,73,76,14,26,93,24,85,788,4817,6025,16276,13249,5918,2096,9024,8285,1461,2771,15118,1768,15608,118117,9834,187354,19,23,7,0,3,3,0,0,28,0,27,386,20,495,740,257,374,101,421,663,94,203,472,127,471,1340,91,3579,762,280,386,101,431,666,99,206,499,127,505,1721,107,4074,15301,11382,5451,1915,8486,7507,1314,2495,14075,1596,13863,89965,4073,147787,187,65,52,76,71,69,18,29,126,28,93,425,4170,5039,16255,11724,5885,2091,8991,8246,1425,2731,14695,1758,14461,92115,8351,156898
CED494,110,7,103,11,0,205,205,291,57,0,123,76,12,51,461,22,220,1306,108,2372,3,3,4,0,0,0,0,0,6,0,0,18,770,801,263,345,70,8,149,100,22,74,580,35,328,1338,882,3377,0,0,0,0,0,0,0,0,0,0,0,7,0,6,18,8,6,0,15,13,3,3,33,3,17,26,4,92,18,12,6,0,15,13,3,3,38,3,17,32,11,95,241,298,63,7,121,90,12,62,520,30,288,1041,256,2304,6,5,0,0,6,3,0,0,3,0,3,11,539,570,264,306,70,8,149,95,22,69,559,35,311,1085,799,2975
