CED_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
CED234,45,13,13,0,63,0,0,0,68,4,0,69,0,5,4,6,21,0,0,0,21,0,3,27,2827,402,60,19,3309,62,18,86,3387,172,7,3566,29,6,0,0,34,0,0,5,36,4,0,38,31,5,0,0,42,4,0,4,44,4,0,51,62,14,0,0,75,6,0,5,79,10,0,88,2889,415,60,20,3383,66,18,84,3470,184,7,3659,509,108,18,11,649,22,4,28,673,128,0,799,4,4,0,0,4,0,0,0,4,0,0,11,3401,529,77,32,4033,93,19,114,4148,305,9,4464,898,119,11,10,1033,20,8,31,1062,80,0,1142,861,169,21,3,1055,23,14,35,1087,81,0,1170,28,14,0,0,47,0,0,0,42,13,0,59,7,0,0,13,15,0,0,0,15,5,0,21,1789,300,37,22,2146,44,24,64,2214,176,6,2393,8,0,0,0,9,0,0,0,14,5,0,15,22,5,0,0,25,7,3,10
CED235,40,9,15,4,73,0,0,0,73,4,0,80,16,3,0,27,38,0,0,0,38,3,0,42,1842,327,59,46,2275,19,5,26,2299,114,3,2419,3,0,0,0,9,0,0,0,9,3,0,16,13,3,0,3,23,5,0,5,27,0,0,27,20,3,0,3,31,4,0,4,37,3,0,38,1866,334,65,51,2303,28,5,28,2333,120,3,2456,239,47,9,8,300,4,0,4,306,68,0,372,4,0,0,0,3,0,0,0,3,0,3,6,2100,376,68,61,2609,31,5,34,2646,187,6,2841,245,41,5,0,292,0,0,0,295,20,0,311,294,44,4,3,353,0,0,4,350,24,0,370,15,0,3,0,21,0,0,0,21,3,0,22,6,0,0,4,5,0,0,0,6,3,0,10,558,91,14,4,669,3,3,4,676,40,0,717,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0
CED236,43,0,13,0,62,0,0,0,59,4,5,67,7,0,0,33,44,0,0,0,44,3,0,50,2198,253,55,57,2561,10,3,19,2578,96,3,2676,21,0,0,0,20,0,0,0,18,6,0,28,19,4,5,0,20,5,0,5,21,0,0,29,36,3,5,0,45,4,0,4,48,4,0,50,2228,256,59,57,2601,19,3,20,2621,101,3,2728,230,67,14,12,323,16,4,24,347,176,0,530,0,4,0,0,4,0,0,0,4,0,8,18,2468,326,70,69,2928,35,8,45,2983,280,11,3269,336,34,6,0,369,6,0,6,377,11,0,389,275,30,17,0,317,0,4,5,324,11,0,339,10,0,3,0,17,0,0,0,16,0,0,22,4,0,0,6,5,0,0,0,8,0,0,13,624,62,27,8,713,10,3,12,724,27,0,757,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0
CED237,66,9,7,3,81,0,0,0,81,14,0,97,7,3,0,9,16,0,0,0,16,0,5,23,1942,343,47,22,2350,57,9,61,2415,186,5,2608,21,13,0,0,40,7,0,9,49,0,0,49,41,16,5,0,57,5,5,9,72,6,0,76,67,27,5,0,99,13,9,20,116,3,0,126,2007,373,50,23,2453,70,16,88,2537,189,5,2729,496,163,22,24,704,37,23,61,763,350,5,1113,3,0,0,5,9,0,0,0,9,0,7,15,2506,529,71,50,3162,100,43,141,3306,534,18,3858,606,97,10,7,715,10,10,20,734,52,0,783,481,139,12,5,640,10,8,16,652,58,0,715,39,8,7,0,52,0,0,0,52,4,0,61,0,0,0,3,6,0,0,0,6,0,0,6,1130,246,24,13,1414,19,8,33,1448,118,0,1567,18,4,3,0,30,3,0,3,36,8,0,37,27,7,0,0,39,0,7,7
CED238,61,7,17,5,90,0,0,0,91,4,0,94,22,3,0,27,61,0,0,0,61,6,0,62,2216,279,78,55,2627,12,4,20,2643,109,3,2760,4,0,0,0,0,0,0,0,3,0,0,3,18,7,0,3,27,0,0,4,32,0,0,32,22,7,0,3,30,4,0,5,35,0,0,35,2239,288,78,56,2657,14,5,22,2675,109,3,2795,225,39,10,7,286,4,0,4,290,76,0,364,0,3,0,0,5,0,0,0,5,0,4,14,2468,328,89,65,2949,17,5,26,2974,183,10,3171,244,24,7,0,279,5,0,3,283,8,0,288,287,50,8,0,347,4,0,5,348,9,0,360,10,3,4,0,17,0,0,0,17,0,0,16,0,0,0,6,6,0,0,0,6,0,0,9,545,78,14,4,647,5,3,6,654,19,0,677,0,4,0,0,4,0,0,0,4,0,0,4,3,4,0,0,7,0,0,0
CED239,38,7,8,0,51,3,0,3,54,5,0,57,3,0,0,9,12,0,0,0,12,0,0,16,1477,236,47,15,1773,42,7,53,1824,115,0,1943,13,0,0,0,18,0,0,0,17,0,0,17,28,3,0,0,35,9,0,3,39,9,0,49,48,5,0,0,53,4,0,7,59,9,0,68,1527,242,47,15,1822,48,11,63,1884,127,0,2005,309,118,13,5,445,20,4,28,470,136,5,609,5,0,0,0,4,0,0,0,4,0,0,4,1838,358,57,20,2266,66,15,86,2354,260,4,2621,464,78,5,0,546,9,4,13,562,36,0,596,432,79,11,0,524,15,0,15,539,43,0,581,11,3,4,0,15,0,0,0,20,4,0,20,0,0,0,0,0,0,0,0,0,0,0,9,908,161,24,0,1089,31,4,37,1126,79,0,1204,11,0,0,0,11,0,0,0,11,4,0,14,15,3,0,0,16,0,0,0
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,123,27,34,0,186,0,0,0,184,23,0,209,14,3,0,19,35,0,0,0,35,0,0,32,2346,324,113,34,2817,42,6,44,2866,193,6,3062,27,3,0,0,34,4,5,3,41,6,0,51,33,3,0,0,43,0,3,3,41,8,0,49,66,7,0,0,74,5,7,9,87,17,0,100,2406,329,113,36,2892,47,9,56,2947,210,6,3163,441,91,32,19,590,16,4,16,604,167,6,776,9,0,0,0,11,0,0,0,11,0,5,17,2865,425,143,56,3487,59,16,76,3564,380,12,3956,383,41,11,0,436,8,0,8,442,37,0,483,283,40,9,0,332,5,0,5,332,18,0,350,43,6,13,0,59,0,0,0,59,3,0,64,0,0,0,3,3,0,0,0,3,0,0,0,703,84,30,3,826,13,0,13,837,59,0,895,4,0,0,0,4,0,0,0,4,3,0,7,12,0,0,0,12,0,0,0
CED302,112,26,21,0,165,3,0,3,166,10,0,177,9,3,0,20,32,0,0,0,32,0,3,33,2969,399,89,31,3483,52,16,69,3551,169,4,3727,33,5,0,0,38,3,0,3,43,0,0,48,33,7,0,0,41,3,3,7,50,0,0,51,70,11,0,0,81,8,3,11,93,3,0,96,3037,407,95,31,3570,61,20,80,3646,170,4,3821,401,73,15,4,488,6,0,6,498,86,4,586,5,0,0,0,4,0,0,0,4,0,5,11,3444,476,102,37,4062,70,20,85,4145,257,11,4414,802,75,28,0,904,7,0,7,913,52,0,965,511,72,14,4,606,8,0,8,613,27,0,639,47,7,6,0,61,0,0,0,61,3,0,68,3,0,0,6,9,0,0,0,9,0,5,12,1363,156,50,12,1579,23,0,23,1599,85,3,1691,13,0,0,0,13,0,0,0,13,0,0,13,20,0,0,0,21,0,0,3
CED303,143,21,26,0,193,0,0,0,193,6,0,194,13,0,0,16,27,0,0,0,27,3,0,34,2748,320,101,25,3205,38,6,46,3245,129,4,3385,23,5,0,0,28,4,0,4,37,3,0,38,48,11,0,0,53,0,5,5,56,0,0,56,68,10,6,0,82,4,5,6,86,4,0,93,2813,335,112,29,3283,45,7,51,3335,130,4,3477,362,48,19,15,437,10,0,6,446,68,0,513,6,5,0,3,5,0,0,0,5,0,4,12,3176,383,130,42,3732,48,13,56,3791,201,11,4003,514,51,16,0,582,0,4,4,586,32,0,619,432,65,16,0,514,14,0,15,528,17,0,548,53,3,14,3,77,0,0,0,75,7,0,80,12,0,0,11,18,0,0,0,18,0,0,21,1012,124,45,9,1190,18,6,23,1211,54,5,1263,10,0,0,0,6,0,0,0,6,0,0,8,9,0,0,0,12,0,0,0
CED304,113,23,32,0,173,0,0,0,174,9,0,186,9,3,0,0,12,0,0,0,12,0,0,12,2161,266,93,11,2530,34,9,43,2573,128,0,2704,18,5,0,0,27,0,0,0,26,0,0,26,19,4,0,0,23,3,0,3,25,0,0,27,40,9,0,0,46,7,0,7,53,0,0,50,2198,273,95,11,2581,41,9,51,2626,133,0,2761,274,38,12,0,320,14,0,10,331,39,0,370,3,0,0,0,3,0,0,0,3,0,0,6,2476,315,103,13,2907,51,7,63,2960,171,3,3135,638,62,18,4,725,9,0,13,737,53,0,783,475,68,16,0,558,6,5,6,563,21,0,582,78,13,9,0,102,0,0,0,101,5,0,105,6,0,0,0,7,0,0,0,7,0,0,7,1202,147,40,5,1391,14,7,22,1414,68,0,1481,5,0,0,0,8,0,0,4,12,0,0,15,8,0,0,0,12,0,0,0
CED305,35,4,8,0,50,0,0,0,50,4,0,59,10,0,0,12,20,0,0,0,26,3,0,29,2094,196,76,43,2407,29,3,30,2440,76,0,2519,4,0,0,0,9,0,3,3,13,0,0,13,22,3,0,3,28,5,0,5,34,0,0,34,29,3,0,3,37,5,3,3,46,0,0,44,2121,198,81,41,2443,33,3,35,2479,81,0,2566,224,44,13,18,299,3,0,5,300,32,0,334,7,0,0,3,10,0,0,0,10,0,5,18,2349,246,92,63,2751,34,7,44,2789,113,8,2910,202,9,3,0,215,0,0,0,215,3,0,222,126,22,4,0,150,5,0,5,150,9,0,156,6,0,0,0,7,0,0,0,7,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,333,30,10,0,378,4,0,4,376,13,0,388,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
CED306,47,3,17,0,62,0,0,0,62,0,0,71,5,0,0,19,24,0,0,0,24,5,0,29,2339,205,91,42,2681,26,6,31,2712,102,0,2816,17,0,0,0,13,0,0,0,13,6,0,22,25,0,0,0,26,0,0,0,29,0,0,29,36,4,0,0,47,0,0,0,45,6,0,50,2384,211,92,44,2724,27,6,36,2758,108,0,2870,255,33,13,15,308,8,0,8,317,51,0,367,5,0,0,0,5,0,0,0,5,0,6,11,2633,241,100,59,3039,33,6,47,3082,160,10,3250,199,13,6,0,219,0,0,0,217,11,0,232,152,11,5,0,167,0,0,0,167,7,0,174,11,0,0,0,14,0,0,0,14,0,0,14,5,0,0,3,4,0,0,0,4,0,0,4,361,26,9,3,406,0,0,0,405,18,0,424,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
CED307,155,32,23,3,211,11,0,11,223,16,0,239,7,4,0,18,30,0,0,0,30,0,0,31,3120,399,109,30,3655,72,5,78,3730,176,5,3909,17,8,0,0,24,0,0,0,24,0,0,26,46,4,3,0,48,0,0,0,49,0,0,54,61,9,0,0,74,0,0,3,80,0,0,77,3178,405,110,30,3727,70,8,83,3807,181,5,3984,418,47,20,9,492,9,3,8,494,66,5,568,9,0,0,0,3,0,0,0,3,0,3,10,3606,453,129,34,4223,80,6,90,4307,250,9,4567,630,78,17,0,725,11,4,13,741,54,0,802,512,88,16,4,613,8,0,8,629,36,0,663,64,12,20,0,96,0,0,0,94,8,0,100,4,0,0,4,4,0,0,0,4,0,0,4,1206,173,60,9,1446,19,7,25,1468,98,0,1562,8,0,0,0,7,0,0,0,7,0,0,7,17,0,0,0,19,3,0,3
CED308,126,33,28,0,185,0,0,0,186,16,0,201,13,0,0,19,30,0,0,0,30,6,0,39,2448,404,113,30,2992,53,23,70,3059,200,9,3277,27,8,0,0,36,5,0,5,38,8,0,44,34,10,3,0,42,5,4,6,52,3,0,58,58,9,4,0,73,12,4,9,92,12,0,100,2506,415,114,38,3067,62,22,81,3148,213,9,3373,355,112,15,17,508,21,6,27,534,112,0,651,3,0,0,4,7,4,0,4,11,0,8,16,2862,527,131,52,3576,92,25,113,3696,327,20,4036,483,54,14,3,556,7,0,8,566,37,0,608,371,61,11,0,448,9,6,13,452,30,0,486,49,5,11,0,67,6,0,6,67,9,0,74,4,0,0,9,12,0,0,0,12,0,0,14,908,124,39,7,1076,18,3,25,1099,79,0,1179,8,5,0,0,13,6,0,6,21,4,0,19,7,0,0,0,16,3,0,3
CED309,109,34,26,0,168,0,0,0,178,9,0,187,14,4,0,12,27,0,0,0,27,4,3,28,2279,453,128,20,2878,27,15,48,2920,163,3,3089,16,5,0,0,20,4,0,4,20,0,0,21,36,3,0,0,39,5,5,6,46,8,0,53,49,10,0,0,63,3,5,9,68,3,0,73,2331,459,131,21,2937,34,17,48,2989,163,3,3167,297,47,16,6,367,7,0,6,374,99,0,469,5,4,0,0,7,0,0,0,7,0,3,17,2632,505,148,26,3319,38,18,55,3374,262,11,3647,288,44,16,0,343,0,0,7,347,23,0,370,272,63,17,6,358,0,0,0,358,25,0,386,31,5,8,0,47,0,0,0,49,3,0,53,4,0,0,4,6,0,0,0,6,0,0,9,596,114,40,9,759,0,0,3,763,54,0,816,4,0,0,0,4,0,0,0,4,0,0,4,7,0,4,0,10,0,0,0
CED310,107,24,32,3,157,0,0,4,159,9,0,168,10,4,0,17,26,0,0,0,26,0,0,23,2366,432,128,42,2967,24,13,40,3008,139,7,3153,7,4,0,0,15,4,0,3,15,3,0,26,26,7,3,0,40,3,0,3,38,4,0,42,38,7,3,0,53,4,0,3,62,9,0,62,2408,442,130,43,3023,24,16,47,3067,151,7,3214,284,57,28,3,372,12,4,15,383,70,4,464,3,0,0,0,4,0,0,0,4,0,0,7,2695,495,157,49,3399,35,20,59,3454,221,8,3687,312,51,10,6,368,0,0,0,370,24,0,398,269,70,13,0,355,10,0,8,360,26,0,384,28,10,3,0,47,0,0,0,47,3,0,52,0,0,0,3,3,0,0,0,3,0,0,3,606,134,24,8,773,6,0,9,782,53,0,841,6,0,0,0,8,0,0,0,6,5,0,13,12,0,0,0,14,0,0,0
CED311,34,11,7,0,50,5,0,5,53,5,0,59,6,3,0,26,37,0,0,0,37,3,0,41,2143,183,68,50,2445,29,6,32,2476,107,0,2580,12,3,0,0,14,4,0,4,23,11,0,31,19,8,0,0,27,0,0,0,27,3,0,36,33,12,4,3,43,4,0,4,55,11,0,64,2173,189,68,54,2488,38,6,38,2529,124,0,2647,336,45,19,9,406,10,3,12,422,110,0,534,3,0,0,0,3,0,0,0,3,3,16,21,2517,238,86,63,2898,50,3,52,2951,231,15,3201,134,3,3,0,145,0,0,0,141,7,0,147,110,11,0,0,125,0,0,0,126,5,0,130,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,3,3,0,0,0,3,0,0,3,242,15,10,5,273,5,0,5,278,9,0,286,5,0,0,0,5,4,0,4,3,0,0,3,4,0,0,0,4,0,0,0
CED312,135,19,13,0,180,0,0,0,182,15,0,199,11,5,0,8,25,0,0,0,25,0,0,27,2532,366,99,30,3026,38,16,55,3079,209,11,3304,35,4,6,0,42,3,0,3,47,4,0,49,48,9,4,0,53,0,3,3,60,3,0,62,78,13,5,0,94,9,3,10,108,7,0,113,2620,376,104,30,3123,47,16,66,3191,214,11,3411,510,105,32,21,671,16,6,21,694,169,8,867,3,0,0,0,6,0,0,0,6,3,5,18,3137,481,139,50,3803,65,18,92,3889,381,24,4298,447,46,9,0,503,8,3,5,517,37,0,549,293,57,8,0,360,10,0,10,367,30,0,395,47,7,9,0,63,0,0,0,59,9,0,72,0,0,0,3,4,0,0,0,4,0,0,4,777,107,32,8,927,17,5,20,952,75,0,1021,4,0,0,0,4,0,0,0,3,4,0,12,12,5,0,0,11,0,0,0
CED313,97,23,9,0,131,3,0,3,134,4,0,138,10,0,0,9,20,0,0,0,20,0,0,23,2466,275,64,15,2819,34,5,43,2859,127,0,2984,25,4,0,0,36,0,0,0,37,0,0,35,31,0,0,0,30,0,0,6,36,4,0,37,57,7,0,0,64,0,0,0,72,3,0,69,2520,282,69,15,2883,37,7,45,2928,128,0,3055,332,45,9,0,387,11,0,11,403,55,0,453,4,0,0,0,3,0,0,0,3,0,0,3,2850,331,76,17,3273,47,6,54,3329,184,0,3515,723,79,26,0,828,13,0,10,840,35,0,878,503,68,11,0,585,6,0,6,586,28,0,617,65,18,21,0,106,4,0,4,105,0,0,107,3,0,0,4,8,0,0,0,8,6,0,14,1297,161,55,8,1521,19,4,18,1543,70,0,1614,13,0,0,0,13,0,0,0,14,0,0,14,6,0,0,0,6,0,0,0
CED314,37,5,13,0,60,0,0,0,60,3,0,64,13,5,0,7,22,0,0,0,22,0,0,27,2451,272,57,14,2803,27,10,38,2837,137,6,2973,17,0,0,0,19,10,0,10,29,6,0,29,24,10,0,0,37,0,0,10,43,5,0,48,45,7,0,0,52,13,0,12,68,12,0,80,2489,283,57,24,2853,42,13,48,2904,143,6,3053,330,56,12,11,405,17,4,27,433,168,0,594,0,0,0,0,3,0,0,0,3,0,3,7,2822,343,70,32,3264,59,16,75,3340,314,4,3654,259,24,5,0,291,0,0,0,294,22,0,313,191,31,4,0,228,3,0,3,233,8,0,236,8,0,3,0,12,0,0,0,12,0,0,12,4,0,0,0,4,0,0,0,3,0,0,6,462,63,14,0,532,3,0,3,541,28,0,566,8,0,0,0,8,0,0,0,8,0,0,6,4,0,0,0,6,0,0,0
CED315,22,7,15,0,48,0,0,0,48,3,0,52,5,0,0,10,14,0,0,0,14,0,5,25,2016,231,63,23,2334,27,9,30,2369,172,3,2547,15,6,0,0,14,3,0,3,22,3,0,24,19,3,0,0,22,6,3,4,29,3,0,28,30,11,0,0,42,5,3,11,53,3,0,54,2049,240,63,23,2375,34,11,45,2419,178,7,2600,213,37,4,4,267,8,0,11,273,94,0,372,0,0,0,0,0,0,0,0,0,4,0,4,2260,275,71,34,2640,42,13,54,2694,280,9,2979,298,37,6,3,342,4,0,3,348,31,0,382,197,27,3,0,228,3,6,7,238,8,0,253,13,0,8,0,16,0,0,0,16,4,0,22,0,0,0,4,0,0,0,0,0,0,0,3,508,64,17,7,592,7,3,16,610,49,3,656,0,0,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,3
CED316,28,8,9,0,46,0,3,3,50,15,0,66,9,4,0,22,34,0,0,0,32,9,0,41,1559,304,62,34,1957,27,15,39,1997,175,6,2178,16,5,0,0,20,4,0,4,20,4,0,22,13,5,4,0,17,0,6,4,27,4,0,30,23,11,4,0,41,5,6,13,45,6,0,56,1588,312,65,35,1993,31,16,53,2045,187,6,2232,204,54,20,11,289,17,3,24,307,156,4,466,4,0,0,5,9,0,0,0,9,7,4,15,1789,367,82,51,2290,47,23,74,2363,347,14,2715,146,24,5,0,173,0,0,0,175,12,0,183,72,24,0,0,108,0,0,0,106,12,0,120,3,0,0,0,12,0,0,0,12,6,0,11,0,0,0,3,3,0,0,0,3,0,0,3,227,52,7,11,293,3,0,3,294,26,0,320,5,0,0,0,5,0,0,0,5,0,0,3,7,0,0,0,7,0,0,0
CED317,26,17,5,0,52,0,0,0,51,0,0,49,8,0,0,24,37,0,0,0,37,3,0,41,1986,242,58,46,2338,21,11,34,2369,134,0,2505,5,3,0,0,10,7,0,7,22,6,0,28,21,0,0,5,28,0,7,6,32,0,0,38,33,5,0,5,37,10,7,15,52,6,0,63,2017,246,58,54,2376,39,15,53,2422,143,0,2566,228,46,18,11,302,18,4,14,320,128,0,451,3,0,0,0,5,0,0,0,5,0,17,17,2247,295,79,67,2680,47,19,66,2750,269,21,3033,154,5,0,0,160,4,0,4,164,3,0,170,100,14,4,0,117,0,0,0,121,9,3,129,6,3,4,0,11,0,0,0,11,0,0,11,0,0,0,6,6,0,0,0,6,0,0,6,255,28,10,5,294,4,0,5,298,9,3,315,3,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0
