CED_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
CED237,20,18,35,19,3,104,5638,1302,166,245,60,59,63,139,62,5,58,2154,14,0,0,0,0,0,0,0,0,3,30,6196,555,397,82,79,80,178,82,12,170,7822,4,0,0,0,0,0,0,0,0,9,15,8095,629,428,86,82,83,176,89,6,227,9894,1614,18,14,0,3,5,7,0,0,32,1693,4569,67,49,17,21,6,45,21,0,99,4892,1798,144,220,40,40,44,96,33,5,64,2476,31,0,0,0,0,0,0,0,0,10,36,6396,209,267,60,59,51,138,54,0,167,7411,10,0,0,0,0,0,0,0,0,18,25,8022,231,283,60,64,57,141,54,3,223,9134,656,5,0,0,0,0,0,0,0,30,691,2297,31,22,0,0,4,4,0,0,60,2421,1794,64,50,18,12,12,15,17,0,31,2011,18,0,0,0,0,0,0,0,0,0,16,4106,93,72,19,13,8,25,19,0,90,4446,3,0,0,0,0,0
CED238,5,3,3,3,0,8,277,20,11,3,0,0,0,3,3,0,5,52,0,0,0,0,0,0,0,0,0,4,6,219,52,26,3,11,5,6,6,0,12,335,0,0,0,0,0,0,0,0,0,42,46,1798,166,72,11,7,13,8,7,0,129,2221,1948,40,18,7,0,0,9,3,0,88,2110,187,7,3,3,0,0,0,0,0,0,207,9,5,0,0,0,5,10,0,0,0,31,3,0,0,0,0,0,0,0,0,0,4,200,12,6,3,0,5,10,6,0,8,250,0,0,0,0,0,0,0,0,0,32,43,2150,51,28,7,0,6,14,10,0,123,2395,1133,19,6,0,0,0,0,0,0,61,1226,124,0,3,0,0,0,0,0,0,0,131,13,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,3,137,0,3,0,0,0,0,0,0,3,150,9,0,0,0,0,0
CED239,6,3,9,9,4,42,2803,563,53,67,11,16,16,31,14,7,20,784,4,0,0,0,0,0,0,0,0,0,5,3126,161,111,25,19,20,48,15,9,67,3596,0,0,0,0,0,0,0,0,0,0,3,4801,236,145,22,22,25,53,17,9,106,5435,1342,13,3,5,3,3,0,5,0,39,1419,2479,29,15,0,4,0,5,10,0,64,2601,968,56,55,12,9,8,28,16,3,36,1187,21,0,0,0,0,0,0,0,0,0,26,3472,84,66,12,15,6,29,22,3,101,3813,3,0,0,0,0,0,0,0,0,11,8,4819,99,76,12,17,12,33,29,6,142,5241,661,9,3,0,0,0,0,3,0,27,708,2206,3,3,4,0,0,0,0,0,56,2282,1813,32,6,3,6,6,10,0,0,62,1954,16,0,0,0,0,0,0,0,0,6,22,4031,42,15,12,6,6,11,0,0,132,4255,4,0,0,0,0,0
CED294,4,0,0,0,0,0,36,4,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,37,5,6,0,3,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,122,14,15,0,5,0,0,0,3,8,166,59,0,0,0,0,0,0,0,0,3,70,22,0,0,0,0,0,0,0,0,0,22,15,6,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,97,6,0,0,0,0,0,0,0,7,106,24,0,0,0,0,0,0,0,0,4,30,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,3,10,15,14,4,13,862,117,31,33,8,10,10,29,14,0,8,269,4,0,0,0,0,0,0,0,0,0,4,679,177,132,18,17,13,44,28,5,20,1137,0,3,0,0,0,0,0,0,0,15,18,3548,445,253,29,23,28,61,36,9,112,4554,2369,73,45,10,10,13,9,7,0,77,2608,339,29,21,5,12,8,13,0,0,12,436,95,22,11,7,4,8,15,11,0,0,179,3,0,0,0,0,0,0,0,0,0,4,436,57,32,5,17,16,31,13,0,11,612,0,0,0,0,0,0,0,0,0,14,13,2808,129,73,17,24,27,37,11,0,104,3236,1365,22,17,0,3,6,4,0,3,53,1479,179,6,9,0,0,8,9,6,0,13,225,51,11,5,0,0,5,3,4,0,5,79,3,0,0,0,0,0,0,0,0,0,3,237,11,11,0,0,8,8,9,0,19,306,0,0,0,0,0,0
CED302,12,19,15,13,7,30,2237,306,100,114,28,26,30,72,33,0,15,727,0,0,0,0,0,0,0,0,0,0,3,2007,424,228,35,35,51,90,52,10,41,2965,7,0,0,0,0,0,0,0,0,6,7,4967,763,343,48,44,58,110,66,14,98,6508,2305,90,53,6,5,15,8,4,6,50,2554,1282,66,38,12,3,10,14,6,0,25,1455,326,64,87,13,19,35,65,43,9,9,674,8,0,0,0,0,0,0,0,0,0,8,1616,128,127,21,27,39,82,51,9,34,2138,3,0,0,0,0,0,0,0,0,3,6,3922,224,184,33,31,59,88,60,17,85,4693,1315,25,31,4,3,4,3,0,0,59,1441,653,17,10,0,0,0,10,3,0,18,713,260,41,17,10,5,9,17,3,0,11,375,0,0,0,0,0,0,0,0,0,4,0,914,66,29,9,5,5,28,8,0,34,1093,7,0,0,0,0,0
CED303,3,12,10,6,0,12,1013,47,14,13,7,7,4,19,4,0,9,126,0,0,0,0,0,0,0,0,0,0,5,791,173,80,12,8,14,27,12,0,21,1142,0,0,0,0,0,0,0,0,0,4,5,5199,921,289,29,36,36,53,27,9,112,6703,4222,204,99,23,21,21,18,4,10,109,4737,722,25,14,0,4,0,6,3,0,18,807,89,13,15,8,7,9,18,8,0,3,168,0,0,0,0,0,0,0,0,0,0,3,810,40,37,8,9,16,20,17,0,31,979,10,0,0,0,0,0,0,0,0,11,17,5040,246,133,32,33,33,42,19,11,150,5738,2555,112,39,6,15,8,7,8,0,103,2859,409,10,10,0,0,0,5,5,0,24,468,94,8,0,0,0,0,5,0,0,6,122,0,0,0,0,0,0,0,0,0,0,6,503,17,15,0,0,9,10,6,0,36,590,10,0,0,0,0,0
CED304,11,10,19,18,7,14,1109,91,28,36,9,12,13,23,16,0,3,234,0,0,0,0,0,0,0,0,0,0,0,946,142,86,20,22,21,46,33,10,17,1346,0,0,0,0,0,0,0,0,0,3,3,3836,402,210,46,38,40,70,51,25,72,4795,1982,61,37,10,9,4,13,11,9,37,2163,625,18,28,3,0,3,6,8,0,24,715,120,21,50,5,13,4,40,16,0,7,275,0,0,0,0,0,0,0,0,0,0,3,745,45,79,9,13,5,51,17,0,31,990,8,0,0,0,0,0,0,0,0,4,8,2729,107,114,15,19,15,55,27,8,70,3170,973,19,11,0,0,0,8,3,0,22,1046,356,5,6,0,0,0,0,6,0,11,390,146,9,8,0,0,0,5,10,0,3,184,0,0,0,0,0,0,0,0,0,0,7,499,21,21,0,0,3,8,10,0,20,578,5,0,0,0,0,0
CED305,0,7,4,0,0,12,432,13,22,6,0,4,3,11,3,0,4,73,0,0,0,0,0,0,3,0,0,0,4,251,157,41,0,4,7,18,4,0,16,501,4,0,0,0,0,0,0,0,0,4,10,1781,329,130,14,13,21,30,14,0,76,2400,1347,56,26,0,3,3,5,4,3,54,1496,158,16,6,3,4,3,5,6,0,11,208,13,8,0,0,0,0,11,6,0,0,47,0,0,0,0,0,0,0,0,0,0,0,177,26,9,3,4,3,17,13,0,5,260,0,0,0,0,0,0,0,0,0,0,3,1522,83,39,4,7,6,19,16,3,62,1760,745,9,11,0,0,3,0,0,0,43,815,111,0,8,0,0,0,0,0,0,5,133,16,3,0,0,0,0,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,125,9,8,0,0,0,10,0,0,5,158,3,0,0,0,0,0
CED306,7,5,8,3,0,12,711,33,22,10,0,3,0,11,8,0,0,98,3,0,0,0,0,0,0,0,0,0,6,436,223,74,8,9,4,23,9,5,16,815,5,0,0,0,0,0,0,0,0,5,9,2584,496,169,24,19,16,32,24,7,78,3451,1948,75,36,8,5,5,6,4,0,80,2171,303,25,19,0,0,3,4,6,0,15,375,31,3,4,0,4,0,14,4,0,6,66,0,5,0,0,0,0,0,0,0,0,3,330,30,24,3,4,0,18,16,0,20,452,6,0,0,0,0,0,0,0,0,4,6,2288,107,61,11,13,8,19,19,0,102,2626,1040,27,13,0,3,0,0,0,0,48,1130,253,6,3,0,0,0,5,5,0,12,277,33,4,6,0,0,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,3,283,12,9,0,0,0,5,0,0,14,330,0,0,0,0,0,0
CED307,3,5,12,0,4,5,1087,57,35,19,8,14,15,23,12,0,0,178,0,0,0,0,0,0,0,0,0,0,0,833,230,87,19,18,18,34,10,4,3,1262,0,0,0,0,0,0,0,0,0,5,8,4257,669,187,40,31,33,46,14,5,81,5360,2622,120,55,12,12,9,8,9,0,33,2880,579,35,26,4,4,3,3,0,3,7,667,72,19,19,4,0,8,26,5,0,0,162,0,0,0,0,0,0,0,0,0,0,5,655,56,41,7,4,16,31,10,3,9,829,0,0,0,0,0,0,0,0,0,3,4,3275,174,100,17,14,20,40,16,4,53,3717,1351,68,28,3,8,5,12,0,3,51,1534,250,10,15,0,0,3,3,0,0,8,294,39,13,7,10,0,6,7,3,0,0,79,4,0,0,0,0,0,0,0,0,0,0,294,26,20,10,5,0,7,0,0,15,378,3,0,0,0,0,0
CED308,25,18,17,21,6,34,2094,214,91,87,22,17,24,55,24,0,22,572,3,3,3,0,0,0,0,0,0,0,9,1756,357,232,49,40,40,78,48,10,55,2673,3,0,0,0,0,0,0,0,0,4,10,6735,1299,650,94,82,71,135,78,34,189,9365,4985,348,182,32,30,25,36,21,12,133,5804,1057,57,28,7,11,5,8,9,6,22,1215,239,64,62,23,18,10,41,13,4,21,501,6,4,0,0,0,0,0,0,0,3,13,1300,122,87,27,28,19,53,25,12,48,1723,8,4,0,0,0,0,0,0,0,16,23,6296,468,274,59,59,45,88,51,19,194,7543,3103,172,78,24,11,12,19,9,4,120,3546,552,29,25,0,0,7,9,3,0,39,671,170,27,21,4,4,0,4,7,0,17,251,3,0,0,0,0,0,0,0,0,0,3,729,58,43,7,6,4,13,12,0,54,928,15,0,0,0,0,0
CED309,3,7,3,3,3,11,684,25,8,13,0,3,3,10,11,0,3,73,3,0,0,0,0,0,0,0,0,0,3,508,125,55,5,7,14,12,15,3,9,757,3,0,0,0,0,0,0,0,0,4,12,4605,767,265,41,42,30,41,36,11,81,5915,4142,284,110,23,27,20,27,26,3,97,4748,449,35,11,0,3,0,0,0,5,9,516,22,0,7,0,0,0,9,4,0,0,51,0,0,0,0,0,0,0,0,0,0,3,477,33,18,4,9,3,10,4,3,10,568,4,0,0,0,0,0,0,0,0,11,15,4621,318,127,26,29,21,36,30,9,112,5335,2569,118,49,14,3,16,15,3,3,97,2893,317,16,6,0,0,0,0,0,0,9,352,33,0,3,0,0,0,0,0,0,6,37,3,0,0,0,0,0,0,0,0,3,8,346,19,8,0,0,0,0,0,0,18,395,3,0,0,0,0,0
CED310,4,4,8,6,0,12,621,9,6,10,4,3,0,6,8,0,4,48,0,0,0,0,0,0,0,0,0,0,0,471,84,48,13,9,3,17,15,0,15,673,0,0,0,0,0,0,0,0,0,3,4,4207,650,253,38,39,31,45,33,14,93,5408,4146,231,111,32,25,31,34,14,16,104,4737,447,19,21,0,0,3,6,0,3,9,512,28,9,3,0,0,4,20,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,473,29,23,0,7,7,21,0,5,14,580,4,0,0,0,0,0,0,0,0,0,3,4619,260,130,30,28,35,49,21,21,116,5320,2725,114,44,15,9,9,5,3,0,107,3032,339,13,3,0,0,0,4,0,0,13,376,29,5,3,0,0,0,3,0,0,0,44,5,0,0,0,0,0,0,0,0,0,5,371,18,3,0,0,5,10,0,0,13,421,4,0,0,0,0,0
CED311,5,0,11,6,3,12,453,15,15,7,6,3,0,5,5,0,6,59,0,0,0,0,0,0,0,0,0,0,0,280,113,59,3,8,3,12,16,3,14,515,9,0,0,0,0,0,0,0,0,5,8,2328,338,173,10,16,17,25,17,5,98,3029,1933,69,27,8,6,3,11,3,0,105,2165,214,24,7,0,0,3,0,4,3,6,256,19,3,5,0,0,0,8,0,0,0,47,0,0,0,0,0,0,0,0,0,0,3,231,27,18,5,6,7,9,3,3,7,303,0,0,0,0,0,0,0,0,0,0,8,2170,99,43,8,13,7,21,9,4,108,2474,944,14,7,0,0,0,0,3,0,42,1012,105,6,0,0,0,0,0,4,0,7,125,21,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,0,3,132,8,6,0,0,0,3,5,0,7,158,0,0,0,0,0,0
CED312,13,10,11,10,0,21,1682,238,90,71,21,28,18,47,16,0,19,555,11,0,0,0,0,0,0,0,0,0,8,1497,329,188,37,37,31,59,26,4,40,2248,8,0,0,0,0,0,0,0,0,8,16,5848,936,380,62,60,58,85,32,17,152,7622,3883,182,94,14,15,6,22,3,0,89,4316,974,67,43,6,3,8,16,9,5,25,1149,246,49,40,10,15,14,39,14,0,12,450,0,0,0,0,0,0,0,0,0,0,7,1225,121,82,19,22,25,54,16,5,42,1606,0,0,0,0,0,0,0,0,0,11,16,5106,304,175,30,34,28,80,24,4,145,5934,2282,71,36,13,5,3,17,0,5,104,2542,448,26,7,0,0,3,7,5,3,21,508,153,18,14,11,3,0,11,5,0,21,234,3,0,0,0,0,0,0,0,0,0,3,602,38,26,8,4,5,21,5,3,41,746,0,0,0,0,0,0
CED313,14,10,29,11,9,20,1444,179,42,35,13,14,16,32,26,12,14,380,3,0,0,0,0,0,0,0,0,0,3,1304,203,94,33,23,24,63,36,16,27,1828,3,0,0,0,0,0,0,0,0,5,6,4077,463,197,46,49,40,76,48,21,74,5092,1827,53,37,4,3,0,9,16,4,45,2002,798,38,12,5,8,7,18,3,4,20,904,239,25,37,6,11,3,27,10,0,4,368,0,0,0,0,0,0,0,0,0,0,0,1041,61,51,11,18,7,41,10,6,22,1274,3,0,0,0,0,0,0,0,0,15,16,2868,118,84,17,20,7,55,24,8,80,3292,862,13,8,3,0,0,7,6,0,22,924,495,4,3,0,0,0,6,3,0,13,533,253,18,8,3,0,0,5,0,0,13,307,6,0,0,0,0,0,0,0,0,0,6,753,23,14,3,0,0,14,5,0,22,842,0,0,0,0,0,0
CED314,8,0,9,8,0,8,571,33,28,30,4,10,23,46,23,0,0,203,0,0,0,0,0,0,0,0,0,0,8,396,153,67,11,17,29,55,34,0,11,779,0,0,0,0,0,0,0,0,0,3,6,1968,310,120,17,24,32,63,32,3,43,2619,1619,47,38,0,5,3,4,0,0,36,1750,240,14,14,6,5,0,5,3,0,7,294,40,5,23,4,0,10,48,19,0,8,153,0,0,0,0,0,0,0,0,0,0,4,274,18,34,11,5,16,56,22,0,14,451,0,0,0,0,0,0,0,0,0,3,9,1900,66,75,9,8,17,62,23,0,54,2208,1098,29,10,0,5,3,0,0,0,49,1197,138,6,11,0,0,0,0,0,0,8,156,16,9,8,0,5,6,19,4,0,0,58,0,0,0,0,0,0,0,0,0,0,3,151,7,18,0,4,10,15,4,4,5,221,3,0,0,0,0,0
CED315,8,8,12,4,3,12,749,36,25,18,3,4,5,10,14,0,3,119,3,0,0,0,0,0,0,0,0,0,3,507,196,84,13,14,13,16,16,3,14,874,0,0,0,0,0,0,0,0,0,3,6,2749,425,173,26,25,25,35,29,13,65,3561,2052,57,30,4,7,5,10,0,0,50,2221,383,23,5,0,0,0,3,0,0,10,428,49,11,13,6,6,3,4,4,0,0,96,0,0,0,0,0,0,0,0,0,0,0,430,29,22,6,8,3,9,0,0,12,519,0,0,0,0,0,0,0,0,0,4,5,2482,88,50,7,8,6,19,6,0,66,2751,1077,30,6,3,0,0,5,4,0,34,1159,194,4,7,0,0,0,3,0,0,0,217,39,5,8,0,0,4,0,0,0,6,64,4,0,0,0,0,0,0,0,0,0,8,240,9,19,0,7,4,3,0,0,9,293,4,0,0,0,0,0
CED316,12,12,11,7,0,6,637,35,11,13,6,3,0,14,3,0,5,89,0,0,0,0,0,0,0,0,0,0,6,473,102,69,10,15,13,22,18,0,12,728,3,0,0,0,0,0,0,0,0,4,6,3475,378,154,25,21,26,40,31,17,115,4284,4130,138,58,12,8,6,17,5,5,142,4518,472,23,15,0,0,5,0,5,0,6,535,25,0,9,0,0,0,0,0,0,0,51,3,0,0,0,0,0,0,0,0,0,3,498,28,29,0,3,3,3,5,0,13,589,4,0,0,0,0,0,0,0,0,0,11,4637,162,87,15,7,8,28,8,9,159,5119,2932,95,35,4,6,5,14,5,4,134,3222,362,10,5,0,0,0,0,0,0,3,386,40,0,3,3,0,0,4,0,0,3,52,7,0,0,0,0,0,0,0,0,0,9,415,10,4,3,0,0,4,0,0,14,446,12,0,0,0,0,0
CED317,12,9,12,3,3,30,730,67,12,9,6,6,3,18,3,0,9,135,5,0,0,0,0,0,0,0,0,0,5,546,144,57,9,9,17,27,11,9,41,867,0,0,0,0,0,0,0,0,0,12,17,2790,327,140,20,18,27,31,14,7,166,3549,2476,53,24,10,0,7,7,5,7,127,2718,504,27,7,4,0,0,0,0,0,16,563,67,3,10,5,0,0,12,3,0,0,101,0,0,0,0,0,0,0,0,0,4,4,578,30,20,10,0,0,11,3,0,24,673,10,0,0,0,0,0,0,0,0,6,17,3057,84,46,22,0,10,23,6,7,159,3407,1353,24,13,0,4,0,4,0,0,90,1488,448,7,0,0,0,0,0,0,0,22,483,98,7,5,0,0,0,5,0,0,9,120,5,0,0,0,0,0,0,0,0,0,6,551,18,5,0,0,0,5,0,0,35,609,10,0,0,0,0,0
CED318,22,11,9,6,0,27,1439,111,47,63,4,16,11,18,10,0,15,296,6,0,0,0,0,0,0,0,0,0,9,1217,243,142,16,33,18,24,18,0,41,1743,4,0,0,0,0,0,0,0,0,7,12,5112,609,277,34,47,33,50,29,10,151,6355,3455,132,67,16,6,10,12,6,3,126,3839,733,40,13,0,8,3,7,9,3,20,841,101,24,37,10,8,6,16,9,0,3,222,3,0,0,0,0,0,0,0,0,0,0,837,61,57,11,13,8,30,15,4,23,1063,0,0,0,0,0,0,0,0,0,14,21,4300,200,125,22,17,17,45,19,9,163,4922,1677,71,27,6,8,3,5,6,0,51,1854,422,13,6,0,0,0,0,7,0,12,463,88,16,19,5,5,3,8,6,0,6,143,0,0,0,0,0,0,0,0,0,3,3,510,28,26,7,5,5,8,6,0,25,612,16,0,0,0,0,0
CED319,13,10,8,10,0,17,1446,146,34,40,12,8,10,39,23,4,9,332,4,0,0,0,0,0,0,0,0,0,3,1250,248,105,25,18,19,48,31,6,27,1788,0,0,0,0,0,0,0,0,0,3,3,3795,498,183,34,32,29,62,37,12,81,4760,2067,78,31,9,6,12,5,7,0,40,2250,774,52,20,3,3,5,4,7,4,14,901,150,36,33,12,7,13,27,13,0,14,314,0,0,0,0,0,0,0,0,0,0,0,929,89,61,19,18,26,35,21,6,31,1220,5,0,0,0,0,0,0,0,0,5,12,3000,169,91,24,25,33,43,21,6,73,3490,1159,25,10,4,0,4,5,0,0,47,1248,495,13,13,0,0,0,5,8,0,17,551,163,14,11,5,5,0,9,0,0,9,222,0,0,0,0,0,0,0,0,0,0,0,661,26,21,3,9,4,8,6,0,21,767,11,0,0,0,0,0
CED320,15,7,11,7,0,15,852,66,21,20,7,3,3,13,10,3,5,145,0,0,0,0,0,0,0,0,0,0,0,630,180,89,16,16,12,21,11,8,13,995,0,0,0,0,0,0,0,0,0,11,16,4297,676,257,32,32,25,37,23,9,149,5527,4246,179,109,19,20,10,25,12,8,157,4775,578,36,15,3,6,0,19,0,0,11,671,55,3,14,0,0,4,8,4,0,8,98,0,0,0,0,0,0,0,0,0,0,0,637,38,34,8,0,9,24,7,0,18,774,9,0,0,0,0,0,0,0,0,17,23,4888,216,140,28,21,15,49,15,6,190,5571,2554,93,63,3,14,9,7,8,5,125,2867,341,9,12,0,3,0,0,0,7,15,386,34,7,4,0,0,0,4,0,0,8,56,5,0,0,0,0,0,0,0,0,0,5,379,11,20,0,9,0,4,0,7,25,445,12,0,0,0,0,0
