CED_CODE_2021,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
CED315,641,4300,499,5443,614,5185,1038,6838,1115,9610,1340,12071,1234,8016,1088,10340,1292,7830,963,10089,1125,7320,708,9148,1028,5270,427,6724,426,2510,230,3167,64,661,92,815,7539,50710,6382,64641,807,4387,410,5604,757,4955,511,6215,1448,9641,994,12089,1890,8374,808,11068,1655,8277,693,10631,1324,7684,546,9552,1246,5304,373,6913,523,2902,263,3685,65,1196,179,1439,9708,52714,4771,67191,1445,8693,905,11045,1365,10138,1544,13050,2568,19253,2337,24159,3119,16392,1896,21406,2951,16106,1658,20722,2450,15001,1251,18699,2272,10567,799,13640,948,5416,487,6854,131,1860,262,2255,17252,103422,11156,131831
CED316,463,3537,307,4305,274,2925,244,3446,519,6046,563,7126,844,5804,550,7192,1115,6908,664,8690,1400,8478,693,10573,1788,9598,699,12084,917,6023,512,7449,117,1590,240,1947,7433,50909,4471,62821,555,3248,261,4055,315,2882,229,3420,806,6376,533,7711,1358,6396,472,8228,1490,7723,533,9748,1945,9610,627,12182,2298,9806,693,12792,986,6031,701,7726,113,2316,375,2804,9869,54381,4422,68668,1012,6784,566,8366,588,5809,470,6872,1326,12418,1096,14845,2198,12200,1027,15424,2607,14631,1204,18440,3349,18084,1314,22747,4088,19397,1393,24875,1903,12056,1215,15176,237,3908,613,4750,17305,105284,8895,131489
CED317,637,4125,777,5544,372,3634,768,4772,864,8071,1829,10764,1383,6919,1479,9781,1566,7829,1478,10871,1706,8924,1267,11886,1586,7326,975,9883,770,3718,591,5082,97,1085,236,1420,8987,51624,9398,70006,701,3549,616,4866,429,3262,502,4187,1419,7906,1171,10496,2194,6972,1098,10263,2205,7750,1083,11044,2156,8317,934,11413,1949,6311,781,9039,871,3452,532,4856,110,1348,316,1779,12045,48874,7036,67947,1337,7676,1397,10406,800,6891,1268,8964,2281,15980,3001,21265,3575,13891,2574,20046,3771,15583,2564,21913,3866,17242,2195,23300,3543,13636,1749,18923,1644,7167,1124,9939,213,2434,558,3202,21031,100495,16431,137954
CED318,701,4058,591,5350,422,3776,691,4887,1044,8503,1681,11227,1401,8507,1301,11208,1760,9151,1354,12269,1575,8679,1162,11413,1310,6482,860,8650,493,2962,408,3861,73,779,147,1000,8783,52895,8199,69870,779,3900,525,5202,579,3679,615,4869,1553,9219,1484,12259,2193,9156,1135,12483,2355,9270,1059,12680,1848,8566,945,11355,1560,5935,663,8157,582,2826,409,3821,83,1137,184,1405,11517,53700,7021,72233,1480,7961,1120,10551,1004,7454,1307,9760,2601,17719,3169,23487,3591,17666,2439,23692,4115,18419,2417,24948,3426,17247,2097,22768,2872,12416,1524,16808,1073,5782,818,7678,152,1922,332,2404,20297,106586,15217,142107
CED319,630,3588,193,4416,542,4274,296,5112,1161,10796,728,12686,1525,10059,599,12178,1592,8383,454,10425,1118,6808,324,8247,1026,4824,259,6100,545,2767,213,3524,97,1172,172,1442,8229,52668,3244,64136,728,3313,138,4180,807,4222,268,5288,1463,11148,613,13225,2243,9688,454,12377,2074,8432,343,10842,1387,7137,273,8787,1246,5392,259,6893,732,3750,286,4768,134,2186,443,2760,10803,55254,3072,69132,1358,6901,337,8595,1348,8494,565,10404,2619,21948,1346,25909,3765,19746,1051,24560,3657,16815,794,21268,2503,13942,595,17038,2271,10212,515,12996,1275,6511,498,8286,227,3357,614,4206,19031,107917,6310,133264
CED320,510,4905,397,5813,336,4744,556,5633,676,9525,1390,11590,1036,8661,1088,10777,1023,9332,844,11198,1144,8882,568,10593,1419,8304,519,10239,761,4577,386,5725,91,1206,143,1435,6998,60129,5888,73012,722,4576,344,5641,490,4490,350,5335,1138,10255,775,12167,1734,9208,656,11607,1469,9889,579,11937,1546,9609,510,11660,1842,8792,520,11153,743,4854,398,5998,83,1628,284,1998,9772,63304,4413,77495,1233,9484,739,11459,827,9232,905,10965,1814,19778,2162,23749,2772,17869,1744,22386,2493,19218,1420,23135,2693,18489,1074,22253,3260,17093,1042,21392,1506,9430,783,11724,172,2835,426,3434,16769,123430,10300,150508
CED321,663,3213,512,4389,437,2968,456,3866,1056,6251,1015,8325,1631,5248,817,7697,1875,6398,968,9231,2062,7616,1034,10715,2012,6974,927,9919,980,3738,581,5301,138,1086,214,1440,10846,43502,6530,60874,756,2841,471,4071,516,2853,379,3746,1478,6236,860,8573,2452,5281,787,8518,2390,6491,887,9764,2544,7354,890,10783,2342,6066,765,9174,1103,3584,602,5291,184,1538,330,2054,13767,42247,5967,61981,1415,6059,987,8459,952,5822,833,7609,2534,12490,1876,16902,4080,10532,1606,16212,4267,12884,1848,18996,4605,14974,1929,21498,4356,13039,1698,19090,2088,7331,1182,10596,327,2629,547,3494,24608,85748,12495,122859
CED322,636,4011,243,4892,473,3636,276,4385,839,8241,764,9852,1242,8718,610,10573,1439,8635,593,10668,1033,7436,445,8904,1083,6360,399,7845,561,3582,363,4510,90,1202,303,1590,7404,51823,3995,63223,769,3681,213,4664,756,3975,296,5026,1156,9211,713,11072,1852,9613,644,12104,1800,9206,537,11540,1366,8470,417,10259,1414,7133,428,8972,646,4100,499,5242,115,1873,622,2606,9870,57254,4367,71489,1412,7692,451,9551,1220,7613,578,9416,1990,17456,1478,20926,3094,18335,1253,22677,3239,17845,1128,22205,2401,15904,862,19163,2499,13492,827,16819,1205,7685,864,9752,206,3070,919,4200,17273,109082,8363,134713
CED323,645,3754,333,4729,578,5058,540,6175,1114,11706,1467,14285,1093,9583,1026,11704,1314,9312,934,11562,1163,8660,874,10694,1066,7658,739,9461,608,4613,518,5739,86,1443,259,1792,7663,61791,6699,76146,690,3652,296,4637,916,5210,580,6704,1341,12120,1405,14862,1584,9484,914,11977,1727,9570,828,12124,1510,9270,801,11584,1427,8035,688,10155,715,5025,638,6378,101,1987,468,2549,10007,64355,6610,80975,1333,7410,627,9368,1494,10270,1121,12878,2460,23821,2871,29150,2669,19068,1943,23681,3037,18884,1763,23688,2670,17935,1674,22277,2491,15691,1433,19614,1325,9635,1157,12122,185,3429,731,4339,17664,126140,13313,157117
CED324,752,3747,176,4684,904,5556,433,6897,1425,12234,949,14609,1567,10505,624,12699,1708,8011,471,10194,1234,6738,374,8342,1039,4919,268,6224,519,2727,165,3415,74,982,81,1133,9218,55431,3540,68188,882,3589,182,4653,1181,4812,314,6309,1828,11425,748,14000,2413,10110,532,13051,2156,7981,372,10506,1486,6924,298,8719,1268,5350,247,6867,574,3177,237,3990,107,1744,171,2025,11899,55118,3101,70122,1637,7341,362,9342,2088,10369,747,13202,3256,23656,1695,28605,3982,20613,1152,25750,3863,15995,841,20700,2719,13667,672,17061,2309,10277,514,13096,1095,5907,406,7405,181,2725,254,3157,21122,110543,6644,138311
CED325,700,5217,404,6326,553,5089,694,6338,1041,10927,1955,13925,1472,10999,1647,14116,1288,9496,993,11781,1040,7756,550,9339,869,5008,343,6229,364,2421,161,2946,52,692,76,818,7384,57600,6827,71815,918,4710,349,5985,733,4676,383,5791,1457,11600,956,14009,2059,11330,814,14208,1714,9804,508,12022,1333,7892,387,9604,1020,5469,286,6777,403,2896,202,3504,55,1216,103,1376,9694,59599,3986,73277,1624,9927,750,12307,1285,9766,1081,12131,2498,22523,2915,27936,3533,22325,2464,28322,3004,19299,1500,23804,2366,15647,934,18939,1890,10484,628,13004,764,5314,364,6448,105,1910,182,2191,17077,117202,10817,145088
CED326,600,4811,214,5626,450,4361,277,5090,805,9471,663,10939,1367,10617,659,12640,1324,9639,573,11538,1096,8020,431,9549,1251,6747,385,8387,613,3952,325,4893,112,1344,187,1646,7623,58963,3719,70301,791,4294,233,5322,645,4164,247,5058,1211,10234,609,12051,2035,11090,591,13719,1702,10352,486,12544,1519,8991,388,10901,1683,7810,395,9879,818,4829,432,6079,115,2208,412,2736,10519,63977,3801,78298,1386,9102,453,10949,1101,8528,527,10150,2015,19705,1274,22994,3402,21707,1251,26363,3032,19991,1057,24082,2616,17011,821,20450,2934,14558,780,18267,1428,8782,757,10971,231,3558,596,4380,18142,122938,7520,148597
CED327,634,5509,540,6685,520,5257,473,6252,975,11026,1079,13077,1361,11215,990,13563,1133,9171,717,11020,914,7730,495,9132,745,5791,349,6882,343,2668,198,3210,32,644,94,768,6647,59011,4931,70590,764,4959,461,6180,731,4640,439,5807,1378,11059,1078,13514,1974,11482,950,14398,1444,9478,663,11583,1191,8286,427,9901,990,6219,365,7575,330,2767,248,3343,33,1078,185,1297,8828,59953,4815,73598,1395,10471,996,12869,1247,9895,915,12056,2353,22082,2161,26595,3332,22692,1936,27962,2572,18649,1386,22607,2101,16015,921,19038,1735,12007,712,14458,669,5438,441,6551,60,1727,280,2062,15471,118969,9748,144189
CED328,1189,5144,160,6490,1273,5866,380,7518,1288,8376,478,10141,1826,8844,364,11040,2419,8237,336,10989,1522,5972,229,7721,1393,4482,187,6059,804,2682,140,3630,125,943,103,1179,11833,50555,2377,64773,1460,4599,172,6228,1635,5112,254,6997,1674,8132,440,10248,2897,8861,316,12080,3059,8317,247,11618,1816,6345,222,8381,1662,5104,211,6971,853,3132,193,4178,123,1651,208,1975,15177,51248,2248,68680,2653,9736,323,12718,2903,10978,632,14515,2962,16512,921,20394,4724,17712,681,23113,5472,16551,584,22608,3334,12318,455,16107,3054,9582,393,13032,1659,5816,333,7811,247,2594,314,3151,27013,101806,4635,133453
CED329,541,3545,425,4505,300,2600,341,3240,548,5112,829,6488,942,5606,840,7381,1419,7488,884,9795,1728,9023,830,11583,2235,9131,722,12092,1047,4849,445,6338,116,1292,195,1602,8872,48631,5521,63021,642,3077,298,4005,342,2333,210,2885,787,5163,509,6459,1602,6050,582,8242,1863,8019,693,10567,2479,9568,681,12733,2651,8626,654,11936,1107,4614,521,6247,175,1786,336,2300,11648,49238,4479,65366,1178,6617,717,8516,641,4933,553,6125,1338,10274,1337,12946,2540,11655,1425,15624,3277,15503,1576,20360,4209,18594,1512,24313,4883,17760,1383,24024,2157,9457,969,12582,295,3080,529,3906,20525,97872,10003,128391
CED330,645,5100,431,6179,397,4130,360,4882,716,8408,779,9901,1369,9189,869,11427,1484,10149,869,12495,1412,9268,681,11370,1364,7024,482,8867,620,3367,323,4314,79,758,141,974,8081,57397,4926,70407,853,4698,424,5979,607,3834,347,4793,1123,9016,846,10984,2147,9387,838,12375,2076,10135,753,12971,1774,9233,558,11562,1687,6617,481,8783,639,3124,345,4110,84,1052,259,1401,10999,57089,4855,72947,1497,9796,864,12153,1002,7964,707,9673,1844,17427,1626,20890,3518,18576,1713,23802,3560,20287,1622,25465,3188,18504,1239,22927,3048,13637,960,17649,1261,6490,664,8416,158,1810,403,2372,19082,114487,9788,143356
CED394,20,181,72,272,28,263,151,444,85,802,413,1301,91,637,464,1194,67,583,392,1042,123,863,306,1297,110,936,215,1253,17,212,49,283,0,15,8,23,536,4492,2080,7108,24,200,62,291,44,316,125,493,131,851,370,1345,108,517,266,885,82,587,221,887,155,825,188,1170,109,646,112,870,9,129,24,160,0,17,4,25,663,4088,1381,6127,43,387,137,566,72,576,278,934,214,1651,781,2649,197,1152,725,2077,148,1171,616,1929,276,1690,503,2468,221,1579,329,2124,30,342,71,444,0,35,14,44,1200,8577,3450,13234
CED397,0,0,0,0,0,4,9,4,0,9,30,37,0,16,40,55,3,9,31,42,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,8,37,109,149,0,0,0,0,0,0,4,9,0,3,13,13,0,0,5,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,28,0,0,0,0,0,3,14,16,0,12,34,49,0,11,48,64,3,9,32,45,0,0,8,5,0,3,0,3,0,0,0,0,0,0,0,0,8,40,135,183
CED401,705,3986,224,4911,1312,7034,477,8821,2211,15718,1109,19041,1908,11827,795,14528,1852,9263,630,11750,1602,8302,460,10366,1619,6003,343,7967,677,3170,220,4070,115,1496,111,1727,12005,66799,4372,83174,926,3967,243,5143,1679,6601,408,8690,2533,14776,810,18114,2380,10921,550,13855,2056,8967,414,11439,1959,8470,365,10790,1915,6615,368,8901,803,4059,277,5142,133,2808,237,3182,14387,67195,3663,85250,1629,7953,466,10053,2992,13638,884,17512,4747,30499,1918,37156,4289,22746,1346,28378,3911,18231,1044,23185,3556,16775,826,21154,3535,12626,705,16862,1484,7228,502,9215,249,4307,347,4903,26390,133992,8031,168422
CED402,863,3832,447,5148,587,3475,389,4447,1245,7252,1012,9502,1903,6590,1088,9581,2342,7809,990,11143,2480,9049,900,12425,2980,7794,811,11584,1452,3983,497,5935,223,1430,199,1850,14079,51218,6329,71622,843,3350,377,4571,581,3016,238,3836,1392,7131,537,9061,2611,6411,551,9571,2752,7661,678,11096,2897,8822,678,12397,3384,6908,703,10996,1609,4291,534,6438,241,2236,342,2816,16321,49824,4637,70782,1713,7183,827,9726,1166,6482,627,8277,2637,14381,1551,18566,4515,12999,1636,19153,5100,15476,1669,22241,5377,17866,1575,24820,6364,14703,1514,22579,3060,8276,1033,12374,468,3671,539,4669,30395,101037,10966,142401
CED403,789,3905,161,4849,840,4439,221,5490,1381,9517,463,11363,1792,8837,369,10996,2108,8182,369,10660,1867,8030,338,10235,2285,6678,297,9258,1247,3908,234,5390,203,1868,149,2220,12513,55363,2595,70462,970,3619,120,4703,1167,4361,194,5724,1678,9596,413,11686,2489,9034,333,11856,2491,8483,287,11261,2244,8898,314,11454,2678,7709,346,10741,1375,4933,311,6624,271,3479,261,4008,15369,60102,2588,78062,1758,7517,280,9555,2004,8800,410,11214,3064,19115,877,23054,4283,17872,703,22857,4600,16662,657,21919,4116,16925,649,21689,4960,14390,642,19999,2623,8842,549,12010,474,5345,411,6231,27879,115464,5184,148524
CED404,727,3519,503,4750,554,3278,447,4286,1468,7167,1120,9754,1988,6206,1030,9229,2247,7538,1081,10870,2767,9478,1022,13271,2987,7714,813,11519,1414,4160,561,6135,207,1329,225,1757,14367,50405,6804,71574,808,3045,438,4291,588,3031,293,3905,1682,7106,746,9536,2667,5826,689,9182,2670,7419,794,10880,2979,8742,812,12531,3173,6975,739,10889,1599,4146,570,6321,228,2023,291,2549,16397,48312,5376,70085,1539,6561,938,9035,1148,6305,738,8187,3148,14276,1873,19299,4653,12037,1714,18412,4919,14953,1879,21755,5743,18221,1836,25800,6160,14691,1553,22406,3011,8311,1136,12455,443,3354,517,4309,30760,98715,12184,141658
CED405,553,3719,193,4461,597,4557,240,5392,1133,10208,567,11911,1338,9140,437,10921,1617,8898,474,10987,1554,9273,439,11270,1518,6790,281,8592,796,3873,220,4886,132,1851,122,2106,9242,58314,2975,70528,661,3398,135,4195,777,4151,200,5132,1382,10229,471,12090,1945,9031,429,11405,1907,9163,375,11451,1814,9681,345,11834,1823,7636,340,9799,842,5098,324,6264,147,3046,199,3391,11298,61434,2825,75560,1216,7117,332,8656,1376,8708,442,10527,2516,20441,1042,23994,3286,18175,864,22327,3525,18066,850,22440,3366,18956,790,23109,3345,14427,619,18386,1639,8962,545,11151,278,4901,325,5499,20541,119748,5804,146090
CED406,591,4165,195,4958,523,4136,204,4856,937,9002,464,10401,1390,8816,456,10665,1472,8577,445,10490,1347,8306,402,10056,1592,7053,307,8958,737,3470,210,4422,96,1211,120,1430,8683,54742,2806,66231,756,3684,185,4621,725,3785,174,4682,1258,9027,381,10664,2045,8792,407,11248,1686,8827,356,10880,1606,9192,352,11147,1846,7818,343,10005,724,4092,304,5128,93,1864,231,2181,10730,57079,2741,70541,1349,7844,383,9580,1245,7916,379,9535,2192,18029,847,21061,3432,17609,865,21906,3159,17400,804,21365,2952,17499,751,21206,3438,14871,653,18961,1460,7568,520,9544,186,3079,351,3616,19412,111819,5545,136777
CED407,582,4472,203,5255,704,5023,268,5998,1124,10059,704,11880,1434,9877,625,11944,1405,9012,451,10870,1165,8298,330,9783,1298,6584,258,8142,745,3822,229,4791,93,1306,144,1544,8547,58450,3204,70201,691,4003,170,4864,734,4253,159,5149,1294,9705,473,11468,1893,9578,453,11924,1669,8984,329,10976,1377,8977,271,10624,1597,7479,295,9376,829,4608,349,5792,108,1925,255,2285,10207,59516,2746,72465,1278,8475,369,10115,1443,9278,425,11144,2416,19762,1173,23349,3333,19461,1077,23868,3074,18000,778,21846,2537,17272,599,20409,2898,14064,555,17514,1571,8431,580,10581,207,3226,392,3825,18752,117965,5948,142664
CED408,996,3735,276,5005,664,3292,245,4195,1163,6149,417,7732,1984,6795,479,9258,2632,8092,548,11272,2628,8736,626,11993,3310,8046,553,11912,1744,4514,377,6630,209,1424,160,1800,15330,50778,3693,69793,1035,3626,279,4937,719,2966,153,3840,1422,6328,377,8131,2835,7111,403,10348,3212,8258,477,11950,3117,9184,537,12847,3761,8502,571,12833,1724,4584,412,6726,208,2038,268,2514,18035,52602,3482,74121,2024,7359,561,9947,1382,6258,389,8035,2585,12476,801,15864,4821,13903,884,19611,5845,16351,1026,23224,5745,17924,1166,24833,7072,16543,1129,24745,3466,9103,789,13357,416,3457,429,4304,33368,103374,7174,143917
CED409,499,5201,348,6054,519,5649,365,6530,957,11834,861,13646,1164,10264,794,12219,1041,9442,629,11103,1071,9105,525,10700,940,5999,435,7378,416,3065,253,3732,56,1108,173,1339,6662,61661,4383,72710,551,4705,363,5617,665,5275,359,6295,1219,12206,849,14264,1547,10055,630,12230,1251,9413,546,11216,1345,9270,451,11068,1101,6347,405,7854,519,3789,387,4693,72,1710,306,2085,8276,62761,4294,75330,1054,9908,711,11667,1188,10922,721,12826,2171,24033,1702,27916,2713,20315,1426,24452,2286,18856,1180,22320,2419,18368,976,21765,2041,12347,840,15230,937,6854,637,8425,136,2817,477,3428,14936,124422,8675,148036
CED410,962,4514,166,5649,943,4863,212,6017,1406,10173,529,12107,1830,9943,469,12246,2143,9040,400,11582,1809,8229,313,10358,1980,6507,253,8740,1284,4405,209,5897,234,2028,179,2433,12591,59708,2736,75036,1005,3828,155,4991,1129,4358,193,5678,1728,10106,462,12291,2526,10030,355,12913,2626,9313,338,12273,2140,9078,273,11498,2499,7754,305,10559,1429,5790,358,7584,239,3554,294,4085,15328,63805,2733,81866,1969,8342,317,10635,2068,9217,408,11698,3133,20282,990,24400,4362,19974,822,25164,4770,18352,736,23853,3958,17309,590,21851,4476,14265,561,19301,2716,10192,568,13477,474,5577,471,6518,27919,123517,5469,156898
CED494,13,45,16,74,14,73,25,108,18,219,88,320,15,178,95,289,18,184,95,299,29,181,102,311,29,141,46,214,0,27,5,40,4,3,0,7,143,1052,474,1668,9,87,22,112,13,69,19,95,24,204,72,305,25,137,78,245,27,110,50,178,29,139,30,197,18,100,17,141,11,18,4,26,3,4,0,10,156,863,290,1306,23,132,31,186,25,144,39,206,44,419,165,627,39,313,174,534,49,291,144,478,62,319,134,513,48,242,67,359,11,43,11,64,6,10,0,11,299,1911,759,2975
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
CED501,679,4869,368,5919,456,4670,631,5752,904,10430,1604,12933,1298,10134,1449,12883,1242,9441,1018,11702,876,8245,666,9784,777,5324,348,6453,391,2923,257,3570,60,817,157,1033,6679,56853,6498,70029,810,4381,295,5488,676,4376,330,5382,1428,11056,758,13245,2213,10381,628,13219,1726,9605,527,11859,1256,8246,398,9901,1069,5764,336,7174,472,3147,331,3951,70,1135,261,1466,9725,58100,3848,71674,1488,9252,669,11407,1130,9038,956,11132,2325,21491,2365,26178,3512,20512,2073,26097,2969,19052,1541,23560,2136,16493,1063,19691,1846,11090,681,13616,868,6066,592,7519,126,1955,411,2499,16402,114952,10347,141699
CED502,621,4463,329,5412,565,4817,393,5773,1086,10968,992,13049,1620,12241,980,14844,1211,9090,804,11100,811,7346,538,8697,798,5513,315,6621,396,2628,223,3248,55,737,150,940,7163,57801,4731,69692,809,4129,303,5243,826,4414,340,5587,1549,11647,841,14034,2295,11556,748,14600,1562,8580,533,10672,1147,7601,387,9131,1003,5937,356,7289,460,2952,312,3728,70,1121,249,1437,9716,57932,4073,71717,1431,8590,630,10650,1395,9233,729,11357,2639,22613,1829,27081,3914,23798,1734,29443,2770,17665,1336,21774,1953,14946,929,17836,1793,11445,676,13916,859,5583,535,6976,120,1857,402,2379,16879,115735,8805,141417
CED503,668,3682,275,4627,371,3340,286,3996,689,6930,747,8367,1208,7105,918,9227,1205,7740,888,9837,1123,8158,686,9973,1426,7576,540,9539,826,4424,380,5629,112,1262,188,1571,7634,50226,4910,62773,802,3534,256,4599,576,3194,240,4013,1137,7673,497,9309,1947,7386,519,9854,1869,7929,511,10309,1745,8540,462,10745,1863,7775,428,10067,851,4467,461,5780,126,1633,348,2108,10919,52132,3732,66779,1475,7219,536,9221,946,6534,531,8011,1827,14601,1249,17675,3157,14489,1435,19084,3080,15673,1402,20147,2863,16703,1148,20723,3292,15351,971,19607,1682,8896,842,11411,237,2897,541,3679,18551,102351,8644,129549
CED504,676,4177,258,5106,630,4949,412,5990,1120,11375,891,13385,1299,10549,846,12690,1265,9062,658,10984,1008,8792,528,10324,959,6811,343,8118,474,3691,256,4419,65,1111,129,1300,7488,60507,4325,72324,815,3792,264,4881,889,4417,294,5609,1494,11172,779,13440,1926,10083,676,12680,1639,9175,479,11288,1376,9207,428,11010,1187,7616,373,9184,503,4222,342,5066,56,1661,215,1937,9891,61350,3844,75084,1486,7970,524,9985,1520,9371,711,11595,2616,22542,1666,26823,3224,20628,1520,25369,2907,18237,1133,22277,2379,18002,954,21335,2150,14432,719,17297,978,7913,595,9489,123,2771,341,3231,17383,121862,8165,147408
CED505,1621,3884,164,5673,1234,3744,213,5193,1568,8893,809,11275,2068,8643,638,11353,2812,7765,467,11040,2062,6887,387,9334,1795,5541,385,7722,1042,3463,333,4842,204,1424,221,1852,14414,50253,3612,68286,1873,3376,193,5442,1634,3625,247,5501,2048,9523,649,12214,3067,8684,479,12230,3769,7769,356,11890,2497,7224,318,10041,2081,6154,418,8655,1241,4180,399,5817,240,2527,402,3173,18454,53056,3461,74980,3488,7264,359,11116,2869,7373,457,10697,3619,18415,1459,23487,5140,17337,1111,23589,6579,15533,821,22932,4557,14112,709,19378,3878,11693,805,16374,2284,7638,736,10662,449,3952,622,5030,32867,103314,7084,143257
CED506,653,4189,878,5721,494,4007,1039,5547,1647,10236,3094,14976,2418,9814,2911,15144,2308,9678,2627,14618,2143,9443,2112,13697,1709,6374,1071,9150,685,2771,530,3985,103,707,148,968,12165,57226,14421,83807,743,3681,728,5151,594,3704,778,5073,2251,10156,2090,14497,3458,8587,1858,13907,2799,8514,1608,12916,2464,8160,1323,11950,1874,5393,837,8100,779,2446,487,3715,124,916,229,1268,15085,51557,9931,76576,1395,7870,1606,10871,1089,7713,1817,10620,3903,20394,5184,29474,5874,18401,4773,29047,5105,18194,4237,27532,4604,17604,3436,25648,3577,11763,1906,17253,1469,5216,1018,7701,230,1626,373,2233,27244,108785,24351,160379
CED507,788,3655,286,4735,367,2872,263,3503,804,6672,912,8385,1581,7367,975,9924,1939,7619,961,10511,1760,7585,728,10077,2001,6560,561,9124,988,3178,336,4499,154,984,164,1301,10382,46491,5189,62069,966,3287,274,4525,432,2581,208,3212,1166,7059,559,8785,2698,7520,552,10762,2630,7794,545,10969,2345,7996,524,10861,2496,6387,523,9404,1046,3463,387,4893,168,1593,244,2010,13951,47673,3810,65428,1759,6939,560,9255,797,5452,473,6720,1972,13729,1467,17173,4277,14891,1524,20693,4564,15408,1506,21483,4104,15584,1254,20938,4495,12952,1083,18530,2037,6638,714,9389,325,2580,412,3312,24332,94165,8999,127496
