region_id,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
CED294,4,197,30,231,13,203,93,309,7,169,60,236,10,412,110,532,31,799,264,1094,30,600,266,896,26,434,168,628,36,288,77,401,22,185,43,250,12,40,20,72,5,9,8,22,196,3336,1139,4671,3,186,29,218,9,189,82,280,5,195,57,257,4,415,87,506,17,765,123,905,29,402,91,522,37,270,75,382,28,292,27,347,11,115,19,145,15,21,5,41,16,11,6,33,174,2861,601,3636,7,383,59,449,22,392,175,589,12,364,117,493,14,827,197,1038,48,1564,387,1999,59,1002,357,1418,63,704,243,1010,64,580,104,748,33,300,62,395,27,61,25,113,21,20,14,55,370,6197,1740,8307
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,3,0,3,0,10,0,10,0,8,3,11,0,3,0,3,0,0,0,0,0,0,0,0,0,34,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,3,0,3,0,10,0,10,0,8,3,11,0,3,0,3,0,0,0,0,0,0,0,0,0,34,3,37
CED301,67,5040,417,5524,459,9019,676,10154,201,4573,296,5070,116,4233,364,4713,233,8176,678,9087,299,8249,684,9232,454,7949,551,8954,651,6357,407,7415,606,3960,218,4784,456,1672,136,2264,279,311,67,657,3821,59539,4494,67854,51,4869,409,5329,225,8737,610,9572,115,4531,240,4886,79,4273,215,4567,183,8580,472,9235,275,8716,472,9463,446,8194,400,9040,565,6548,282,7395,502,3992,228,4722,717,1898,163,2778,657,439,102,1198,3815,60777,3593,68185,118,9909,826,10853,684,17756,1286,19726,316,9104,536,9956,195,8506,579,9280,416,16756,1150,18322,574,16965,1156,18695,900,16143,951,17994,1216,12905,689,14810,1108,7952,446,9506,1173,3570,299,5042,936,750,169,1855,7636,120316,8087,136039
CED302,69,4551,259,4879,276,8747,409,9432,107,4505,174,4786,65,4434,283,4782,83,8528,527,9138,152,9669,496,10317,183,8919,442,9544,335,6976,329,7640,335,4201,182,4718,505,2076,165,2746,349,473,55,877,2459,63079,3321,68859,24,4365,201,4590,115,8454,332,8901,52,4476,183,4711,52,4490,200,4742,94,9036,397,9527,150,10526,421,11097,225,9399,352,9976,279,7382,302,7963,378,4629,203,5210,798,2717,184,3699,1068,732,97,1897,3235,66206,2872,72313,93,8916,460,9469,391,17201,741,18333,159,8981,357,9497,117,8924,483,9524,177,17564,924,18665,302,20195,917,21414,408,18318,794,19520,614,14358,631,15603,713,8830,385,9928,1303,4793,349,6445,1417,1205,152,2774,5694,129285,6193,141172
CED303,71,4162,210,4443,367,9187,380,9934,135,4902,165,5202,106,3891,149,4146,151,6739,312,7202,203,8480,376,9059,243,9278,408,9929,457,7957,332,8746,464,4775,208,5447,481,2179,145,2805,389,515,68,972,3067,62065,2753,67885,45,3912,222,4179,154,8779,322,9255,72,4731,167,4970,72,3811,117,4000,121,7090,250,7461,161,9630,337,10128,301,10122,318,10741,427,8471,301,9199,425,5037,197,5659,731,2523,190,3444,940,662,143,1745,3449,64768,2564,70781,116,8074,432,8622,521,17966,702,19189,207,9633,332,10172,178,7702,266,8146,272,13829,562,14663,364,18110,713,19187,544,19400,726,20670,884,16428,633,17945,889,9812,405,11106,1212,4702,335,6249,1329,1177,211,2717,6516,126833,5317,138666
CED304,28,3690,246,3964,130,5901,294,6325,45,3367,216,3628,32,6716,756,7504,153,15491,1673,17317,203,10930,907,12040,205,8273,657,9135,258,6115,459,6832,208,3008,237,3453,295,1357,153,1805,246,335,72,653,1803,65183,5670,72656,22,3509,197,3728,64,5937,247,6248,32,3682,201,3915,52,7588,579,8219,114,15109,1141,16364,130,10583,606,11319,185,8062,462,8709,206,5883,357,6446,256,3021,189,3466,508,1751,156,2415,776,664,126,1566,2345,65789,4261,72395,50,7199,443,7692,194,11838,541,12573,77,7049,417,7543,84,14304,1335,15723,267,30600,2814,33681,333,21513,1513,23359,390,16335,1119,17844,464,11998,816,13278,464,6029,426,6919,803,3108,309,4220,1022,999,198,2219,4148,130972,9931,145051
CED305,59,5112,434,5605,380,9875,643,10898,132,4922,367,5421,95,4241,612,4948,151,8803,1225,10179,165,9285,1184,10634,290,9540,1120,10950,466,7622,780,8868,456,4149,402,5007,407,1973,281,2661,247,305,116,668,2848,65827,7164,75839,31,4783,364,5178,194,9306,578,10078,78,4591,252,4921,59,4158,280,4497,122,8957,564,9643,197,9245,528,9970,293,9341,584,10218,378,6991,445,7814,383,4188,290,4861,626,2164,299,3089,514,511,284,1309,2875,64235,4468,71578,90,9895,798,10783,574,19181,1221,20976,210,9513,619,10342,154,8399,892,9445,273,17760,1789,19822,362,18530,1712,20604,583,18881,1704,21168,844,14613,1225,16682,839,8337,692,9868,1033,4137,580,5750,761,816,400,1977,5723,130062,11632,147417
CED306,56,4786,411,5253,321,9778,583,10682,123,4874,362,5359,65,4575,662,5302,142,9151,1365,10658,202,9813,1206,11221,263,10239,1125,11627,468,7954,689,9111,531,4441,335,5307,488,1835,188,2511,301,316,54,671,2960,67762,6980,77702,34,4686,341,5061,170,9412,517,10099,70,4521,238,4829,52,4352,339,4743,91,9127,672,9890,173,9999,587,10759,293,10119,582,10994,344,7448,429,8221,397,4286,223,4906,692,2131,185,3008,792,435,75,1302,3108,66516,4188,73812,90,9472,752,10314,491,19190,1100,20781,193,9395,600,10188,117,8927,1001,10045,233,18278,2037,20548,375,19812,1793,21980,556,20358,1707,22621,812,15402,1118,17332,928,8727,558,10213,1180,3966,373,5519,1093,751,129,1973,6068,134278,11168,151514
CED307,77,5072,224,5373,386,9782,317,10485,139,4872,174,5185,79,3988,172,4239,134,7844,357,8335,132,10163,371,10666,184,9041,351,9576,298,7133,257,7688,350,3740,142,4232,278,1186,86,1550,189,231,30,450,2246,63052,2481,67779,31,4725,216,4972,184,9469,302,9955,85,4795,136,5016,54,3868,118,4040,126,8332,288,8746,175,10702,299,11176,199,9661,299,10159,310,7476,206,7992,295,3680,97,4072,432,1405,113,1950,550,336,51,937,2441,64449,2125,69015,108,9797,440,10345,570,19251,619,20440,224,9667,310,10201,133,7856,290,8279,260,16176,645,17081,307,20865,670,21842,383,18702,650,19735,608,14609,463,15680,645,7420,239,8304,710,2591,199,3500,739,567,81,1387,4687,127501,4606,136794
CED308,66,4669,383,5118,275,8730,552,9557,103,4469,269,4841,71,4267,329,4667,136,8451,673,9260,163,9669,660,10492,246,8736,575,9557,450,7298,475,8223,528,5013,346,5887,567,2092,198,2857,374,441,95,910,2979,63835,4555,71369,28,4468,314,4810,138,8517,512,9167,64,4262,251,4577,46,4367,273,4686,88,9107,591,9786,165,10573,565,11303,276,9588,537,10401,430,8170,419,9019,468,5311,346,6125,771,2287,255,3313,722,535,174,1431,3196,67185,4237,74618,94,9137,697,9928,413,17247,1064,18724,167,8731,520,9418,117,8634,602,9353,224,17558,1264,19046,328,20242,1225,21795,522,18324,1112,19958,880,15468,894,17242,996,10324,692,12012,1338,4379,453,6170,1096,976,269,2341,6175,131020,8792,145987
CED309,49,3946,232,4227,269,8362,378,9009,112,3967,159,4238,80,3038,185,3303,131,6050,372,6553,178,8102,444,8724,284,8415,440,9139,436,7588,392,8416,514,5161,289,5964,545,2531,180,3256,481,559,85,1125,3079,57719,3156,63954,29,3652,179,3860,149,8202,361,8712,65,3899,133,4097,43,2957,121,3121,88,6753,280,7121,205,9222,347,9774,294,9721,335,10350,365,8353,318,9036,385,5710,216,6311,736,2850,205,3791,987,761,128,1876,3346,62080,2623,68049,78,7598,411,8087,418,16564,739,17721,177,7866,292,8335,123,5995,306,6424,219,12803,652,13674,383,17324,791,18498,578,18136,775,19489,801,15941,710,17452,899,10871,505,12275,1281,5381,385,7047,1468,1320,213,3001,6425,119799,5779,132003
CED310,58,3415,195,3668,297,7696,385,8378,122,3806,201,4129,59,2977,209,3245,98,5723,361,6182,151,7430,488,8069,274,7374,454,8102,435,6904,346,7685,521,5483,283,6287,538,2983,185,3706,429,579,113,1121,2982,54370,3220,60572,27,3305,207,3539,143,7373,368,7884,93,3773,179,4045,58,3074,130,3262,103,6311,277,6691,163,8371,391,8925,295,8345,364,9004,363,7921,313,8597,463,6073,292,6828,766,3083,262,4111,863,708,199,1770,3337,58337,2982,64656,85,6720,402,7207,440,15069,753,16262,215,7579,380,8174,117,6051,339,6507,201,12034,638,12873,314,15801,879,16994,569,15719,818,17106,798,14825,659,16282,984,11556,575,13115,1304,6066,447,7817,1292,1287,312,2891,6319,112707,6202,125228
CED311,54,5433,452,5939,395,10180,749,11324,124,4587,399,5110,84,3880,412,4376,123,8827,845,9795,217,9728,891,10836,369,10120,909,11398,645,8189,710,9544,564,4680,445,5689,407,1705,224,2336,196,249,71,516,3178,67578,6107,76863,46,5123,450,5619,198,9857,667,10722,82,4185,268,4535,50,3684,264,3998,106,8893,589,9588,203,9670,569,10442,355,9540,613,10508,432,7214,425,8071,437,4067,288,4792,480,1516,196,2192,409,280,103,792,2798,64029,4432,71259,100,10556,902,11558,593,20037,1416,22046,206,8772,667,9645,134,7564,676,8374,229,17720,1434,19383,420,19398,1460,21278,724,19660,1522,21906,1077,15403,1135,17615,1001,8747,733,10481,887,3221,420,4528,605,529,174,1308,5976,131607,10539,148122
CED312,69,5545,458,6072,462,9869,599,10930,161,5200,318,5679,114,4524,318,4956,164,9265,578,10007,235,9294,613,10142,294,8287,498,9079,493,6694,364,7551,504,3816,250,4570,428,1396,136,1960,222,244,79,545,3146,64134,4211,71491,59,5366,405,5830,203,9784,588,10575,119,4866,276,5261,65,4699,255,5019,146,9958,510,10614,249,10051,520,10820,343,8935,397,9675,461,7060,324,7845,468,3769,234,4471,605,1576,210,2391,493,309,168,970,3211,66373,3887,73471,128,10911,863,11902,665,19653,1187,21505,280,10066,594,10940,179,9223,573,9975,310,19223,1088,20621,484,19345,1133,20962,637,17222,895,18754,954,13754,688,15396,972,7585,484,9041,1033,2972,346,4351,715,553,247,1515,6357,130507,8098,144962
CED313,36,4151,281,4468,155,6741,373,7269,56,3570,245,3871,43,6000,575,6618,100,14107,1222,15429,146,11119,777,12042,197,7978,571,8746,276,5712,405,6393,254,2890,224,3368,365,1500,145,2010,294,358,86,738,1922,64126,4904,70952,30,3938,240,4208,63,6424,302,6789,31,3557,160,3748,47,6405,372,6824,117,14299,862,15278,137,10925,556,11618,206,8187,433,8826,279,5828,321,6428,332,3082,188,3602,653,1972,173,2798,777,654,140,1571,2672,65271,3747,71690,66,8089,521,8676,218,13165,675,14058,87,7127,405,7619,90,12405,947,13442,217,28406,2084,30707,283,22044,1333,23660,403,16165,1004,17572,555,11540,726,12821,586,5972,412,6970,1018,3472,318,4808,1071,1012,226,2309,4594,129397,8651,142642
CED314,60,4702,334,5096,394,9368,512,10274,129,4850,266,5245,118,4077,251,4446,173,7626,499,8298,249,7953,494,8696,354,8039,451,8844,478,6852,327,7657,453,4589,250,5292,473,2302,221,2996,334,481,117,932,3215,60839,3722,67776,33,4767,295,5095,194,9112,461,9767,59,4899,220,5178,73,4203,197,4473,150,7942,349,8441,224,8885,364,9473,366,8821,362,9549,433,7441,334,8208,409,5204,225,5838,709,2961,309,3979,795,735,308,1838,3445,64970,3424,71839,93,9469,629,10191,588,18480,973,20041,188,9749,486,10423,191,8280,448,8919,323,15568,848,16739,473,16838,858,18169,720,16860,813,18393,911,14293,661,15865,862,9793,475,11130,1182,5263,530,6975,1129,1216,425,2770,6660,125809,7146,139615
CED315,58,5209,448,5715,333,9477,654,10464,127,5463,404,5994,81,5751,545,6377,163,10144,979,11286,245,9463,832,10540,307,8666,778,9751,484,6558,579,7621,469,3365,271,4105,373,1443,164,1980,215,259,63,537,2855,65798,5717,74370,39,5069,445,5553,159,9178,585,9922,73,5336,337,5746,67,5943,421,6431,136,10677,734,11547,257,9909,668,10834,312,8931,563,9806,355,6511,357,7223,370,3549,256,4175,568,1752,197,2517,571,385,116,1072,2907,67240,4679,74826,97,10278,893,11268,492,18655,1239,20386,200,10799,741,11740,148,11694,966,12808,299,20821,1713,22833,502,19372,1500,21374,619,17597,1341,19557,839,13069,936,14844,839,6914,527,8280,941,3195,361,4497,786,644,179,1609,5762,133038,10396,149196
CED316,71,3873,280,4224,522,8188,466,9176,208,3887,229,4324,125,2655,195,2975,218,5247,377,5842,346,6552,452,7350,583,7367,450,8400,1038,7617,445,9100,1083,6835,389,8307,808,3268,333,4409,442,610,156,1208,5444,56099,3772,65315,47,3614,258,3919,230,7996,447,8673,122,3844,194,4160,82,2898,176,3156,185,6120,309,6614,291,7872,371,8534,565,8544,397,9506,778,8758,396,9932,825,7116,394,8335,993,3268,405,4666,859,682,293,1834,4977,60712,3640,69329,118,7487,538,8143,752,16184,913,17849,330,7731,423,8484,207,5553,371,6131,403,11367,686,12456,637,14424,823,15884,1148,15911,847,17906,1816,16375,841,19032,1908,13951,783,16642,1801,6536,738,9075,1301,1292,449,3042,10421,116811,7412,134644
CED317,50,5174,580,5804,278,10555,825,11658,95,4900,411,5406,76,3823,519,4418,140,7866,1049,9055,229,9220,1091,10540,406,10103,980,11489,670,8808,797,10275,587,5829,488,6904,614,2464,280,3358,353,374,99,826,3498,69116,7119,79733,42,4862,551,5455,145,10128,825,11098,88,4418,323,4829,50,3603,282,3935,101,8205,612,8918,188,9588,677,10453,343,9830,646,10819,497,8245,476,9218,525,5185,339,6049,787,2254,263,3304,678,471,158,1307,3444,66789,5152,75385,92,10036,1131,11259,423,20683,1650,22756,183,9318,734,10235,126,7426,801,8353,241,16071,1661,17973,417,18808,1768,20993,749,19933,1626,22308,1167,17053,1273,19493,1112,11014,827,12953,1401,4718,543,6662,1031,845,257,2133,6942,135905,12271,155118
CED318,65,5828,658,6551,270,10672,920,11862,105,4967,466,5538,79,4196,531,4806,164,9433,1267,10864,223,11021,1180,12424,364,10460,1028,11852,488,8244,787,9519,449,4243,384,5076,390,1447,200,2037,260,231,70,561,2857,70742,7491,81090,34,5393,610,6037,131,10433,845,11409,73,4770,366,5209,58,4656,474,5188,116,10969,971,12056,199,11857,914,12970,340,10745,763,11848,426,7799,567,8792,427,3783,292,4502,583,1424,167,2174,525,346,129,1000,2912,72175,6098,81185,99,11221,1268,12588,401,21105,1765,23271,178,9737,832,10747,137,8852,1005,9994,280,20402,2238,22920,422,22878,2094,25394,704,21205,1791,23700,914,16043,1354,18311,876,8026,676,9578,973,2871,367,4211,785,577,199,1561,5769,142917,13589,162275
CED319,55,4615,284,4954,265,7839,384,8488,125,4307,185,4617,75,4644,312,5031,132,10302,664,11098,175,10230,546,10951,233,8655,421,9309,356,6817,333,7506,388,4088,184,4660,561,2437,217,3215,455,579,143,1177,2820,64513,3673,71006,31,4234,264,4529,135,7627,357,8119,56,3992,158,4206,51,4773,274,5098,112,10472,512,11096,187,10767,456,11410,311,9099,359,9769,325,7278,265,7868,416,4982,235,5633,963,3208,293,4464,1177,938,338,2453,3764,67370,3511,74645,86,8849,548,9483,400,15466,741,16607,181,8299,343,8823,126,9417,586,10129,244,20774,1176,22194,362,20997,1002,22361,544,17754,780,19078,681,14095,598,15374,804,9070,419,10293,1524,5645,510,7679,1632,1517,481,3630,6584,131883,7184,145651
CED320,88,4944,350,5382,563,9366,615,10544,210,4666,336,5212,122,3685,423,4230,172,7116,725,8013,256,8348,662,9266,366,8069,551,8986,720,7124,455,8299,702,5078,314,6094,537,2197,233,2967,321,400,103,824,4057,60993,4767,69817,53,4681,360,5094,243,9359,580,10182,91,4736,272,5099,94,3865,237,4196,146,8039,495,8680,298,9271,508,10077,389,8688,405,9482,564,7823,338,8725,557,5264,280,6101,680,2166,237,3083,618,436,169,1223,3733,64328,3881,71942,141,9625,710,10476,806,18725,1195,20726,301,9402,608,10311,216,7550,660,8426,318,15155,1220,16693,554,17619,1170,19343,755,16757,956,18468,1284,14947,793,17024,1259,10342,594,12195,1217,4363,470,6050,939,836,272,2047,7790,125321,8648,141759
CED321,71,5124,441,5636,383,9896,792,11071,149,4260,302,4711,95,3468,264,3827,153,6969,553,7675,267,8484,668,9419,484,9092,635,10211,751,8661,563,9975,693,6052,438,7183,647,2701,278,3626,412,502,87,1001,4105,65209,5021,74335,36,4843,434,5313,202,9654,638,10494,73,3991,240,4304,56,3333,163,3552,151,7823,474,8448,240,8880,539,9659,448,9221,430,10099,608,8368,415,9391,569,5833,336,6738,827,2728,279,3834,899,605,161,1665,4109,65279,4109,73497,107,9967,875,10949,585,19550,1430,21565,222,8251,542,9015,151,6801,427,7379,304,14792,1027,16123,507,17364,1207,19078,932,18313,1065,20310,1359,17029,978,19366,1262,11885,774,13921,1474,5429,557,7460,1311,1107,248,2666,8214,130488,9130,147832
CED322,53,4071,285,4409,271,8202,483,8956,103,4433,287,4823,86,4028,338,4452,126,7786,651,8563,168,8828,613,9609,226,8207,561,8994,369,7250,486,8105,433,4876,341,5650,522,2519,248,3289,408,610,153,1171,2765,60810,4446,68021,33,3918,284,4235,136,7791,483,8410,62,4338,267,4667,53,4280,325,4658,100,8677,556,9333,151,9789,552,10492,240,9474,538,10252,380,8103,417,8900,386,5396,330,6112,823,2938,317,4078,890,722,301,1913,3254,65426,4370,73050,86,7989,569,8644,407,15993,966,17366,165,8771,554,9490,139,8308,663,9110,226,16463,1207,17896,319,18617,1165,20101,466,17681,1099,19246,749,15353,903,17005,819,10272,671,11762,1345,5457,565,7367,1298,1332,454,3084,6019,126236,8816,141071
CED323,60,3357,375,3792,207,6551,610,7368,84,3973,371,4428,66,5278,739,6083,132,10427,1423,11982,195,9012,978,10185,264,8115,800,9179,424,7489,734,8647,467,5208,496,6171,585,2514,345,3444,479,653,136,1268,2963,62577,7007,72547,24,3249,388,3661,118,6376,539,7033,40,3934,354,4328,42,5932,702,6676,93,10338,1122,11553,175,8969,794,9938,272,8896,702,9870,396,8053,631,9080,457,5698,473,6628,907,2913,400,4220,1061,864,246,2171,3585,65222,6351,75158,84,6606,763,7453,325,12927,1149,14401,124,7907,725,8756,108,11210,1441,12759,225,20765,2545,23535,370,17981,1772,20123,536,17011,1502,19049,820,15542,1365,17727,924,10906,969,12799,1492,5427,745,7664,1540,1517,382,3439,6548,127799,13358,147705
CED324,38,4401,338,4777,198,7701,450,8349,94,4558,248,4900,67,6738,508,7313,142,11637,846,12625,189,9560,561,10310,244,8301,450,8995,309,6592,348,7249,341,3825,211,4377,413,1827,150,2390,364,424,110,898,2399,65564,4220,72183,30,4305,279,4614,116,7590,359,8065,53,4546,203,4802,51,6673,325,7049,114,11327,582,12023,192,9871,479,10542,257,8709,351,9317,313,7031,287,7631,397,4133,220,4750,687,2291,241,3219,828,645,310,1783,3038,67121,3636,73795,68,8706,617,9391,314,15291,809,16414,147,9104,451,9702,118,13411,833,14362,256,22964,1428,24648,381,19431,1040,20852,501,17010,801,18312,622,13623,635,14880,738,7958,431,9127,1100,4118,391,5609,1192,1069,420,2681,5437,132685,7856,145978
CED325,65,5697,408,6170,450,10220,584,11254,167,4890,375,5432,91,4467,574,5132,174,9425,1126,10725,206,9852,965,11023,294,8553,713,9560,402,6115,428,6945,328,3092,236,3656,319,1219,115,1653,209,222,51,482,2705,63752,5575,72032,57,5399,381,5837,194,9771,520,10485,99,4983,241,5323,52,4633,287,4972,141,10204,559,10904,244,10597,539,11380,349,8825,370,9544,439,6245,295,6979,424,3316,177,3917,550,1441,149,2140,534,361,117,1012,3083,65775,3635,72493,122,11096,789,12007,644,19991,1104,21739,266,9873,616,10755,143,9100,861,10104,315,19629,1685,21629,450,20449,1504,22403,643,17378,1083,19104,841,12360,723,13924,752,6408,413,7573,869,2660,264,3793,743,583,168,1494,5788,129527,9210,144525
CED326,71,4752,361,5184,357,8622,467,9446,131,4339,245,4715,94,3689,264,4047,161,7792,460,8413,226,8948,551,9725,312,8037,456,8805,507,6901,349,7757,539,4494,249,5282,565,2280,182,3027,395,495,96,986,3358,60349,3680,67387,57,4518,358,4933,185,8279,500,8964,94,4173,228,4495,44,3855,203,4102,139,8626,412,9177,255,9853,433,10541,371,8550,367,9288,471,7769,307,8547,533,5258,217,6008,890,2930,280,4100,978,846,211,2035,4017,64657,3516,72190,128,9270,719,10117,542,16901,967,18410,225,8512,473,9210,138,7544,467,8149,300,16418,872,17590,481,18801,984,20266,683,16587,823,18093,978,14670,656,16304,1072,9752,466,11290,1455,5210,462,7127,1373,1341,307,3021,7375,125006,7196,139577
CED327,92,6591,559,7242,480,11582,802,12864,173,6130,441,6744,113,5900,453,6466,193,11930,779,12902,253,10589,669,11511,336,9303,501,10140,510,7622,445,8577,509,3758,236,4503,378,1102,104,1584,234,188,56,478,3271,74695,5045,83011,60,6321,568,6949,228,11237,795,12260,116,5843,335,6294,71,5916,368,6355,173,12580,653,13406,274,11440,625,12339,439,10125,510,11074,524,8086,404,9014,476,3585,200,4261,602,1186,137,1925,570,302,102,974,3533,76621,4697,84851,152,12912,1127,14191,708,22819,1597,25124,289,11973,776,13038,184,11816,821,12821,366,24510,1432,26308,527,22029,1294,23850,775,19428,1011,21214,1034,15708,849,17591,985,7343,436,8764,980,2288,241,3509,804,490,158,1452,6804,151316,9742,167862
CED328,50,4142,196,4388,278,8865,346,9489,86,5729,206,6021,59,7799,433,8291,88,9880,571,10539,92,9392,415,9899,90,8514,378,8982,167,7086,302,7555,241,4138,154,4533,338,1765,118,2221,248,450,69,767,1737,67760,3188,72685,21,3914,167,4102,111,8374,264,8749,50,5759,210,6019,41,7677,332,8050,88,9769,439,10296,118,10218,369,10705,137,9421,315,9873,197,7721,249,8167,232,4350,181,4763,562,2208,180,2950,814,673,246,1733,2371,70084,2952,75407,71,8056,363,8490,389,17239,610,18238,136,11488,416,12040,100,15476,765,16341,176,19649,1010,20835,210,19610,784,20604,227,17935,693,18855,364,14807,551,15722,473,8488,335,9296,900,3973,298,5171,1062,1123,315,2500,4108,137844,6140,148092
CED329,47,3764,309,4120,413,8487,490,9390,154,4005,257,4416,109,2509,243,2861,227,5016,503,5746,329,7192,550,8071,535,8498,661,9694,863,8792,533,10188,808,6584,435,7827,632,2722,311,3665,386,523,141,1050,4503,58092,4433,67028,26,3457,277,3760,209,8270,487,8966,116,3742,205,4063,88,2506,126,2720,152,5722,300,6174,294,8291,426,9011,490,9745,402,10637,648,9333,438,10419,560,6425,393,7378,750,2706,341,3797,806,651,294,1751,4139,60848,3689,68676,73,7221,586,7880,622,16757,977,18356,270,7747,462,8479,197,5015,369,5581,379,10738,803,11920,623,15483,976,17082,1025,18243,1063,20331,1511,18125,971,20607,1368,13009,828,15205,1382,5428,652,7462,1192,1174,435,2801,8642,118940,8122,135704
CED330,58,4583,347,4988,454,10172,566,11192,150,4704,250,5104,83,3090,234,3407,175,5958,408,6541,204,9282,593,10079,352,9410,594,10356,584,7611,451,8646,553,4744,277,5574,383,1717,144,2244,231,267,56,554,3227,61538,3920,68685,42,4118,284,4444,195,9901,511,10607,92,4678,227,4997,59,3147,180,3386,126,6841,354,7321,238,10223,448,10909,337,9677,464,10478,464,7702,354,8520,363,4386,237,4986,499,1564,135,2198,556,324,109,989,2971,62561,3303,68835,100,8701,631,9432,649,20073,1077,21799,242,9382,477,10101,142,6237,414,6793,301,12799,762,13862,442,19505,1041,20988,689,19087,1058,20834,1048,15313,805,17166,916,9130,514,10560,882,3281,279,4442,787,591,165,1543,6198,124099,7223,137520
