region_id,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
CED316,582,3235,510,4327,330,2378,268,2976,700,4692,451,5843,1272,5517,563,7352,1483,6322,596,8401,1607,6862,631,9100,1427,6142,737,8306,530,3134,744,4408,76,856,274,1206,8007,39138,4774,51919,750,2991,419,4160,421,2521,214,3156,1095,5164,353,6612,2050,6005,477,8532,2060,6937,508,9505,2202,7191,540,9933,1771,5709,856,8336,610,3183,874,4667,75,1294,465,1834,11034,40995,4706,56735,1332,6226,929,8487,751,4899,482,6132,1795,9856,804,12455,3322,11522,1040,15884,3543,13259,1104,17906,3809,14053,1171,19033,3198,11851,1593,16642,1140,6317,1618,9075,151,2150,739,3040,19041,80133,9480,108654
CED317,719,3854,835,5408,492,3277,647,4416,1137,6678,1240,9055,2002,7254,1283,10539,2277,8001,1214,11492,1864,7386,1025,10275,1274,4809,820,6903,435,2364,559,3358,34,625,167,826,10234,44248,7790,62272,855,3330,642,4827,583,2982,372,3937,1751,6436,731,8918,2948,6668,837,10453,2845,7186,787,10818,2326,6228,663,9217,1580,3808,662,6050,561,2168,575,3304,68,984,257,1309,13517,39790,5526,58833,1574,7184,1477,10235,1075,6259,1019,8353,2888,13114,1971,17973,4950,13922,2120,20992,5122,15187,2001,22310,4190,13614,1688,19492,2854,8617,1482,12953,996,4532,1134,6662,102,1609,424,2135,23751,84038,13316,121105
CED318,789,3879,871,5539,577,3562,668,4807,1515,7947,1402,10864,2083,8996,1346,12425,2232,8408,1210,11850,1681,6887,951,9519,848,3635,593,5076,250,1427,359,2036,24,411,126,561,9999,45152,7526,62677,899,3595,716,5210,784,3793,610,5187,2166,8761,1129,12056,3115,8823,1033,12971,2698,8212,939,11849,1892,6169,731,8792,1023,2993,486,4502,327,1516,331,2174,44,739,215,998,12948,44601,6190,63739,1688,7474,1587,10749,1361,7355,1278,9994,3681,16708,2531,22920,5198,17819,2379,25396,4930,16620,2149,23699,3573,13056,1682,18311,1871,6628,1079,9578,577,2943,690,4210,68,1150,341,1559,22947,89753,13716,126416
CED319,819,3377,421,4617,650,3969,411,5030,1556,8767,775,11098,2066,8270,617,10953,1903,6919,486,9308,1351,5700,453,7504,970,3282,408,4660,465,2238,512,3215,68,802,306,1176,9848,43324,4389,57561,915,2966,325,4206,938,3853,306,5097,1978,8561,557,11096,2958,7934,515,11407,2406,6916,446,9768,1701,5767,401,7869,1397,3741,495,5633,681,3052,732,4465,120,1674,660,2454,13094,44464,4437,61995,1734,6343,746,8823,1588,7822,717,10127,3534,17328,1332,22194,5024,16204,1132,22360,4309,13835,932,19076,3052,11467,854,15373,2367,7023,903,10293,1146,5290,1244,7680,188,2476,966,3630,22942,87788,8826,119556
CED320,584,4000,628,5212,391,3354,484,4229,775,6447,791,8013,1289,7195,784,9268,1303,7017,665,8985,1294,6414,593,8301,1167,4374,552,6093,344,2126,498,2968,38,586,200,824,7185,41513,5195,53893,718,3881,500,5099,525,3377,294,4196,1245,6894,540,8679,2153,7339,584,10076,1779,7189,516,9484,1802,6441,482,8725,1340,4217,545,6102,424,2082,576,3082,45,896,282,1223,10031,42316,4319,56666,1302,7881,1128,10311,916,6731,778,8425,2020,13341,1331,16692,3442,14534,1368,19344,3082,14206,1181,18469,3096,12855,1075,17026,2507,8591,1097,12195,768,4208,1074,6050,83,1482,482,2047,17216,83829,9514,110559
CED321,798,3285,630,4713,574,2914,341,3829,1461,5557,657,7675,2529,6096,793,9418,2786,6631,792,10209,2388,6818,770,9976,1620,4775,788,7183,604,2442,580,3626,73,726,201,1000,12833,39244,5552,57629,881,2938,483,4302,648,2699,204,3551,2134,5786,528,8448,3401,5621,637,9659,3207,6328,564,10099,2836,5938,617,9391,2156,3919,664,6739,824,2354,656,3834,121,1252,291,1664,16208,36835,4644,57687,1679,6223,1113,9015,1222,5613,545,7380,3595,11343,1185,16123,5930,11717,1430,19077,5993,12959,1356,20308,5224,12756,1387,19367,3776,8694,1452,13922,1428,4796,1236,7460,194,1978,492,2664,29041,76079,10196,115316
CED322,674,3676,472,4822,579,3466,407,4452,1074,6779,709,8562,1370,7557,680,9607,1466,6879,648,8993,1200,6308,598,8106,907,4208,537,5652,349,2387,556,3292,57,815,300,1172,7676,42075,4907,54658,898,3345,425,4668,849,3442,366,4657,1471,7271,593,9335,2122,7750,622,10494,1999,7653,601,10253,1555,6812,533,8900,1160,4357,592,6109,491,2801,785,4077,62,1291,560,1913,10607,44722,5077,60406,1572,7021,897,9490,1428,6908,773,9109,2545,14050,1302,17897,3492,15307,1302,20101,3465,14532,1249,19246,2755,13120,1131,17006,2067,8565,1129,11761,840,5188,1341,7369,119,2106,860,3085,18283,86797,9984,115064
CED323,751,3046,630,4427,751,4497,836,6084,1272,9161,1550,11983,1320,7756,1108,10184,1355,6899,923,9177,1115,6639,892,8646,859,4560,751,6170,346,2436,663,3445,70,900,297,1267,7839,45894,7650,61383,796,2964,569,4329,1029,4858,788,6675,1597,8747,1208,11552,1857,7201,881,9939,1782,7290,798,9870,1563,6727,791,9081,1161,4647,821,6629,474,2885,860,4219,85,1498,589,2172,10344,46817,7305,64466,1547,6010,1199,8756,1780,9355,1624,12759,2869,17908,2758,23535,3177,14957,1989,20123,3137,14189,1721,19047,2678,13366,1683,17727,2020,9207,1572,12799,820,5321,1523,7664,155,2398,886,3439,18183,92711,14955,125849
CED324,893,3496,510,4899,1131,5547,636,7314,1886,9769,971,12626,2010,7622,676,10308,1990,6454,550,8994,1484,5308,458,7250,914,3110,353,4377,368,1698,321,2387,44,659,195,898,10720,43663,4670,59053,1087,3302,415,4804,1439,5197,412,7048,2340,9009,674,12023,2685,7298,560,10543,2429,6468,420,9317,1754,5467,411,7632,1161,3183,404,4748,537,2205,482,3224,88,1231,464,1783,13520,43360,4242,61122,1980,6798,925,9703,2570,10744,1048,14362,4226,18778,1645,24649,4695,14920,1236,20851,4419,12922,970,18311,3238,10775,869,14882,2075,6293,757,9125,905,3903,803,5611,132,1890,659,2681,24240,87023,8912,120175
CED325,800,3921,712,5433,642,3821,669,5132,1450,8043,1234,10727,1749,8179,1093,11021,1661,7017,879,9557,1147,5260,537,6944,648,2653,356,3657,189,1212,250,1651,28,358,99,485,8314,40464,5829,54607,924,3867,532,5323,824,3802,345,4971,1818,8411,673,10902,2393,8328,660,11381,1897,7139,510,9546,1312,5296,373,6981,810,2768,338,3916,269,1560,312,2141,47,768,193,1008,10294,41939,3936,56169,1724,7788,1244,10756,1466,7623,1014,10103,3268,16454,1907,21629,4142,16507,1753,22402,3558,14156,1389,19103,2459,10556,910,13925,1458,5421,694,7573,458,2772,562,3792,75,1126,292,1493,18608,82403,9765,110776
CED326,572,3646,495,4713,444,3248,356,4048,1013,6858,544,8415,1380,7698,649,9727,1356,6862,586,8804,1182,6116,459,7757,960,3848,475,5283,446,2150,430,3026,67,736,181,984,7420,41162,4175,52757,763,3294,440,4497,599,3263,241,4103,1397,7311,467,9175,2175,7851,514,10540,1861,6962,466,9289,1629,6494,424,8547,1358,4174,476,6008,632,2812,658,4102,99,1540,396,2035,10513,43701,4082,58296,1335,6940,935,9210,1043,6511,597,8151,2410,14169,1011,17590,3555,15549,1163,20267,3217,13824,1052,18093,2811,12610,883,16304,2318,8022,951,11291,1078,4962,1088,7128,166,2276,577,3019,17933,84863,8257,111053
CED327,753,5066,925,6744,692,5144,631,6467,1570,10378,954,12902,1677,8948,887,11512,1556,7864,719,10139,1172,6804,601,8577,647,3417,438,4502,134,1197,252,1583,25,336,117,478,8226,49154,5524,62904,893,4684,718,6295,858,4997,498,6353,2062,10541,802,13405,2348,9146,845,12339,1943,8452,679,11074,1465,6969,582,9016,749,3096,417,4262,174,1426,326,1926,23,752,200,975,10515,50063,5067,65645,1646,9750,1643,13039,1550,10141,1129,12820,3632,20919,1756,26307,4025,18094,1732,23851,3499,16316,1398,21213,2637,13773,1183,17593,1396,6513,855,8764,308,2623,578,3509,48,1088,317,1453,18741,99217,10591,128549
CED328,1374,4219,426,6019,1707,6124,459,8290,2005,7932,602,10539,2332,7139,428,9899,2469,6113,401,8983,1881,5332,340,7553,1254,3058,222,4534,511,1502,208,2221,80,537,150,767,13613,41956,3236,58805,1694,3941,385,6020,2241,5438,373,8052,2315,7543,437,10295,3354,6976,376,10706,3238,6305,328,9871,2326,5541,302,8169,1543,2933,287,4763,592,1981,377,2950,92,1233,406,1731,17395,41891,3271,62557,3068,8160,811,12039,3948,11562,832,16342,4320,15475,1039,20834,5686,14115,804,20605,5707,12418,729,18854,4207,10873,642,15722,2797,5991,509,9297,1103,3483,585,5171,172,1770,556,2498,31008,83847,6507,121362
CED329,688,3175,554,4417,327,2245,288,2860,715,4468,562,5745,1541,5838,693,8072,1940,6943,811,9694,2144,7364,681,10189,1774,5303,751,7828,558,2512,595,3665,74,697,276,1047,9761,38545,5211,53517,751,2877,433,4061,400,2149,171,2720,1143,4694,336,6173,2499,6013,498,9010,2787,7327,523,10637,2802,7059,557,10418,2060,4607,712,7379,688,2414,695,3797,93,1119,541,1753,13223,38259,4466,55948,1439,6052,987,8478,727,4394,459,5580,1858,9162,898,11918,4040,11851,1191,17082,4727,14270,1334,20331,4946,14423,1238,20607,3834,9910,1463,15207,1246,4926,1290,7462,167,1816,817,2800,22984,76804,9677,109465
CED330,763,3778,563,5104,425,2661,320,3406,832,5209,502,6543,1728,7659,694,10081,1978,7656,721,10355,1524,6549,576,8649,1109,3958,507,5574,360,1530,354,2244,33,411,110,554,8752,39411,4347,52510,989,3515,493,4997,592,2574,220,3386,1362,5544,412,7318,2827,7545,537,10909,2467,7435,579,10481,2002,6031,487,8520,1276,3277,433,4986,400,1474,325,2199,46,775,168,989,11961,38170,3654,53785,1752,7293,1056,10101,1017,5235,540,6792,2194,10753,914,13861,4555,15204,1231,20990,4445,15091,1300,20836,3526,12580,1063,17169,2385,7235,940,10560,760,3004,679,4443,79,1186,278,1543,20713,77581,8001,106295
CED394,21,174,74,269,73,362,138,573,133,834,252,1219,115,612,241,968,88,683,212,983,146,1062,230,1438,71,722,137,930,13,151,37,201,5,16,3,24,665,4616,1324,6605,27,165,60,252,96,375,74,545,147,625,108,880,100,394,95,589,124,521,87,732,164,928,115,1207,62,435,55,552,5,69,20,94,0,21,7,28,725,3533,621,4879,48,339,134,521,169,737,212,1118,280,1459,360,2099,215,1006,336,1557,212,1204,299,1715,310,1990,345,2645,133,1157,192,1482,18,220,57,295,5,37,10,52,1390,8149,1945,11484
CED397,3,9,0,12,3,28,6,37,5,36,6,47,7,25,8,40,7,22,18,47,4,28,7,39,5,14,3,22,3,10,3,16,0,3,0,3,37,175,51,263,3,4,0,7,3,12,3,18,0,14,3,17,3,16,0,19,5,22,3,30,9,18,6,33,9,15,9,33,4,17,4,25,0,3,3,6,36,121,31,188,6,13,0,19,6,40,9,55,5,50,9,64,10,41,8,59,12,44,21,77,13,46,13,72,14,29,12,55,7,27,7,41,0,6,3,9,73,296,82,451
CED401,819,3148,518,4485,1161,5693,700,7554,1941,10311,1135,13387,1685,8126,771,10582,1836,7246,735,9817,1841,5809,605,8255,1109,3082,411,4602,430,2111,407,2948,119,942,238,1299,10941,46468,5520,62929,940,3024,397,4361,1591,5461,443,7495,2262,9469,747,12478,2228,7339,530,10097,2321,6998,526,9845,2182,5990,476,8648,1400,3260,430,5090,614,2990,592,4196,138,2058,526,2722,13676,46589,4667,64932,1759,6172,915,8846,2752,11154,1143,15049,4203,19780,1882,25865,3913,15465,1301,20679,4157,14244,1261,19662,4023,11799,1081,16903,2509,6342,841,9692,1044,5101,999,7144,257,3000,764,4021,24617,93057,10187,127861
CED402,1001,3469,534,5004,612,2995,311,3918,1458,5855,636,7949,2477,6569,749,9795,2962,7219,707,10888,2863,6909,626,10398,1988,4256,618,6862,843,2409,581,3833,140,740,213,1093,14344,40421,4975,59740,1068,3050,442,4560,579,2608,162,3349,1883,5722,334,7939,3403,5924,450,9777,3384,6812,452,10648,3228,6146,492,9866,2484,3827,581,6892,1097,2597,702,4396,191,1645,391,2227,17317,38331,4006,59654,2069,6519,976,9564,1191,5603,473,7267,3341,11577,970,15888,5880,12493,1199,19572,6346,14031,1159,21536,6091,13055,1118,20264,4472,8083,1199,13754,1940,5006,1283,8229,331,2385,604,3320,31661,78752,8981,119394
CED403,767,3290,351,4408,735,3410,241,4386,1068,6156,380,7604,1564,6642,339,8545,2073,6613,393,9079,1954,6122,339,8415,1636,3605,293,5534,798,2511,389,3698,165,1142,220,1527,10760,39491,2945,53196,943,3042,303,4288,1008,3246,219,4473,1407,6033,283,7723,2368,6419,299,9086,2517,6916,346,9779,2387,6514,319,9220,2020,3812,390,6222,994,3421,572,4987,232,2511,409,3152,13876,41914,3140,58930,1710,6332,654,8696,1743,6656,460,8859,2475,12189,663,15327,3932,13061,638,17631,4590,13529,739,18858,4341,12636,658,17635,3656,7417,683,11756,1792,5932,961,8685,397,3653,629,4679,24636,81405,6085,112126
CED404,906,3206,581,4693,636,2993,420,4049,1555,5627,747,7929,2354,6177,858,9389,2884,7213,870,10967,2845,6579,744,10168,2045,4602,701,7348,772,2491,544,3807,89,744,209,1042,14086,39632,5674,59392,907,2831,495,4233,628,2691,243,3562,1894,5387,483,7764,3150,5451,490,9091,3199,6439,503,10141,3156,5727,524,9407,2465,3849,590,6904,1031,2587,709,4327,150,1458,323,1931,16580,36420,4360,57360,1813,6037,1076,8926,1264,5684,663,7611,3449,11014,1230,15693,5504,11628,1348,18480,6083,13652,1373,21108,6001,12306,1268,19575,4510,8451,1291,14252,1803,5078,1253,8134,239,2202,532,2973,30666,76052,10034,116752
CED405,510,2987,375,3872,669,4191,350,5210,1147,7858,614,9619,1381,7357,440,9178,1641,7056,510,9207,1472,6132,404,8008,1255,3925,412,5592,705,2951,536,4192,136,1290,310,1736,8916,43747,3951,56614,658,2847,290,3795,878,3958,253,5089,1486,7619,418,9523,1949,6823,350,9122,1913,7212,387,9512,1791,6575,384,8750,1506,4566,502,6574,867,3931,794,5592,163,2540,690,3393,11211,46071,4068,61350,1168,5834,665,7667,1547,8149,603,10299,2633,15477,1032,19142,3330,14180,790,18300,3554,14268,897,18719,3263,12707,788,16758,2761,8491,914,12166,1572,6882,1330,9784,299,3830,1000,5129,20127,89818,8019,117964
CED406,656,4052,493,5201,472,3998,260,4730,961,8111,450,9522,1501,8251,485,10237,1687,7891,535,10113,1597,7209,411,9217,1300,3828,393,5521,420,2091,380,2891,60,714,174,948,8654,46145,3581,58380,756,3734,394,4884,684,3680,212,4576,1477,8093,393,9963,2277,7807,402,10486,2069,8208,418,10695,2089,7475,441,10005,1409,3997,465,5871,492,2507,486,3485,73,1282,276,1631,11326,46783,3487,61596,1412,7786,887,10085,1156,7678,472,9306,2438,16204,843,19485,3778,16058,887,20723,3756,16099,953,20808,3686,14684,852,19222,2709,7825,858,11392,912,4598,866,6376,133,1996,450,2579,19980,92928,7068,119976
CED407,598,3704,483,4785,448,3619,298,4365,914,7046,614,8574,1309,7421,563,9293,1337,7270,448,9055,1315,6440,348,8103,1076,3900,360,5336,395,2061,342,2798,37,611,119,767,7429,42072,3575,53076,684,3377,361,4422,593,3363,191,4147,1193,6806,356,8355,1959,7096,396,9451,1657,7640,388,9685,1626,6996,356,8978,1365,4057,412,5834,439,2491,446,3376,50,1176,254,1480,9566,43002,3160,55728,1282,7081,844,9207,1041,6982,489,8512,2107,13852,970,16929,3268,14517,959,18744,2994,14910,836,18740,2941,13436,704,17081,2441,7957,772,11170,834,4552,788,6174,87,1787,373,2247,16995,85074,6735,108804
CED408,999,3386,402,4787,651,2798,159,3608,1065,4612,287,5964,2208,6295,370,8873,2826,7113,450,10389,2798,6958,460,10216,2283,4158,398,6839,855,2210,407,3472,121,765,191,1077,13806,38295,3124,55225,1210,2969,336,4515,746,2369,121,3236,1427,4692,248,6367,3280,6211,322,9813,3456,7194,368,11018,3372,6888,399,10659,2556,3897,412,6865,969,2401,511,3881,153,1397,258,1808,17169,38018,2975,58162,2209,6355,738,9302,1397,5167,280,6844,2492,9304,535,12331,5488,12506,692,18686,6282,14307,818,21407,6170,13846,859,20875,4839,8055,810,13704,1824,4611,918,7353,274,2162,449,2885,30975,76313,6099,113387
CED409,553,4241,687,5481,518,4794,433,5745,1110,9946,825,11881,1308,9428,829,11565,1389,9432,696,11517,1095,6953,587,8635,707,3659,528,4894,276,2527,514,3317,45,917,211,1173,7001,51897,5310,64208,650,4002,556,5208,643,4337,335,5315,1527,9551,671,11749,1914,9145,622,11681,1693,9075,630,11398,1353,6967,543,8863,926,4140,577,5643,404,3202,636,4242,73,1719,458,2250,9183,52138,5028,66349,1203,8243,1243,10689,1161,9131,768,11060,2637,19497,1496,23630,3222,18573,1451,23246,3082,18507,1326,22915,2448,13920,1130,17498,1633,7799,1105,10537,680,5729,1150,7559,118,2636,669,3423,16184,104035,10338,130557
CED410,832,3322,369,4523,719,3880,304,4903,1190,6887,421,8498,1486,7433,384,9303,1708,6821,429,8958,1645,5714,336,7695,1604,4161,380,6145,766,2919,472,4157,111,1076,217,1404,10061,42213,3312,55586,884,3135,288,4307,987,3603,224,4814,1528,6877,335,8740,2184,7180,343,9707,2244,7389,344,9977,2142,6430,367,8939,2028,4670,479,7177,946,3708,675,5329,199,2113,520,2832,13142,45105,3575,61822,1716,6457,657,8830,1706,7483,528,9717,2718,13764,756,17238,3670,14613,727,19010,3952,14210,773,18935,3787,12144,703,16634,3632,8831,859,13322,1712,6627,1147,9486,310,3189,737,4236,23203,87318,6887,117408
CED411,688,4352,729,5769,500,4441,417,5358,1024,8375,638,10037,1480,8131,693,10304,1639,8622,676,10937,1499,6370,495,8364,1099,3725,481,5305,472,2333,482,3287,59,672,177,908,8460,47021,4788,60269,827,4117,584,5528,641,4475,303,5419,1422,8231,515,10168,2229,7724,569,10522,1948,8347,565,10860,1825,6062,484,8371,1476,3893,554,5923,535,2760,604,3899,78,1305,295,1678,10981,46914,4473,62368,1515,8469,1313,11297,1141,8916,720,10777,2446,16606,1153,20205,3709,15855,1262,20826,3587,16969,1241,21797,3324,12432,979,16735,2575,7618,1035,11228,1007,5093,1086,7186,137,1977,472,2586,19441,93935,9261,122637
CED494,9,50,17,76,16,118,17,151,29,256,66,351,35,211,59,305,21,175,68,264,28,184,52,264,22,99,19,140,3,27,12,42,6,21,7,34,169,1141,317,1627,12,43,12,67,20,97,17,134,40,175,23,238,29,121,21,171,37,120,36,193,27,123,14,164,15,55,17,87,3,27,12,42,3,37,3,43,186,798,155,1139,21,93,29,143,36,215,34,285,69,431,89,589,64,332,80,476,58,295,104,457,55,307,66,428,37,154,36,227,6,54,24,84,9,58,10,77,355,1939,472,2766
CED497,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
CED501,716,4517,695,5928,493,4327,606,5426,878,8629,1124,10631,1324,8905,1110,11339,1202,8168,902,10272,792,5817,632,7241,780,3919,511,5210,323,2123,461,2907,39,567,166,772,6547,46972,6207,59726,848,4033,550,5431,585,4244,357,5186,1372,8827,619,10818,2200,8750,752,11702,1592,7959,567,10118,1174,5959,479,7612,1009,3848,524,5381,380,2397,652,3429,49,921,253,1223,9209,46938,4753,60900,1564,8550,1245,11359,1078,8571,963,10612,2250,17456,1743,21449,3524,17655,1862,23041,2794,16127,1469,20390,1966,11776,1111,14853,1789,7767,1035,10591,703,4520,1113,6336,88,1488,419,1995,15756,93910,10960,120626
CED502,673,3860,641,5174,426,3771,436,4633,886,7272,846,9004,1322,7340,923,9585,1449,7597,888,9934,1293,7154,736,9183,1177,4852,598,6627,362,2352,562,3276,43,542,226,811,7631,44740,5856,58227,820,3562,526,4908,586,3662,284,4532,1249,7254,543,9046,2226,7054,600,9880,1888,7699,594,10181,1794,7193,602,9589,1340,4452,576,6368,462,2454,697,3613,57,880,337,1274,10422,44210,4759,59391,1493,7422,1167,10082,1012,7433,720,9165,2135,14526,1389,18050,3548,14394,1523,19465,3337,15296,1482,20115,3087,14347,1338,18772,2517,9304,1174,12995,824,4806,1259,6889,100,1422,563,2085,18053,88950,10615,117618
CED503,653,4319,582,5554,475,4150,323,4948,833,8150,581,9564,1218,8674,595,10487,1293,7952,547,9792,922,6372,403,7697,525,3040,307,3872,195,1434,290,1919,28,416,125,569,6142,44507,3753,54402,831,3948,431,5210,678,3752,221,4651,1232,8119,474,9825,2026,8568,511,11105,1711,8202,463,10376,1098,6392,337,7827,665,3104,348,4117,239,1863,412,2514,17,824,245,1086,8497,44772,3442,56711,1484,8267,1013,10764,1153,7902,544,9599,2065,16269,1055,19389,3244,17242,1106,21592,3004,16154,1010,20168,2020,12764,740,15524,1190,6144,655,7989,434,3297,702,4433,45,1240,370,1655,14639,89279,7195,111113
CED504,1193,2943,428,4564,995,4257,470,5722,1462,7923,1113,10498,1605,6889,724,9218,2296,6369,575,9240,1684,5491,562,7737,1287,3302,396,4985,588,1849,330,2767,109,752,222,1083,11219,39775,4820,55814,1574,2598,290,4462,1402,3742,364,5508,1909,7448,774,10131,2728,6617,517,9862,3179,6058,489,9726,2086,5424,457,7967,1570,3345,391,5306,809,2515,491,3815,167,1669,517,2353,15424,39416,4290,59130,2767,5541,718,9026,2397,7999,834,11230,3371,15371,1887,20629,4333,13506,1241,19080,5475,12427,1064,18966,3770,10915,1019,15704,2857,6647,787,10291,1397,4364,821,6582,276,2421,739,3436,26643,79191,9110,114944
CED505,776,3503,940,5219,703,4584,1532,6819,2058,11090,3754,16902,2941,10670,3177,16788,2778,9791,2559,15128,1973,7099,1499,10571,968,3195,621,4784,383,1363,358,2104,32,317,115,464,12612,51612,14555,78779,781,2991,739,4511,773,3844,688,5305,2736,8807,1604,13147,3559,7399,1457,12415,2860,7019,1126,11005,1936,5188,760,7884,1073,2321,439,3833,432,1187,328,1947,56,513,135,704,14206,39269,7276,60751,1557,6494,1679,9730,1476,8428,2220,12124,4794,19897,5358,30049,6500,18069,4634,29203,5638,16810,3685,26133,3909,12287,2259,18455,2041,5516,1060,8617,815,2550,686,4051,88,830,250,1168,26818,90881,21831,139530
CED506,878,3432,591,4901,386,2957,366,3709,903,6581,874,8358,1779,7225,869,9873,2156,7057,799,10012,1812,6209,652,8673,1312,3521,466,5299,508,1792,413,2713,63,545,175,783,9797,39319,5205,54321,940,3004,420,4364,436,2839,241,3516,1415,6466,504,8385,2915,6935,607,10457,2618,6902,578,10098,2235,5895,498,8628,1595,3255,457,5307,625,2082,540,3247,112,1023,221,1356,12891,38401,4066,55358,1818,6436,1011,9265,822,5796,607,7225,2318,13047,1378,16743,4694,14160,1476,20330,4774,13959,1377,20110,4047,12104,1150,17301,2907,6776,923,10606,1133,3874,953,5960,175,1568,396,2139,22688,77720,9271,109679
CED507,651,3215,455,4321,512,3954,329,4795,1107,8913,802,10822,1526,8930,739,11195,1466,7694,664,9824,1078,6227,514,7819,683,3566,412,4661,231,2078,398,2707,31,581,155,767,7285,45158,4468,56911,890,2965,447,4302,787,3687,268,4742,1658,8620,549,10827,2417,8478,604,11499,2027,7706,494,10227,1422,6361,454,8237,916,3634,465,5015,361,2585,508,3454,62,1233,255,1550,10540,45269,4044,59853,1541,6180,902,8623,1299,7641,597,9537,2765,17533,1351,21649,3943,17408,1343,22694,3493,15400,1158,20051,2500,12588,968,16056,1599,7200,877,9676,592,4663,906,6161,93,1814,410,2317,17825,90427,8512,116764
