CED_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
CED231,3332,196,3,3,203,0,3534,407,1826,99,14,1935,3,2350,3,265,104,0,370,0,376,3,16,0,8,33,0,32,411,2114,206,21,2338,3,2756,3,8,0,0,8,22,31,3750,2316,208,24,2546,27,6317,2290,123,0,3,123,3,2419,228,985,75,5,1062,0,1286,8,170,88,0,266,0,270,6,8,0,0,15,0,20,236,1165,165,8,1340,0,1576,3,9,0,0,9,12,17,2530,1294,165,12,1472,11,4015,1048,50,0,0,49,3,1099,94,417,40,5,463,3,557,3,77,68,0,144,0,145,0,4,0,0,4,0,4,96,505,108,5,614,3,708,0,3,0,0,3,5,11,1140,549,111,5,663,16,1818,613,41,0,0,45,3,659,43,239,26,0,264,0,313,0,47,60,0,104,0,105,0,4,0,0,4,0,4,47,294,85,0,381,0,432,0,0,0,0,0,3,4,660,336,87,0,424,7,1094,788,31,0,0
CED232,3975,268,0,4,270,0,4254,443,1430,31,4,1469,0,1904,3,72,21,0,97,0,94,0,3,3,0,7,0,7,443,1502,57,12,1572,0,2014,8,4,0,0,4,0,11,4428,1771,58,11,1841,6,6273,3190,195,0,3,196,4,3392,293,933,28,3,965,3,1261,3,30,18,0,44,0,49,0,3,0,3,11,0,7,299,962,48,9,1017,3,1320,3,0,0,0,0,0,3,3486,1160,49,5,1221,11,4716,1633,84,0,0,86,0,1721,128,392,11,0,409,0,535,0,9,11,0,20,0,20,0,0,0,0,0,0,0,128,401,26,3,431,0,560,3,3,0,0,3,3,11,1768,486,26,0,515,6,2293,985,64,0,0,66,3,1045,61,213,3,3,216,0,277,0,8,8,0,20,0,20,0,0,0,0,0,0,0,61,221,16,3,236,0,295,3,0,0,0,0,0,3,1046,278,16,3,295,4,1347,1241,68,3,0
CED233,2674,183,0,3,186,0,2863,361,2203,104,6,2307,4,2669,9,142,90,0,230,0,234,3,4,0,10,11,0,12,371,2342,195,12,2549,4,2923,0,5,0,0,5,4,10,3045,2529,195,20,2735,7,5794,3558,159,4,0,163,0,3726,353,2039,101,7,2151,0,2508,3,129,112,0,250,0,251,0,3,3,8,13,0,11,361,2173,215,16,2407,0,2774,0,0,0,0,0,4,10,3926,2343,218,15,2575,8,6512,2355,118,0,0,124,3,2486,173,1049,65,7,1124,0,1299,0,61,71,0,133,0,133,3,3,0,4,8,0,10,178,1108,140,11,1256,0,1436,0,7,0,0,7,4,13,2535,1238,138,12,1386,8,3930,1536,83,0,0,81,3,1630,112,659,40,0,700,0,807,0,42,54,0,94,0,94,0,0,0,0,3,0,3,111,699,94,3,796,0,909,0,0,0,0,0,0,0,1653,777,96,3,877,5,2537,2227,88,3,0
CED234,4949,92,0,3,97,12,5056,114,633,78,7,717,0,835,3,108,97,0,208,0,209,0,3,0,5,9,0,10,120,743,176,12,937,0,1052,8,0,0,0,0,15,24,5077,838,176,12,1029,26,6133,5288,91,0,3,94,13,5401,108,548,51,11,610,0,718,4,130,85,0,214,0,220,0,0,0,0,3,0,6,107,684,135,8,831,0,943,6,0,0,0,0,18,25,5408,776,139,13,923,30,6367,3098,42,0,0,42,8,3147,82,263,21,3,290,0,370,0,69,54,0,127,0,127,0,0,0,0,0,0,0,82,331,78,3,410,0,493,9,0,0,0,0,5,15,3182,373,78,3,457,16,3653,2041,26,0,0,24,3,2076,46,158,15,0,176,3,222,0,29,32,0,66,0,66,0,0,0,0,0,0,0,46,187,47,0,242,3,283,7,0,0,0,0,6,12,2094,214,47,0,269,17,2378,2882,58,0,0
CED235,3514,355,3,10,372,10,3894,391,4434,264,33,4727,8,5124,3,456,242,3,700,3,708,0,30,3,15,47,0,47,390,4921,501,48,5475,6,5874,6,0,0,0,0,15,20,3917,5280,510,61,5843,32,9793,3386,247,5,12,258,11,3657,324,3546,211,14,3775,4,4103,3,365,237,3,603,4,612,0,20,0,14,42,0,41,331,3933,446,37,4412,10,4750,6,3,0,0,3,8,19,3721,4180,454,45,4679,29,8430,1963,112,3,3,113,3,2085,178,1780,119,11,1913,3,2085,0,225,166,5,392,0,393,0,15,0,8,22,0,23,177,2020,282,20,2317,3,2501,0,0,0,0,0,10,14,2144,2130,286,22,2434,15,4595,1336,68,0,0,74,3,1415,111,993,65,3,1061,0,1172,3,122,107,0,229,0,230,0,5,0,7,9,0,10,118,1114,173,8,1301,0,1416,3,3,0,0,3,0,5,1463,1189,173,9,1377,3,2841,1892,80,0,0
CED236,4876,45,0,0,48,18,4938,90,174,11,0,182,0,268,3,13,3,0,19,0,27,3,4,0,0,4,0,6,97,194,12,0,208,0,299,8,0,0,0,0,10,23,4982,240,12,3,256,26,5263,5351,52,0,0,52,22,5423,109,129,0,0,127,0,241,3,6,3,0,14,0,17,0,3,0,0,0,0,0,118,141,3,0,144,0,259,8,0,0,0,0,15,18,5478,190,3,0,195,34,5708,3153,19,0,0,19,10,3176,66,90,0,0,90,0,155,0,0,3,0,4,0,8,0,0,0,0,0,0,0,71,89,3,0,95,0,165,9,0,0,0,0,9,19,3229,103,3,0,111,20,3363,2059,10,0,0,10,0,2076,29,41,0,0,41,0,62,0,0,3,0,5,0,5,0,0,0,0,0,0,0,27,39,3,0,39,0,66,3,0,0,0,0,0,3,2091,50,3,0,55,4,2151,2810,11,0,0
CED237,4329,394,0,3,406,7,4743,541,3021,126,17,3164,3,3704,12,302,94,3,396,0,410,5,16,0,3,16,0,25,564,3336,222,22,3580,3,4144,13,5,0,0,5,10,27,4907,3738,228,26,3990,17,8911,3604,298,6,7,314,15,3934,377,2398,119,19,2532,4,2914,6,214,87,3,305,0,314,3,4,0,8,19,0,18,387,2618,209,32,2862,4,3250,4,0,0,0,0,3,10,3997,2920,213,37,3178,23,7192,1753,143,4,0,146,3,1896,177,1173,59,6,1237,0,1412,4,106,52,0,162,0,169,0,5,0,12,12,0,12,178,1286,109,16,1414,0,1594,0,0,0,0,0,3,7,1928,1431,116,16,1557,7,3493,997,63,0,0,69,0,1062,95,710,40,3,756,0,854,3,75,41,0,117,0,124,0,4,0,5,10,0,10,101,788,87,9,884,0,988,3,0,0,0,0,3,9,1101,859,86,9,954,0,2052,1302,82,3,0
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,6764,181,0,3,179,14,6956,202,738,19,4,761,0,965,6,57,36,0,93,0,103,0,8,0,5,16,0,18,214,805,52,11,872,0,1084,6,5,0,0,5,5,19,6984,987,52,10,1050,22,8056,6586,133,0,7,137,9,6737,181,653,21,3,681,8,871,10,61,31,0,91,0,105,0,3,0,5,9,0,12,193,718,56,12,785,8,987,14,0,0,0,0,9,18,6793,858,54,13,927,24,7745,3538,67,0,3,76,5,3619,89,335,14,3,350,0,437,3,35,32,0,64,0,71,0,3,0,3,6,0,4,96,369,41,9,417,3,520,3,0,0,0,0,0,8,3644,437,43,8,492,10,4144,2147,36,0,0,35,4,2188,64,185,10,3,198,0,261,4,22,19,0,40,0,49,0,3,0,3,8,0,8,71,208,26,4,248,0,319,0,0,0,0,0,3,4,2221,247,27,9,279,7,2512,2702,33,0,0
CED302,5283,256,4,0,264,6,5555,394,1396,48,6,1452,0,1848,12,97,40,0,137,0,143,7,9,0,4,12,0,14,402,1504,93,6,1602,3,2008,5,0,0,0,0,3,10,5691,1764,90,10,1863,8,7568,5538,225,7,0,226,7,5769,358,1261,50,9,1318,3,1685,3,85,66,0,152,0,154,0,0,0,0,6,0,6,363,1352,119,5,1477,5,1843,5,0,0,0,0,4,7,5907,1574,127,5,1706,12,7626,3178,95,4,0,101,0,3278,160,651,38,0,683,0,846,5,56,46,0,103,0,108,0,6,0,0,3,0,8,167,707,83,0,796,0,964,3,4,0,0,4,8,13,3349,811,83,0,895,11,4249,1941,41,0,0,50,3,1993,93,429,14,0,446,0,541,3,42,39,0,77,0,78,0,0,0,0,0,0,0,91,472,55,3,527,0,619,4,0,0,0,0,3,7,2036,515,55,3,571,5,2621,2614,78,0,7
CED303,5362,156,0,0,157,9,5534,216,378,14,3,396,0,612,7,15,3,0,21,0,28,6,0,0,0,0,0,6,229,397,12,3,417,0,648,12,0,0,0,0,10,22,5605,557,19,4,574,16,6202,6253,132,0,0,132,4,6393,221,383,8,0,396,0,618,5,17,10,0,24,0,31,3,0,0,0,0,0,3,227,396,24,0,423,0,654,7,0,0,0,0,5,14,6491,530,22,3,554,12,7066,3709,67,0,0,72,3,3789,125,242,10,3,249,0,377,5,15,0,0,19,0,20,3,0,0,0,0,0,3,134,254,6,3,268,0,403,3,0,0,0,0,0,0,3842,326,12,4,338,6,4194,2417,63,0,0,63,0,2481,77,136,3,0,145,0,219,0,6,6,0,19,0,14,0,0,0,0,0,0,0,75,146,10,0,159,0,241,5,0,0,0,0,3,8,2499,211,10,0,225,3,2724,3303,59,0,0
CED304,4496,190,0,0,192,8,4693,379,1092,41,9,1138,0,1522,0,151,21,0,179,0,183,0,3,0,0,3,0,3,379,1253,63,9,1317,0,1700,7,3,0,0,3,6,19,4875,1448,64,7,1519,13,6410,4515,139,3,0,138,5,4655,252,668,34,0,699,0,953,0,92,31,0,124,0,124,3,5,0,0,5,0,3,260,761,62,0,831,0,1088,0,0,0,0,0,0,3,4774,902,66,0,970,5,5745,2577,54,0,0,54,3,2632,119,273,13,4,288,0,405,4,28,14,0,35,0,37,0,0,0,0,0,0,0,118,299,22,4,327,0,442,3,0,0,0,0,0,3,2702,358,22,4,383,3,3080,1540,46,0,0,46,0,1586,60,147,12,3,160,0,225,0,13,8,0,22,0,22,0,0,0,0,0,0,0,60,166,21,3,186,0,253,0,0,0,0,0,3,3,1600,211,21,3,234,0,1839,1986,43,0,0
CED305,6295,81,0,0,81,18,6391,162,388,21,3,406,0,570,11,17,39,0,58,0,64,0,0,0,0,3,0,3,171,407,56,3,470,0,640,17,0,0,0,0,8,24,6482,492,56,3,546,17,7055,6454,72,0,0,75,13,6532,138,342,11,0,353,0,487,3,28,30,0,57,0,60,4,0,0,0,4,0,5,141,372,40,4,409,0,552,17,0,0,0,0,12,24,6610,438,40,5,481,23,7113,3449,34,0,0,30,6,3490,60,165,8,0,175,0,234,0,14,28,0,39,0,42,3,0,0,0,0,0,0,59,182,40,0,217,0,282,8,0,0,0,0,8,12,3518,212,37,0,255,15,3788,2185,21,0,0,20,10,2209,33,93,5,0,102,0,130,0,14,20,0,30,0,30,0,0,0,0,0,0,0,33,106,28,0,130,0,165,4,0,0,0,0,5,12,2224,124,28,0,151,13,2383,2650,15,0,0
CED306,5570,90,0,0,92,12,5681,238,479,14,0,487,3,730,3,43,17,0,58,0,60,6,0,0,0,0,0,8,247,519,30,0,547,3,799,13,3,0,0,3,10,25,5829,616,26,3,650,30,6504,5928,66,4,4,69,15,6016,191,428,18,0,446,0,635,4,31,12,0,44,0,50,3,0,0,0,4,0,3,197,462,29,0,491,0,690,10,3,0,0,3,9,21,6137,524,34,8,562,24,6726,3528,50,0,0,50,0,3577,76,262,9,0,270,3,344,3,25,4,0,32,0,39,0,0,0,0,0,0,0,86,289,13,0,304,3,387,7,0,0,0,0,6,10,3619,334,13,0,347,11,3978,2164,26,0,0,26,0,2193,59,153,3,0,157,0,217,0,8,3,0,10,0,13,0,0,0,0,0,0,0,61,163,6,0,163,0,230,3,0,0,0,0,0,7,2231,182,6,0,192,3,2423,2852,37,0,0
CED307,6705,176,0,0,176,4,6890,287,519,15,5,548,0,833,8,42,21,0,67,0,74,4,0,0,4,3,0,12,302,562,38,15,615,0,919,11,0,0,0,0,12,20,7018,740,38,15,793,22,7832,7527,164,4,0,171,13,7709,256,504,14,3,523,0,780,3,34,26,0,62,0,63,5,0,0,0,3,0,9,263,538,43,4,582,0,849,6,0,0,0,0,17,24,7796,698,47,4,753,22,8574,4276,73,0,3,76,3,4353,105,309,8,0,321,0,428,0,22,16,0,37,0,37,0,3,0,0,3,0,4,105,328,24,0,356,0,463,11,0,0,0,0,10,20,4392,402,26,3,435,15,4840,2614,42,5,0,51,0,2666,69,163,3,0,172,0,240,0,8,12,0,21,0,20,3,0,0,0,0,0,3,73,169,15,0,189,0,265,5,0,0,0,0,0,5,2693,217,18,0,238,0,2930,3429,57,3,0
CED308,6011,220,0,0,221,3,6241,348,967,50,3,1022,5,1374,10,99,38,3,143,0,150,3,11,0,0,12,0,22,362,1077,85,5,1174,5,1538,0,3,0,0,3,11,12,6377,1303,90,6,1394,18,7793,6029,210,0,3,215,10,6246,335,771,47,3,826,0,1159,5,74,40,3,122,0,125,4,8,0,0,9,0,15,349,858,89,7,954,0,1301,4,0,0,0,0,9,18,6381,1064,91,9,1162,20,7565,3485,109,3,0,112,4,3601,155,419,32,3,457,0,610,7,28,21,0,50,0,54,0,4,0,0,4,0,3,166,448,56,3,505,0,673,8,0,0,0,0,3,10,3660,562,58,3,613,3,4282,2172,59,0,0,59,3,2233,92,254,16,0,275,0,369,5,25,7,0,34,0,36,0,0,0,0,0,0,0,95,278,25,0,304,0,401,3,0,0,0,0,3,6,2273,335,25,0,363,4,2639,2835,66,4,3
CED309,5638,112,0,0,115,11,5761,248,323,11,0,336,0,581,3,25,8,0,33,0,37,3,0,0,3,4,0,8,260,349,17,3,370,0,626,10,0,0,0,0,7,13,5907,462,15,3,483,13,6399,6374,115,4,0,117,5,6495,220,318,3,0,331,0,546,9,15,8,0,25,0,28,0,3,0,0,3,0,3,223,340,10,0,355,0,573,7,0,0,0,0,3,7,6604,449,16,0,472,9,7078,3757,72,7,0,73,3,3834,109,150,6,0,158,0,266,3,6,5,0,14,0,11,0,0,0,0,0,0,0,111,157,11,3,167,0,280,3,0,0,0,0,4,3,3866,227,12,3,241,5,4121,2320,34,0,0,34,4,2360,70,81,4,0,81,0,150,0,3,0,0,3,0,3,0,0,0,0,0,0,0,72,88,4,0,88,0,155,0,0,0,0,0,3,3,2391,121,4,0,125,4,2522,2902,36,0,0
CED310,4741,81,0,0,81,8,4839,211,241,6,0,248,0,464,3,17,4,0,19,0,19,3,0,0,0,0,0,3,211,262,13,0,273,0,487,16,3,0,0,3,7,25,4975,346,13,0,359,14,5347,5445,105,0,0,105,15,5567,196,237,11,0,246,0,445,6,11,0,0,13,0,21,4,0,0,0,0,0,6,206,242,12,0,256,0,468,15,0,0,0,0,6,27,5664,352,12,0,366,27,6056,3273,51,0,0,51,8,3338,75,155,3,0,161,0,238,3,5,0,0,9,0,11,0,0,0,0,0,0,0,83,159,5,0,168,0,243,7,0,0,0,0,3,8,3365,209,5,0,218,10,3593,2143,36,0,0,36,4,2183,51,86,0,0,86,0,138,3,9,0,0,4,0,10,0,0,0,0,0,0,0,56,89,0,0,88,0,143,6,0,0,0,0,0,4,2203,123,0,0,125,9,2335,2715,36,0,0
CED311,7050,75,0,0,74,8,7139,181,464,6,0,471,0,650,6,33,15,0,48,0,53,0,3,0,0,4,0,4,182,498,23,3,521,0,707,14,3,0,0,3,11,28,7254,573,23,7,602,21,7878,7451,75,0,0,75,17,7540,136,420,4,0,432,0,564,7,29,13,0,41,0,46,0,9,0,0,11,0,11,140,455,24,3,480,0,623,22,0,0,0,0,10,28,7613,529,24,3,550,26,8186,4194,35,3,0,34,10,4235,65,204,5,0,201,0,269,4,10,8,0,18,0,25,0,3,0,0,3,0,4,69,217,14,0,226,0,299,18,0,0,0,0,14,31,4279,254,11,0,266,30,4572,2499,18,0,0,18,15,2524,48,117,5,0,122,0,166,0,5,8,0,19,0,16,0,3,0,0,3,0,3,50,131,12,0,143,0,187,7,0,0,0,0,10,12,2553,149,12,0,157,18,2733,2839,23,0,0
CED312,7081,273,0,0,274,18,7377,384,998,64,9,1062,6,1454,9,124,58,0,184,0,190,8,9,0,4,8,0,20,403,1122,121,14,1255,9,1667,16,0,0,0,0,11,31,7505,1402,121,10,1530,39,9075,7173,234,0,3,235,15,7421,299,873,55,6,940,4,1236,10,99,59,3,154,0,167,3,0,0,7,7,0,12,313,970,114,10,1094,3,1417,13,0,0,0,0,13,27,7501,1202,109,15,1331,33,8866,3788,123,4,0,124,4,3918,160,451,28,0,481,4,642,3,63,53,3,109,0,118,0,4,0,3,3,0,5,159,513,79,8,598,4,764,4,0,0,0,0,12,17,3955,629,80,4,719,23,4699,2403,65,4,0,68,3,2468,91,270,21,5,297,0,395,0,32,32,0,58,0,59,0,0,0,0,0,0,0,96,301,53,5,361,0,457,0,3,0,0,3,3,3,2494,372,56,3,432,4,2931,2991,60,0,0
CED313,5064,240,3,0,242,0,5304,397,1188,38,7,1229,4,1630,6,104,42,3,149,0,152,0,3,0,6,5,0,9,403,1292,80,9,1384,3,1789,4,0,0,0,0,6,12,5467,1535,82,9,1628,10,7103,4882,176,0,0,176,5,5058,302,870,26,3,902,3,1206,4,55,27,0,83,0,89,0,3,0,4,3,0,8,308,932,56,6,991,3,1307,0,0,0,0,0,6,4,5190,1105,56,6,1169,10,6371,2725,83,0,0,83,3,2815,142,449,15,0,458,0,604,5,33,19,0,53,0,59,0,3,0,0,3,0,4,150,481,33,0,515,0,665,0,0,0,0,0,4,8,2881,563,33,0,601,12,3488,1706,44,0,0,44,0,1752,76,248,18,0,264,0,342,0,20,10,0,32,0,32,0,0,0,0,0,0,0,81,267,25,0,299,0,374,3,0,0,0,0,0,3,1788,313,25,0,340,3,2130,2162,52,5,0
CED314,6021,62,0,3,70,11,6100,131,661,16,0,679,0,810,0,108,44,0,150,0,150,0,4,0,0,3,7,8,131,773,62,3,835,7,971,15,0,0,0,0,10,33,6175,842,59,3,908,26,7105,6500,68,0,5,70,16,6587,114,521,20,0,544,0,661,0,78,45,0,119,0,119,0,3,0,3,10,0,10,114,607,63,3,672,0,794,13,0,0,0,0,5,20,6632,670,69,10,744,16,7392,3642,28,3,0,33,13,3689,62,255,15,0,264,0,330,0,40,32,0,76,0,78,0,0,0,4,4,0,4,67,295,49,4,347,0,409,10,0,0,0,0,0,11,3714,329,48,4,378,17,4112,2318,24,0,3,32,5,2355,38,155,6,0,166,0,197,0,16,22,0,40,0,40,0,0,0,0,0,0,5,37,172,33,0,204,0,242,7,0,0,0,0,0,5,2359,200,34,3,235,4,2602,2927,26,0,3
CED315,6492,126,9,0,132,8,6641,235,534,12,0,551,0,789,5,62,37,0,101,0,106,4,0,0,3,7,0,9,249,596,47,7,652,0,905,6,0,0,0,0,13,24,6752,730,58,7,790,21,7568,5952,99,0,5,103,4,6061,191,485,19,0,499,0,689,7,40,60,0,102,0,107,8,10,0,8,11,0,16,202,527,80,11,615,0,818,8,0,0,0,0,10,14,6162,627,82,14,719,16,6894,3218,59,0,0,59,3,3281,97,259,10,0,271,0,365,3,25,42,0,63,0,67,0,0,0,4,6,0,3,99,284,53,4,334,0,437,3,0,0,0,0,3,11,3320,342,50,4,396,8,3721,2078,29,0,3,29,0,2111,63,166,9,0,174,0,239,4,18,31,0,44,0,44,0,0,0,0,5,0,5,65,178,34,5,221,0,285,3,0,0,0,0,4,13,2152,214,34,6,253,5,2411,2521,47,0,0
