CED_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
CED237,0,0,0,7,13,5486,37,32,3,3,8,0,0,3,275,5846,275,0,0,0,0,0,0,0,0,15,293,858,0,0,0,0,0,0,0,0,44,909,1058,9,3,0,0,0,0,0,0,172,1244,19,0,0,0,0,0,0,0,0,7,21,1939,17,3,0,0,0,0,0,0,221,2178,0,0,0,0,0,0,0,0,0,7,6,2210,17,3,0,0,0,0,3,0,250,2481,7697,1517,1917,555,584,556,555,518,339,471,14711,14158,2600,5580,1073,1427,1882,2025,2106,1268,921,33037,5660,346,459,120,199,281,267,383,345,595,8649,171,21,35,7,4,19,15,10,13,39,337,19991,2967,6073,1196,1623,2175,2305,2502,1625,1554,42018,19,0,6,3,0,3,0,3,3,46,84,27708,4489,7998,1759,2207,2737,2860,3025,1968,2070,56817
CED294,0,0,0,3,3,33,0,0,0,0,0,0,0,0,5,38,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,308,64,60,23,11,26,21,69,105,55,738,142,61,115,23,41,41,59,106,174,61,823,38,6,17,3,6,9,29,45,88,45,292,0,0,0,0,0,0,0,0,0,11,10,179,68,138,27,41,54,92,147,264,120,1127,0,3,0,0,0,0,0,3,0,132,147,486,138,195,49,54,81,109,221,375,305,2011
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
CED301,0,0,0,5,12,1085,24,17,3,3,0,0,0,0,62,1201,229,3,3,0,0,0,0,0,0,29,266,46,0,0,0,0,0,0,0,0,0,47,19,3,0,0,0,0,0,0,0,3,29,3,0,0,0,0,0,0,0,0,0,3,68,3,0,0,0,0,0,0,0,7,78,0,0,0,0,0,0,0,0,0,0,0,299,4,5,0,0,0,0,0,0,35,343,8922,1473,1891,430,457,331,275,193,106,524,14610,1956,1058,1918,405,477,333,378,315,159,227,7229,262,78,189,30,68,40,59,92,66,77,968,23,16,17,12,11,4,3,4,5,8,109,2243,1155,2125,443,558,382,435,410,230,316,8306,21,3,7,3,3,0,0,0,0,93,126,11187,2635,4021,873,1027,710,710,607,336,935,23044
CED302,0,0,0,7,16,1700,52,52,4,0,3,4,7,5,100,1931,383,11,4,0,0,3,3,0,0,59,461,157,3,3,0,0,0,0,0,0,12,176,101,8,7,0,0,0,0,0,0,18,127,0,0,0,0,0,0,0,0,0,4,4,255,7,11,3,0,0,0,0,0,32,308,6,0,0,0,0,0,0,0,0,7,12,637,19,12,0,0,3,3,0,0,102,780,10761,2758,3329,730,653,522,363,399,197,563,20276,6007,2528,4546,856,834,915,757,759,432,405,18051,929,225,401,74,117,163,169,228,174,209,2687,53,19,20,0,5,3,4,12,4,23,145,6993,2776,4967,932,954,1081,931,998,608,643,20882,33,3,12,3,0,3,0,7,13,49,118,17785,5536,8305,1668,1609,1604,1295,1405,817,1256,41274
CED303,0,0,0,17,21,2131,106,83,7,9,12,10,10,0,94,2461,501,26,21,0,3,3,0,0,0,42,597,149,4,3,0,0,0,0,0,0,10,169,48,3,0,0,0,0,0,0,0,7,58,0,0,0,0,0,0,0,0,0,0,0,200,4,3,0,0,0,0,0,0,18,234,3,0,0,0,0,0,0,0,0,11,13,702,27,23,0,3,3,0,0,0,70,838,14678,3591,4221,755,644,494,328,319,166,630,25828,2830,921,1489,238,253,237,211,186,98,157,6609,308,42,68,15,29,26,24,40,20,48,618,22,3,19,0,3,0,0,3,3,6,54,3158,972,1573,247,278,260,236,228,119,204,7284,33,3,5,0,0,0,0,0,0,43,97,17864,4566,5802,1008,929,757,565,545,283,877,33203
CED304,0,0,0,0,0,1029,27,16,3,7,0,7,4,4,38,1129,221,5,6,0,0,0,0,0,0,14,246,138,0,0,0,0,0,0,0,0,6,149,104,0,0,0,0,0,0,0,0,7,115,3,0,0,0,0,0,0,0,0,0,4,244,0,3,0,0,0,0,0,0,15,267,0,0,0,0,0,0,0,0,0,0,0,465,3,4,0,0,0,0,0,0,29,512,10423,2585,2987,776,758,735,776,813,664,626,21133,3684,1765,3973,940,1436,1722,2204,2660,1848,868,21099,546,154,221,74,131,194,342,594,726,501,3477,24,3,14,4,6,8,5,11,16,11,114,4254,1929,4209,1015,1568,1924,2558,3267,2584,1382,24680,10,0,4,0,0,3,4,3,4,23,58,14690,4509,7199,1793,2323,2665,3336,4083,3256,2029,45871
CED305,0,0,0,4,7,619,12,14,0,3,3,0,0,0,44,698,157,3,0,0,0,0,3,0,0,29,194,19,0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0,0,3,3,190,3,0,0,0,0,3,0,0,38,237,5310,844,1215,247,291,198,159,132,86,328,8809,855,500,1667,276,354,306,241,232,107,139,4686,63,63,258,34,102,40,30,63,42,54,755,8,0,12,0,0,0,5,3,3,5,30,927,567,1933,312,455,348,281,292,154,198,5473,15,0,9,0,0,0,0,0,3,60,82,6249,1406,3157,558,752,551,436,431,244,576,14361
CED306,0,0,0,7,9,1002,18,23,0,5,3,3,4,0,54,1114,180,7,0,0,0,0,0,0,0,18,206,82,0,0,0,0,0,0,0,0,12,93,61,0,0,0,0,0,0,0,0,5,65,0,0,0,0,0,0,0,0,0,3,3,146,0,0,0,0,0,0,0,0,18,165,3,0,0,0,0,0,0,0,0,0,3,330,7,0,0,0,0,0,0,0,36,373,7222,1382,1960,522,467,291,288,250,139,433,12950,1599,695,2216,419,487,344,412,392,187,223,6980,230,46,126,18,37,33,77,146,76,177,960,9,0,12,3,4,3,3,0,0,5,49,1845,738,2353,442,526,382,488,537,262,406,7997,23,4,0,0,0,0,3,4,7,74,111,9086,2131,4316,964,996,677,780,791,413,916,21057
CED307,0,0,0,8,11,1077,52,53,4,11,7,5,0,0,46,1261,255,7,10,3,0,0,0,0,0,20,291,57,0,0,0,0,0,0,0,0,4,65,22,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,3,82,0,3,0,0,0,0,0,0,8,93,3,0,0,0,0,0,0,0,0,19,19,335,8,14,3,0,0,0,0,0,43,405,11127,2836,3204,539,495,421,256,218,111,448,19662,2416,1065,1938,283,277,210,219,161,117,143,6835,163,41,130,15,26,36,28,40,102,46,619,30,10,17,0,3,0,0,0,9,3,67,2601,1113,2079,302,309,244,251,197,231,191,7520,15,3,3,0,0,3,0,0,0,33,70,13743,3957,5284,840,803,670,508,418,347,672,27247
CED308,0,0,0,5,18,2620,185,144,16,11,18,7,16,17,92,3123,634,33,21,0,3,0,0,4,0,69,766,137,7,3,0,0,0,0,0,0,17,163,57,4,5,0,0,0,0,0,0,9,77,0,0,0,0,0,0,0,0,0,0,4,194,11,10,0,0,0,0,0,0,24,240,5,0,0,0,0,0,0,0,0,5,9,831,42,27,0,3,0,3,4,0,95,1022,17717,4680,6231,1199,1149,936,849,626,446,1012,34837,4969,2114,3126,484,638,622,685,522,306,323,13789,639,209,345,66,101,121,145,180,137,138,2075,49,14,25,5,0,5,9,7,0,4,119,5652,2333,3487,555,736,752,836,708,443,471,15978,49,11,9,6,0,3,3,0,0,29,104,23414,7023,9724,1759,1888,1687,1693,1330,889,1514,50918
CED309,0,0,0,8,19,2184,115,71,12,7,10,6,12,0,87,2510,596,24,18,3,0,6,0,0,0,97,746,117,0,3,0,0,0,0,0,0,16,135,18,0,3,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,3,8,139,0,4,0,0,0,0,0,0,21,170,9,0,0,0,0,0,0,0,0,11,14,745,24,22,3,0,6,0,4,0,129,931,13873,3013,3699,636,622,550,418,452,193,695,24143,1936,579,1266,227,287,293,321,304,157,171,5540,111,28,55,20,25,29,38,62,55,43,459,22,3,8,0,0,4,0,3,0,5,47,2068,608,1326,252,305,318,359,371,210,226,6049,23,3,4,3,3,0,0,0,0,37,71,15964,3628,5027,883,929,873,771,824,400,956,30258
CED310,0,0,0,5,19,2333,143,65,7,11,3,3,7,3,86,2661,643,26,13,0,0,3,0,4,0,76,761,108,5,0,0,0,0,0,0,0,15,132,25,3,0,0,0,0,0,0,0,7,34,3,0,0,0,0,0,0,0,0,0,3,133,10,0,0,0,0,0,0,0,25,165,8,0,0,0,0,0,0,0,0,3,14,778,30,13,0,0,3,0,3,0,111,939,12869,2478,3324,512,532,449,387,367,226,629,21761,1770,515,1069,148,223,216,261,297,197,125,4825,101,34,50,3,15,27,40,52,39,69,434,16,6,3,0,6,3,3,0,0,4,45,1880,563,1122,156,237,245,296,356,242,202,5299,37,4,6,0,0,0,0,0,0,30,77,14784,3038,4454,670,772,695,690,718,464,859,27142
CED311,0,0,0,0,0,726,16,5,0,0,0,0,0,0,45,803,118,5,3,0,0,0,0,0,0,16,147,26,0,0,0,0,0,0,0,0,4,36,10,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,6,47,0,0,0,0,0,0,0,0,0,0,0,158,5,3,0,0,0,0,0,0,21,189,6811,1011,1548,475,434,340,234,172,83,414,11521,1033,466,1659,339,455,356,352,304,137,215,5320,86,29,101,27,53,35,44,121,90,91,678,9,7,6,3,6,6,3,3,3,6,57,1125,500,1762,368,512,401,408,428,236,318,6057,17,3,3,0,3,0,0,0,3,16,45,7960,1512,3313,840,948,739,641,600,322,746,17621
CED312,0,0,0,5,10,2060,72,49,8,6,5,9,13,8,106,2340,462,16,7,6,3,0,3,0,0,64,568,101,4,0,3,0,0,0,0,0,25,137,75,0,0,0,0,0,0,0,0,29,112,3,0,0,0,0,0,0,0,0,3,4,184,4,0,0,0,0,0,0,0,58,256,9,3,0,0,0,0,0,0,0,6,19,651,23,8,9,4,0,3,3,4,127,839,15964,3510,4931,874,1011,708,543,476,217,906,29147,4372,1654,2774,446,457,483,422,340,210,313,11463,688,199,331,67,50,111,85,107,176,155,1973,49,11,22,0,0,10,5,6,3,17,122,5103,1864,3127,507,512,608,510,454,383,489,13563,44,3,19,8,3,5,5,0,3,43,134,21116,5384,8072,1387,1529,1320,1060,933,599,1437,42842
CED313,0,0,0,3,9,1277,27,21,3,3,3,0,0,3,70,1403,229,3,0,0,0,0,3,0,0,24,255,155,0,0,0,0,0,0,0,0,8,166,133,3,3,0,0,0,0,0,0,40,185,0,0,0,0,0,0,0,0,0,0,0,286,3,3,0,0,0,0,0,0,51,349,4,0,0,0,0,0,0,0,0,0,5,519,5,3,0,0,3,4,0,0,77,612,10118,2433,3045,815,684,667,714,777,474,547,20278,4807,1881,4278,934,1161,1449,1628,1730,1261,593,19727,955,157,276,65,101,188,190,327,344,313,2923,30,10,24,8,3,10,3,14,9,15,123,5790,2045,4586,1005,1267,1642,1828,2071,1616,922,22763,20,3,3,0,0,0,0,5,3,28,67,15932,4485,7626,1814,1949,2311,2542,2857,2093,1495,43104
CED314,0,0,0,0,6,879,32,21,9,3,7,0,3,0,39,988,256,9,10,0,0,0,0,0,0,25,302,45,3,0,0,0,0,0,0,0,5,59,11,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,55,7,0,0,0,0,0,0,0,13,70,3,0,0,0,0,0,0,0,0,11,8,313,13,12,0,0,0,0,0,0,45,382,5952,1019,1116,215,230,215,170,147,80,288,9437,1053,880,2090,359,480,639,516,548,359,168,7104,88,82,214,41,67,103,127,144,127,67,1060,16,8,14,3,5,3,3,7,0,5,60,1155,969,2318,401,550,748,643,704,486,242,8223,19,3,4,0,0,0,0,3,0,12,39,7129,1990,3434,618,784,963,811,856,565,539,17697
CED315,0,0,0,4,4,979,30,18,0,3,0,5,5,3,56,1100,200,4,8,0,0,0,0,0,0,22,230,56,5,0,0,0,0,0,0,0,8,65,27,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,3,3,80,3,0,0,0,0,0,0,0,14,102,0,0,0,0,0,0,0,0,0,0,0,278,6,9,0,0,0,0,0,0,31,331,8066,1391,1810,369,382,290,272,266,194,419,13464,1747,788,2202,419,411,403,428,420,235,165,7226,192,42,136,42,43,97,68,127,72,108,915,24,9,17,0,3,3,4,6,0,12,78,1957,841,2353,459,457,503,498,556,311,285,8219,9,3,6,0,0,0,0,3,0,19,45,10036,2228,4166,832,839,793,767,828,506,728,21730
CED316,0,0,0,12,32,2410,94,40,4,10,3,7,0,5,113,2685,511,15,4,0,0,0,3,0,0,55,594,105,4,0,0,0,0,0,0,0,10,118,25,0,0,0,0,0,0,0,0,7,27,7,0,0,0,0,0,0,0,0,0,7,136,4,0,0,0,0,0,0,0,14,157,4,0,0,0,0,0,0,0,0,20,21,646,22,8,0,0,0,3,0,0,86,772,11141,1177,1240,197,225,165,150,197,90,534,15124,1738,401,830,138,160,165,192,236,137,164,4163,148,34,59,9,24,25,54,98,69,112,629,27,4,3,0,0,0,0,0,3,10,49,1912,441,891,150,183,196,251,332,210,278,4838,45,6,4,0,0,0,0,0,3,49,110,13104,1616,2139,351,410,357,403,525,303,862,20075
CED317,0,0,0,0,8,1671,21,23,3,0,3,0,7,3,71,1792,235,3,0,0,0,0,0,0,0,28,265,191,0,0,0,0,0,0,0,0,14,208,142,0,0,0,0,0,0,0,0,10,152,6,0,0,0,0,0,0,0,0,0,6,337,0,0,0,0,0,0,0,0,24,368,0,0,0,0,0,0,0,0,0,0,0,577,3,0,0,0,0,0,0,0,60,633,7860,844,1062,270,281,194,164,199,130,472,11482,2329,433,1300,209,295,259,268,287,143,241,5762,510,41,65,10,29,36,54,117,60,149,1080,43,3,12,0,8,7,3,3,3,18,97,2886,484,1383,217,337,302,325,401,205,400,6939,31,4,0,0,0,0,0,0,3,78,120,10779,1331,2445,491,612,495,491,606,338,956,18543
CED318,0,0,0,3,4,1490,49,40,10,3,3,3,4,3,60,1676,266,14,7,0,0,3,0,0,0,24,318,86,0,3,0,0,0,0,0,0,7,99,36,5,0,3,0,4,0,0,0,8,49,0,0,0,0,0,0,0,0,0,3,0,125,3,7,3,0,4,0,0,0,11,156,3,0,0,0,0,0,0,0,0,0,9,391,16,7,3,0,3,0,0,0,43,471,12638,2341,2612,541,515,455,392,392,309,751,20955,3944,1564,3043,590,674,621,597,606,362,462,12461,439,165,362,136,108,182,177,170,201,253,2188,52,10,21,4,3,3,3,3,5,14,117,4427,1737,3425,735,783,803,780,776,569,728,14765,35,3,3,3,3,0,13,3,4,31,100,17105,4082,6049,1273,1295,1260,1184,1176,886,1517,35817
CED319,0,0,0,4,4,1552,47,20,8,10,6,4,3,0,66,1716,379,8,3,0,0,0,0,0,0,39,431,166,0,0,0,0,0,0,0,0,6,175,103,5,3,3,0,0,0,0,0,4,121,5,0,0,0,0,0,0,0,0,7,16,273,5,3,3,3,5,0,0,0,19,314,3,0,0,0,0,0,0,0,0,4,14,660,13,8,3,3,3,0,0,0,65,755,10270,2206,2748,555,560,379,371,333,179,539,18142,4381,1724,4635,779,865,917,979,805,468,329,15878,646,127,304,81,121,139,149,161,184,152,2058,54,10,26,4,3,8,7,3,3,19,141,5079,1859,4967,866,992,1063,1135,968,653,499,18081,22,0,8,0,0,4,8,0,0,119,169,15370,4059,7729,1420,1548,1449,1519,1305,837,1157,36391
CED320,0,0,0,4,14,1822,73,46,9,15,4,3,4,0,57,2036,438,22,5,0,3,0,0,3,0,19,488,79,3,0,0,0,0,0,0,0,4,88,22,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,104,3,0,0,0,0,0,0,0,4,108,9,0,0,0,0,0,0,0,0,3,15,549,22,6,0,0,0,0,3,0,24,610,12760,2201,2843,544,485,347,240,237,119,545,20315,2117,665,1152,277,284,177,161,225,140,170,5374,197,79,106,20,27,44,81,159,184,190,1094,40,8,14,3,0,0,4,12,3,7,82,2355,751,1270,298,308,224,251,392,333,367,6552,45,0,4,0,0,0,0,0,0,180,232,15155,2952,4126,842,789,571,489,627,454,1096,27095
CED321,0,0,0,0,3,998,13,3,4,0,3,3,0,0,45,1080,167,7,8,0,0,0,3,0,0,23,203,39,0,0,0,0,0,0,0,0,7,44,27,0,0,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,14,76,0,0,0,0,0,0,0,0,0,0,3,230,7,8,0,0,0,4,0,0,31,278,5834,542,708,171,158,145,100,77,41,386,8159,909,228,971,188,240,260,259,183,98,135,3472,124,20,72,13,18,37,48,72,37,80,517,11,0,8,3,8,0,4,0,0,3,39,1041,251,1052,207,264,295,315,256,130,215,4029,23,0,3,0,0,0,0,0,0,13,42,6894,797,1766,370,425,433,419,341,170,614,12230
CED322,0,0,0,3,13,2255,128,69,13,13,9,3,8,3,153,2652,630,33,20,3,0,0,0,3,0,97,789,161,6,0,0,0,0,0,0,0,43,213,43,0,3,0,0,0,0,0,0,5,58,3,0,0,0,0,0,0,0,0,5,8,207,8,3,0,0,0,0,0,3,57,277,7,0,0,0,0,0,0,0,0,0,13,847,45,21,3,0,0,0,3,3,148,1072,14145,3412,3949,677,664,546,511,510,313,832,25560,3949,1480,1926,365,399,420,538,539,253,332,10204,505,177,217,51,38,68,83,126,85,102,1451,52,4,9,3,6,3,0,3,0,9,92,4503,1656,2147,417,449,494,620,676,335,443,11742,37,4,4,0,0,0,0,7,3,14,68,18686,5079,6101,1097,1111,1037,1132,1192,651,1287,37376
CED323,0,0,0,4,16,2869,119,85,4,20,10,15,7,12,151,3291,734,20,6,6,0,0,0,3,3,107,876,259,3,0,0,0,0,0,0,0,36,308,81,4,0,0,0,0,0,0,0,13,100,0,0,0,0,0,0,0,0,0,0,4,338,5,0,0,0,0,0,0,0,56,406,3,0,0,0,0,0,0,0,0,5,14,1082,28,9,3,0,0,3,3,3,168,1293,15792,3265,3589,815,761,700,679,717,493,996,27800,5874,1900,3524,635,817,1123,1486,1438,877,672,18347,846,256,377,96,160,219,287,363,380,404,3387,39,13,17,5,3,8,9,8,4,21,140,6763,2170,3923,741,984,1347,1786,1816,1259,1091,21873,41,4,6,0,0,3,7,4,3,87,159,22600,5437,7520,1552,1743,2050,2464,2538,1761,2177,49837
CED324,0,0,0,5,9,1782,91,63,6,12,11,11,15,3,90,2081,312,3,0,0,0,0,0,0,0,39,351,188,4,7,0,0,0,0,0,0,12,210,199,18,3,0,3,0,0,0,0,27,249,0,0,0,0,0,0,0,0,0,0,3,383,25,5,0,3,0,0,3,4,42,465,3,0,0,0,0,0,0,0,0,10,14,704,26,7,0,3,0,0,3,4,82,829,9295,2090,2188,463,497,398,414,409,247,483,16480,10104,5134,8617,1735,1910,2332,2546,2325,1276,882,36867,2698,952,1518,342,511,787,712,884,661,781,9835,64,33,48,12,11,10,13,22,14,14,246,12866,6114,10188,2088,2432,3129,3280,3231,1951,1676,46945,25,4,17,6,0,0,7,3,5,49,107,22185,8211,12390,2558,2926,3523,3699,3638,2198,2210,63534
CED325,0,0,0,26,33,1847,87,69,11,25,11,11,14,4,91,2161,308,3,3,0,3,0,0,0,0,40,354,128,0,0,0,0,0,3,0,0,14,155,154,10,3,0,0,0,0,0,0,5,183,3,0,0,0,0,0,0,0,0,0,3,285,15,4,3,0,4,0,0,0,25,340,6,0,0,0,0,0,0,0,0,26,35,598,11,9,3,3,7,0,0,0,91,726,11701,2994,3648,692,775,637,396,408,172,586,22009,9758,3963,6655,1139,1128,1187,899,767,376,550,26424,3234,631,1156,225,268,380,340,372,301,286,7187,84,36,61,11,14,15,12,19,10,23,280,13071,4629,7874,1374,1402,1584,1247,1163,686,859,33894,38,7,9,0,3,4,3,0,8,585,659,24807,7629,11530,2064,2181,2228,1648,1568,857,2035,56553
CED326,0,0,0,12,29,2184,89,74,10,11,9,9,12,3,97,2502,582,13,9,0,0,0,0,5,3,56,672,110,3,0,0,0,0,0,0,0,10,127,26,0,5,0,0,0,0,0,0,5,42,4,0,0,0,0,0,0,0,0,4,3,143,3,5,0,0,0,0,0,0,22,173,3,0,0,0,0,0,0,0,0,25,30,732,14,14,3,0,0,0,5,3,110,880,13591,3023,4895,992,1009,733,564,511,259,755,26328,3785,1874,4327,705,729,606,452,453,249,295,13468,371,125,189,36,57,59,58,97,134,101,1233,42,16,18,3,3,0,3,3,3,11,102,4187,2011,4533,747,788,669,513,555,389,399,14793,43,3,8,0,3,0,0,0,0,76,134,17824,5038,9436,1740,1801,1400,1077,1064,654,1234,41261
CED327,0,0,0,3,19,1735,102,66,8,16,9,9,6,4,92,2048,298,5,3,0,0,3,0,0,0,53,365,94,0,3,0,0,0,0,0,0,12,112,134,3,5,0,3,0,3,0,0,14,165,4,0,0,0,0,0,0,0,0,3,4,236,7,5,0,3,0,3,0,0,31,286,0,0,0,0,0,0,0,0,0,3,7,535,14,14,0,3,3,3,0,0,87,654,13407,3405,3861,669,795,597,516,438,229,793,24716,10146,5439,8575,1384,1448,1741,1277,1080,571,660,32324,1980,700,1511,376,425,769,518,585,554,437,7861,100,53,86,16,9,19,13,12,13,26,359,12225,6190,10178,1781,1880,2534,1805,1677,1139,1124,40545,47,9,18,3,6,4,3,4,0,48,143,25679,9608,14056,2450,2686,3138,2324,2120,1365,1970,65402
CED328,0,0,0,12,15,1406,50,41,6,9,8,8,5,9,64,1601,355,19,16,0,0,3,0,3,0,23,422,112,3,0,0,0,0,0,0,0,9,131,41,4,0,0,0,0,0,0,0,3,50,3,0,0,0,0,0,0,0,0,0,5,158,5,0,4,3,0,0,0,0,10,187,9,0,0,0,0,0,0,0,0,17,27,528,24,16,3,3,0,0,3,0,55,636,12346,3500,3751,816,741,639,613,568,474,554,23996,4168,2075,3310,780,1037,1258,1644,2113,1638,441,18466,345,81,179,46,77,99,184,310,353,150,1826,32,11,17,3,9,6,3,11,11,16,111,4545,2166,3505,831,1127,1368,1827,2437,2000,603,20394,24,4,0,0,0,3,0,0,0,41,78,16912,5667,7263,1643,1869,2007,2438,3008,2469,1195,44471
