CED_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
CED315,932,4379,570,5871,995,5304,846,7150,1688,9208,1228,12127,1748,7607,906,10266,1863,7294,908,10068,1365,6291,761,8425,1013,4104,577,5691,373,1754,293,2421,49,587,122,750,10029,46535,6207,62777,1153,3893,497,5532,1334,4854,530,6721,2324,9177,875,12385,2589,7446,739,10776,2166,7453,781,10403,1658,6335,660,8657,1182,3934,576,5698,483,2092,382,2961,61,1015,160,1237,12954,46214,5211,64372,2079,8265,1063,11409,2333,10163,1381,13875,4020,18391,2105,24511,4341,15060,1648,21042,4034,14749,1690,20476,3026,12629,1428,17082,2194,8042,1153,11391,855,3852,679,5381,109,1601,279,1988,22982,92750,11421,127151
CED316,674,3076,384,4131,453,2567,295,3320,809,5001,556,6359,1286,5142,583,7011,1430,6247,696,8376,1632,7084,839,9557,1665,7656,991,10317,723,4078,701,5499,83,1139,315,1538,8755,41988,5363,56106,759,2857,375,3991,484,2545,261,3294,1219,5320,502,7046,1909,5428,535,7877,2002,6744,667,9411,2239,7721,783,10748,2121,7472,1029,10618,840,4142,861,5841,115,1740,431,2290,11689,43974,5440,61100,1428,5931,756,8121,940,5118,556,6616,2030,10320,1052,13401,3193,10564,1125,14885,3432,12985,1362,17785,3864,14807,1625,20305,3786,15133,2021,20932,1564,8221,1563,11345,199,2881,746,3830,20446,85962,10804,117208
CED317,812,3380,742,4927,529,3270,682,4484,1272,6485,1413,9170,1914,5988,1201,9101,2230,7224,1283,10732,2049,7571,1233,10849,1517,5830,1082,8427,614,2823,659,4096,81,839,188,1114,11011,43416,8483,62906,900,2972,657,4532,707,2838,444,3985,1941,6242,944,9131,2979,5462,899,9336,2913,6709,1042,10653,2513,6632,1004,10155,1921,4686,909,7508,738,2501,592,3843,141,1202,249,1587,14745,39252,6742,60737,1711,6351,1403,9459,1237,6109,1122,8470,3218,12730,2359,18307,4890,11448,2099,18440,5139,13929,2321,21391,4565,14206,2236,21006,3439,10514,1991,15939,1356,5327,1251,7931,224,2043,434,2703,25759,82668,15220,123642
CED318,894,3908,775,5576,696,3798,671,5166,1638,8516,1458,11607,2096,8497,1310,11903,2279,8728,1421,12435,1857,7739,1200,10805,1137,5196,897,7228,351,1989,428,2766,52,520,155,723,11001,48902,8308,68215,1012,3525,676,5216,889,3801,663,5346,2191,9118,1447,12755,3348,8615,1246,13203,3157,8480,1253,12894,2257,7333,1075,10660,1392,4375,765,6533,451,1854,460,2770,69,936,272,1278,14750,48049,7850,70654,1901,7434,1452,10792,1589,7599,1331,10517,3829,17634,2902,24364,5442,17114,2550,25105,5439,17209,2677,25324,4116,15074,2276,21463,2526,9574,1656,13764,798,3847,887,5533,115,1461,422,1998,25757,96949,16161,138861
CED319,851,3233,240,4317,724,4245,387,5358,1471,10055,812,12347,2069,8515,636,11225,2054,7396,580,10026,1391,6198,422,8013,1143,4060,349,5546,537,2365,290,3193,96,1030,228,1358,10336,47107,3942,61385,989,2995,221,4209,1039,4017,351,5406,2117,9851,750,12721,3040,8038,542,11622,2736,7250,506,10492,1807,6357,455,8620,1527,4402,396,6329,766,3144,527,4434,127,1854,632,2606,14148,47901,4380,66429,1842,6225,460,8532,1764,8259,738,10766,3590,19904,1566,25063,5107,16556,1174,22845,4787,14644,1088,20522,3195,12559,877,16629,2670,8462,742,11878,1303,5511,811,7626,221,2883,857,3961,24485,95011,8323,127817
CED320,714,4171,442,5324,445,4075,524,5045,917,7607,1023,9548,1361,7422,874,9663,1367,7940,767,10074,1288,7237,761,9286,1429,6104,766,8303,526,2755,504,3784,66,782,316,1161,8115,48092,5975,62181,918,3934,380,5231,646,4004,347,4990,1569,7695,680,9943,2349,7262,632,10244,2043,8190,634,10873,1844,7484,738,10060,1812,6039,756,8605,563,2730,605,3901,73,998,560,1637,11807,48337,5336,65479,1631,8105,819,10550,1092,8073,870,10037,2480,15306,1704,19486,3714,14692,1510,19907,3408,16128,1401,20945,3127,14726,1494,19348,3243,12143,1525,16914,1088,5484,1111,7683,139,1777,877,2794,19920,96428,11314,127659
CED321,989,2967,611,4564,643,2895,377,3918,1541,5562,899,8003,2314,5093,854,8260,2683,6242,1041,9962,2411,6899,1049,10355,1984,5832,1116,8927,802,2893,639,4342,110,895,223,1221,13490,39268,6798,59558,968,2591,531,4086,752,2714,323,3780,2288,5368,679,8335,3401,4710,735,8844,3266,5912,860,10039,2848,6339,942,10126,2447,4815,951,8216,978,2732,653,4360,173,1411,316,1902,17121,36587,5993,59698,1955,5555,1143,8654,1391,5606,698,7701,3831,10925,1578,16335,5714,9803,1591,17101,5951,12152,1896,20005,5255,13238,1987,20483,4436,10640,2064,17140,1786,5624,1292,8699,281,2303,541,3128,30610,75857,12791,119257
CED322,849,3574,309,4725,674,3483,345,4505,1083,7310,719,9108,1500,7689,695,9885,1610,7343,641,9592,1219,6609,637,8467,1103,5388,615,7097,496,2846,457,3804,89,1016,377,1483,8628,45261,4784,58668,1014,3299,325,4635,903,3361,313,4578,1506,7685,730,9925,2412,7905,688,11001,2233,7941,633,10808,1649,7561,707,9925,1425,5657,636,7716,585,3107,670,4360,106,1689,709,2507,11821,48208,5419,65449,1859,6872,630,9365,1580,6844,666,9085,2587,15000,1446,19037,3906,15597,1377,20879,3850,15285,1267,20401,2873,14177,1347,18390,2525,11043,1253,14814,1082,5948,1126,8157,196,2712,1081,3983,20448,93466,10201,124120
CED323,709,3134,573,4416,738,4741,661,6143,1278,10078,1411,12772,1340,8207,996,10547,1387,7723,1011,10121,1156,7015,938,9111,1038,6171,848,8053,452,3178,595,4220,78,1122,303,1499,8171,51368,7339,66886,920,3021,421,4358,1060,4811,696,6574,1609,10065,1258,12938,1925,7614,911,10450,1937,7947,993,10879,1640,7381,938,9959,1447,6296,856,8600,576,3466,734,4779,105,1824,542,2478,11214,52422,7366,71009,1623,6151,999,8779,1803,9554,1363,12716,2887,20143,2675,25709,3261,15824,1913,20998,3324,15673,2009,21003,2798,14397,1874,19071,2484,12466,1706,16654,1028,6647,1327,8998,182,2945,844,3976,19390,103791,14712,137892
CED324,990,3626,352,4967,1192,6031,476,7696,1948,11754,927,14627,2080,8446,620,11154,1983,6743,520,9235,1438,5611,432,7489,1078,3863,371,5308,461,1928,270,2661,89,809,167,1062,11258,48807,4131,64197,1192,3222,267,4677,1596,5213,437,7252,2405,10908,800,14107,2900,7635,574,11111,2558,6615,540,9716,1724,5953,414,8098,1411,3965,409,5782,564,2380,330,3269,104,1562,316,1983,14456,47450,4088,65987,2181,6850,613,9647,2789,11246,915,14951,4347,22657,1730,28735,4980,16076,1199,22256,4540,13358,1053,18947,3164,11568,848,15581,2487,7823,776,11087,1023,4303,600,5936,196,2368,481,3046,25711,96259,8223,130188
CED325,927,4433,580,5942,765,4335,809,5907,1330,9035,1786,12149,1772,8749,1462,11986,1676,7960,1060,10690,1240,6082,663,7986,866,3606,475,4949,296,1507,286,2088,33,467,129,628,8912,46165,7248,62332,1108,4012,446,5564,992,4134,479,5609,1928,9598,1047,12573,2607,8584,831,12019,2158,8119,728,10999,1452,6157,522,8126,1065,3722,483,5268,346,1865,376,2588,60,715,373,1142,11704,46899,5276,63881,2038,8443,1027,11505,1758,8470,1284,11513,3254,18633,2829,24718,4381,17330,2296,24005,3834,16074,1786,21689,2689,12236,1189,16108,1931,7330,950,10214,640,3367,663,4674,92,1180,499,1774,20616,93066,12528,126209
CED326,754,3880,350,4991,577,3922,302,4799,1100,8375,682,10163,1639,8541,731,10912,1600,8081,678,10352,1195,6641,520,8360,1232,5273,546,7052,586,2651,440,3674,92,983,277,1356,8773,48356,4525,61656,884,3544,328,4756,749,3789,286,4821,1704,8836,678,11216,2522,8683,662,11868,2139,8207,619,10963,1689,7260,529,9486,1764,5790,614,8170,786,3356,675,4820,126,1836,583,2550,12365,51306,4976,68650,1642,7427,684,9752,1320,7708,590,9616,2803,17218,1358,21379,4158,17228,1391,22780,3734,16287,1291,21320,2888,13901,1049,17841,2998,11062,1165,15223,1367,6014,1112,8495,223,2820,857,3901,21134,99662,9499,130302
CED327,866,5050,573,6488,782,5335,479,6589,1537,11306,988,13830,1908,9667,848,12418,1486,8218,737,10442,1141,7089,570,8804,838,4691,477,6001,245,1682,247,2181,21,517,85,624,8813,53557,4998,67371,967,4605,489,6055,1029,4749,466,6247,2170,11487,976,14635,2633,9425,821,12882,2047,8550,698,11304,1518,7394,616,9527,1049,4593,460,6099,256,1910,275,2448,24,975,115,1109,11695,53689,4916,70300,1829,9652,1061,12542,1811,10078,941,12837,3708,22797,1958,28463,4532,19092,1669,25298,3535,16775,1438,21742,2662,14481,1185,18330,1885,9283,932,12097,508,3594,521,4621,51,1490,199,1738,20510,107244,9912,137672
CED328,1471,4367,267,6106,1767,6010,463,8237,1762,7996,634,10386,2360,7239,496,10099,2681,6579,459,9715,1789,5240,374,7403,1532,3873,284,5692,632,1811,221,2663,123,718,133,978,14103,43836,3333,61275,1891,4044,268,6196,2546,5405,475,8430,2210,7525,576,10303,3616,7039,423,11079,3441,6556,384,10379,2150,5697,365,8214,1846,4096,312,6249,752,2125,306,3183,124,1381,388,1896,18573,43865,3492,65930,3362,8407,537,12305,4308,11416,937,16664,3966,15519,1210,20694,5975,14283,917,21173,6122,13133,842,20093,3938,10937,743,15618,3375,7973,595,11939,1385,3934,526,5843,248,2102,525,2868,32680,87697,6829,127205
CED329,749,3082,414,4244,391,2419,361,3173,798,4466,669,5934,1433,5416,848,7696,1941,6820,924,9684,2120,7976,968,11069,2154,7287,1064,10506,759,3318,675,4749,105,982,267,1351,10448,41772,6194,58412,818,2701,389,3913,468,2173,233,2873,1252,4538,429,6215,2383,5315,594,8292,2753,7303,771,10830,2831,7955,894,11675,2626,6497,953,10079,888,3125,733,4749,154,1394,499,2043,14170,41008,5490,60671,1568,5785,802,8152,856,4599,591,6046,2044,9010,1102,12156,3812,10734,1446,15987,4691,14123,1695,20511,4952,15937,1863,22748,4784,13787,2013,20585,1646,6442,1405,9494,260,2374,761,3396,24619,82779,11680,119082
CED330,871,4106,611,5591,542,3415,392,4350,917,6415,854,8188,1721,7547,887,10154,1944,8601,1011,11550,1579,7385,868,9835,1349,5457,751,7559,497,2148,375,3017,59,600,146,806,9476,45669,5899,61049,1100,3717,549,5371,813,3238,348,4404,1467,6551,668,8685,2868,7289,804,10960,2733,8366,894,11991,2026,6900,802,9729,1675,4829,641,7150,544,2016,436,2995,72,896,240,1211,13296,43807,5389,62484,1967,7820,1164,10954,1350,6655,743,8755,2382,12965,1519,16871,4593,14838,1683,21112,4680,16966,1904,23543,3599,14285,1673,19566,3026,10282,1391,14701,1040,4162,806,6013,131,1504,385,2018,22773,89476,11285,123530
CED394,33,133,46,212,56,380,123,559,151,794,351,1288,79,559,329,964,96,596,282,975,117,772,260,1147,124,816,188,1120,21,163,42,225,4,13,3,19,673,4222,1610,6509,31,134,40,203,76,377,118,576,147,637,223,1005,91,289,132,514,83,457,145,688,147,884,195,1224,85,598,119,798,15,104,38,153,3,13,5,18,680,3484,1014,5179,65,268,84,408,135,752,244,1133,295,1427,574,2293,171,852,461,1485,178,1058,424,1663,268,1659,446,2373,208,1410,304,1916,32,266,83,381,3,22,11,44,1353,7707,2624,11693
CED397,0,0,0,3,3,0,0,3,0,3,0,4,0,9,3,7,3,8,0,10,0,8,0,7,4,10,0,13,0,5,0,7,0,0,0,0,8,43,6,65,0,5,0,5,0,5,0,4,0,3,0,6,0,4,3,3,3,10,0,7,0,17,6,19,0,16,4,16,0,7,0,7,0,0,3,0,8,62,14,81,0,6,0,11,3,5,3,11,0,8,0,11,0,8,3,14,5,12,0,24,0,25,5,30,4,24,7,33,0,11,0,16,0,0,3,4,18,109,21,144
CED401,1004,3496,310,4808,1405,5929,544,7882,2341,11135,1172,14649,2102,8193,827,11120,2210,7188,787,10188,1902,6662,638,9202,1536,4340,484,6354,617,2288,273,3171,127,1236,152,1520,13243,50464,5190,68900,1120,3171,273,4565,1972,5257,475,7702,2666,10527,891,14083,2603,7321,575,10499,2629,6919,568,10111,2280,6744,564,9584,2004,4537,514,7062,719,3024,409,4150,170,2307,289,2775,16171,49810,4550,70535,2126,6662,584,9373,3375,11186,1021,15585,5009,21662,2063,28731,4702,15519,1394,21621,4844,14106,1354,20301,4176,13410,1201,18789,3541,8880,998,13416,1332,5310,680,7323,300,3545,444,4292,29417,100276,9745,139437
CED402,1046,3023,497,4570,718,2932,355,4009,1576,5760,825,8161,2404,5387,896,8682,2912,6767,925,10605,2885,7055,809,10749,2652,5358,883,8898,1094,2727,567,4390,188,1080,272,1535,15483,40087,6029,61597,1209,2695,400,4304,711,2586,240,3544,1969,5352,466,7786,3173,4814,503,8488,3374,6315,667,10362,3202,6538,706,10447,3005,4859,778,8643,1280,3000,657,4939,263,1803,470,2534,18184,37959,4899,61042,2256,5721,901,8878,1429,5523,603,7553,3548,11106,1295,15951,5577,10194,1398,17175,6291,13083,1593,20964,6093,13588,1510,21194,5651,10219,1663,17539,2376,5725,1227,9327,452,2878,738,4071,33664,78048,10927,122642
CED403,1044,3386,237,4667,986,3551,198,4734,1444,6411,380,8234,2043,6576,374,8996,2426,6523,450,9395,2161,6430,443,9038,2094,4696,393,7188,942,2480,333,3756,201,1322,200,1730,13342,41374,3022,57741,1287,3181,185,4656,1268,3239,187,4701,1730,6651,375,8758,2916,6302,323,9542,3004,6903,395,10308,2415,7145,404,9962,2460,4990,488,7940,1086,3166,443,4696,268,2532,378,3181,16440,44110,3185,63739,2333,6564,429,9325,2247,6796,390,9434,3173,13057,756,16992,4963,12878,697,18541,5434,13422,843,19703,4574,13574,845,18997,4556,9690,886,15127,2033,5644,775,8454,466,3851,586,4909,29781,85493,6207,121475
CED404,921,2688,502,4115,739,2581,430,3748,1697,5461,1022,8178,2197,4908,894,7992,2807,6448,1014,10271,2893,6968,1019,10874,2487,5401,919,8806,1009,2712,603,4320,177,961,235,1366,14925,38121,6621,59670,932,2331,447,3713,705,2403,307,3420,2115,5101,655,7868,2907,4276,591,7765,3086,5892,768,9747,3076,6280,848,10209,2913,4661,815,8387,1180,2802,640,4622,237,1593,420,2241,17152,35334,5487,57973,1850,5020,952,7824,1451,4986,734,7175,3812,10558,1671,16049,5097,9181,1481,15764,5895,12342,1776,20014,5966,13241,1866,21078,5395,10060,1733,17194,2193,5510,1245,8947,410,2551,653,3613,32077,73454,12112,117645
CED405,749,3074,233,4061,884,4183,264,5336,1591,8634,632,10851,1720,7330,516,9562,1924,7443,525,9890,1613,6728,481,8824,1574,4985,465,7020,809,3103,389,4294,165,1532,298,1992,11035,47005,3798,61836,882,2885,194,3964,1129,3925,272,5327,1968,8595,595,11158,2304,6789,473,9567,2268,7249,466,9978,1970,7362,518,9851,1923,5644,522,8087,929,4140,593,5660,202,2883,610,3696,13580,49482,4230,67294,1636,5959,429,8022,2019,8113,535,10666,3564,17229,1225,22010,4021,14125,988,19129,4194,14687,986,19871,3583,14083,1005,18674,3496,10629,980,15105,1735,7242,978,9958,374,4419,907,5693,24622,96484,8030,129134
CED406,657,3575,315,4552,613,3697,251,4567,1122,8000,526,9650,1603,7326,521,9455,1603,7374,526,9508,1477,6811,518,8807,1442,5081,471,6992,504,2321,382,3205,79,834,192,1107,9100,45033,3708,57843,901,3212,309,4431,777,3492,228,4499,1609,7845,507,9959,2405,6974,488,9862,2042,7534,503,10086,1811,7575,507,9895,1730,5430,564,7723,572,2606,485,3661,81,1391,345,1814,11927,46062,3938,61928,1564,6794,626,8980,1391,7192,485,9062,2736,15843,1034,19610,4004,14304,1009,19318,3644,14913,1033,19590,3286,14394,1024,18704,3174,10514,1032,14712,1076,4925,865,6869,155,2227,539,2917,21025,91092,7648,119764
CED407,733,3800,258,4791,781,4107,270,5156,1206,8183,720,10114,1739,7776,669,10182,1714,7639,554,9908,1304,6672,362,8338,1503,5029,384,6922,569,2623,337,3532,77,917,157,1149,9630,46740,3718,60091,847,3345,256,4447,884,3454,186,4531,1657,8070,501,10223,2427,7163,426,10015,1947,7871,414,10230,1611,7385,418,9413,1733,5636,462,7835,598,3083,406,4085,94,1525,248,1865,11802,47522,3331,62655,1583,7140,515,9238,1662,7568,455,9686,2865,16259,1221,20342,4167,14932,1093,20198,3662,15503,973,20136,2913,14058,781,17752,3240,10663,855,14758,1168,5707,741,7620,175,2439,408,3013,21429,94262,7052,122745
CED408,1081,2927,391,4391,670,2493,214,3384,1164,4251,360,5773,2189,5050,483,7718,2845,6307,568,9718,2766,6854,659,10285,3009,5632,619,9268,1171,2726,437,4338,180,1051,207,1439,15071,37298,3942,56307,1217,2545,352,4116,863,2090,154,3108,1545,4293,328,6169,3234,4855,425,8517,3536,6276,525,10341,3337,6954,657,10944,3457,5529,666,9651,1232,2758,532,4520,202,1623,317,2144,18620,36919,3958,59501,2293,5472,742,8507,1534,4587,371,6492,2704,8545,691,11939,5422,9906,909,16234,6376,12582,1095,20052,6104,13806,1317,21226,6468,11159,1283,18915,2407,5483,966,8858,379,2675,523,3578,33686,74215,7906,115807
CED409,633,4169,413,5215,704,4621,341,5666,1381,10022,690,12095,1569,8680,648,10902,1568,9110,681,11352,1310,7907,598,9819,951,4729,514,6192,337,2528,363,3228,53,1089,159,1300,8516,52860,4404,65776,755,3864,330,4946,880,4443,302,5620,1719,10072,642,12432,2064,8311,546,10920,1926,9180,599,11706,1620,7997,605,10216,1093,4994,551,6639,427,3481,437,4340,90,1921,311,2318,10566,54254,4315,69140,1386,8032,745,10164,1583,9062,649,11289,3105,20096,1334,24527,3636,16996,1195,21823,3491,18286,1279,23055,2929,15900,1203,20034,2049,9726,1061,12835,760,6009,796,7564,150,3006,464,3618,19080,107115,8721,134917
CED410,929,3410,227,4569,784,3794,179,4756,1437,7381,403,9212,1870,7027,418,9313,2169,7119,463,9747,1602,5968,355,7927,1820,4568,347,6735,979,3194,394,4557,194,1547,215,1949,11770,44009,2989,58767,1168,3247,206,4617,1071,3312,148,4537,1752,7457,382,9592,2606,6905,371,9889,2556,7300,360,10221,2120,6725,373,9225,2404,5521,472,8397,1117,4169,539,5818,270,2948,385,3603,15061,47593,3237,65894,2091,6659,434,9184,1857,7103,326,9294,3189,14837,776,18806,4480,13935,786,19204,4722,14420,827,19962,3721,12700,729,17149,4217,10096,820,15135,2091,7361,931,10377,462,4491,603,5555,26836,91600,6231,124662
CED411,837,4299,548,5679,776,4638,401,5813,1353,8830,818,11001,1703,7524,746,9970,1991,8505,764,11253,1756,7537,780,10073,1434,4711,625,6776,559,2585,451,3599,91,938,213,1241,10503,49567,5341,65416,998,3892,443,5340,919,4354,401,5680,1813,9031,744,11588,2537,6927,601,10065,2417,8386,702,11503,2008,7179,661,9852,1724,4722,631,7074,679,3002,615,4294,134,1537,296,1961,13230,49031,5093,67353,1835,8189,990,11016,1699,8992,799,11492,3164,17860,1564,22590,4243,14450,1347,20039,4408,16884,1459,22759,3763,14718,1446,19924,3157,9436,1258,13852,1234,5592,1062,7894,223,2475,502,3201,23735,98598,10439,132763
CED494,15,62,16,95,26,105,36,161,39,243,73,349,29,165,80,280,26,152,102,282,33,143,63,239,13,121,36,168,3,36,3,43,0,9,0,13,179,1043,411,1627,15,47,14,80,12,70,13,99,35,136,41,209,22,77,38,140,17,133,49,192,28,116,28,164,18,67,15,97,0,18,0,21,0,5,0,7,145,670,203,1016,22,111,37,173,34,177,54,266,70,379,108,556,56,245,124,421,42,283,147,474,56,261,85,403,32,185,51,271,3,46,4,59,0,21,3,22,321,1712,614,2648
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
CED501,778,4086,516,5385,569,4525,748,5840,1269,9905,1582,12749,1544,8791,1264,11589,1387,8517,1075,10976,920,6183,658,7760,765,4074,542,5381,303,2097,389,2793,44,596,170,811,7569,48772,6945,63286,927,3779,416,5122,757,4310,473,5546,1952,10102,998,13048,2436,8381,746,11564,1882,8246,745,10877,1220,6164,576,7963,924,4188,520,5634,407,2254,505,3165,62,905,259,1232,10569,48331,5245,64147,1711,7864,937,10509,1323,8838,1222,11385,3218,20002,2578,25801,3975,17171,2004,23156,3266,16760,1817,21851,2140,12351,1232,15721,1686,8262,1068,11015,709,4352,891,5955,104,1500,428,2037,18139,97106,12187,127434
CED502,869,4321,405,5597,748,4724,541,6013,1568,11188,1281,14043,1881,9643,1081,12600,1642,8229,788,10658,1087,6487,546,8122,784,4229,427,5444,304,1833,306,2443,40,532,156,727,8929,51188,5517,65635,1060,3902,349,5306,969,4326,331,5624,2104,11199,756,14055,2594,9025,643,12258,1999,8127,537,10661,1314,6900,521,8740,938,4291,460,5687,368,2108,415,2890,42,791,277,1112,11385,50668,4282,66334,1932,8222,749,10904,1718,9048,871,11633,3672,22389,2034,28094,4471,18668,1719,24861,3641,16355,1324,21317,2404,13393,1062,16860,1724,8521,885,11129,671,3936,724,5331,84,1320,429,1842,20315,101855,9798,131971
CED503,788,3316,381,4486,474,3276,312,4060,963,6555,763,8279,1437,6307,810,8554,1624,7297,848,9770,1268,6774,752,8795,1424,5970,744,8136,627,3166,565,4360,97,932,237,1267,8703,43588,5413,57704,942,3115,333,4390,672,3073,253,3992,1475,6664,561,8697,2425,6044,574,9041,2182,7166,644,9988,1701,7204,655,9553,1679,5796,724,8197,670,3275,673,4612,89,1305,321,1717,11828,43633,4729,60192,1730,6437,714,8882,1142,6348,562,8051,2442,13219,1320,16981,3865,12351,1385,17601,3811,14457,1490,19755,2967,13971,1408,18346,3095,11763,1471,16328,1295,6443,1237,8972,190,2235,555,2976,20529,87225,10142,117896
CED504,839,4155,371,5366,656,4107,321,5080,1051,8875,641,10565,1580,8459,603,10648,1528,7886,625,10036,903,6313,462,7683,677,4091,355,5118,264,1721,229,2219,36,554,88,679,7539,46157,3700,57396,1014,3634,270,4923,844,3536,259,4640,1521,8711,573,10800,2348,7960,454,10760,1847,7858,515,10217,1082,6568,414,8064,820,4244,383,5448,270,2196,310,2779,45,998,126,1177,9787,45709,3315,58814,1852,7792,642,10291,1498,7641,587,9722,2570,17589,1210,21368,3931,16421,1059,21411,3372,15741,1138,20253,1991,12884,874,15747,1493,8336,736,10569,536,3914,546,4999,81,1556,215,1850,17324,91872,7014,116205
CED505,1576,2738,256,4562,1289,3470,312,5069,1842,7678,962,10488,2050,6319,692,9062,2732,5772,621,9128,1923,5309,552,7782,1477,3848,473,5797,759,2178,320,3263,130,997,184,1316,13780,38307,4366,56458,1929,2319,243,4487,1550,3007,300,4862,2350,7679,942,10970,3064,6059,558,9683,3590,5794,561,9948,2254,5565,555,8374,1835,4169,472,6475,949,2817,495,4265,197,1880,434,2507,17720,39289,4562,61565,3499,5053,491,9050,2846,6473,616,9936,4190,15360,1902,21453,5111,12380,1244,18743,6324,11562,1187,19069,4175,10875,1104,16151,3310,8018,942,12270,1710,4992,824,7523,331,2876,616,3824,31498,77598,8927,118026
CED506,863,3237,851,4953,724,3766,893,5385,2547,11370,3120,17030,3192,9795,2672,15662,3167,9416,2331,14915,2276,7861,1671,11812,1325,4177,843,6339,499,1598,436,2537,101,478,163,735,14691,51699,12981,79372,856,2777,710,4340,829,3331,638,4803,3186,8908,1852,13947,3940,6747,1421,12103,3272,6908,1452,11641,2320,5987,1078,9389,1456,3116,654,5233,607,1403,429,2440,98,626,184,908,16575,39807,8416,64802,1722,6012,1558,9290,1555,7097,1538,10185,5731,20272,4971,30981,7132,16547,4092,27767,6437,16328,3786,26557,4603,13847,2754,21203,2780,7297,1493,11573,1110,3002,865,4975,193,1103,346,1639,31264,91509,21395,144177
