CED_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
CED234,0,10,0,0,0,0,0,0,0,13,16,74,0,0,0,0,0,3,3,102,149,251,19,13,23,9,3,13,3,480,8,21,3,0,0,0,0,0,0,30,62,242,12,22,17,3,0,4,4,365,18,27,0,3,3,0,0,4,0,67,671,1324,141,130,101,73,53,113,17,2620,0,0,3,5,0,3,5,3,0,22,377,200,123,83,52,38,55,83,13,1027,406,225,234,163,82,73,66,131,18,1388,2028,258,4475,359,258,433,1162,1563,158,10697,45,12,36,29,12,34,38,95,0,299,118,33,71,43,14,43,66,93,4,487,37,26,28,15,6,5,13,34,5,172,202,44,160,36,27,55,150,216,103,999,4144,2737,5303,902,598,775,1617,2349,337,18762,3,18,0,0,0,0,0,0,0,24,9,62,3,4,3,0,0,0,0,88,107,389,7,32,43,10,0,16,4,607,10,24,0,4,3,0,0,0,0,43
CED235,4,19,0,0,4,3,0,0,0,32,36,250,6,8,6,3,0,0,4,311,380,814,124,103,192,110,144,94,28,1984,15,47,0,8,14,4,6,3,3,104,95,221,21,23,38,6,17,15,5,444,26,32,5,10,5,0,3,0,0,87,1032,2564,526,407,602,368,434,343,96,6374,4,3,3,3,3,4,8,8,3,35,345,308,395,181,163,133,204,136,24,1895,400,323,512,293,233,180,268,203,34,2447,959,286,5164,479,474,433,1034,966,149,9941,31,15,36,35,36,27,62,61,3,309,79,54,102,62,51,58,126,96,15,651,47,53,70,26,13,27,51,41,13,334,72,79,189,55,45,61,150,152,89,889,3522,5070,7158,1690,1886,1421,2499,2132,468,25846,0,35,0,5,7,0,0,0,0,47,11,155,6,6,18,3,0,0,3,196,170,861,51,172,219,93,16,73,10,1682,7,76,0,8,14,0,0,0,3,115
CED236,3,12,0,0,0,3,0,0,0,16,16,93,3,0,3,0,0,0,0,121,136,219,17,10,18,5,0,6,7,425,8,15,4,0,0,0,0,0,0,25,52,191,17,16,11,3,6,8,6,313,29,34,7,8,7,0,0,0,4,78,621,1370,132,141,110,80,40,134,32,2668,3,0,0,3,0,3,0,3,0,15,405,199,106,118,42,45,52,59,16,1043,340,170,172,181,82,67,62,100,24,1185,2112,254,4219,455,231,367,1141,1258,142,10182,65,16,38,28,19,30,44,87,0,331,123,34,52,58,16,32,83,91,4,505,46,22,23,8,4,10,18,24,7,165,236,44,149,46,20,36,151,191,70,949,4186,2673,4951,1072,564,688,1609,1971,317,18032,7,17,0,0,0,0,0,0,0,27,21,81,0,3,0,0,0,0,0,100,89,390,11,24,35,4,0,3,7,559,9,32,0,0,0,0,0,0,0,42
CED237,10,44,3,0,0,0,0,0,0,57,88,832,13,10,22,6,6,7,3,984,714,1965,188,178,292,157,135,173,62,3859,19,79,9,6,9,3,3,12,8,151,182,706,43,53,77,26,15,13,9,1122,46,107,16,22,20,3,4,0,0,220,1924,5692,870,663,1056,632,403,543,154,11937,4,3,7,4,3,7,0,3,0,33,298,443,401,180,167,139,117,115,22,1879,421,493,621,246,251,172,151,196,30,2586,760,360,3609,484,373,305,516,661,130,7175,25,26,42,40,22,19,28,45,3,250,78,62,84,59,63,61,47,54,3,515,47,110,57,23,21,21,42,19,12,350,72,90,134,43,48,49,82,81,105,710,4686,10998,6084,2015,2422,1603,1559,1925,546,31835,13,60,3,4,10,3,0,5,3,98,83,780,14,4,31,9,0,4,11,938,587,2534,71,276,449,112,5,72,51,4156,25,132,11,13,28,4,0,3,8,210
CED294,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,12,11,29,4,5,3,0,0,3,3,66,0,0,0,0,0,0,0,0,0,3,3,12,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,26,75,11,23,7,10,10,22,5,178,0,0,0,0,0,0,0,0,0,0,5,14,3,4,7,3,4,0,0,37,7,9,14,8,0,0,3,8,0,62,24,17,139,17,12,9,27,48,5,288,0,0,5,0,0,3,3,0,0,13,0,0,0,5,0,0,5,3,0,18,0,7,4,0,0,0,0,0,0,12,6,3,10,3,0,0,7,11,12,48,88,178,189,67,30,30,63,97,21,761,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,8,3,18,3,4,7,0,0,3,0,40,0,0,0,0,0,0,0,0,0,3
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,4,8,0,0,0,0,0,0,0,17,17,82,3,3,0,0,0,0,0,99,120,300,20,21,54,24,17,11,9,571,11,19,0,0,4,0,0,0,0,33,37,148,9,28,23,9,3,3,0,247,20,37,7,3,11,6,3,3,0,87,456,1384,213,209,187,103,86,134,30,2796,3,7,9,7,0,0,4,3,0,29,156,214,161,105,66,26,52,46,14,844,338,299,417,331,185,91,129,145,42,1975,1076,383,5627,764,519,482,1527,1375,202,11964,27,14,66,62,29,52,87,133,9,482,63,33,98,71,45,42,128,125,20,631,18,24,44,11,10,10,30,32,5,190,70,36,147,39,31,41,189,195,99,854,2416,2971,6818,1663,1171,890,2258,2208,435,20832,4,12,0,0,5,0,0,0,0,21,10,82,0,0,5,0,0,3,0,102,101,489,4,35,56,16,0,9,10,719,0,24,0,0,0,3,0,0,0,31
CED302,18,23,0,0,3,0,0,0,0,45,69,410,3,9,11,3,3,3,7,512,640,1111,81,52,171,83,34,51,25,2249,19,46,0,0,12,3,0,0,0,78,123,327,33,27,37,7,7,10,8,588,49,96,16,15,19,4,3,3,5,209,1563,4041,481,358,642,348,182,231,103,7949,5,4,3,9,0,0,0,3,0,26,357,404,288,92,104,71,63,88,19,1485,532,481,429,264,251,178,143,145,27,2453,1166,513,4313,399,448,454,766,834,140,9029,25,12,44,33,30,37,38,53,6,287,89,67,64,51,40,64,68,92,15,541,51,80,59,30,19,16,32,22,8,314,67,79,107,32,33,34,75,83,62,573,4780,7699,5918,1360,1827,1317,1420,1622,419,26351,6,42,0,3,6,4,0,0,0,61,29,310,4,3,17,0,0,0,0,370,344,1242,37,101,271,78,0,23,14,2121,9,75,0,5,10,5,0,3,0,104
CED303,5,8,0,0,0,0,0,0,0,15,30,156,3,0,4,0,0,0,4,205,298,456,35,25,58,28,14,11,9,929,12,11,3,3,0,0,0,0,0,36,88,181,12,20,21,7,11,9,4,354,47,67,7,8,14,3,0,0,0,146,922,1991,256,239,270,184,77,138,46,4122,3,0,10,0,0,3,0,4,0,25,345,382,275,100,85,70,62,59,24,1405,556,422,378,251,218,160,106,119,33,2243,1560,535,6316,464,545,574,1129,1246,183,12552,29,27,52,37,20,45,47,83,5,340,102,56,94,66,36,56,100,99,15,613,35,44,41,11,18,8,21,29,5,210,82,54,152,34,27,47,82,97,66,640,4110,4409,7627,1255,1307,1178,1656,1908,386,23829,5,18,0,3,6,0,0,0,0,36,10,141,0,0,15,0,0,0,0,169,157,660,10,42,94,16,5,11,14,1006,14,36,0,4,0,0,0,0,0,55
CED304,17,72,0,0,5,0,0,3,0,95,108,862,9,5,14,9,3,0,4,1018,1129,2475,135,125,315,123,33,116,68,4523,34,107,4,6,8,7,0,10,3,169,208,713,22,40,71,25,9,9,13,1116,95,165,15,21,24,7,4,3,4,335,2900,8576,785,662,1128,729,192,603,175,15756,6,3,6,3,0,0,0,9,0,31,381,498,226,112,120,94,68,86,25,1607,549,628,499,330,281,226,107,223,52,2894,985,494,2915,528,433,429,366,530,109,6793,33,43,43,46,40,38,25,52,4,329,82,88,82,78,53,67,42,65,7,555,53,127,64,36,29,29,24,43,6,405,81,125,92,38,35,46,23,68,96,603,6659,14976,4892,2024,2550,1830,897,1831,575,36232,25,76,0,3,7,3,0,0,0,120,84,759,7,6,19,3,0,3,9,887,660,2403,44,175,452,123,6,74,35,3971,33,114,3,15,25,8,0,5,4,204
CED305,3,16,0,0,0,0,0,0,0,16,18,163,0,0,4,0,0,0,0,192,137,311,33,20,26,5,14,4,3,562,13,17,0,3,0,3,4,0,0,40,49,180,27,19,11,0,6,8,0,292,23,28,13,15,8,0,4,6,3,96,490,1594,266,170,149,45,101,89,20,2926,5,0,0,6,0,0,4,0,0,16,151,179,200,76,38,22,71,28,4,766,282,198,333,189,101,38,117,76,23,1349,1291,378,7582,435,330,336,2313,1091,183,13942,29,15,64,34,9,51,99,123,6,431,68,15,99,52,25,31,169,81,16,547,22,28,41,10,9,7,42,22,4,185,89,55,197,30,26,37,258,151,72,907,2670,3176,8858,1057,734,568,3197,1680,338,22274,0,16,0,0,3,0,0,0,0,19,13,113,0,0,3,0,0,0,0,131,90,410,6,33,32,5,3,7,0,591,0,31,3,0,3,0,0,0,0,41
CED306,3,21,0,0,0,0,0,0,0,27,20,175,3,0,0,3,0,0,0,206,185,318,30,15,19,11,12,15,4,610,10,21,3,0,4,0,0,0,0,38,51,147,34,24,14,0,5,6,4,277,24,43,8,8,6,0,0,6,0,96,615,1818,279,216,127,83,108,135,42,3417,5,3,3,4,3,0,0,0,0,19,243,248,196,107,42,37,69,53,13,1001,440,260,367,239,101,55,132,109,29,1729,1655,511,7809,458,398,441,2216,1288,226,15015,49,37,50,47,18,41,60,75,3,388,98,58,93,43,22,30,149,119,8,624,29,40,48,13,5,6,42,44,5,226,109,67,192,39,22,50,195,178,86,930,3527,3756,9124,1210,783,764,2990,2028,418,24593,0,30,0,0,3,0,0,0,0,35,10,129,0,3,3,0,0,3,0,145,103,436,15,49,49,17,0,7,4,680,3,36,0,0,4,0,0,0,0,50
CED307,8,11,0,0,3,0,0,0,3,20,40,191,10,0,13,3,0,0,4,256,361,639,40,41,96,25,21,15,9,1250,15,33,3,3,3,0,3,0,0,60,109,253,31,32,30,7,3,9,7,484,62,74,9,14,22,5,0,0,7,194,1096,2706,316,286,442,167,93,132,71,5303,6,3,6,6,4,3,0,0,0,30,361,381,248,159,138,89,62,48,19,1507,615,501,455,366,287,185,112,112,30,2662,1359,566,5923,630,651,531,1043,1009,165,11882,42,26,63,32,27,45,58,64,4,371,90,59,92,77,55,50,99,98,8,629,30,55,51,26,15,16,29,33,5,250,61,69,119,47,26,39,83,95,61,608,4252,5570,7362,1714,1814,1175,1607,1616,389,25507,7,40,0,0,6,0,0,0,0,56,28,170,0,3,11,3,0,0,0,220,199,774,17,64,105,17,0,6,14,1205,12,37,0,5,12,3,0,0,0,66
CED308,3,21,0,0,0,0,0,0,0,26,31,287,3,3,3,3,0,0,3,335,307,592,57,40,79,61,26,30,19,1202,13,27,3,4,4,4,0,0,0,49,64,182,15,19,14,8,3,4,3,318,29,52,4,10,5,5,0,0,0,105,963,2137,331,291,322,297,124,169,65,4697,4,6,13,6,0,5,0,3,4,33,342,325,253,136,87,110,61,77,26,1431,505,384,410,326,211,241,125,165,36,2405,1632,535,6143,570,477,741,1085,1445,240,12863,37,32,50,39,16,50,60,75,9,364,129,55,137,95,50,96,101,124,10,800,53,55,53,16,22,16,37,40,20,304,102,85,176,53,32,74,116,133,88,856,4213,4767,7647,1597,1319,1724,1724,2271,525,25793,4,31,3,6,0,0,0,0,0,49,20,183,0,3,7,0,0,0,4,227,182,794,16,66,145,50,0,20,6,1278,11,46,3,0,6,0,0,0,0,66
CED309,4,29,0,0,4,3,0,0,0,42,21,226,0,0,3,0,0,4,0,262,224,527,21,25,48,32,9,26,11,920,12,32,3,3,0,0,0,0,0,58,65,279,19,18,27,12,8,9,4,439,27,60,3,5,6,9,3,4,3,112,806,2532,290,279,229,209,76,145,50,4608,3,3,5,8,0,0,0,3,0,20,281,410,228,127,71,79,61,64,17,1340,423,400,424,293,145,154,90,148,29,2104,1405,454,6083,540,405,616,912,1306,171,11892,26,22,42,31,32,46,30,88,5,324,92,48,99,63,32,67,91,95,14,601,38,46,38,19,11,26,13,28,7,230,68,74,143,43,14,55,73,91,64,616,3497,5144,7395,1460,1026,1304,1368,2002,374,23565,4,39,0,3,11,3,0,0,0,55,21,175,0,4,11,0,0,0,3,217,141,772,18,49,90,26,0,14,4,1127,14,58,0,3,9,0,0,3,0,89
CED310,10,15,0,3,0,3,0,0,0,27,19,169,0,7,4,0,0,0,3,202,178,394,25,23,37,12,5,18,11,711,5,18,0,0,0,0,0,0,3,31,58,200,19,11,18,11,6,10,3,322,30,42,5,8,0,8,0,0,0,102,622,2027,260,217,195,158,60,120,56,3721,0,3,4,0,0,0,0,4,3,28,261,300,190,142,60,85,53,53,14,1157,382,322,327,257,135,173,87,122,20,1824,1361,353,5414,427,344,571,933,1183,175,10764,28,23,45,35,20,46,44,71,0,309,85,48,99,59,23,64,89,92,8,571,30,36,41,5,8,15,22,32,10,200,70,51,145,36,18,40,87,109,60,628,3136,4013,6583,1249,867,1188,1378,1838,359,20603,3,31,0,3,0,4,0,0,0,38,9,126,0,4,11,3,0,0,0,154,115,582,11,47,73,18,3,26,11,869,8,42,3,3,9,3,0,0,0,68
CED311,3,7,5,0,0,0,0,0,0,17,10,58,0,0,3,0,0,0,3,77,119,229,44,20,22,4,7,9,4,457,0,13,0,0,4,0,0,0,0,21,54,132,18,22,11,3,9,3,0,252,21,20,21,4,6,0,3,5,0,80,514,1239,302,137,96,45,114,101,20,2572,11,0,3,7,3,0,4,5,0,31,219,190,186,65,29,22,64,49,12,841,337,180,329,170,96,47,145,103,27,1437,1438,345,7500,296,322,270,2530,1307,211,14220,55,28,77,23,18,61,96,144,3,498,130,28,94,29,19,26,209,119,10,666,27,24,40,8,3,6,67,68,4,252,150,35,163,31,17,38,266,226,96,1015,3090,2530,8787,813,658,517,3511,2145,391,22439,4,26,0,0,0,0,0,0,0,26,4,46,0,0,5,0,0,0,0,60,62,310,12,21,44,5,0,8,3,465,5,20,0,4,3,0,0,0,0,35
CED312,6,12,0,0,0,0,0,0,0,16,19,97,0,0,6,0,0,0,0,124,181,311,31,28,43,32,21,23,7,674,7,18,0,0,10,0,3,0,0,35,43,158,8,17,14,4,3,0,0,251,23,33,3,12,7,3,0,0,4,88,615,1508,283,177,237,184,126,120,45,3292,5,5,6,0,0,4,3,7,0,23,251,230,226,104,70,70,61,56,17,1091,406,320,428,259,196,153,172,189,27,2152,1375,500,6751,495,526,578,1578,1717,191,13708,48,14,72,33,24,49,62,119,7,430,97,49,105,86,44,63,171,121,13,742,33,42,61,9,12,21,48,44,7,271,63,41,192,42,31,47,161,147,112,840,3174,3331,8179,1259,1219,1197,2408,2545,424,23742,4,21,0,0,3,0,0,0,0,24,11,86,0,0,3,0,0,3,4,111,118,512,11,38,86,29,3,13,9,821,5,29,0,0,3,5,0,0,0,43
CED313,24,50,3,0,12,0,0,0,3,91,90,804,17,9,7,0,0,3,3,935,939,1994,115,121,243,106,50,104,44,3715,28,79,3,0,16,9,6,7,4,151,189,650,39,31,68,23,9,19,10,1029,96,137,6,15,41,6,0,4,3,307,2488,7049,716,557,966,592,213,480,152,13202,3,7,5,8,3,0,0,3,0,39,387,446,274,111,115,83,53,73,26,1573,571,590,518,313,299,191,118,189,40,2837,1111,452,3584,448,481,444,458,704,128,7807,40,32,57,29,26,46,25,40,3,291,87,80,82,55,44,58,40,49,3,494,53,98,46,32,20,18,23,41,9,337,65,96,72,40,35,33,42,69,72,520,6167,12561,5537,1762,2366,1616,1042,1787,495,33341,21,76,0,0,12,3,0,0,0,115,80,719,5,15,36,6,0,0,3,864,648,2293,63,197,396,107,11,62,45,3823,35,101,4,7,14,3,0,9,0,170
CED314,0,20,0,0,0,0,0,0,0,23,57,359,4,0,8,0,0,7,0,434,223,526,30,35,47,33,14,59,4,980,9,25,0,0,0,0,0,0,0,39,74,221,11,25,22,13,8,4,3,379,28,59,15,4,19,3,0,0,0,135,705,2398,271,225,242,145,76,213,45,4324,5,3,5,0,4,0,0,3,0,23,222,226,143,104,64,44,53,52,11,916,399,344,378,249,173,82,136,113,30,1902,1283,391,5578,538,397,505,1158,1148,125,11123,42,16,60,41,21,65,65,148,9,458,105,34,56,70,33,50,94,92,4,539,22,30,32,16,9,13,15,19,4,155,73,33,132,38,24,46,117,141,62,659,3252,4692,6719,1358,1060,992,1739,2002,287,22101,7,18,0,0,4,0,0,0,0,27,25,210,3,8,4,0,0,0,3,261,149,820,16,43,84,13,0,23,4,1151,5,39,0,3,5,0,0,0,0,52
CED315,3,17,0,0,0,0,0,0,0,23,41,305,0,0,3,0,3,3,4,358,218,411,44,27,43,12,13,32,10,808,12,32,3,0,3,0,0,0,0,43,54,198,10,21,17,6,4,5,0,325,26,36,5,6,10,0,0,0,3,97,575,2284,286,311,234,118,121,135,44,4119,7,0,3,0,0,0,0,3,0,14,206,231,212,145,72,38,61,31,5,997,401,345,395,433,177,83,118,95,31,2079,1161,453,6526,1103,500,501,1535,1139,186,13106,24,14,61,81,28,40,74,84,4,411,64,50,62,69,28,47,94,82,5,501,33,53,34,22,5,12,29,25,14,219,50,39,129,59,28,36,102,120,70,636,2873,4476,7788,2285,1134,902,2156,1755,380,23748,4,35,0,0,5,0,0,0,0,44,26,267,7,7,13,0,0,3,0,321,136,710,17,52,82,18,0,9,4,1026,4,54,0,7,7,3,0,0,0,72
CED316,0,7,0,0,0,0,0,0,0,8,3,116,0,0,5,0,0,0,0,136,92,267,11,13,13,10,3,9,3,416,3,21,0,0,3,0,0,0,0,25,26,136,13,24,3,0,0,0,0,206,15,30,3,11,7,0,0,5,0,69,297,1367,118,152,81,39,22,80,24,2179,4,0,0,3,0,0,0,4,0,9,119,158,77,111,27,43,27,38,3,603,230,200,184,235,81,63,88,87,20,1180,950,285,4082,530,253,462,953,1108,112,8739,29,27,41,37,7,63,55,99,4,366,47,36,70,71,16,38,66,85,3,427,21,32,29,10,13,8,16,25,0,170,71,33,95,34,10,30,99,127,69,582,1911,2707,4734,1235,521,760,1338,1670,230,15109,0,18,0,0,0,0,0,0,0,18,0,63,0,0,0,0,0,0,0,70,60,360,3,14,36,7,0,12,4,487,9,32,0,0,3,0,0,0,0,51
CED317,0,7,0,3,0,0,0,0,0,8,12,72,3,0,5,0,3,0,0,100,112,240,12,12,17,8,5,12,3,426,3,12,0,0,0,0,0,4,0,16,31,131,4,19,11,3,3,0,0,198,20,18,4,7,3,0,0,0,0,58,465,1247,176,182,83,56,61,124,32,2422,7,0,0,3,0,0,0,3,0,12,201,190,104,89,41,30,43,49,15,767,272,197,212,266,65,45,95,96,23,1280,1728,360,6198,466,298,371,1885,1408,185,12892,47,20,52,30,16,41,60,133,3,400,96,31,78,56,21,26,84,105,15,514,29,24,40,6,10,9,27,49,4,209,163,66,182,60,23,51,198,252,98,1092,3187,2609,7083,1198,588,654,2468,2231,373,20383,4,27,0,4,0,0,0,0,0,39,14,55,3,6,3,0,0,0,3,85,77,389,15,21,29,5,0,12,4,563,3,25,0,0,0,0,0,0,0,32
CED318,0,19,0,0,0,0,0,0,0,19,23,265,4,5,8,0,0,3,0,309,237,442,36,67,49,20,13,21,11,896,12,30,3,0,4,0,0,0,0,50,75,277,14,43,15,7,14,11,0,453,23,51,11,7,6,5,0,3,0,108,828,2475,355,473,279,179,109,168,53,4927,3,4,11,15,3,0,0,0,0,38,306,487,251,200,97,62,85,86,29,1599,452,389,431,407,155,137,141,127,50,2297,1523,674,6390,805,505,554,1280,1298,240,13269,45,56,94,88,32,65,64,123,10,583,98,113,119,105,30,62,103,120,13,760,53,76,56,34,9,15,27,50,5,317,104,121,200,108,48,72,177,189,117,1134,3775,5482,7974,2349,1253,1181,2013,2191,533,26758,3,39,0,0,0,0,0,3,0,52,31,191,0,9,11,6,0,0,0,242,195,857,13,97,123,44,0,23,13,1379,9,69,0,4,4,0,0,0,0,86
