CED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
CED513,0,0,3,29,20,29,31,25,11,148,3,12,25,133,27,21,28,13,9,270,5,3,21,189,4,3,3,0,0,229,9,17,40,92,11,9,0,0,0,179,0,0,8,25,17,28,34,24,12,149,0,0,6,52,3,7,5,4,0,84,13,31,38,158,72,49,27,12,3,398,11,31,109,413,266,246,102,43,19,1239,0,0,13,69,34,22,25,9,0,172,0,3,26,116,33,21,11,4,0,216,38,129,341,1598,348,252,210,125,46,3096,282,368,684,2766,802,703,489,288,158,6549,4234,6860,8730,28163,9788,8147,5554,2850,1137,75460,0,0,13,9,3,0,3,0,0,36,3426,5263,5699,12514,4832,4125,2427,1357,798,40442,0,3,7,49,0,10,0,0,0,82,0,5,12,68,29,34,14,7,4,166,0,0,0,31,12,5,0,0,0,51,7,8,32,153,43,19,18,3,0,281,0,5,5,30,13,3,4,4,0,62
CED514,0,0,4,37,19,32,24,17,11,138,3,19,14,123,31,28,15,14,3,246,0,3,11,123,0,3,3,0,0,138,16,53,50,60,12,0,3,0,0,203,0,5,18,104,98,131,131,71,6,577,0,0,22,56,12,8,3,4,0,98,5,35,35,79,46,41,23,9,3,281,10,69,106,503,358,265,111,51,20,1494,0,3,12,35,31,20,19,3,11,134,0,4,25,114,54,36,15,5,0,249,73,309,517,1958,493,311,214,126,37,4035,287,395,471,1793,637,490,399,293,154,4924,4968,7880,8365,24605,9058,7444,5615,3479,1186,72601,0,12,42,81,15,15,5,0,0,171,4068,6053,5284,10881,4554,3998,3085,1935,863,40728,0,0,0,31,6,8,3,0,0,47,0,0,21,85,74,70,22,13,0,287,0,0,0,23,11,8,4,4,0,56,0,4,22,93,35,21,13,8,3,194,0,4,5,26,16,12,5,3,0,75
CED515,0,0,0,11,7,10,12,10,7,53,5,20,77,319,56,41,25,7,3,559,3,0,22,243,3,3,6,0,0,288,11,29,76,128,14,5,5,0,0,264,0,0,0,8,0,6,7,0,0,24,0,6,16,79,51,18,13,3,0,171,9,44,39,103,44,43,30,8,3,319,6,20,106,216,67,52,21,12,3,497,0,3,7,33,23,14,26,13,4,137,0,11,71,150,44,34,16,4,0,330,69,297,531,1742,458,207,149,73,41,3560,374,507,940,2701,843,702,489,313,169,7037,5033,7870,12760,29671,9465,7874,5426,2839,1220,82159,3,14,28,77,14,7,4,3,0,161,4014,5336,6419,10928,4430,4281,2827,1790,1248,41270,10,35,19,157,4,3,0,0,0,228,0,0,0,30,10,18,0,0,0,50,5,6,12,35,10,15,6,3,0,81,5,4,14,113,32,12,12,6,6,200,0,6,3,34,17,15,17,4,0,99
CED516,0,0,0,0,8,8,11,14,4,39,6,89,78,192,133,89,47,23,3,659,3,3,19,140,13,18,12,0,0,209,8,18,24,23,10,7,6,3,0,102,0,0,0,3,0,0,3,3,0,10,0,3,3,13,10,5,0,0,0,34,9,82,59,80,39,40,38,8,3,349,4,8,25,74,42,40,15,7,0,213,0,11,4,35,37,39,36,18,10,184,0,9,28,76,63,59,18,4,7,272,24,203,229,539,279,269,193,110,38,1880,108,244,305,760,415,402,279,210,148,2874,3393,8947,9839,15824,8889,8356,6315,3163,1394,66123,0,0,0,22,0,0,5,0,0,30,2910,6279,6066,7862,4703,4693,3145,2112,1402,39166,5,19,16,75,14,3,3,0,0,141,0,0,4,13,8,6,0,6,3,38,0,0,0,8,0,0,0,0,0,13,5,32,17,78,32,22,14,0,3,198,0,7,6,17,18,11,8,3,3,70
CED594,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,3,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,4,3,3,3,0,0,17,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,13,44,16,17,12,0,0,95,17,16,57,216,104,85,55,7,3,548,81,120,341,1376,638,540,375,58,12,3532,0,0,0,0,0,0,0,0,0,0,56,95,160,447,205,255,140,20,7,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,4
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,19,0,0,0,38,17,8,0,0,0,62,0,0,17,245,94,43,8,3,3,408,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,0,0,0,0,0,0,0,4,0,7,0,3,3,24,6,7,0,0,0,45,0,0,0,9,0,0,0,0,0,10,0,4,14,4,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,12,9,24,21,26,16,6,3,113,0,8,8,18,3,0,0,0,0,43,0,0,0,8,5,12,14,0,6,48,0,0,3,9,4,5,3,0,0,28,6,50,99,273,114,85,82,51,33,784,170,321,430,856,539,542,526,255,118,3741,2946,6250,7063,11457,6586,6353,5182,2555,891,49289,0,0,20,51,8,0,0,0,0,74,2588,5406,5503,9817,5729,5441,4033,2311,1196,42020,0,0,3,8,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,3,33,19,12,8,0,0,83,0,0,0,3,5,0,0,0,0,14
CED602,0,0,0,0,0,3,5,5,0,12,0,7,0,11,7,4,0,0,0,38,0,0,0,29,0,0,0,0,0,32,0,3,10,4,4,0,0,0,0,16,0,0,0,0,0,0,7,0,0,6,0,0,0,3,0,0,0,0,0,3,5,6,11,21,17,21,21,3,0,105,4,0,0,3,0,0,0,0,0,10,0,0,0,6,3,11,16,11,3,50,0,0,0,5,6,3,4,0,0,26,3,16,15,46,40,57,56,63,15,311,121,280,307,708,543,613,560,314,92,3537,2736,6147,5706,10046,6507,6814,5567,2877,854,47253,0,0,0,0,0,0,0,0,0,0,2587,5429,5013,9300,5849,5723,4349,2439,1082,41771,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,3,3,0,6,15,9,10,6,4,0,55,0,0,0,3,4,0,3,0,0,5
CED603,0,0,0,0,0,7,3,5,0,19,0,0,6,28,12,12,8,4,0,63,0,3,5,24,3,3,0,0,0,38,3,28,18,32,0,6,0,0,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,4,24,27,69,43,45,34,10,4,257,5,3,17,48,12,6,3,0,0,92,0,3,0,11,15,12,3,5,3,59,0,0,5,8,3,4,3,0,0,27,22,74,134,432,167,127,91,89,43,1171,145,258,339,906,490,514,376,261,117,3410,2765,5865,7001,13336,6605,6357,4517,2432,955,49817,0,3,10,44,6,3,3,0,0,79,2388,4839,5274,9917,5273,5140,3650,2038,1168,39684,0,0,0,20,0,0,0,0,0,25,0,0,0,8,13,9,3,3,0,35,0,0,0,6,3,0,0,0,0,9,0,3,9,46,14,16,15,0,0,108,0,3,0,12,12,8,3,0,0,37
CED604,0,0,0,0,0,0,0,4,0,11,0,0,3,11,0,3,9,8,0,36,0,0,3,14,0,0,0,0,0,23,0,5,8,10,3,0,0,0,0,32,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,4,25,7,46,36,38,42,16,0,212,0,0,3,12,0,0,0,0,0,13,0,0,0,7,16,13,20,10,5,72,0,3,6,7,14,9,7,0,0,48,8,40,42,161,88,82,95,56,18,589,123,256,237,629,431,489,441,279,66,2950,3148,6814,5806,11701,6811,7128,5701,2823,901,50828,0,0,0,0,3,0,0,0,0,3,2910,5874,4872,10609,5922,5984,4316,2246,1073,43786,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,7,46,24,20,19,0,0,120,0,0,4,11,5,3,3,3,0,33
CED605,0,0,0,0,3,4,3,7,0,20,0,0,0,3,0,0,0,3,0,7,0,0,0,6,0,0,0,0,0,6,0,3,4,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,0,6,9,23,15,20,28,14,0,118,0,0,0,3,0,0,0,0,0,6,0,0,0,5,15,12,19,9,0,66,0,0,0,5,0,3,3,0,0,20,3,15,15,39,43,70,84,50,19,332,169,352,372,859,711,880,727,383,120,4560,2922,6589,5578,10158,7299,8363,7069,2981,752,51723,0,0,0,0,0,0,0,0,0,0,2489,5781,4772,9421,6056,6409,4691,2008,767,42398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,20,13,18,9,0,0,64,0,0,0,3,3,4,0,0,0,10
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,9,33,9,10,9,3,0,75,27,16,90,207,77,52,48,8,0,524,0,0,0,0,0,0,0,0,0,0,14,13,47,93,42,36,26,3,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,3,25,10,8,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
