CED_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
CED237,7,5,10,10,8,79,3048,702,52,53,16,17,27,34,16,17,67,1012,27,0,0,0,0,0,0,0,0,3,30,3521,130,115,23,23,30,41,25,25,155,4088,3,0,0,0,0,0,0,0,0,0,6,4951,181,150,28,30,38,47,31,30,213,5693,1152,14,16,9,0,0,3,3,4,31,1234,2972,23,22,3,0,3,4,4,3,103,3146,1249,33,40,3,11,9,7,6,14,59,1424,38,3,0,0,0,0,0,0,0,5,44,4254,59,65,6,11,9,12,12,22,163,4612,4,0,0,0,0,0,0,0,0,4,10,5413,74,73,16,11,11,19,14,28,201,5853,603,4,3,0,0,3,0,0,0,34,654,2599,10,6,0,0,0,0,0,3,78,2695,2220,21,28,3,0,3,0,0,0,143,2430,55,0,0,0,0,0,0,0,0,6,63,4876,31,29,3,3,3,0,0,3,231,5189,4,0,0,0,0,0
CED294,0,0,0,0,0,3,38,12,3,5,0,0,0,0,0,5,5,26,0,0,0,0,0,0,0,0,0,0,0,41,3,7,0,3,0,0,0,3,11,66,0,0,0,0,0,0,0,0,0,25,25,111,8,13,0,3,3,0,0,3,40,182,83,3,3,0,0,0,0,4,0,6,103,20,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,3,3,34,0,0,0,0,0,0,0,0,0,3,3,105,9,3,0,0,0,0,4,3,13,136,24,0,0,0,0,0,0,0,0,4,25,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,3,12,11,8,8,11,553,82,14,12,0,6,0,0,4,0,24,141,3,0,0,0,0,0,0,0,0,0,3,490,58,74,4,9,12,13,9,3,35,701,7,0,0,0,0,0,0,0,0,6,12,2556,182,158,26,25,22,14,22,10,107,3128,1883,42,28,8,8,6,3,4,7,58,2032,269,14,13,0,0,0,3,3,0,8,314,61,5,6,3,3,0,0,3,6,9,99,7,0,0,0,0,0,0,0,0,0,9,340,20,18,3,11,0,3,3,7,15,425,7,0,0,0,0,0,0,0,0,3,10,2226,57,49,10,13,3,10,6,14,78,2471,886,20,14,3,3,0,0,0,0,41,962,160,3,0,0,0,0,0,0,0,9,172,32,5,7,0,3,0,0,0,0,7,53,0,0,0,0,0,0,0,0,0,0,0,195,7,7,0,3,0,0,0,0,12,230,5,0,0,0,0,0
CED302,10,24,14,4,6,31,1777,223,51,63,10,11,18,17,21,14,52,478,16,3,0,0,0,0,0,0,0,0,24,1640,219,182,13,18,39,35,30,19,82,2281,4,0,0,0,0,0,0,0,0,6,11,4014,440,362,56,48,59,45,40,21,139,5222,1932,81,62,9,9,11,3,7,0,48,2162,988,30,34,11,3,3,3,3,3,23,1102,206,21,31,0,5,14,6,6,6,23,336,4,0,0,0,0,0,0,0,0,0,8,1203,51,67,9,15,21,15,14,15,45,1449,5,0,0,0,0,0,0,0,0,3,8,3145,135,126,19,20,27,16,16,11,100,3622,951,24,20,3,0,0,5,3,3,59,1074,520,7,18,0,0,0,3,0,0,22,572,208,20,9,0,0,0,0,0,3,10,252,4,0,0,0,0,0,0,0,0,3,16,738,28,27,4,0,0,3,3,3,37,843,11,0,0,0,0,0
CED303,12,0,3,3,0,18,873,59,3,4,0,6,7,0,8,4,11,100,5,0,3,0,0,0,0,0,0,0,8,738,91,69,12,20,13,4,6,4,24,982,5,0,0,0,0,0,0,0,0,3,7,4315,517,326,49,56,39,18,28,21,103,5467,3387,150,134,31,9,17,11,10,7,97,3859,628,17,31,5,6,6,4,0,3,12,717,72,4,3,0,3,0,0,5,0,3,94,8,0,0,0,0,0,0,0,0,0,8,704,20,32,5,12,3,5,5,3,15,809,10,0,0,0,0,0,0,0,0,4,15,4102,170,171,28,21,24,14,21,13,115,4684,1671,88,66,9,9,5,3,9,0,60,1917,366,9,9,0,0,4,0,0,0,10,401,83,6,7,0,0,3,3,0,0,8,109,4,0,0,0,0,0,0,0,0,0,8,453,18,18,0,0,3,8,0,0,21,518,7,0,0,0,0,0
CED304,11,11,13,8,10,28,900,91,20,18,7,7,11,17,15,18,25,232,5,0,0,0,0,0,0,0,0,0,7,801,91,68,18,20,19,28,23,28,53,1144,4,0,0,0,0,0,0,0,0,3,6,2943,226,186,43,36,47,46,35,41,103,3707,1534,50,33,8,6,0,3,7,10,22,1671,492,12,14,9,0,0,5,8,0,8,544,125,16,5,6,5,5,8,6,11,16,198,0,0,0,0,0,0,0,0,0,3,3,619,24,16,12,5,6,12,16,12,28,748,0,0,0,0,0,0,0,0,0,3,4,2149,75,51,14,8,6,10,19,20,52,2420,525,8,9,3,3,0,3,3,0,17,583,335,3,4,0,0,0,0,0,0,9,356,163,12,9,0,0,0,0,3,0,5,190,3,0,0,0,0,0,0,0,0,3,7,501,13,14,0,0,0,4,3,3,16,550,0,0,0,0,0,0
CED305,3,7,0,4,3,19,328,17,0,8,0,0,4,3,11,5,7,48,3,0,0,0,0,0,0,0,0,0,4,224,37,52,9,7,10,6,13,14,21,384,4,0,0,0,0,0,0,0,0,3,3,1608,144,137,23,25,14,16,24,17,69,2065,1147,24,29,3,8,9,3,0,0,58,1281,159,8,10,0,5,0,0,3,0,9,197,12,3,4,0,5,0,0,4,3,4,26,3,0,0,0,0,0,0,0,0,0,3,177,7,12,0,13,0,0,3,3,17,228,7,0,0,0,0,0,0,0,0,3,8,1327,32,40,3,16,11,3,6,5,72,1515,506,7,9,0,3,3,0,0,0,34,567,93,0,3,0,0,0,0,0,0,9,105,14,3,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,107,3,3,0,0,0,0,0,0,9,127,0,0,0,0,0,0
CED306,6,4,6,0,4,21,569,35,3,7,0,3,3,3,3,4,13,86,0,0,0,0,0,0,0,0,0,0,3,404,77,98,7,7,9,10,8,12,32,655,6,0,0,0,0,0,0,0,0,11,18,2230,249,264,37,37,13,16,20,8,96,2975,1673,48,31,0,8,3,3,8,0,57,1834,347,13,13,0,8,0,4,3,3,13,405,29,3,4,5,0,0,0,4,3,7,55,7,0,0,0,0,0,0,0,0,3,9,384,18,16,7,8,3,3,8,6,25,466,4,0,0,0,0,0,0,0,4,0,10,2057,60,49,6,15,9,9,8,8,84,2309,690,17,13,0,3,3,3,0,0,36,766,250,0,0,0,0,0,0,0,0,11,266,62,0,6,0,0,0,0,0,0,3,73,0,0,0,0,0,0,0,0,0,0,0,309,0,6,0,3,0,0,0,0,18,342,3,0,0,0,0,0
CED307,8,7,5,7,4,15,771,37,7,23,3,5,0,9,3,4,4,100,0,0,0,0,0,0,0,0,0,0,0,607,90,92,9,12,6,9,9,10,23,872,3,0,0,0,0,0,0,0,0,4,4,3261,348,283,31,32,18,25,10,17,87,4104,2086,82,86,7,11,13,16,4,3,48,2354,432,15,22,4,3,3,3,0,5,9,505,34,3,12,3,0,0,4,3,6,7,70,15,0,0,0,0,0,0,0,0,0,14,480,18,34,5,3,3,8,3,8,17,589,4,0,0,0,0,0,0,0,0,3,13,2575,102,118,18,15,15,23,10,12,74,2958,873,44,34,3,8,8,3,0,0,33,998,158,4,4,3,5,0,8,0,0,3,186,34,8,11,0,4,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,200,12,19,3,3,0,8,0,0,11,247,4,0,0,0,0,0
CED308,7,22,13,8,4,36,1523,163,50,46,17,15,14,13,13,13,26,374,7,0,0,0,0,0,0,0,0,3,16,1318,203,161,35,26,41,28,20,19,59,1908,4,4,0,0,0,0,0,0,0,0,12,5163,775,598,116,78,88,80,55,43,182,7166,4163,284,230,37,35,30,32,14,23,112,4962,863,40,36,3,9,9,3,3,3,19,990,157,16,29,3,9,7,3,10,8,17,265,13,0,0,0,0,0,0,0,0,0,13,1038,59,70,10,17,18,8,15,6,36,1263,6,0,0,0,0,0,0,0,0,3,10,5207,339,301,41,43,46,36,31,33,154,6242,2019,146,114,14,4,12,7,13,8,77,2407,445,17,10,3,0,6,0,0,3,11,497,131,18,11,4,3,0,3,3,0,5,186,10,0,0,0,0,0,0,0,0,0,10,588,36,24,6,3,6,4,7,3,19,694,15,0,0,0,0,0
CED309,7,5,8,3,3,20,554,27,0,0,0,7,3,0,0,4,9,50,7,0,0,0,0,0,0,0,0,0,7,420,73,51,3,11,9,10,6,9,32,611,7,0,0,0,0,0,0,0,0,3,10,3650,422,335,50,49,38,27,29,11,123,4732,3410,217,177,17,19,21,14,14,5,88,3984,440,19,16,3,7,3,3,4,0,9,505,26,0,3,0,0,0,0,3,0,0,33,8,0,0,0,0,0,0,0,0,0,8,469,20,22,3,7,3,3,5,0,11,544,3,0,0,0,0,0,0,0,0,3,3,3881,237,203,23,29,19,19,20,5,99,4537,1816,104,65,12,7,7,9,3,0,66,2093,327,7,8,3,0,0,0,3,0,16,362,26,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,356,10,8,3,0,0,0,0,0,14,388,11,0,0,0,0,0
CED310,8,0,7,6,0,5,475,15,0,10,0,0,0,0,3,0,6,37,3,0,0,0,0,0,0,0,0,3,6,387,43,49,12,7,0,7,5,3,14,524,4,4,0,0,0,0,0,0,0,0,5,3175,333,291,33,47,38,37,16,10,102,4088,3437,194,159,15,16,23,10,12,11,96,3961,410,18,13,0,4,0,0,0,0,7,457,15,3,0,0,0,0,0,0,0,5,26,6,0,0,0,0,0,0,0,0,0,6,438,25,17,0,4,0,0,0,0,18,494,7,0,0,0,0,0,0,0,0,6,14,3876,215,171,15,22,24,7,12,9,117,4470,1943,120,67,7,11,3,0,7,0,65,2221,348,13,3,0,0,0,0,0,0,11,377,32,3,0,0,0,0,3,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,376,18,3,0,0,0,3,0,0,14,416,13,0,0,0,0,0
CED311,7,9,3,3,3,22,394,26,7,7,4,0,3,6,3,7,6,71,0,0,0,0,0,0,0,0,0,0,4,267,57,66,12,6,15,6,3,9,30,469,6,0,0,0,0,0,0,0,0,3,15,2023,177,205,45,46,31,22,11,10,117,2683,1599,46,30,4,0,3,3,3,3,53,1750,229,4,12,0,0,3,0,0,0,7,260,13,0,0,0,0,0,0,0,3,3,31,3,0,0,0,0,0,0,0,0,0,3,244,4,17,3,0,8,3,3,4,17,293,9,0,0,0,0,0,0,0,0,3,10,1845,49,44,10,3,7,6,3,12,72,2050,604,17,3,0,0,0,0,0,0,28,662,104,3,3,0,0,0,0,0,0,6,117,17,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,120,3,3,0,0,0,0,0,0,14,139,0,0,0,0,0,0
CED312,10,12,8,8,7,32,1339,195,43,39,12,5,11,8,16,10,22,353,14,0,0,0,0,0,0,0,0,3,14,1199,184,159,24,14,17,15,21,17,55,1700,6,0,0,0,0,0,0,0,0,0,14,4763,531,455,65,52,54,37,41,27,151,6182,3292,131,115,17,17,15,16,9,5,100,3713,765,29,33,3,3,3,0,4,4,19,869,137,15,26,5,3,13,5,0,9,11,221,9,0,0,0,0,0,0,0,0,0,7,910,47,58,9,4,16,11,7,13,27,1102,6,0,0,0,0,0,0,0,0,0,11,4209,179,173,30,28,26,19,20,16,127,4824,1544,60,30,3,3,0,12,10,3,61,1724,359,9,10,0,0,3,3,0,0,19,408,133,9,10,0,0,3,0,5,0,22,181,11,0,0,0,0,0,0,0,0,3,15,504,11,19,0,3,4,4,5,0,40,600,6,0,0,0,0,0
CED313,14,9,3,13,8,26,1165,209,34,36,7,8,11,12,16,14,31,377,3,0,3,0,0,0,0,0,0,0,7,1151,115,97,13,17,23,11,33,24,55,1545,3,0,0,0,0,0,0,0,0,3,9,3156,263,200,37,40,44,25,48,26,98,3939,1416,35,39,8,5,5,3,4,4,30,1556,741,11,14,3,3,3,0,3,3,25,821,234,6,18,0,3,6,0,8,9,17,299,10,0,0,0,0,0,0,0,0,0,11,987,19,32,8,6,5,0,8,14,42,1127,0,0,0,0,0,0,0,0,0,0,6,2404,60,70,14,9,16,9,15,22,77,2691,597,13,13,3,0,0,0,0,0,25,652,420,3,3,0,0,0,0,0,0,15,445,252,13,0,0,0,3,0,0,0,19,288,7,0,0,0,0,0,0,0,0,3,4,673,13,7,0,3,3,0,0,3,39,740,7,0,0,0,0,0
CED314,4,0,7,0,3,5,400,32,18,5,4,3,8,9,6,9,8,98,3,0,0,0,0,0,0,0,0,0,8,276,79,54,20,9,10,16,10,11,10,504,5,0,0,0,0,0,0,0,0,0,5,1621,196,135,30,22,25,22,15,10,54,2134,1372,34,35,4,10,8,5,3,0,35,1502,179,7,11,0,0,3,0,0,3,8,222,17,5,8,6,4,0,3,0,0,5,55,3,0,0,0,0,0,0,0,0,0,4,199,14,22,6,4,5,3,3,0,17,284,5,0,0,0,0,0,0,0,0,0,5,1577,46,55,13,15,14,11,9,0,51,1794,742,25,14,3,0,7,0,0,0,28,810,113,3,7,5,0,0,0,0,0,10,137,18,0,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,136,6,10,3,0,0,0,0,0,9,171,6,0,0,0,0,0
CED315,6,3,3,10,4,17,596,28,8,14,0,4,4,0,3,4,6,78,0,0,0,0,0,0,0,0,0,0,3,449,67,86,7,9,11,5,17,10,24,675,0,0,0,0,0,0,0,0,0,0,0,2383,195,181,20,28,21,11,29,13,71,2962,1718,43,47,3,4,0,7,6,3,53,1887,340,12,14,0,0,0,0,3,0,17,388,46,3,3,6,3,3,0,5,4,4,71,6,0,0,0,0,0,0,0,0,0,9,384,19,19,6,5,0,0,7,10,16,471,4,0,0,0,0,0,0,0,0,3,7,2108,62,69,9,6,8,5,15,9,80,2362,744,26,11,0,0,0,4,7,3,31,822,176,4,4,0,0,0,3,0,0,9,203,60,0,4,0,0,0,0,3,0,5,72,3,0,0,0,0,0,0,0,0,0,3,235,9,10,0,0,0,4,3,0,15,272,3,0,0,0,0,0
CED316,4,4,6,7,0,9,470,19,5,4,3,0,3,5,0,3,4,46,6,0,0,0,0,0,0,0,0,0,6,376,59,39,4,5,9,8,7,3,14,523,8,0,0,0,0,0,0,0,0,6,18,2738,232,150,24,30,15,13,13,10,94,3311,3691,124,98,6,11,9,11,7,8,116,4081,454,19,15,4,0,0,0,0,0,8,501,34,5,0,0,0,0,0,0,0,7,51,7,0,0,0,0,0,0,0,0,0,12,496,19,15,5,0,0,8,0,0,15,564,11,0,0,0,0,0,0,0,0,3,18,4207,148,114,11,12,9,20,9,4,129,4663,1971,80,35,0,9,3,3,0,0,73,2180,379,7,0,0,0,0,3,0,0,17,415,36,3,0,0,0,0,0,0,5,3,46,9,0,0,0,0,0,0,0,0,4,13,428,9,5,0,0,0,3,0,5,23,472,14,0,0,0,0,0
CED317,8,10,6,3,3,18,583,36,3,3,0,7,7,3,3,3,12,84,8,0,0,0,0,0,0,0,0,0,13,484,47,55,10,12,14,10,6,8,36,686,9,0,0,0,0,0,0,0,0,12,23,2512,140,120,15,31,22,22,20,14,128,3021,2120,40,38,0,0,3,4,3,3,59,2279,592,6,14,0,0,0,0,4,0,18,633,84,0,5,0,0,3,3,0,3,10,108,13,0,0,0,0,0,0,0,0,0,13,682,4,18,0,0,3,3,5,3,29,752,10,0,0,0,0,0,0,0,0,6,16,2816,46,50,3,3,4,4,9,7,93,3042,934,13,17,3,0,3,0,5,0,42,1015,527,3,0,0,0,0,0,0,3,17,556,191,3,4,0,0,0,0,0,0,10,209,5,0,0,0,0,0,0,0,0,0,5,730,11,4,0,0,0,0,0,3,27,776,7,0,0,0,0,0
CED318,7,8,8,10,8,41,1216,97,20,28,18,11,15,18,4,9,21,235,14,0,0,0,0,0,0,0,0,0,19,1030,124,122,29,23,21,24,16,18,62,1466,8,0,0,0,0,0,0,0,0,9,15,4336,372,311,63,44,45,39,28,28,181,5449,2792,117,68,11,6,7,5,11,7,91,3117,656,29,19,5,3,3,3,0,0,20,748,83,7,18,5,3,7,8,9,3,15,155,11,0,0,0,0,0,0,0,0,3,20,757,37,36,7,8,7,13,13,3,36,920,8,0,0,0,0,0,0,0,0,3,13,3556,147,103,25,14,22,20,21,13,131,4046,1037,35,34,3,0,4,3,0,0,39,1153,350,7,3,0,0,0,0,3,0,15,385,92,7,4,4,0,0,0,0,0,3,123,5,0,0,0,0,0,0,0,0,0,6,452,15,7,9,0,3,0,3,3,19,516,3,0,0,0,0,0
CED319,8,6,8,13,3,46,1309,132,17,41,10,12,19,14,22,36,33,328,16,0,0,0,0,0,0,0,0,0,17,1153,112,149,18,14,25,20,33,41,76,1651,0,0,0,0,0,0,0,0,0,8,8,3326,281,276,41,33,42,27,41,48,134,4248,1763,58,31,13,5,3,7,10,3,54,1942,772,27,20,0,4,6,8,8,3,19,860,118,18,19,3,3,4,5,0,12,18,206,13,0,0,0,0,0,0,0,0,4,19,901,42,38,9,5,10,14,7,9,42,1087,3,0,0,0,0,0,0,0,0,3,7,2671,98,70,20,10,15,19,15,15,102,3035,876,29,13,4,8,0,0,0,0,41,963,487,11,9,0,0,3,0,0,0,9,527,181,12,7,3,0,0,3,0,0,7,214,10,0,0,0,0,0,0,0,0,0,8,680,20,9,8,0,5,3,3,0,22,751,4,0,0,0,0,0
CED320,3,10,3,4,3,17,632,55,6,15,0,3,3,3,3,4,3,98,3,0,0,0,0,0,0,0,0,0,9,515,79,77,10,6,12,5,8,7,25,744,7,0,0,0,0,0,0,0,0,9,19,3429,319,276,43,39,30,21,20,16,152,4349,3298,123,97,21,12,22,9,13,5,84,3699,484,14,25,4,0,0,0,0,3,15,552,45,4,7,0,0,3,3,0,0,5,59,11,0,0,0,0,0,0,0,0,0,10,536,19,33,4,3,4,3,0,4,15,624,10,0,0,0,0,0,0,0,0,8,20,3842,144,129,28,16,28,13,17,12,109,4340,1509,61,37,9,10,4,8,3,0,44,1686,262,5,3,0,0,0,0,0,0,6,281,34,4,0,0,0,0,0,0,0,3,43,6,0,0,0,0,0,0,0,0,0,6,295,11,8,0,4,0,0,0,0,7,326,14,0,0,0,0,0
CED321,3,3,3,3,0,22,325,14,0,4,0,0,0,0,4,4,3,31,5,0,0,0,0,0,0,0,0,0,4,232,35,38,5,3,3,3,10,7,22,360,3,0,0,0,0,0,0,0,0,0,5,1619,128,94,13,11,14,3,16,9,100,2009,1779,27,19,7,4,3,4,3,0,70,1903,242,3,6,3,0,0,0,0,0,8,268,20,0,3,0,0,0,0,0,5,7,35,0,0,0,0,0,0,0,0,0,0,0,263,3,6,3,0,0,0,0,5,13,303,6,0,0,0,0,0,0,0,0,7,8,2043,33,28,11,4,3,3,3,5,90,2222,785,11,0,3,0,0,0,0,0,30,834,167,0,0,0,0,0,3,0,0,12,177,42,3,0,0,0,0,0,0,0,3,56,3,0,0,0,0,0,0,0,0,0,3,213,3,3,0,0,0,3,0,0,15,241,3,0,0,0,0,0
CED322,6,3,8,8,0,20,1060,129,22,26,3,0,5,17,10,3,16,238,14,3,0,0,0,0,0,0,0,4,17,957,140,91,13,12,8,27,13,3,39,1318,3,0,0,0,0,0,0,0,0,4,9,4012,530,362,63,40,35,54,34,11,141,5281,3213,193,151,13,24,18,8,17,3,98,3741,728,39,16,7,0,3,4,3,0,17,817,105,22,16,5,0,3,3,8,7,8,189,14,0,0,0,0,0,0,0,0,0,14,851,62,35,14,0,4,9,11,7,30,1021,4,0,0,0,0,0,0,0,0,0,9,4068,256,183,28,27,24,15,26,11,129,4775,1643,105,57,8,13,10,8,4,3,114,1958,488,7,10,3,0,4,0,0,0,28,547,100,15,7,0,0,0,0,4,0,6,125,7,0,0,0,0,0,0,0,0,0,7,597,23,10,6,0,7,0,4,0,41,681,7,0,0,0,0,0
