CED_CODE_2016,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
CED237,66,5048,352,5467,328,7749,490,8564,101,3546,231,3876,107,5980,402,6490,174,16826,1288,18291,243,12205,920,13375,370,8955,614,9939,478,5954,480,6912,637,3641,325,4614,991,2413,276,3680,841,742,129,1714,4342,73060,5517,82916,28,4779,364,5172,133,7525,464,8126,67,3372,197,3636,100,6316,422,6834,174,16820,1239,18237,238,12301,879,13421,375,9225,653,10254,588,6602,504,7701,835,4280,374,5487,1826,2979,341,5143,1649,870,189,2713,6022,75077,5635,86728,98,9826,717,10637,462,15280,958,16691,169,6915,423,7513,210,12296,823,13330,345,33644,2529,36524,485,24511,1801,26793,753,18180,1269,20195,1068,12559,981,14610,1475,7925,704,10101,2815,5395,620,8822,2492,1615,320,4431,10360,148136,11148,169649
CED294,4,159,46,215,12,128,33,173,8,126,38,180,13,320,115,447,17,747,286,1052,21,447,344,813,26,366,235,628,33,289,133,460,26,204,54,283,9,50,13,72,5,4,0,9,174,2850,1301,4331,0,128,29,163,8,150,34,197,6,142,37,178,10,348,90,453,23,586,189,795,17,315,149,479,28,235,87,347,25,256,73,352,21,153,27,204,11,30,7,49,16,11,11,28,159,2349,728,3238,7,291,80,379,22,283,69,367,16,269,77,357,24,665,212,898,37,1334,473,1848,35,767,488,1295,56,601,322,975,62,549,209,816,43,361,80,482,24,79,20,121,20,11,11,38,339,5202,2028,7565
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,8,0,11,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,8,0,11,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,29
CED301,117,5623,489,6226,788,10137,777,11707,269,4741,377,5394,222,4618,447,5282,303,9615,934,10851,355,8568,817,9745,526,8429,823,9775,796,7079,707,8574,789,4775,482,6051,584,2037,258,2874,369,411,56,840,5123,66035,6164,77326,54,5327,487,5868,389,10162,786,11340,155,4549,339,5043,156,4774,448,5378,260,10460,870,11589,382,8998,729,10105,631,8705,769,10099,751,7314,668,8735,698,5005,464,6170,793,2197,282,3274,776,500,116,1391,5036,67999,5959,78993,170,10951,975,12097,1178,20307,1563,23048,418,9294,719,10434,379,9395,895,10661,567,20077,1796,22439,735,17566,1545,19849,1158,17127,1595,19875,1545,14389,1376,17310,1492,9783,944,12218,1376,4233,541,6151,1146,908,180,2239,10163,134030,12126,156319
CED302,60,4509,202,4770,404,9271,354,10033,172,4616,218,5006,111,4635,259,5003,171,8799,526,9495,173,9736,577,10485,237,9382,606,10226,326,7190,456,7976,441,4868,328,5640,551,2277,200,3033,430,555,89,1071,3080,65843,3815,72732,36,4341,212,4588,181,8945,376,9501,85,4551,214,4857,80,4623,260,4962,137,9378,536,10054,185,10589,504,11283,255,10081,521,10854,357,7769,412,8540,490,5481,352,6324,852,2738,257,3846,1069,821,201,2092,3727,69329,3844,76897,92,8851,413,9355,591,18214,730,19534,263,9168,434,9864,188,9262,512,9962,310,18176,1065,19549,358,20328,1079,21767,493,19458,1123,21077,688,14962,865,16517,923,10357,683,11963,1402,5019,463,6878,1496,1381,287,3167,6811,135171,7655,149636
CED303,59,3980,188,4223,545,9131,399,10072,181,4729,167,5083,129,3929,168,4228,213,7165,369,7745,238,8162,460,8854,322,9246,506,10070,493,8552,548,9594,689,6301,412,7403,583,2631,263,3477,447,593,190,1233,3899,64420,3669,71985,37,3666,179,3883,273,8810,348,9427,97,4400,156,4648,76,3725,162,3965,184,7448,387,8020,224,8953,426,9606,378,10261,475,11122,525,9252,502,10278,645,6844,460,7954,814,2916,350,4079,934,749,359,2044,4184,67027,3811,75022,91,7652,362,8102,813,17936,751,19502,282,9132,320,9730,209,7653,332,8191,399,14615,752,15769,457,17112,884,18459,703,19508,985,21188,1013,17804,1052,19872,1336,13146,876,15357,1396,5545,612,7557,1382,1342,549,3279,8085,131450,7483,147010
CED304,40,3763,271,4078,193,6700,364,7257,68,3730,226,4021,68,7836,766,8670,136,17655,1899,19695,192,11163,1214,12578,256,9397,1072,10729,273,6564,749,7591,284,3813,474,4566,271,1438,218,1931,243,363,121,727,2032,72426,7379,81839,31,3539,260,3832,78,6599,380,7054,40,4210,298,4547,58,8660,724,9443,151,17102,1773,19020,161,10961,984,12102,229,9063,810,10101,272,6501,621,7396,286,3914,426,4624,411,1687,269,2370,572,636,346,1556,2294,72863,6893,82052,65,7307,530,7904,273,13295,742,14311,108,7935,525,8568,125,16498,1495,18116,285,34759,3664,38713,359,22122,2204,24684,488,18460,1883,20828,550,13070,1371,14991,568,7721,898,9191,687,3122,490,4302,813,997,469,2279,4322,145288,14272,163886
CED305,86,4682,452,5223,493,9603,789,10884,172,4441,362,4977,114,3985,578,4681,187,8693,1535,10409,170,8511,1402,10076,328,8972,1386,10681,491,8171,1107,9766,579,5111,586,6275,557,2135,307,3000,368,465,116,946,3554,64756,8613,76924,34,4594,407,5040,241,9085,718,10049,87,4346,390,4823,72,3937,433,4443,129,8946,864,9940,231,8437,804,9480,325,8939,880,10151,510,7603,726,8836,520,4972,516,6009,796,2372,315,3480,823,577,145,1545,3777,63812,6207,73797,125,9274,862,10257,741,18690,1510,20937,265,8789,751,9800,186,7924,1016,9118,318,17640,2395,20354,405,16950,2209,19560,658,17909,2267,20830,997,15776,1832,18605,1101,10088,1104,12287,1357,4507,620,6477,1191,1035,260,2493,7332,128566,14819,150720
CED306,71,4600,347,5018,452,9546,663,10668,137,4460,347,4941,106,4330,631,5065,167,8948,1532,10641,203,8818,1355,10371,355,9721,1349,11424,473,8705,1049,10227,640,5562,669,6868,626,2205,319,3154,410,434,106,945,3633,67327,8365,79330,31,4344,335,4705,229,9199,636,10066,74,4258,310,4636,79,4183,484,4745,146,9387,995,10531,209,9210,861,10283,352,9794,918,11053,453,8318,800,9574,490,5275,568,6335,788,2380,310,3477,842,575,151,1565,3695,66920,6373,76985,98,8944,676,9725,685,18748,1304,20736,208,8718,660,9584,184,8516,1117,9815,315,18331,2528,21178,411,18029,2215,20655,705,19506,2268,22477,927,17024,1850,19806,1134,10832,1235,13202,1407,4585,636,6632,1250,1008,262,2513,7330,134246,14742,156313
CED307,107,4787,226,5124,567,10248,439,11252,190,4730,188,5112,133,4165,221,4524,202,7901,460,8565,187,9671,512,10366,245,9573,563,10379,334,7434,422,8191,489,5086,334,5910,354,1629,180,2164,246,286,97,631,3060,65506,3645,72211,57,4490,200,4743,254,9945,415,10615,115,4467,192,4768,98,4059,176,4333,176,8553,442,9165,241,10373,471,11079,304,10091,484,10885,392,7760,416,8566,476,5436,345,6251,479,1747,213,2436,534,405,220,1158,3116,67316,3565,74003,163,9279,426,9868,826,20184,853,21862,310,9197,377,9883,233,8225,399,8855,374,16451,903,17725,423,20036,980,21443,555,19663,1048,21263,723,15197,838,16765,962,10517,681,12159,832,3370,388,4597,776,698,320,1794,6177,132828,7212,146217
CED308,90,4946,455,5494,546,9806,719,11071,197,4890,361,5450,121,5008,447,5579,207,9413,934,10548,238,9855,858,10951,323,9962,903,11190,514,7858,738,9117,772,6547,612,7931,665,2815,310,3788,465,533,158,1153,4134,71640,6499,82274,46,4816,434,5296,291,9477,696,10462,111,4829,369,5312,90,5148,464,5698,189,10145,970,11306,259,10921,845,12020,391,10789,928,12112,595,9017,739,10353,690,7277,685,8645,939,2916,363,4214,955,710,242,1902,4557,76026,6736,87324,140,9764,889,10792,834,19285,1414,21530,306,9721,736,10763,212,10150,918,11281,395,19557,1901,21858,493,20772,1701,22965,712,20757,1838,23305,1114,16876,1485,19473,1459,13823,1297,16578,1602,5726,671,7998,1420,1239,395,3054,8687,147670,13240,169600
CED309,53,3991,220,4262,460,9274,522,10257,153,4043,262,4456,102,3508,284,3897,200,7228,607,8032,237,8451,687,9376,324,9123,707,10160,508,8468,664,9641,710,6881,562,8149,681,3204,281,4166,590,721,123,1434,4013,64897,4908,73821,36,3932,230,4194,216,9063,475,9753,94,4159,223,4474,79,3673,276,4035,132,7904,551,8589,237,9520,576,10335,390,10648,715,11753,559,9498,673,10729,582,7545,600,8728,904,3469,368,4738,1218,903,198,2317,4461,70302,4878,79645,85,7926,444,8458,678,18331,994,20008,241,8205,482,8929,187,7178,558,7929,334,15135,1158,16616,473,17969,1272,19713,717,19770,1427,21913,1065,17965,1334,20369,1291,14431,1160,16878,1584,6671,645,8907,1806,1625,320,3752,8471,135205,9789,153463
CED310,64,3434,201,3703,439,8189,424,9054,183,4015,220,4417,110,3329,275,3714,143,6305,513,6959,187,7572,580,8342,289,8107,627,9029,483,7441,580,8508,718,6772,550,8036,708,3418,327,4451,614,747,162,1528,3936,59346,4457,67747,42,3215,219,3477,200,7914,417,8533,90,3971,227,4295,75,3300,269,3641,133,6959,493,7582,216,8185,539,8942,334,9100,584,10021,469,8628,596,9687,621,7673,582,8877,995,3587,357,4943,1236,917,271,2426,4419,63452,4553,72424,109,6650,424,7176,642,16111,841,17590,267,7989,452,8712,192,6627,538,7353,274,13265,1010,14541,406,15760,1122,17285,624,17216,1210,19052,946,16074,1175,18198,1340,14439,1137,16916,1702,7009,684,9394,1853,1669,427,3950,8355,122797,9019,140166
CED311,85,5115,532,5733,510,10348,993,11852,177,4273,396,4844,125,3834,459,4416,172,8838,1124,10129,229,8999,1174,10405,404,9904,1317,11626,586,8712,1026,10317,726,5565,630,6916,524,2105,324,2955,292,351,66,713,3830,68054,8031,79916,49,5031,465,5543,235,9992,934,11160,76,3888,410,4373,73,3759,412,4244,144,9334,983,10462,216,8961,939,10122,390,9436,1046,10879,572,7687,834,9091,540,4916,574,6032,551,1846,289,2684,518,368,94,976,3363,65224,6981,75568,132,10142,1000,11281,750,20347,1923,23017,247,8167,808,9218,199,7597,873,8658,317,18174,2110,20596,442,17964,2117,20521,802,19344,2360,22504,1158,16394,1855,19406,1268,10479,1200,12948,1075,3955,608,5635,808,725,156,1694,7194,133279,15016,155488
CED312,113,5902,392,6409,770,11048,725,12544,239,5176,328,5743,194,5091,352,5632,286,10151,809,11242,253,10178,778,11214,405,9063,720,10189,551,7219,572,8342,804,5116,462,6381,598,1868,209,2671,424,320,53,793,4627,71121,5411,81157,67,5755,415,6239,349,10927,715,11993,145,5087,386,5618,122,5035,356,5506,244,10995,841,12086,305,10743,750,11800,515,9533,736,10792,696,7812,641,9147,747,5523,460,6739,849,2056,220,3126,817,432,85,1345,4866,73904,5614,84380,175,11659,812,12647,1115,21979,1439,24532,379,10261,715,11356,310,10118,710,11142,532,21146,1650,23329,562,20923,1536,23013,922,18598,1457,20977,1247,15026,1211,17483,1556,10638,924,13122,1448,3926,428,5803,1245,753,141,2134,9490,145025,11024,165538
CED313,44,4156,259,4462,218,7811,448,8481,73,3884,250,4212,76,6575,557,7210,129,15109,1400,16643,187,11473,906,12564,227,9004,769,10006,277,6211,551,7035,331,3479,300,4116,387,1541,154,2086,365,396,77,837,2324,69643,5674,77648,37,4061,257,4355,116,7396,384,7901,62,3909,259,4235,60,6965,538,7562,130,15556,1355,17048,183,11542,798,12526,222,9221,728,10173,320,6576,550,7447,371,3850,284,4496,635,1719,183,2540,910,652,114,1675,3051,71454,5452,79957,84,8216,520,8816,338,15207,830,16377,136,7800,510,8445,133,13542,1093,14775,266,30666,2759,33691,369,23015,1705,25085,450,18226,1499,20177,599,12786,1097,14482,704,7328,588,8614,1025,3263,328,4624,1278,1050,189,2517,5371,141101,11123,157602
CED314,75,4594,290,4958,512,9295,590,10400,215,4591,334,5139,143,4447,382,4977,231,8369,674,9274,261,7697,635,8591,396,7960,646,9008,477,7312,633,8427,647,5398,509,6558,648,2605,325,3580,488,592,153,1239,4103,62860,5187,72144,47,4416,286,4741,278,9524,573,10375,135,4464,331,4931,79,4332,313,4727,196,8712,626,9539,249,8396,564,9210,401,8810,636,9848,512,8067,636,9215,605,6187,611,7400,867,3144,445,4456,1059,847,370,2274,4431,66909,5385,76722,120,9006,577,9703,789,18826,1165,20777,350,9058,662,10072,225,8776,698,9698,434,17083,1305,18813,510,16092,1199,17803,800,16767,1279,18849,991,15383,1268,17644,1255,11585,1115,13957,1515,5751,774,8035,1549,1443,527,3511,8534,129763,10568,148866
CED315,95,5409,402,5903,554,9759,645,10958,214,5221,441,5871,131,6194,825,7150,251,10688,1193,12127,304,9084,885,10266,425,8735,914,10068,581,7117,729,8425,662,4514,511,5691,518,1691,207,2421,298,368,89,750,4023,68774,6835,79638,71,4992,370,5427,259,9667,643,10564,105,5042,388,5532,87,6113,524,6721,220,11270,892,12385,305,9707,762,10776,468,9127,804,10403,506,7464,691,8657,563,4627,508,5698,678,1999,279,2961,671,455,107,1237,3931,70466,5967,80362,160,10399,774,11336,814,19423,1281,21520,322,10261,829,11409,216,12303,1351,13875,471,21951,2084,24511,602,18791,1648,21042,894,17860,1722,20476,1086,14582,1417,17082,1222,9148,1019,11391,1202,3692,483,5381,968,829,191,1988,7956,139246,12797,159998
CED316,62,3385,258,3707,629,7723,558,8907,254,3614,265,4131,174,2875,270,3320,276,5559,522,6359,349,6088,575,7011,619,7075,680,8376,1059,7677,822,9557,1430,8038,844,10317,1086,3957,453,5499,590,759,197,1538,6534,56755,5439,68723,53,3176,272,3496,321,7561,517,8392,158,3551,283,3991,120,2913,256,3294,207,6330,507,7046,337,6983,562,7877,575,8147,686,9411,935,8991,811,10748,1135,8653,832,10618,1192,4168,482,5841,1180,866,247,2290,6212,61326,5457,72991,119,6559,528,7209,954,15284,1072,17302,413,7159,548,8121,294,5787,532,6616,488,11888,1030,13401,681,13071,1131,14885,1192,15219,1365,17785,1992,16673,1640,20305,2567,16689,1673,20932,2283,8126,938,11345,1764,1621,440,3830,12744,118080,10892,141716
CED317,48,4536,541,5124,354,9929,991,11274,133,4341,456,4927,80,3781,621,4484,160,7662,1353,9170,248,7675,1175,9101,373,9128,1234,10732,672,9062,1111,10849,760,6813,851,8427,678,3014,400,4096,445,557,111,1114,3960,66491,8850,79306,32,4198,517,4745,178,9423,1003,10610,66,4072,395,4532,68,3501,413,3985,129,8043,961,9131,208,8190,941,9336,404,9221,1035,10653,573,8592,992,10155,600,6156,749,7508,824,2628,390,3843,804,632,153,1587,3876,64666,7549,76089,76,8733,1057,9871,534,19356,1994,21885,201,8408,856,9459,149,7280,1036,8470,283,15699,2316,18307,456,15865,2114,18440,773,18349,2265,21391,1249,17655,2099,21006,1360,12971,1600,15939,1501,5642,789,7931,1244,1190,265,2703,7831,131156,16403,155394
CED318,59,5449,634,6145,440,11174,1045,12662,136,4905,543,5576,101,4435,634,5166,204,9984,1418,11607,270,10375,1257,11903,397,10682,1349,12435,570,9088,1144,10805,641,5796,791,7228,550,1906,316,2766,272,351,103,723,3635,74153,9228,87018,29,5112,569,5712,195,10854,1020,12062,80,4630,503,5216,64,4642,647,5346,158,11198,1403,12755,233,11709,1260,13203,398,11254,1248,12894,564,9016,1076,10660,612,5241,677,6533,625,1792,346,2770,629,445,203,1278,3587,75899,8952,88427,86,10564,1200,11861,633,22023,2067,24726,215,9538,1041,10792,164,9077,1280,10517,360,21179,2821,24364,497,22092,2520,25105,799,21932,2593,25324,1133,18107,2224,21463,1259,11033,1467,13764,1174,3698,660,5533,897,801,300,1998,7219,150049,18178,175449
CED319,64,4691,235,4993,372,8449,338,9156,135,4015,167,4317,115,4880,361,5358,191,11373,775,12347,237,10349,639,11225,277,9176,584,10026,412,7165,439,8013,534,4712,304,5546,573,2404,213,3193,495,706,150,1358,3399,67924,4211,75537,42,4428,200,4665,172,8220,355,8740,77,3950,184,4209,86,4985,333,5406,170,11824,725,12721,212,10832,576,11622,340,9636,521,10492,455,7719,440,8620,530,5443,350,6329,902,3191,336,4434,1163,1034,407,2606,4152,71258,4431,79842,106,9113,437,9657,542,16670,690,17900,211,7964,350,8532,206,9865,692,10766,359,23200,1501,25063,441,21179,1213,22845,612,18806,1098,20522,863,14886,885,16629,1064,10151,657,11878,1473,5593,555,7626,1662,1745,553,3961,7553,139184,8642,155375
CED320,118,4889,365,5369,838,10017,616,11470,334,4683,306,5324,197,4356,492,5045,301,8224,1017,9548,341,8447,873,9663,498,8820,753,10074,752,7794,735,9286,1027,6606,672,8303,638,2797,349,3784,359,569,232,1161,5405,67203,6404,79019,77,4618,345,5037,391,9965,704,11062,139,4818,275,5231,115,4553,325,4990,266,8988,688,9943,367,9234,642,10244,605,9611,655,10873,812,8529,721,10060,803,7157,646,8605,792,2706,398,3901,593,612,428,1637,4947,70795,5831,81576,195,9507,707,10405,1222,19982,1325,22527,471,9499,580,10550,312,8908,813,10037,570,17212,1705,19486,707,17680,1521,19907,1100,18435,1405,20945,1560,16329,1454,19348,1827,13759,1320,16914,1432,5507,749,7683,954,1186,655,2794,10356,138006,12238,160594
CED321,58,4400,443,4909,481,9313,851,10646,183,4019,370,4564,129,3411,369,3918,188,6950,865,8003,277,7096,888,8260,503,8439,1023,9962,766,8600,987,10355,921,7133,873,8927,710,3206,423,4342,502,592,131,1221,4741,63162,7204,75110,46,4199,401,4644,218,8827,758,9812,89,3666,338,4086,88,3350,344,3780,151,7456,727,8335,264,7785,795,8844,519,8644,884,10039,669,8503,958,10126,714,6704,791,8216,842,3126,398,4360,1018,680,202,1902,4604,62951,6597,74157,103,8607,846,9552,701,18141,1612,20454,268,7681,704,8654,215,6767,717,7701,345,14407,1593,16335,540,14882,1681,17101,1024,17080,1899,20005,1437,17106,1937,20483,1640,13837,1663,17140,1548,6333,819,8699,1522,1275,333,3128,9344,126111,13803,149266
CED322,44,4132,265,4437,411,8700,535,9642,138,4352,238,4725,102,4073,334,4505,175,8222,711,9108,169,9011,706,9885,250,8686,653,9592,385,7457,625,8467,600,5974,528,7097,657,2852,290,3804,625,699,157,1483,3543,64167,5045,72748,25,3992,268,4285,166,8390,533,9094,94,4282,265,4635,58,4196,323,4578,110,9072,741,9925,174,10090,732,11001,304,9834,666,10808,434,8782,710,9925,575,6605,533,7716,895,3096,358,4360,1339,903,258,2507,4175,69258,5396,78829,62,8131,535,8727,577,17090,1072,18734,224,8632,504,9365,161,8274,656,9085,277,17297,1452,19037,340,19098,1437,20879,559,18523,1318,20401,817,16242,1333,18390,1172,12575,1065,14814,1561,5951,648,8157,1965,1603,417,3983,7717,133422,10441,151581
CED323,36,3559,317,3916,336,6833,632,7798,117,3782,517,4416,107,5394,639,6143,178,11229,1361,12772,207,9334,1000,10547,338,8762,1029,10121,475,7699,940,9111,624,6644,786,8053,744,3069,405,4220,576,747,178,1499,3735,67054,7807,78597,28,3391,311,3731,156,6710,534,7395,71,3939,348,4358,78,5823,673,6574,129,11556,1257,12938,221,9310,923,10450,354,9511,1019,10879,493,8524,943,9959,627,7195,777,8600,1000,3283,498,4779,1230,963,277,2478,4384,70199,7556,82137,70,6957,628,7651,489,13537,1162,15190,191,7720,868,8779,181,11221,1313,12716,304,22784,2617,25709,425,18646,1924,20998,693,18266,2043,21003,968,16219,1885,19071,1248,13836,1567,16654,1749,6355,902,8998,1813,1713,454,3976,8121,137249,15362,160734
CED324,64,4801,247,5116,297,8346,406,9055,101,4607,258,4967,113,7153,426,7696,156,13598,881,14627,221,10320,609,11154,305,8392,543,9235,364,6694,427,7489,451,4516,338,5308,539,1926,196,2661,457,511,93,1062,3070,70865,4430,78365,27,4638,245,4901,147,8283,378,8811,65,4418,189,4677,69,6779,409,7252,154,13154,795,14107,195,10305,603,11111,317,8829,563,9716,406,7262,424,8098,538,4878,365,5782,835,2222,215,3269,1120,684,179,1983,3885,71452,4365,79706,93,9436,494,10022,447,16634,785,17864,172,9027,448,9647,183,13931,837,14951,311,26755,1675,28735,421,20627,1211,22256,628,17220,1104,18947,768,13960,855,15581,993,9397,696,11087,1374,4149,412,5936,1577,1192,273,3046,6958,142315,8798,158071
CED325,113,6060,468,6635,642,11057,706,12404,209,5282,451,5942,146,4982,782,5907,226,10189,1739,12149,241,10311,1435,11986,366,9275,1052,10690,489,6885,607,7986,491,4057,398,4949,465,1433,186,2088,250,315,64,628,3634,69847,7891,81369,66,5763,440,6270,249,10760,679,11690,117,5117,332,5564,106,5039,461,5609,202,11317,1052,12573,312,10875,834,12019,453,9829,718,10999,626,6995,506,8126,568,4310,385,5268,673,1714,202,2588,669,379,92,1142,4035,72106,5701,81842,172,11820,911,12898,891,21825,1383,24097,322,10398,782,11505,252,10025,1242,11513,428,21504,2791,24718,554,21186,2266,24005,818,19102,1768,21689,1110,13887,1112,16108,1062,8363,787,10214,1137,3149,390,4674,913,699,158,1774,7667,141953,13586,163208
CED326,94,5272,348,5713,655,9967,575,11190,202,4541,240,4991,146,4360,288,4799,246,9277,637,10163,287,9872,748,10912,387,9281,688,10352,588,7260,509,8360,739,5833,478,7052,660,2726,298,3674,479,686,189,1356,4479,69067,5009,78562,43,5167,321,5539,317,9650,555,10527,125,4391,239,4756,102,4444,268,4821,207,10346,664,11216,347,10850,679,11868,504,9788,667,10963,603,8328,553,9486,745,6909,518,8170,944,3414,462,4820,1192,929,430,2550,5134,74212,5364,84709,137,10437,669,11247,969,19616,1132,21720,330,8935,481,9752,250,8799,560,9616,450,19625,1306,21379,637,20720,1425,22780,891,19066,1354,21320,1199,15581,1061,17841,1479,12741,999,15223,1604,6134,754,8495,1669,1612,626,3901,9620,143277,10367,163268
CED327,110,6834,562,7505,635,12237,877,13749,263,5800,425,6488,170,6000,414,6589,280,12660,887,13830,305,11320,800,12418,391,9345,707,10442,600,7639,564,8804,743,4844,421,6001,539,1446,190,2181,320,242,62,624,4350,78366,5907,88626,53,6524,524,7102,336,12018,788,13136,127,5574,354,6055,141,5673,435,6247,231,13482,922,14635,347,11736,797,12882,566,10013,725,11304,691,8228,608,9527,696,4994,412,6099,773,1492,184,2448,750,284,84,1109,4707,80011,5824,90544,160,13357,1089,14605,969,24258,1662,26892,388,11375,782,12542,307,11675,846,12837,519,26142,1805,28463,649,23059,1591,25298,954,19352,1434,21742,1296,15864,1176,18330,1438,9833,825,12097,1308,2940,376,4621,1067,526,147,1738,9054,158382,11731,179170
CED328,53,3993,149,4196,370,9751,334,10453,122,5767,217,6106,89,7677,468,8237,125,9631,629,10386,116,9433,546,10099,152,9063,501,9715,186,6817,396,7403,336,5082,270,5692,391,2095,173,2663,386,511,77,978,2331,69826,3766,75924,29,3945,153,4121,156,8929,284,9374,89,5883,223,6196,63,7896,477,8430,125,9588,591,10303,157,10454,464,11079,186,9770,426,10379,230,7599,386,8214,346,5602,303,6249,590,2368,223,3183,1013,739,142,1896,2980,72771,3673,79422,82,7943,302,8323,527,18680,614,19827,210,11654,442,12305,152,15574,938,16664,256,19219,1226,20694,275,19889,1008,21173,335,18835,926,20093,418,14415,786,15618,675,10687,578,11939,981,4464,395,5843,1400,1249,221,2868,5308,142604,7433,155349
