CED_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
CED309,0,17,0,17,..,152,6,155,3,159,..,154,5,160,0,158,..,8,0,7,0,7,..,75,8,81,0,84,..,10,0,10,0,8,..,30,8,41,0,41,..,563,123,691,14,702,..,3141,338,3481,36,3521,..,175,19,191,4264,4457,65844,3322,356,3677,4302,73821,70780,..,..,..,..,70780,..,265,0,267,3,267,..,25,11,36,0,36,..,16,0,16,0,16,..,68,14,82,0,82,..,174,60,237,10,238,..,7,3,16,0,16,..,255,70,324,10,333,..,23,4,30,0,28,..,210,3,215,0,215,..,239,8,249,0,252,..,460,16,473,5,478,..,65,11,73,4,77,..,13,3,13,0,13,..,62,3,68,0,70,..,88,11,90,0,95,..,29,3,25,0,25,..,26,0,31,0,31,..,93,5,99,0,105,..,309,19,335,0,339,..,199,10,211,5,213,..,127,16,145,3,151,..,79,36,118
CED310,0,5,0,5,..,128,10,136,0,136,..,130,4,134,0,138,..,13,0,13,0,13,..,48,13,56,0,56,..,10,0,10,0,10,..,44,11,55,0,55,..,563,67,633,17,643,..,2718,267,2982,35,3019,..,182,17,198,3810,4008,60721,2897,285,3178,3843,67747,64536,..,..,..,..,64536,..,144,0,144,0,151,..,19,4,21,0,21,..,7,0,7,0,7,..,56,26,82,3,89,..,186,54,234,3,238,..,12,3,11,0,11,..,249,83,332,3,339,..,29,0,30,0,30,..,188,4,193,0,193,..,213,10,225,3,223,..,361,11,375,5,379,..,47,3,55,3,54,..,7,3,5,0,10,..,49,5,52,0,52,..,67,6,73,3,76,..,15,3,19,0,19,..,9,3,11,0,11,..,123,10,135,0,134,..,267,35,297,3,299,..,170,19,187,4,191,..,140,21,154,0,154,..,57,28,83
CED311,0,23,3,23,..,608,25,634,6,643,..,102,15,117,0,117,..,89,22,117,0,117,..,35,0,33,0,33,..,7,0,9,0,9,..,58,40,99,0,94,..,687,174,863,34,896,..,3140,495,3636,66,3704,..,210,18,225,7184,7410,68806,3351,513,3860,7255,79916,65599,..,..,..,..,65599,..,325,3,327,3,328,..,47,7,60,0,57,..,60,4,63,5,74,..,28,11,37,0,37,..,148,74,228,0,231,..,4,7,10,0,13,..,178,94,279,0,275,..,21,0,17,0,17,..,65,3,68,0,68,..,64,5,71,0,71,..,129,3,133,3,139,..,26,0,35,0,35,..,37,4,42,0,43,..,95,11,104,0,104,..,78,15,99,0,99,..,43,3,49,0,49,..,27,4,34,0,34,..,74,7,84,0,84,..,360,45,405,0,409,..,72,12,78,0,78,..,42,12,50,0,50,..,47,35,83
CED312,3,32,0,32,..,401,7,408,3,412,..,268,28,299,4,302,..,59,0,64,0,64,..,51,7,61,0,61,..,129,26,152,0,152,..,168,66,239,6,240,..,2152,471,2621,44,2663,..,7210,1187,8403,104,8506,..,229,25,260,4537,4796,67861,7442,1219,8660,4637,81157,69828,..,..,..,..,69828,..,235,7,243,0,244,..,196,86,280,4,287,..,19,3,19,0,22,..,156,62,222,3,228,..,508,193,700,0,702,..,36,14,54,0,55,..,701,267,974,11,978,..,101,10,114,3,115,..,154,4,167,0,166,..,163,5,171,3,175,..,277,12,292,9,299,..,114,7,126,0,128,..,11,0,11,0,11,..,349,19,369,3,378,..,187,26,221,4,224,..,50,0,54,0,52,..,96,14,109,0,109,..,104,7,112,0,112,..,794,76,869,13,884,..,154,14,171,3,168,..,190,20,212,0,212,..,146,69,212
CED313,4,70,0,68,..,387,18,407,3,412,..,901,92,999,6,1001,..,147,14,158,0,158,..,138,51,195,4,191,..,68,7,82,0,82,..,462,119,584,3,587,..,1851,265,2120,36,2158,..,12024,1635,13664,123,13789,..,174,16,186,5047,5232,58628,12199,1653,13850,5172,77648,59720,..,..,..,..,59720,..,148,0,149,0,151,..,276,52,323,0,325,..,14,0,14,0,14,..,654,126,778,4,778,..,1615,306,1921,8,1929,..,74,23,95,0,96,..,2340,447,2787,16,2807,..,73,14,89,0,89,..,140,3,137,0,138,..,432,22,454,9,461,..,364,13,379,4,379,..,835,198,1030,10,1042,..,85,9,92,0,92,..,486,28,516,0,518,..,346,41,393,8,398,..,237,10,245,0,245,..,78,11,89,0,89,..,508,34,549,0,549,..,1739,143,1885,9,1887,..,562,62,624,3,632,..,423,68,491,9,495,..,505,202,703
CED314,0,39,0,39,..,332,10,337,5,341,..,111,5,118,0,118,..,72,4,77,0,76,..,34,4,42,0,38,..,11,0,12,0,12,..,47,5,53,0,53,..,1290,284,1578,17,1593,..,4293,656,4946,57,4998,..,171,14,181,4631,4815,62327,4458,672,5127,4685,72144,66698,..,..,..,..,66698,..,223,3,224,0,224,..,301,106,403,5,410,..,41,0,48,0,48,..,73,32,106,0,106,..,321,134,457,3,466,..,26,10,32,0,32,..,421,172,594,5,604,..,21,3,25,0,25,..,68,4,78,0,78,..,95,4,98,0,98,..,137,4,141,4,139,..,31,6,36,0,39,..,60,4,67,0,67,..,112,0,112,0,110,..,101,19,123,3,127,..,120,12,130,0,130,..,29,3,35,0,33,..,197,18,221,3,226,..,622,62,682,14,690,..,83,4,91,0,96,..,71,7,80,0,83,..,74,23,98
CED315,4,43,0,39,..,514,24,537,3,541,..,168,10,174,5,178,..,72,3,78,3,79,..,64,14,72,0,72,..,9,4,7,0,7,..,100,25,129,0,134,..,1408,323,1728,45,1774,..,4709,642,5352,98,5444,..,183,19,203,6168,6370,67820,4895,654,5547,6270,79638,68844,..,..,..,..,68844,..,169,0,166,0,169,..,84,11,96,0,96,..,242,14,250,15,266,..,109,30,144,0,147,..,197,53,252,3,251,..,12,0,9,0,9,..,316,89,404,5,407,..,16,0,16,0,16,..,63,3,61,0,61,..,129,12,141,0,141,..,229,11,239,4,244,..,129,30,160,0,158,..,25,0,25,0,25,..,95,4,97,0,97,..,74,19,97,0,96,..,67,4,69,0,69,..,31,0,31,0,31,..,101,28,130,0,130,..,392,50,441,0,448,..,319,28,347,4,355,..,108,10,113,0,117,..,75,17,99
CED316,3,18,0,18,..,133,4,141,0,142,..,56,3,61,0,58,..,23,0,27,0,27,..,42,14,57,0,57,..,59,10,66,0,66,..,54,28,83,0,86,..,477,82,560,15,574,..,2347,371,2717,36,2755,..,195,17,207,4718,4927,61041,2540,383,2925,4756,68723,64663,..,..,..,..,64663,..,121,3,125,0,129,..,33,6,33,0,39,..,28,0,28,0,28,..,62,30,92,0,92,..,183,111,287,0,295,..,18,6,21,0,21,..,255,145,401,0,406,..,24,3,30,0,30,..,140,3,139,0,145,..,109,11,119,3,123,..,277,10,285,6,295,..,35,0,35,0,34,..,20,0,20,0,20,..,79,3,84,0,86,..,39,8,40,0,40,..,30,4,38,0,38,..,27,4,28,0,28,..,74,16,86,0,86,..,265,33,299,0,301,..,196,21,215,3,219,..,52,24,70,0,71,..,40,27,71
CED317,4,25,0,25,..,311,19,330,6,331,..,90,7,100,3,97,..,28,0,28,0,28,..,25,6,36,0,32,..,5,0,5,0,5,..,14,4,24,0,24,..,977,171,1147,44,1194,..,4422,631,5047,175,5222,..,260,24,285,7988,8279,65810,4682,651,5336,8164,79306,63569,..,..,..,..,63569,..,113,0,113,0,113,..,8,0,8,0,8,..,361,23,390,60,445,..,50,21,68,0,71,..,114,68,182,3,180,..,0,4,5,0,5,..,164,86,249,5,256,..,46,10,52,0,52,..,92,3,94,0,92,..,80,12,93,0,93,..,255,3,262,0,267,..,52,11,62,0,63,..,6,0,9,0,9,..,74,10,85,0,87,..,297,74,372,6,378,..,30,4,39,0,39,..,13,0,18,0,18,..,33,10,43,0,42,..,457,101,555,5,562,..,1003,199,1195,23,1225,..,127,45,169,0,173,..,24,27,51
CED318,0,55,3,56,..,485,24,511,9,522,..,166,18,183,0,188,..,39,3,47,0,47,..,136,30,165,0,162,..,14,4,21,0,21,..,125,20,145,0,144,..,2507,506,3018,68,3084,..,12469,2095,14565,336,14906,..,318,73,395,8357,8750,63367,12789,2169,14958,8695,87018,62936,..,..,..,..,62936,..,132,0,138,0,137,..,45,7,54,0,54,..,4682,508,5191,198,5388,..,211,62,273,0,273,..,508,155,665,3,671,..,35,14,53,0,54,..,754,236,993,5,1000,..,54,3,56,4,61,..,210,8,217,3,218,..,304,20,325,0,330,..,595,19,620,9,624,..,93,7,104,3,102,..,23,0,22,0,22,..,120,3,125,0,125,..,311,40,355,0,353,..,43,4,50,0,52,..,30,7,31,0,31,..,246,239,482,0,487,..,768,296,1063,7,1076,..,474,39,513,4,519,..,1165,273,1435,4,1443,..,340,170,511
CED319,6,68,0,69,..,780,36,816,8,817,..,364,41,403,3,406,..,159,25,192,0,192,..,81,13,95,0,95,..,24,3,26,0,26,..,150,37,192,0,195,..,1651,343,1997,41,2038,..,9403,1270,10673,118,10790,..,190,20,211,3591,3808,60940,9591,1286,10884,3711,75537,63459,..,..,..,..,63459,..,125,3,133,0,133,..,127,23,151,4,157,..,38,7,43,0,46,..,445,148,597,9,603,..,810,183,988,3,991,..,49,12,62,0,62,..,1308,341,1651,11,1661,..,49,5,57,0,57,..,97,4,97,4,101,..,204,9,219,0,219,..,261,4,268,7,274,..,140,6,149,4,152,..,62,10,73,0,73,..,596,51,643,8,648,..,795,125,918,12,934,..,116,14,123,0,131,..,56,3,61,0,61,..,460,78,537,4,539,..,2089,276,2360,30,2390,..,771,105,878,18,896,..,321,29,352,0,355,..,242,81,320
CED320,3,15,0,15,..,248,11,267,0,266,..,121,11,134,0,134,..,8,3,9,0,9,..,43,7,48,0,48,..,14,4,11,0,11,..,70,22,87,0,91,..,697,129,824,24,844,..,3102,621,3724,51,3780,..,210,17,228,5663,5893,69347,3312,645,3955,5713,79019,71605,..,..,..,..,71605,..,180,0,183,0,187,..,54,14,74,0,75,..,30,0,30,4,32,..,88,47,134,3,138,..,206,232,434,7,442,..,8,11,23,3,23,..,299,288,587,9,603,..,23,8,27,0,27,..,149,0,150,3,152,..,123,6,126,3,132,..,199,3,203,4,203,..,44,3,44,0,49,..,0,0,0,0,0,..,152,7,160,6,160,..,35,3,41,0,41,..,21,0,23,0,23,..,9,0,9,0,9,..,41,3,42,0,42,..,257,13,273,8,280,..,146,12,164,0,163,..,92,37,129,0,129,..,66,88,154
CED321,0,15,0,15,..,448,7,457,3,456,..,66,3,70,0,68,..,14,3,14,0,14,..,17,3,18,0,18,..,8,0,4,0,4,..,72,27,100,3,102,..,351,82,432,17,451,..,2127,300,2427,43,2464,..,224,20,242,6296,6534,66105,2351,316,2670,6337,75110,65681,..,..,..,..,65681,..,155,0,158,0,158,..,20,3,18,0,18,..,31,0,31,0,37,..,32,12,48,0,48,..,84,67,149,3,159,..,3,4,8,0,8,..,121,84,204,3,210,..,19,4,20,0,20,..,53,0,52,0,52,..,52,0,57,4,61,..,146,9,155,0,155,..,17,0,14,0,14,..,10,3,9,0,9,..,57,0,61,0,62,..,63,13,79,0,79,..,29,0,30,0,30,..,14,0,13,0,13,..,42,12,54,0,54,..,213,30,243,5,242,..,170,45,213,8,219,..,16,4,23,0,23,..,33,18,50
CED322,0,26,0,27,..,266,3,269,8,276,..,295,29,323,9,329,..,22,0,22,0,22,..,87,25,110,0,109,..,51,5,55,0,55,..,73,9,83,0,83,..,1124,137,1260,22,1279,..,6061,817,6876,76,6949,..,168,15,185,4457,4647,61151,6230,832,7061,4530,72748,65318,..,..,..,..,65318,..,186,0,186,0,188,..,104,7,115,0,113,..,14,0,16,0,16,..,390,127,523,4,524,..,940,263,1208,11,1213,..,37,12,55,0,55,..,1371,408,1778,16,1792,..,109,13,125,0,125,..,149,9,150,4,158,..,320,15,336,4,340,..,294,9,306,3,311,..,169,11,180,3,187,..,24,0,23,0,23,..,124,3,123,0,123,..,69,4,76,0,76,..,39,3,41,3,41,..,21,0,21,0,19,..,44,4,48,0,48,..,309,15,330,3,332,..,231,15,247,5,255,..,707,161,865,10,880,..,185,83,273
CED323,3,43,0,43,..,410,12,428,0,428,..,582,51,629,13,643,..,54,0,53,0,53,..,160,43,205,0,202,..,68,11,77,0,77,..,136,25,167,0,164,..,1800,219,2013,34,2051,..,10572,1719,12291,129,12416,..,222,25,246,7106,7351,58828,10790,1744,12533,7236,78597,60724,..,..,..,..,60724,..,130,0,131,0,130,..,264,72,330,3,332,..,10,0,10,0,10,..,474,149,623,0,621,..,1577,540,2113,13,2128,..,101,43,143,0,144,..,2156,727,2884,18,2894,..,185,30,212,5,215,..,150,3,152,0,151,..,401,17,417,4,425,..,400,11,414,3,419,..,330,37,372,0,374,..,40,3,45,0,45,..,253,13,270,3,269,..,290,51,338,4,342,..,42,3,47,0,47,..,25,0,27,0,27,..,306,21,322,5,333,..,953,90,1047,10,1054,..,475,43,518,3,523,..,1183,372,1557,9,1562,..,542,295,837
CED324,3,95,0,95,..,782,39,826,3,831,..,528,77,606,4,616,..,286,46,332,0,330,..,92,21,117,0,117,..,52,13,64,0,64,..,1126,269,1394,10,1408,..,2944,648,3591,82,3672,..,22757,5388,28146,218,28367,..,161,42,198,3845,4046,45952,22916,5433,28343,4070,78365,46123,..,..,..,..,46123,..,88,0,84,0,85,..,579,155,732,4,732,..,20,0,20,0,20,..,2101,730,2827,13,2845,..,6635,2583,9216,34,9249,..,295,131,422,3,428,..,9029,3435,12468,52,12514,..,126,31,151,5,161,..,112,3,114,0,114,..,204,9,213,0,219,..,229,14,240,4,245,..,528,60,591,8,599,..,183,16,194,0,194,..,759,45,805,3,807,..,1061,154,1214,19,1235,..,207,18,227,0,231,..,372,70,441,5,443,..,616,55,671,3,675,..,3202,355,3558,31,3586,..,266,40,304,6,306,..,432,71,503,3,513,..,1185,651,1834
CED325,3,80,0,77,..,820,35,860,14,868,..,610,97,707,10,716,..,388,34,417,3,424,..,62,9,77,0,77,..,24,4,26,0,26,..,4145,1768,5915,33,5945,..,3331,750,4086,102,4189,..,17629,3813,21443,219,21663,..,204,53,261,7102,7362,52341,17834,3873,21702,7326,81369,53052,..,..,..,..,53052,..,215,8,219,6,225,..,494,123,616,12,624,..,35,0,37,3,35,..,438,147,585,0,588,..,1030,361,1394,15,1406,..,70,26,97,0,97,..,1532,533,2069,17,2087,..,63,17,76,0,76,..,154,3,151,0,158,..,203,17,220,0,216,..,236,5,241,5,244,..,59,6,63,0,65,..,236,58,291,3,291,..,809,57,863,8,870,..,393,63,464,3,464,..,410,29,442,0,442,..,94,10,104,0,99,..,411,37,444,4,453,..,2354,256,2605,13,2624,..,153,20,176,3,179,..,187,22,215,3,215,..,241,87,325
CED326,0,47,0,49,..,806,22,831,5,833,..,303,44,347,0,348,..,76,3,82,0,82,..,59,17,76,0,76,..,29,4,34,0,34,..,95,14,112,0,113,..,1616,212,1826,43,1868,..,7847,835,8682,108,8787,..,191,22,216,4301,4520,65249,8042,863,8899,4407,78562,69848,..,..,..,..,69848,..,372,5,379,4,391,..,113,28,142,0,146,..,31,0,30,0,30,..,239,88,332,0,332,..,503,164,664,7,669,..,44,18,57,0,57,..,786,265,1052,7,1054,..,48,3,52,0,52,..,123,3,125,3,129,..,176,10,192,0,190,..,246,13,258,5,256,..,111,9,120,0,122,..,69,3,76,0,76,..,614,29,641,15,653,..,392,57,451,3,451,..,123,11,131,0,131,..,57,3,55,0,55,..,329,45,373,3,382,..,1576,147,1730,20,1749,..,339,23,364,3,365,..,172,24,200,0,201,..,124,43,161
CED327,4,89,4,90,..,933,42,977,9,989,..,489,90,576,6,582,..,228,32,263,6,266,..,101,19,117,0,118,..,108,14,121,5,128,..,531,152,689,3,691,..,5139,1619,6755,178,6933,..,20370,4554,24922,343,25267,..,275,70,340,5017,5362,57998,20638,4625,25262,5362,88626,58602,..,..,..,..,58602,..,155,0,156,0,156,..,825,232,1060,11,1069,..,32,0,32,0,28,..,1250,425,1677,6,1687,..,3429,1343,4772,17,4789,..,167,85,256,0,254,..,4847,1852,6704,27,6731,..,233,29,263,0,266,..,74,0,74,0,72,..,134,9,144,4,148,..,183,7,186,0,189,..,258,25,288,3,292,..,106,26,125,0,125,..,1085,55,1140,6,1146,..,700,134,841,6,849,..,164,7,166,3,167,..,416,85,503,6,507,..,371,37,415,4,416,..,2845,343,3183,33,3215,..,142,12,155,3,159,..,193,33,227,0,227,..,565,318,885
CED328,15,250,0,248,..,639,43,687,0,689,..,647,57,700,6,706,..,191,7,201,0,201,..,96,13,104,0,104,..,31,3,28,0,28,..,244,44,288,0,288,..,1264,174,1444,39,1481,..,10376,1038,11412,98,11513,..,144,8,151,3253,3410,60997,10514,1048,11565,3355,75924,62539,..,..,..,..,62539,..,327,0,333,0,335,..,141,66,206,0,206,..,10,0,10,0,10,..,688,102,787,3,790,..,2724,418,3139,11,3153,..,184,44,228,0,229,..,3595,562,4150,14,4171,..,30,3,33,0,33,..,183,3,185,3,192,..,431,13,447,4,455,..,521,16,532,3,536,..,117,6,119,3,126,..,117,9,132,0,132,..,355,15,373,4,376,..,115,18,133,3,136,..,192,16,209,0,212,..,57,0,59,0,59,..,309,8,318,7,326,..,1149,68,1221,9,1234,..,306,21,326,4,334,..,414,57,470,4,475,..,351,117,466
CED329,0,8,0,8,..,88,3,89,0,89,..,90,3,95,0,92,..,11,3,19,0,18,..,29,5,29,0,29,..,4,0,4,0,4,..,14,8,30,0,30,..,380,57,443,21,461,..,1864,185,2048,37,2091,..,201,7,204,5721,5931,63313,2066,193,2257,5763,71334,64917,..,..,..,..,64917,..,86,7,91,0,91,..,13,0,11,0,13,..,41,0,45,0,45,..,41,9,44,0,45,..,95,28,120,3,122,..,4,6,13,0,13,..,139,38,176,4,182,..,19,0,18,0,18,..,127,3,132,0,133,..,174,8,181,0,186,..,377,3,381,3,384,..,44,0,44,0,43,..,6,0,8,0,8,..,35,3,34,0,34,..,28,3,25,0,25,..,7,0,7,0,7,..,3,0,3,0,3,..,24,0,30,0,27,..,96,5,101,0,104,..,141,4,140,0,143,..,83,6,88,0,90,..,21,0,21
CED330,0,17,0,17,..,113,8,118,0,124,..,149,8,157,0,155,..,12,0,12,0,13,..,29,3,33,0,33,..,14,3,18,0,18,..,110,50,163,0,161,..,763,176,940,20,961,..,3242,628,3868,46,3910,..,183,7,189,5642,5834,68214,3424,637,4058,5680,77955,68617,..,..,..,..,68617,..,183,0,180,0,180,..,74,26,97,0,97,..,17,0,17,0,17,..,129,14,142,0,142,..,322,174,497,9,503,..,20,9,29,0,29,..,470,199,670,9,678,..,61,0,61,0,61,..,146,5,145,0,151,..,132,7,136,0,135,..,313,6,319,0,319,..,47,3,55,0,51,..,3,4,7,0,7,..,83,7,91,0,93,..,60,3,60,0,60,..,10,0,10,0,10,..,25,0,23,0,29,..,54,9,59,0,59,..,229,27,258,3,258,..,89,10,103,0,102,..,196,41,238,0,238,..,67,64,135
CED394,0,3,0,11,..,15,0,19,0,24,..,28,3,30,0,30,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,4,3,13,0,13,..,117,15,131,9,136,..,512,115,619,16,636,..,20,6,29,1515,1542,4759,530,118,650,1532,6937,3934,..,..,..,..,3934,..,4,0,4,0,4,..,7,0,6,0,6,..,11,0,11,0,11,..,20,4,26,0,24,..,78,50,129,0,131,..,3,7,10,0,10,..,101,59,163,3,161,..,0,0,0,0,0,..,27,0,26,0,26,..,46,7,56,0,56,..,37,3,39,0,40,..,3,0,4,0,4,..,0,0,0,0,0,..,10,0,11,0,11,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,25,0,29,0,29,..,21,3,27,0,27,..,11,5,12,0,19,..,10,13,25
CED397,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,6,6,56,7,0,7,6,66,56,..,..,..,..,56,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
