CED_CODE_2016,D_18_20_FPULPTW_MPTLF,D_18_20_FPULPTW_MPNLF,D_18_20_FPULPTW_MPLFSNS,D_18_20_FPULPTW_T,D_18_20_FPUT_MPEFT,D_18_20_FPUT_MPEPT,D_18_20_FPUT_MPEAW,D_18_20_FPUT_MPEHNS,D_18_20_FPUT_MPET,D_18_20_FPUT_MPULFTW,D_18_20_FPUT_MPULPTW,D_18_20_FPUT_MPUT,D_18_20_FPUT_MPTLF,D_18_20_FPUT_MPNLF,D_18_20_FPUT_MPLFSNS,D_18_20_FPUT_T,D_18_20_FPTLF_MPEFT,D_18_20_FPTLF_MPEPT,D_18_20_FPTLF_MPEAW,D_18_20_FPTLF_MPEHNS,D_18_20_FPTLF_MPET,D_18_20_FPTLF_MPULFTW,D_18_20_FPTLF_MPULPTW,D_18_20_FPTLF_MPUT,D_18_20_FPTLF_MPTLF,D_18_20_FPTLF_MPNLF,D_18_20_FPTLF_MPLFSNS,D_18_20_FPTLF_T,D_18_20_FPNLF_MPEFT,D_18_20_FPNLF_MPEPT,D_18_20_FPNLF_MPEAW,D_18_20_FPNLF_MPEHNS,D_18_20_FPNLF_MPET,D_18_20_FPNLF_MPULFTW,D_18_20_FPNLF_MPULPTW,D_18_20_FPNLF_MPUT,D_18_20_FPNLF_MPTLF,D_18_20_FPNLF_MPNLF,D_18_20_FPNLF_MPLFSNS,D_18_20_FPNLF_T,D_18_20_FPLFSNS_MPEFT,D_18_20_FPLFSNS_MPEPT,D_18_20_FPLFSNS_MPEAW,D_18_20_FPLFSNS_MPEHNS,D_18_20_FPLFSNS_MPET,D_18_20_FPLFSNS_MPULFTW,D_18_20_FPLFSNS_MPULPTW,D_18_20_FPLFSNS_MPUT,D_18_20_FPLFSNS_MPTLF,D_18_20_FPLFSNS_MPNLF,D_18_20_FPLFSNS_MPLFSNS,D_18_20_FPLFSNS_T,D_18_20_FPT_MPEFT,D_18_20_FPT_MPEPT,D_18_20_FPT_MPEAW,D_18_20_FPT_MPEHNS,D_18_20_FPT_MPET,D_18_20_FPT_MPULFTW,D_18_20_FPT_MPULPTW,D_18_20_FPT_MPUT,D_18_20_FPT_MPTLF,D_18_20_FPT_MPNLF,D_18_20_FPT_MPLFSNS,D_18_20_FPT_T,D_21_24_FPEFT_MPEFT,D_21_24_FPEFT_MPEPT,D_21_24_FPEFT_MPEAW,D_21_24_FPEFT_MPEHNS,D_21_24_FPEFT_MPET,D_21_24_FPEFT_MPULFTW,D_21_24_FPEFT_MPULPTW,D_21_24_FPEFT_MPUT,D_21_24_FPEFT_MPTLF,D_21_24_FPEFT_MPNLF,D_21_24_FPEFT_MPLFSNS,D_21_24_FPEFT_T,D_21_24_FPEPT_MPEFT,D_21_24_FPEPT_MPEPT,D_21_24_FPEPT_MPEAW,D_21_24_FPEPT_MPEHNS,D_21_24_FPEPT_MPET,D_21_24_FPEPT_MPULFTW,D_21_24_FPEPT_MPULPTW,D_21_24_FPEPT_MPUT,D_21_24_FPEPT_MPTLF,D_21_24_FPEPT_MPNLF,D_21_24_FPEPT_MPLFSNS,D_21_24_FPEPT_T,D_21_24_FPEAW_MPEFT,D_21_24_FPEAW_MPEPT,D_21_24_FPEAW_MPEAW,D_21_24_FPEAW_MPEHNS,D_21_24_FPEAW_MPET,D_21_24_FPEAW_MPULFTW,D_21_24_FPEAW_MPULPTW,D_21_24_FPEAW_MPUT,D_21_24_FPEAW_MPTLF,D_21_24_FPEAW_MPNLF,D_21_24_FPEAW_MPLFSNS,D_21_24_FPEAW_T,D_21_24_FPHNS_MPEFT,D_21_24_FPHNS_MPEPT,D_21_24_FPHNS_MPEAW,D_21_24_FPHNS_MPEHNS,D_21_24_FPHNS_MPET,D_21_24_FPHNS_MPULFTW,D_21_24_FPHNS_MPULPTW,D_21_24_FPHNS_MPUT,D_21_24_FPHNS_MPTLF,D_21_24_FPHNS_MPNLF,D_21_24_FPHNS_MPLFSNS,D_21_24_FPHNS_T,D_21_24_FPET_MPEFT,D_21_24_FPET_MPEPT,D_21_24_FPET_MPEAW,D_21_24_FPET_MPEHNS,D_21_24_FPET_MPET,D_21_24_FPET_MPULFTW,D_21_24_FPET_MPULPTW,D_21_24_FPET_MPUT,D_21_24_FPET_MPTLF,D_21_24_FPET_MPNLF,D_21_24_FPET_MPLFSNS,D_21_24_FPET_T,D_21_24_FPULFTW_MPEFT,D_21_24_FPULFTW_MPEPT,D_21_24_FPULFTW_MPEAW,D_21_24_FPULFTW_MPEHNS,D_21_24_FPULFTW_MPET,D_21_24_FPULFTW_MPULFTW,D_21_24_FPULFTW_MPULPTW,D_21_24_FPULFTW_MPUT,D_21_24_FPULFTW_MPTLF,D_21_24_FPULFTW_MPNLF,D_21_24_FPULFTW_MPLFSNS,D_21_24_FPULFTW_T,D_21_24_FPULPTW_MPEFT,D_21_24_FPULPTW_MPEPT,D_21_24_FPULPTW_MPEAW,D_21_24_FPULPTW_MPEHNS,D_21_24_FPULPTW_MPET,D_21_24_FPULPTW_MPULFTW,D_21_24_FPULPTW_MPULPTW,D_21_24_FPULPTW_MPUT,D_21_24_FPULPTW_MPTLF,D_21_24_FPULPTW_MPNLF,D_21_24_FPULPTW_MPLFSNS,D_21_24_FPULPTW_T,D_21_24_FPUT_MPEFT,D_21_24_FPUT_MPEPT,D_21_24_FPUT_MPEAW,D_21_24_FPUT_MPEHNS,D_21_24_FPUT_MPET,D_21_24_FPUT_MPULFTW,D_21_24_FPUT_MPULPTW,D_21_24_FPUT_MPUT,D_21_24_FPUT_MPTLF,D_21_24_FPUT_MPNLF,D_21_24_FPUT_MPLFSNS,D_21_24_FPUT_T,D_21_24_FPTLF_MPEFT,D_21_24_FPTLF_MPEPT,D_21_24_FPTLF_MPEAW,D_21_24_FPTLF_MPEHNS,D_21_24_FPTLF_MPET,D_21_24_FPTLF_MPULFTW,D_21_24_FPTLF_MPULPTW,D_21_24_FPTLF_MPUT,D_21_24_FPTLF_MPTLF,D_21_24_FPTLF_MPNLF,D_21_24_FPTLF_MPLFSNS,D_21_24_FPTLF_T,D_21_24_FPNLF_MPEFT,D_21_24_FPNLF_MPEPT,D_21_24_FPNLF_MPEAW,D_21_24_FPNLF_MPEHNS,D_21_24_FPNLF_MPET,D_21_24_FPNLF_MPULFTW,D_21_24_FPNLF_MPULPTW,D_21_24_FPNLF_MPUT,D_21_24_FPNLF_MPTLF,D_21_24_FPNLF_MPNLF,D_21_24_FPNLF_MPLFSNS,D_21_24_FPNLF_T,D_21_24_FPLFSNS_MPEFT,D_21_24_FPLFSNS_MPEPT,D_21_24_FPLFSNS_MPEAW,D_21_24_FPLFSNS_MPEHNS,D_21_24_FPLFSNS_MPET,D_21_24_FPLFSNS_MPULFTW,D_21_24_FPLFSNS_MPULPTW,D_21_24_FPLFSNS_MPUT,D_21_24_FPLFSNS_MPTLF,D_21_24_FPLFSNS_MPNLF,D_21_24_FPLFSNS_MPLFSNS,D_21_24_FPLFSNS_T,D_21_24_FPT_MPEFT,D_21_24_FPT_MPEPT,D_21_24_FPT_MPEAW,D_21_24_FPT_MPEHNS
CED237,29,8,0,31,38,3,0,0,44,5,3,7,52,9,0,53,873,119,15,15,1014,24,6,32,1048,77,0,1126,224,52,3,8,290,12,4,19,309,122,3,434,0,0,0,0,3,0,0,0,3,0,8,11,1100,168,20,29,1312,37,18,52,1360,201,11,1568,210,30,3,3,246,7,3,9,254,22,0,272,204,41,8,0,256,5,5,9,265,28,0,286,3,4,0,0,7,0,0,0,7,3,0,13,5,0,0,3,12,0,0,0,12,4,0,10,427,73,15,9,520,8,7,16,537,48,0,584,0,0,0,0,4,0,0,0,4,3,0,5,6,3,0,3,9,0,4,3,15,0,0,15,11,3,0,3,14,0,4,3,21,3,0,26,435,78,15,10,537,13,11,22,554,51,0,609,106,25,3,11,141,4,0,4,150,78,0,229,0,0,0,0,0,0,0,0,3,0,3,8,543,101,13,13
CED294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED301,8,0,0,8,13,0,0,0,16,3,0,3,18,0,0,22,537,55,10,13,617,18,0,20,632,54,0,686,79,10,6,0,97,9,0,9,111,39,0,144,0,0,0,0,0,0,0,0,0,0,0,0,617,66,15,10,714,24,0,30,742,94,0,832,104,15,0,0,116,0,0,3,122,13,0,135,79,6,0,0,85,3,0,3,89,3,0,93,6,0,0,0,8,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,187,25,3,0,216,5,0,4,220,23,0,244,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,3,192,20,3,0,216,5,0,4,219,28,0,245,37,5,0,3,48,3,0,3,47,16,0,65,0,0,0,0,0,0,0,0,0,0,0,0,230,29,3,3
CED302,21,0,0,21,34,3,0,0,34,3,0,8,39,3,0,43,1191,116,28,11,1340,50,5,59,1401,68,3,1467,188,35,7,0,234,14,7,15,250,60,0,313,0,0,0,0,0,0,0,0,0,0,3,3,1382,150,34,11,1579,62,13,74,1652,128,3,1786,283,32,7,4,321,6,4,6,328,21,0,348,172,27,3,0,198,6,0,6,207,19,0,227,5,3,0,0,9,0,0,0,9,0,0,9,3,0,0,0,3,0,0,0,10,0,0,10,464,53,7,3,536,14,3,12,549,44,0,595,7,0,0,0,8,0,0,0,8,0,0,8,4,0,0,0,3,0,0,3,4,0,0,4,6,3,0,0,8,0,0,3,14,0,0,14,470,61,7,3,546,11,3,15,560,44,0,603,85,7,0,0,99,3,0,3,97,39,0,137,3,0,0,0,3,0,0,0,3,0,0,3,558,68,10,3
CED303,19,3,0,21,26,0,0,0,29,0,0,0,32,3,0,36,961,79,19,6,1070,19,4,24,1099,46,3,1140,132,7,0,3,140,0,0,0,147,26,0,168,0,0,0,0,0,0,0,0,0,0,0,0,1091,89,21,13,1216,26,4,25,1244,72,3,1314,178,27,8,0,214,16,0,13,230,18,0,245,160,12,0,0,171,3,0,3,177,13,0,189,10,0,3,0,15,0,0,0,15,0,0,13,0,0,0,0,4,0,0,0,4,0,0,7,345,40,15,0,401,16,0,19,420,31,3,447,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,4,0,0,0,8,3,0,13,4,0,0,0,9,0,0,3,14,3,0,11,353,42,15,4,411,13,3,23,427,34,3,466,64,4,0,3,67,0,0,0,72,30,0,96,0,0,0,0,0,0,0,0,0,0,0,0,414,44,15,3
CED304,23,0,0,23,21,0,0,0,26,4,0,4,28,0,0,30,913,80,13,15,1023,19,3,24,1054,47,0,1098,171,25,3,0,201,7,0,7,209,32,0,237,0,0,0,0,0,0,0,0,0,0,0,0,1088,104,15,15,1229,30,3,34,1259,78,3,1339,197,19,0,0,218,10,0,10,226,19,0,239,179,32,0,4,209,5,3,6,220,5,0,226,9,0,0,0,7,3,0,3,13,0,0,11,0,0,0,4,6,0,0,0,3,0,0,5,381,49,3,4,441,14,3,22,462,30,0,494,3,0,0,0,4,0,0,0,6,0,0,6,11,0,0,0,11,0,0,0,9,0,0,9,10,0,0,0,14,3,0,3,20,0,0,19,396,53,4,4,454,15,3,20,475,28,0,511,68,16,0,3,90,4,0,4,95,19,0,110,0,0,0,0,0,0,0,0,0,0,0,0,469,66,9,11
CED305,4,0,0,4,10,0,0,0,7,0,0,0,7,0,0,10,296,43,15,5,360,3,0,4,364,33,0,398,37,3,0,3,49,0,0,0,45,14,0,63,0,0,0,0,0,0,0,0,0,0,3,3,338,46,12,6,406,3,0,3,409,48,3,462,45,3,0,0,49,0,0,0,50,3,0,55,33,12,0,0,45,0,0,0,44,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,9,0,0,92,3,0,3,96,12,0,104,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,83,9,0,0,93,3,0,3,97,12,0,108,8,4,0,0,17,0,0,0,17,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,91,16,0,0
CED306,11,0,0,11,8,0,0,0,17,3,0,3,24,0,0,24,356,27,9,8,398,10,3,12,414,16,0,426,44,4,0,0,50,5,0,3,58,9,0,64,0,0,0,0,0,0,0,0,0,0,0,0,402,34,10,8,452,16,0,18,469,23,0,495,80,3,0,0,86,3,0,0,92,0,0,94,45,4,0,0,51,0,0,0,55,9,0,60,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,131,13,3,0,142,4,0,3,151,11,0,160,0,3,0,0,7,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,6,0,0,10,135,13,3,0,147,4,0,6,155,8,0,165,21,5,0,0,25,0,0,0,25,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,151,14,5,0
CED307,20,3,0,24,32,3,3,3,37,0,0,0,39,3,0,42,1028,125,19,13,1184,31,7,36,1222,66,0,1287,168,23,11,3,200,4,3,6,207,34,0,243,0,0,0,0,3,0,0,0,3,0,0,6,1196,145,26,15,1390,34,9,41,1428,101,0,1532,197,20,8,0,224,10,0,6,235,20,0,255,158,19,3,0,184,4,0,4,184,17,0,203,6,3,4,0,12,0,0,0,12,0,0,18,0,0,0,5,6,0,0,0,6,0,0,6,365,45,14,7,426,16,0,15,439,44,0,478,3,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,4,0,0,0,9,0,0,9,365,45,14,7,432,16,0,14,446,44,0,491,60,4,0,0,70,3,0,3,69,27,0,98,0,0,0,0,0,0,0,0,0,0,0,0,431,50,15,5
CED308,17,0,0,22,22,9,0,0,25,5,0,9,34,3,0,41,731,129,14,16,895,30,9,36,931,49,0,981,119,25,3,0,151,3,3,8,157,49,0,206,0,0,0,0,0,0,0,0,0,0,0,3,851,149,18,18,1042,36,11,43,1087,94,3,1189,164,28,4,0,202,3,0,5,203,15,0,222,103,28,0,0,133,5,0,6,143,13,0,151,4,4,0,0,9,0,0,0,9,0,0,12,3,0,0,0,3,0,0,0,3,0,0,3,275,59,8,3,343,14,0,15,357,34,0,391,6,0,0,0,6,4,0,4,10,0,0,10,5,0,0,0,5,0,0,0,3,0,0,4,8,0,0,0,10,4,0,7,12,0,0,13,284,61,8,3,355,14,0,17,370,36,0,400,50,13,0,3,63,0,0,3,67,37,0,103,0,0,0,0,0,0,0,0,0,0,0,3,327,76,5,4
CED309,10,0,0,10,15,6,0,0,20,3,0,3,24,0,0,23,468,76,17,7,570,15,0,15,585,34,0,612,68,14,3,0,89,5,0,7,93,26,0,120,0,0,0,0,0,0,0,0,0,0,0,0,539,90,19,7,656,17,3,17,674,58,0,733,103,14,0,0,122,3,0,3,123,3,0,128,80,17,6,0,100,0,0,0,106,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,5,186,33,10,3,231,6,0,6,238,6,0,243,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,7,182,33,10,3,235,3,0,3,242,10,0,250,22,11,0,0,36,3,0,3,38,23,0,62,0,0,0,0,0,0,0,0,0,0,0,0,206,49,12,3
CED310,8,0,0,8,12,4,0,0,20,0,0,0,20,0,0,22,447,68,13,4,526,5,4,16,544,27,0,569,68,21,3,0,97,3,0,9,102,16,0,116,0,0,0,0,3,0,0,0,3,0,0,3,515,89,17,5,623,9,6,17,645,42,0,687,61,18,0,0,77,0,0,0,79,7,0,85,68,22,0,0,89,0,0,0,88,12,0,99,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,128,37,3,0,172,0,0,0,170,18,0,189,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,3,133,39,3,0,171,0,0,0,172,18,0,196,30,3,0,0,38,0,0,0,38,9,0,43,0,0,0,0,0,0,0,0,0,0,0,0,164,43,7,0
CED311,3,0,0,3,8,0,0,0,6,0,0,0,6,0,0,5,118,10,0,6,132,4,0,4,137,11,0,153,22,6,0,0,22,3,0,3,29,8,0,38,0,0,0,0,0,0,0,0,0,0,0,0,139,19,0,3,158,13,0,13,167,26,0,192,25,0,0,0,30,3,0,3,26,0,0,27,17,0,0,0,21,3,0,3,19,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,3,3,0,46,3,0,4,51,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,38,3,3,0,51,3,0,4,55,6,0,62,4,0,0,0,9,0,0,0,9,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,46,3,3,0
CED312,22,0,0,21,22,0,0,0,27,9,0,9,28,3,0,35,631,79,16,17,738,22,0,26,762,44,0,806,116,21,7,6,149,3,3,6,159,63,0,214,0,0,0,0,0,0,0,0,0,0,0,3,750,102,19,21,887,25,3,26,915,108,3,1025,155,13,4,0,177,6,0,4,183,10,0,190,83,21,0,0,107,6,0,6,110,8,0,115,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,5,0,0,0,5,3,0,7,244,34,4,5,296,8,0,9,304,20,0,321,4,0,0,0,8,0,0,0,5,0,0,9,3,3,0,0,10,0,0,0,10,0,0,5,7,6,0,0,13,0,0,0,16,3,0,14,259,40,4,5,305,10,0,8,319,25,0,338,47,10,0,0,57,8,0,8,62,29,0,90,0,0,0,0,0,0,0,0,0,0,0,0,305,51,4,5
CED313,17,0,0,21,20,4,0,0,26,7,0,5,32,0,0,32,948,107,14,12,1084,32,4,31,1112,51,0,1166,153,11,4,0,170,0,0,3,175,44,0,219,0,0,0,0,0,0,0,0,0,0,0,3,1102,114,21,13,1252,34,3,35,1293,99,4,1391,213,29,6,3,257,10,5,13,267,16,0,284,172,26,0,0,194,4,0,4,201,17,0,218,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,393,56,6,0,460,12,5,19,474,36,0,513,0,3,0,0,3,0,0,0,3,0,0,6,4,0,0,0,3,0,0,0,5,0,0,5,4,5,0,0,8,0,0,0,13,0,0,10,400,57,6,0,468,13,5,21,484,38,0,525,70,9,0,0,79,5,0,5,79,33,0,118,0,0,0,0,0,0,0,0,0,0,0,0,469,68,12,0
CED314,11,0,0,11,15,0,0,3,19,0,0,0,21,0,0,18,379,45,6,6,436,15,0,14,453,20,0,475,58,11,3,3,75,3,0,3,80,25,0,108,0,0,0,0,0,0,0,0,0,0,0,0,437,55,14,9,517,18,0,20,536,46,3,584,73,11,3,0,79,6,0,8,89,7,0,91,62,6,5,0,77,4,0,4,80,10,0,87,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,140,16,7,0,165,6,0,8,177,13,0,188,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,3,0,7,4,0,0,0,4,0,0,0,4,3,0,11,138,20,7,3,172,6,0,8,181,16,0,195,16,4,3,0,25,0,0,0,24,12,0,44,0,0,0,0,0,0,0,0,0,0,0,0,158,29,9,3
CED315,5,0,0,6,12,7,0,0,17,7,0,7,20,4,0,23,518,60,10,12,601,42,4,43,644,33,3,682,53,14,3,0,68,8,0,8,79,32,0,102,0,0,0,0,0,0,0,0,0,0,0,0,570,72,19,9,665,46,4,48,719,61,3,783,134,17,3,0,156,8,0,8,161,13,0,174,64,12,0,0,72,3,0,3,75,11,0,83,3,0,4,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,197,28,7,3,236,12,0,12,251,17,0,266,4,0,0,0,4,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,9,0,0,0,11,0,0,14,206,29,7,3,247,11,0,11,261,18,0,276,25,3,0,0,26,0,0,0,24,18,0,44,0,0,0,0,0,0,0,0,0,0,0,0,231,32,7,3
CED316,7,0,0,7,4,3,0,0,6,0,0,0,7,3,0,8,147,25,5,6,183,0,6,6,193,26,0,221,32,4,0,3,38,0,0,3,43,26,0,70,0,0,0,0,0,0,0,0,0,0,0,0,181,38,5,6,224,4,3,6,231,56,0,289,20,0,0,0,18,0,0,0,18,5,0,23,15,4,0,0,18,0,0,0,18,3,0,18,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,8,0,0,37,0,0,0,37,10,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,38,8,0,0,43,0,0,0,39,10,0,49,19,0,0,0,18,0,0,0,18,12,0,27,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0,0
CED317,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,7,150,17,0,9,175,0,3,5,179,9,0,191,14,7,0,3,19,0,0,0,23,12,0,38,0,0,0,0,0,0,0,0,0,0,0,0,161,22,0,9,196,3,3,5,203,25,0,228,33,0,0,0,33,4,0,4,36,0,0,41,20,3,0,0,24,0,0,0,24,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,3,64,4,0,4,66,3,0,76,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,3,0,4,60,3,0,3,68,4,0,4,69,7,0,77,11,0,0,0,11,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,3
CED318,8,0,0,8,4,0,0,0,6,4,0,4,7,0,0,12,232,27,12,9,282,8,0,15,290,20,0,316,31,8,3,3,40,3,4,8,49,27,0,78,0,0,0,0,0,0,0,0,0,0,3,4,265,35,12,8,322,15,6,18,347,44,3,396,46,7,5,0,60,3,0,3,60,10,0,71,43,3,0,0,51,0,0,0,50,9,0,59,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,7,0,0,0,7,0,0,6,93,12,3,3,113,3,0,3,116,19,0,138,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,7,0,0,9,0,0,0,0,0,3,0,3,7,0,0,6,100,14,3,3,118,3,0,8,124,15,0,140,20,5,0,0,27,0,0,0,27,11,0,40,0,0,0,0,0,0,0,0,0,0,0,0,113,21,3,4
CED319,26,4,0,26,35,3,0,0,39,3,6,6,42,3,0,46,938,103,15,11,1068,36,12,42,1115,62,0,1183,127,20,6,3,159,8,0,5,163,36,0,198,0,0,0,0,0,0,0,0,0,0,3,3,1069,121,23,16,1227,39,10,49,1276,94,4,1376,193,20,4,4,213,8,0,5,221,21,0,245,169,24,3,0,200,0,0,0,201,18,0,216,8,3,0,0,16,0,0,0,16,0,0,16,3,0,0,9,10,0,0,0,13,0,0,14,371,47,9,12,434,10,0,12,441,44,0,484,3,0,0,0,4,0,0,0,8,0,0,8,6,0,0,0,6,0,0,0,6,0,0,6,13,0,0,0,11,0,0,0,14,0,0,14,381,51,9,12,449,10,3,12,455,44,0,496,51,11,6,0,72,3,0,3,72,38,0,111,0,0,0,0,0,0,0,0,0,0,0,0,434,64,12,11
CED320,15,0,0,15,24,0,0,0,27,3,0,3,26,0,0,30,578,67,15,9,677,25,0,22,700,45,0,750,96,12,4,0,112,7,0,5,123,35,3,160,0,0,0,0,0,0,0,0,0,0,0,0,673,81,21,13,795,29,0,33,826,84,3,907,93,8,3,0,113,0,0,3,110,6,0,119,72,14,3,0,85,3,0,8,90,11,0,101,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,164,22,7,3,197,3,3,6,200,19,0,224,7,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,10,0,0,0,10,0,0,10,172,22,7,0,208,3,3,6,211,19,0,231,26,9,0,0,41,3,0,3,46,10,0,58,0,0,0,0,0,0,0,0,0,0,0,0,206,36,5,4
CED321,0,0,0,4,3,0,0,0,3,0,0,0,3,4,0,3,106,13,0,3,125,0,0,0,124,7,0,129,19,6,0,0,24,0,0,0,29,15,0,43,3,0,0,0,3,0,0,0,3,0,0,3,130,20,0,3,147,0,0,3,153,24,0,173,21,0,0,0,25,0,0,0,25,0,0,26,11,4,0,0,22,0,0,0,22,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,41,9,0,0,49,0,0,0,49,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,9,0,0,46,0,0,0,46,3,0,50,3,0,0,0,3,0,0,0,3,7,0,11,0,0,0,0,0,0,0,0,0,0,0,4,45,6,0,0
CED322,16,0,0,16,16,7,0,0,22,3,0,6,31,0,0,28,670,113,21,6,808,27,6,31,841,52,0,896,100,16,4,3,127,6,0,6,130,30,0,162,3,0,0,0,3,0,0,0,3,0,0,3,773,129,23,10,934,29,6,36,974,81,0,1055,149,14,0,3,166,4,0,4,178,18,0,194,94,24,8,0,120,3,3,7,127,12,4,145,3,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,4,0,0,0,4,0,0,4,249,40,9,3,297,7,5,9,310,35,4,343,3,0,0,0,8,0,0,0,8,0,0,5,5,0,0,0,9,0,0,0,9,0,0,11,9,0,0,0,10,0,0,0,10,0,0,14,255,41,9,3,313,7,5,9,323,34,4,360,46,10,0,0,57,3,0,7,59,17,0,78,0,0,0,0,0,0,0,0,0,0,0,0,309,52,5,6
