CED_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
CED208,0,3,8,33,14,7,3,0,0,70,3719,6643,7036,8827,5130,3667,2240,1706,898,39859,10,18,77,150,27,10,7,0,0,295,0,0,3,10,13,3,0,3,0,35,0,3,20,37,26,29,13,10,0,139,0,18,15,51,29,17,0,3,0,139,3,5,0,27,11,12,24,4,0,86,93,342,3496,4204,1030,738,376,227,72,10561,0,0,0,7,16,19,17,35,9,107,0,6,7,26,24,31,30,30,14,178,19,92,108,318,312,262,286,151,81,1634,0,3,14,41,30,19,8,10,3,120,0,14,13,49,21,13,13,3,0,122,0,11,9,52,34,25,66,56,17,283,0,23,37,81,145,186,404,515,138,1528,8,37,253,461,103,150,80,36,6,1132,69,196,688,2109,293,179,114,44,27,3722,13,40,230,381,55,33,30,12,4,803,4,26,48,206,47,20,14,6,0,374,8,15,6,22,10,6,0,0,3,77
CED209,0,3,25,28,0,0,0,0,0,55,4738,9413,8038,14412,7517,7437,5554,2539,992,60659,0,3,3,20,12,0,0,0,0,36,0,0,0,4,3,11,0,0,0,21,0,0,4,0,0,0,0,0,0,5,6,13,6,32,26,6,13,0,0,100,0,0,0,4,0,3,0,3,0,14,6,25,65,209,40,34,14,3,0,399,0,0,0,5,26,30,13,22,7,100,0,4,7,18,3,14,8,0,0,56,22,135,141,427,434,489,557,317,98,2614,0,0,6,8,11,9,0,0,0,33,0,0,4,30,5,0,4,0,0,47,0,6,11,34,25,43,130,60,17,324,0,0,0,5,11,8,26,9,8,73,0,7,15,14,3,11,3,0,0,60,12,40,198,376,47,13,17,7,3,714,0,3,11,15,6,5,0,8,0,48,3,15,10,68,21,8,8,0,0,125,0,5,3,11,8,0,0,0,0,32
CED210,3,33,94,108,28,9,0,0,0,276,4195,7803,8018,14289,7137,6293,4350,2062,785,54931,0,0,3,11,0,0,0,0,0,15,0,0,18,49,36,47,23,27,3,198,0,0,0,5,3,5,4,0,0,19,0,11,7,22,18,11,3,0,0,80,0,0,0,3,3,7,3,0,0,16,4,40,99,120,29,44,24,8,4,375,0,3,8,54,83,108,142,153,25,575,0,0,0,14,4,11,16,9,0,45,10,73,63,313,411,520,543,323,126,2381,0,0,0,32,3,0,0,0,0,35,0,3,4,15,12,7,9,0,0,55,0,4,14,22,27,60,197,75,37,437,0,0,5,8,21,28,62,60,14,205,0,6,19,14,4,5,4,5,0,62,22,30,90,514,19,18,26,3,0,725,0,0,11,16,5,0,3,3,0,41,0,28,34,40,14,7,7,4,3,134,12,13,5,40,9,0,0,0,0,93
CED211,0,0,0,12,4,9,0,3,0,36,4300,7488,6456,11504,5996,4488,3396,2051,883,46559,0,3,9,35,5,7,4,0,0,59,0,4,3,18,4,8,6,5,0,47,0,0,5,53,46,39,20,10,0,175,0,5,12,43,27,17,7,3,0,119,0,0,0,18,14,6,14,3,0,65,50,184,479,1798,513,383,220,98,20,3750,0,0,0,11,10,28,20,20,9,93,3,10,10,32,14,28,22,25,10,149,8,110,106,400,443,437,451,292,144,2396,0,0,4,26,18,13,9,4,0,81,0,3,3,33,8,10,6,3,3,69,0,9,14,30,34,52,109,83,20,349,0,3,0,12,36,41,101,84,23,303,5,29,61,305,88,120,40,17,3,660,41,150,241,1251,183,127,85,30,9,2105,0,13,33,123,32,9,13,8,3,231,8,45,45,272,60,40,18,9,3,486,0,0,3,15,3,6,5,0,0,35
CED212,0,0,5,10,7,5,0,0,0,33,4272,7794,7083,13203,6614,5538,4052,1990,738,51285,0,0,0,10,3,0,0,0,0,17,0,0,6,21,22,33,3,8,0,108,0,0,0,10,3,0,0,0,0,16,0,5,6,48,22,17,9,3,7,118,0,0,3,17,21,5,12,8,0,66,7,17,97,126,50,41,16,12,0,367,0,0,3,16,23,32,19,28,4,126,0,11,0,8,6,20,20,7,0,82,27,268,255,718,998,920,1001,647,240,5072,0,0,10,24,15,7,7,0,0,66,0,3,5,12,18,8,9,3,0,60,0,18,29,48,66,72,134,99,25,472,0,10,6,22,35,48,65,54,17,246,0,4,22,20,3,8,5,3,5,73,8,32,37,275,72,45,48,23,5,540,0,5,0,27,7,9,6,6,0,57,0,0,4,15,13,3,0,0,0,45,0,0,0,4,3,3,0,3,0,18
CED213,0,0,0,4,0,0,0,0,0,10,4040,8529,7557,12680,7519,7413,6084,3021,1086,57926,0,0,0,4,0,0,0,0,0,4,0,0,0,10,0,0,8,0,0,14,0,0,0,9,6,0,3,0,0,23,0,8,0,35,19,19,15,3,3,105,0,0,0,12,10,3,11,3,0,35,0,3,13,36,20,17,13,9,3,108,0,0,0,9,13,25,41,40,5,134,0,3,0,5,4,22,31,15,6,84,22,162,204,486,819,791,1085,670,221,4459,0,0,0,11,3,6,5,3,0,29,0,3,7,15,9,6,13,10,3,62,0,8,8,26,36,58,159,113,21,437,0,0,3,12,17,52,100,90,23,295,0,3,7,7,0,10,0,0,0,32,0,9,4,91,22,19,18,13,8,191,3,0,3,11,4,3,7,3,3,42,0,0,0,3,0,0,3,0,0,7,0,0,0,3,3,0,0,0,0,3
CED214,0,8,54,151,26,0,0,0,0,247,5276,7211,6745,14655,5928,4084,1919,847,431,47101,13,11,37,408,21,4,3,0,0,500,0,0,3,37,27,26,24,24,0,138,0,0,3,25,26,20,9,6,0,87,3,4,9,81,24,15,5,3,0,137,0,0,0,57,30,21,34,5,0,156,7,37,220,470,138,105,51,46,19,1088,3,0,3,40,61,82,115,113,19,426,0,9,10,25,17,20,37,18,12,147,27,100,86,769,488,372,265,129,48,2287,0,3,4,58,27,14,9,4,3,119,0,0,9,61,20,3,13,6,4,114,3,14,13,88,39,23,133,41,13,369,0,5,9,54,101,163,264,365,103,1063,0,9,23,105,24,21,9,3,0,188,66,119,541,2062,113,80,55,17,12,3056,0,22,23,137,22,14,12,0,0,235,7,25,35,242,21,12,0,0,0,344,0,0,5,56,14,3,0,0,0,85
CED215,0,0,0,3,0,0,0,0,0,4,3849,7810,7015,12488,7202,7931,6303,2801,864,56269,0,0,0,18,9,4,0,0,0,29,0,0,0,3,0,0,3,0,0,7,0,0,0,6,0,0,0,0,0,8,3,8,3,20,12,10,15,0,0,73,0,0,0,3,7,3,8,0,0,22,7,5,43,73,16,20,7,5,0,174,0,0,0,6,11,15,23,17,3,72,0,4,0,9,3,8,15,10,0,47,3,27,35,154,316,389,634,361,108,2033,0,0,4,14,3,12,3,3,0,41,0,3,12,0,3,3,4,0,0,26,0,3,0,10,27,48,156,98,29,373,0,0,0,0,5,20,28,23,9,79,0,0,7,20,3,7,3,0,0,35,5,27,12,229,17,12,19,12,0,332,0,0,0,10,3,4,3,5,3,23,0,5,0,11,3,0,0,0,0,21,0,0,0,9,3,0,0,0,0,14
CED216,0,0,0,5,0,0,0,0,0,7,3531,8171,6806,9467,6785,5484,3548,1630,956,46373,0,0,4,19,4,0,0,0,0,27,0,0,3,7,5,3,0,3,0,27,0,0,0,12,9,0,0,3,0,27,8,34,20,58,58,25,15,3,0,218,0,0,3,18,11,9,9,0,0,55,19,142,388,591,279,200,74,48,16,1766,0,0,0,10,15,19,23,23,7,92,0,4,0,11,21,34,42,25,10,152,54,377,277,843,847,579,532,259,118,3896,0,0,0,9,20,10,3,0,0,41,4,38,30,79,46,21,27,5,0,257,3,23,23,72,80,49,132,70,20,478,0,3,3,21,63,124,147,180,56,592,5,36,31,47,20,27,6,10,5,182,37,114,162,961,142,94,56,32,15,1631,0,0,12,37,7,8,6,3,3,88,0,0,3,37,16,8,9,5,0,75,0,0,0,4,3,4,4,0,0,18
CED217,0,6,35,72,28,6,3,3,0,153,7420,12326,9057,15898,5139,3464,1796,566,168,55827,4,14,13,107,24,17,5,0,0,181,0,0,43,221,127,72,31,11,3,510,0,0,3,13,13,12,7,3,0,54,0,9,5,20,15,6,0,0,0,57,0,5,14,111,93,69,83,11,0,390,6,36,64,312,109,90,46,26,7,692,0,4,17,94,126,150,118,88,3,605,7,79,41,170,77,78,64,26,8,534,11,82,58,250,307,309,309,158,38,1513,0,12,29,165,70,42,19,5,0,347,0,0,3,17,8,9,3,0,0,40,0,0,29,39,38,40,141,39,11,339,0,5,3,35,78,101,107,57,7,398,4,3,17,94,13,16,13,0,0,159,51,222,444,2479,423,226,116,43,4,4017,5,11,25,109,25,11,3,3,0,186,0,9,23,85,24,10,3,3,0,161,9,34,49,125,45,18,9,0,3,297
CED218,0,0,4,19,0,3,0,0,0,22,3313,6173,6461,13652,6037,4481,3000,1442,607,45167,0,0,11,52,3,4,3,0,0,75,0,0,4,19,6,12,8,5,3,53,0,3,7,14,7,8,3,0,0,45,4,12,18,108,35,24,8,11,0,216,3,0,0,42,17,3,3,3,0,67,35,95,1046,1306,300,237,97,58,15,3188,0,0,3,13,12,17,14,11,3,69,4,6,5,22,13,20,31,25,7,131,26,104,183,1019,465,357,364,152,61,2734,0,0,3,37,8,4,3,0,0,60,3,14,33,178,29,16,19,10,3,308,3,3,14,99,45,22,79,45,25,347,0,11,7,63,80,143,216,415,121,1056,14,38,89,147,44,45,32,16,0,432,92,157,294,2049,119,98,69,27,9,2912,3,4,125,164,17,20,10,7,0,345,0,8,15,139,19,15,3,0,3,208,0,0,0,12,10,3,0,0,0,25
CED219,40,318,1113,2052,449,197,80,11,9,4272,7758,11037,8650,12368,4782,3508,1823,763,277,50968,0,5,12,88,23,12,0,0,0,133,0,10,34,200,106,99,37,20,4,505,6,18,57,278,146,100,37,13,3,651,0,14,9,33,4,7,4,0,0,77,0,3,10,101,91,70,75,18,3,374,14,54,97,486,224,178,75,37,10,1183,0,3,22,110,98,116,108,57,5,526,5,46,36,91,58,68,60,29,9,400,13,78,56,375,457,469,438,242,69,2206,0,21,75,291,183,123,39,15,0,760,0,3,0,16,7,9,13,3,0,54,0,9,17,45,40,42,83,63,16,316,0,5,6,38,50,70,76,60,13,311,3,11,19,72,26,20,11,0,0,159,91,551,736,4343,961,550,252,100,19,7597,11,16,16,128,41,23,22,9,0,262,3,71,86,125,36,12,10,0,0,347,6,50,42,96,60,40,13,3,0,304
CED220,0,0,29,48,6,3,0,3,0,89,4246,7445,6384,9201,4769,3377,2013,1132,661,39226,3,4,11,56,13,19,3,0,0,112,0,0,3,34,21,19,8,6,0,85,7,61,213,738,416,331,171,50,24,2013,5,7,6,26,22,9,7,0,4,82,0,4,3,38,35,22,42,16,3,161,24,91,653,1229,320,324,123,105,45,2919,0,0,0,13,19,25,46,55,9,168,8,10,8,25,15,49,68,23,12,217,14,91,77,359,283,278,282,156,67,1612,0,0,11,37,30,22,17,3,0,129,3,4,12,36,17,13,13,8,0,108,0,9,17,49,22,23,75,54,25,267,3,51,52,137,196,291,547,560,151,1983,3,12,49,131,21,36,18,6,0,284,64,227,716,2518,385,288,173,95,27,4499,4,17,33,140,29,16,14,6,3,262,0,3,11,70,20,7,7,0,0,105,0,7,4,27,9,8,5,4,0,68
CED221,0,0,0,6,0,0,0,0,0,10,3636,8120,7124,12039,7691,8140,6135,2782,961,56617,0,4,0,6,3,0,0,0,0,11,0,0,0,0,4,0,4,7,0,20,0,3,5,3,0,3,0,0,0,9,0,8,3,28,17,13,4,4,0,75,0,0,0,3,0,0,4,0,0,12,0,6,17,33,10,6,5,6,0,84,0,0,0,0,15,13,27,32,3,87,0,0,0,3,0,3,6,4,0,21,4,26,41,167,325,355,514,236,66,1739,0,0,3,16,9,6,3,3,0,37,0,3,5,15,5,11,13,0,0,53,0,0,8,14,29,82,188,75,26,440,0,0,0,6,3,15,24,7,3,56,0,4,3,11,8,0,4,0,0,22,6,26,5,191,19,16,16,8,0,282,0,0,3,0,0,3,0,0,0,14,0,0,0,14,3,3,0,0,0,23,0,0,3,3,0,0,0,0,0,8
CED222,6,50,280,559,112,36,11,0,0,1065,4955,8409,7056,12297,5822,4442,2766,1316,589,47672,0,11,6,62,22,8,3,0,0,121,0,0,17,114,49,53,25,12,0,277,6,30,144,477,264,148,80,21,4,1183,3,8,4,36,20,7,4,3,0,97,0,3,3,49,42,23,32,8,0,164,25,70,271,506,221,154,89,50,15,1398,0,0,10,38,37,33,55,27,3,204,0,10,3,19,15,42,34,29,6,164,39,186,159,649,642,478,503,281,107,3040,0,4,28,69,62,49,9,3,4,227,0,3,5,44,17,8,17,0,0,96,0,7,19,70,53,44,103,45,19,364,0,14,6,33,71,107,139,105,34,508,3,11,11,65,15,23,11,3,0,145,21,118,374,1432,339,262,169,71,23,2812,0,7,14,50,9,11,13,0,0,98,0,27,30,74,15,7,0,0,0,153,0,0,5,27,9,13,0,3,0,56
CED223,0,0,7,7,3,0,0,0,0,13,4150,7862,7253,12493,6732,5906,3820,1704,659,50571,0,0,6,21,3,0,0,0,0,33,0,0,0,16,9,13,3,4,0,39,0,0,0,8,3,0,0,0,0,8,3,5,15,38,31,20,12,3,0,124,0,0,0,10,0,5,6,0,0,26,12,85,228,615,206,154,78,37,9,1420,0,0,0,12,40,44,39,42,4,182,0,5,4,16,13,26,28,6,3,102,13,123,133,515,493,411,386,193,71,2337,0,0,4,20,8,13,6,3,3,44,0,3,3,32,16,14,8,3,6,86,3,8,12,47,37,30,101,53,16,312,0,5,3,27,54,130,128,113,30,501,0,8,9,88,23,37,14,13,4,196,16,45,117,657,90,70,50,16,5,1057,4,9,12,35,10,16,10,3,0,86,3,11,14,202,31,13,8,0,3,296,0,4,0,22,4,7,0,0,0,39
CED224,0,0,5,3,0,0,0,0,0,13,2889,7290,7931,9872,5908,4655,3300,1632,865,44348,0,4,11,52,4,4,0,0,0,79,0,0,3,7,5,3,0,0,0,21,0,0,8,12,8,5,0,0,0,37,3,16,13,58,29,20,9,3,0,149,0,0,0,16,9,4,3,0,0,36,64,396,859,1290,703,502,219,100,33,4166,0,0,0,8,6,13,17,27,7,78,0,5,3,25,11,33,30,15,4,124,36,225,150,496,418,367,342,165,58,2256,0,0,9,40,15,6,12,8,0,92,0,16,14,82,24,13,8,5,0,174,3,7,10,57,31,26,65,27,14,243,0,0,4,17,61,125,144,200,91,636,16,44,98,226,108,142,65,25,0,743,45,122,272,1205,165,106,75,33,13,2042,4,13,76,128,26,17,22,11,0,295,3,11,22,193,43,23,21,8,0,322,3,14,18,47,7,0,3,0,0,92
CED225,3,24,119,263,100,43,12,3,0,564,4980,10232,9100,13280,7158,5434,2895,1138,407,54634,0,0,4,37,21,4,3,0,0,67,0,0,4,21,22,13,7,3,0,72,0,0,5,20,7,10,3,0,0,50,0,13,14,34,23,19,10,9,0,113,0,3,4,45,40,26,19,7,0,150,11,46,74,365,123,96,41,16,3,766,0,0,0,31,49,38,31,22,3,171,0,23,26,58,42,27,28,18,0,228,19,182,197,573,882,752,712,356,121,3788,0,3,15,58,57,25,13,6,0,178,0,0,8,20,18,13,11,0,0,62,0,0,17,46,55,80,140,96,37,470,0,3,3,6,21,37,28,18,3,115,0,15,7,35,15,11,5,4,0,95,20,124,159,1031,330,132,85,29,13,1919,3,5,13,53,16,7,0,0,0,108,0,16,13,57,22,19,7,0,0,135,0,6,3,17,9,6,0,0,0,40
CED226,3,0,13,62,20,15,7,3,0,114,10249,12783,8669,15443,6593,4436,2297,828,230,61530,11,65,53,601,89,22,5,0,0,853,0,0,8,86,43,39,21,10,0,204,0,4,3,39,26,20,7,0,3,104,3,17,14,35,27,13,7,3,0,122,0,3,3,62,49,45,41,12,0,217,31,141,270,1443,308,276,115,35,9,2626,0,0,4,49,54,68,52,39,4,265,7,41,28,63,29,42,30,10,0,244,31,185,163,590,602,489,413,204,55,2736,4,19,33,230,78,61,38,10,0,467,0,7,8,19,11,11,6,3,0,73,0,7,11,60,41,46,101,37,3,311,0,11,3,19,52,76,92,52,7,324,3,16,28,178,38,52,12,0,0,328,257,783,1168,9192,635,381,201,64,5,12689,7,28,48,466,61,30,31,4,0,679,3,35,26,184,38,12,8,0,0,302,4,16,23,63,38,20,5,5,0,169
CED227,0,22,48,109,66,36,11,0,0,294,3825,7889,7017,11447,7328,7978,6030,3288,1253,56045,0,4,0,15,5,4,0,0,0,26,0,0,0,3,0,0,0,0,0,7,0,3,0,10,6,6,0,0,0,39,0,0,3,7,3,4,0,0,0,23,0,0,0,6,0,0,0,0,0,3,0,3,18,47,11,17,10,7,0,110,0,0,0,0,3,11,18,18,3,49,0,0,0,8,0,0,4,0,0,20,3,16,34,89,141,194,252,125,40,886,0,3,3,20,7,8,4,3,0,39,0,4,9,7,5,0,0,0,3,31,0,0,0,10,9,23,63,28,3,131,0,0,3,3,9,19,40,30,13,117,0,0,3,27,0,4,0,0,0,37,7,37,35,340,42,15,15,3,3,498,0,0,6,19,6,3,3,0,0,37,0,0,11,17,3,0,0,0,0,32,0,5,3,12,12,0,0,0,0,37
CED228,0,0,35,72,5,3,3,0,0,122,4354,7512,7668,11904,5462,3828,1985,983,423,44123,0,7,25,90,5,4,4,0,0,136,0,0,23,105,50,63,34,29,7,311,0,0,0,10,21,20,8,4,5,69,0,3,0,33,20,3,9,0,0,70,0,3,3,46,45,40,60,15,0,215,3,43,250,493,177,176,85,49,32,1321,0,8,3,47,86,105,168,199,29,642,3,20,21,79,41,50,63,51,12,343,16,45,44,271,210,188,184,79,36,1077,0,3,9,57,23,16,19,3,0,129,0,0,9,22,15,8,6,3,0,62,3,7,12,43,33,30,152,56,25,346,3,8,15,35,83,155,238,276,60,886,0,3,29,125,33,35,9,6,3,250,64,158,768,2303,179,134,92,31,11,3738,0,5,16,85,14,4,7,3,0,140,8,41,40,260,44,12,4,8,0,416,4,19,23,59,33,8,4,3,0,147
CED229,0,11,31,31,14,3,0,0,0,92,8461,13896,10810,20323,9122,6844,4095,1546,485,75577,0,5,4,45,10,10,0,0,0,76,0,0,5,21,10,12,8,0,0,52,0,0,3,12,6,3,0,0,0,23,4,7,3,35,22,12,9,3,0,103,0,0,0,13,27,10,3,0,0,62,3,28,152,145,43,28,16,6,4,421,0,0,4,30,52,51,53,21,4,207,3,13,12,66,28,30,41,15,4,210,10,150,133,446,613,528,505,250,68,2707,0,17,20,104,48,36,8,0,0,240,0,0,0,8,15,11,5,3,0,56,0,3,8,58,42,60,133,42,12,358,0,10,12,28,63,72,69,35,3,296,0,6,4,30,10,3,5,0,0,61,56,250,369,2667,267,174,88,28,8,3907,0,11,17,43,15,3,3,3,0,90,3,25,23,113,34,6,12,0,0,221,12,81,126,481,189,72,39,14,0,1014
CED230,0,3,15,25,10,3,0,0,0,61,5541,10103,8323,14863,7869,7526,5600,2661,867,63353,0,5,3,25,3,3,0,0,0,46,0,0,0,20,3,5,7,0,0,40,0,0,3,14,3,3,0,0,0,35,3,8,3,33,13,18,7,0,0,84,0,3,5,10,8,16,7,0,0,48,4,12,23,58,21,19,15,3,0,156,0,0,0,4,15,17,27,26,4,95,0,24,11,28,11,7,10,3,0,96,4,78,90,357,465,610,764,459,146,2981,0,5,14,43,17,9,0,4,0,84,0,0,0,8,7,3,9,3,0,32,3,3,9,31,34,61,167,107,21,435,0,0,3,6,7,13,17,14,3,68,0,0,3,11,5,3,3,0,0,28,16,44,54,603,56,48,38,13,0,877,0,5,5,22,3,0,4,0,3,45,0,0,0,21,3,0,0,0,0,26,0,0,0,8,0,3,0,0,0,8
CED231,0,3,24,26,8,0,4,0,0,72,3470,4094,6732,20428,5087,3764,2270,718,272,46828,0,0,33,46,0,0,0,0,0,84,0,0,4,39,15,3,9,9,0,70,0,0,44,33,10,10,3,0,0,110,10,6,44,243,39,13,8,0,3,363,7,0,5,131,19,22,11,9,0,209,24,80,4851,2537,275,214,132,159,82,8349,0,0,3,23,25,24,17,20,3,110,5,28,14,51,16,27,30,20,5,192,14,59,294,1577,478,303,286,75,25,3092,0,0,9,39,11,12,3,0,0,70,0,0,81,283,19,10,14,8,0,424,0,3,43,195,45,20,64,20,7,409,0,3,8,36,46,101,145,188,76,600,13,12,360,411,61,39,15,9,4,923,144,110,448,2670,76,55,34,7,0,3548,5,5,860,424,25,22,20,3,3,1363,0,3,21,273,24,19,8,3,0,348,0,0,10,17,20,8,3,0,0,61
CED232,0,0,7,7,3,0,0,0,0,17,3334,4707,4774,15763,5626,4583,2682,1002,363,42827,0,0,3,52,0,3,0,0,0,61,0,0,0,31,4,16,3,0,0,59,0,0,3,15,0,3,0,0,0,19,6,8,18,177,39,29,12,0,0,291,0,0,3,63,13,12,11,0,0,107,24,75,939,943,132,127,58,29,14,2334,0,0,0,37,15,17,23,5,0,105,0,0,0,21,11,17,41,18,6,120,34,109,215,1768,618,443,366,136,61,3749,0,3,0,47,12,13,4,0,0,77,4,32,47,321,44,22,47,12,4,538,3,7,30,191,56,36,144,39,36,533,0,3,4,43,66,88,166,238,72,688,7,16,66,172,29,27,13,8,0,337,61,78,220,1653,103,61,48,23,3,2243,3,9,174,276,17,13,13,3,0,502,0,0,11,200,12,10,16,3,0,250,0,0,0,21,3,6,11,3,0,40
CED233,0,0,0,7,0,3,0,0,0,15,3191,6860,6950,8396,5619,4068,2721,1893,629,40320,0,0,3,10,5,8,0,0,0,28,0,0,3,0,12,5,0,0,0,23,0,0,0,9,16,14,5,3,0,48,0,7,8,20,17,14,0,8,0,78,0,3,6,13,9,12,4,3,0,47,50,275,723,1865,777,689,401,203,76,5054,0,0,0,13,20,26,47,54,9,166,0,17,15,78,42,91,60,36,14,357,15,111,91,222,363,302,339,210,77,1723,0,0,0,18,27,19,11,12,0,90,0,3,3,10,11,4,4,13,0,49,3,4,4,33,38,29,102,81,18,319,3,13,10,40,109,252,379,419,109,1332,11,62,149,486,197,377,158,55,8,1502,12,43,72,457,131,111,89,43,9,962,0,8,16,86,22,23,25,12,3,210,9,91,102,478,165,101,65,21,3,1032,0,7,8,28,12,10,0,0,0,70
CED234,0,50,104,200,73,27,8,0,0,456,3968,8312,7219,11676,7473,7992,6307,3454,1167,57574,0,6,0,5,4,0,0,0,0,22,0,0,0,0,0,0,3,7,0,7,0,0,0,8,0,3,0,0,0,7,0,4,0,10,6,5,3,4,0,34,0,0,0,0,0,3,0,0,0,5,3,10,17,43,19,6,5,4,0,106,0,0,0,3,5,3,12,14,0,45,0,11,0,6,3,4,7,8,0,34,3,31,35,116,168,236,371,194,62,1213,0,0,6,10,4,3,0,0,0,24,0,0,3,8,5,3,5,3,0,27,0,0,10,17,22,19,79,29,9,184,0,3,3,3,6,21,34,32,5,112,0,0,0,12,0,4,0,0,0,16,14,63,63,509,78,41,24,8,6,814,0,3,0,12,3,0,0,4,0,21,3,18,24,19,3,0,0,0,0,71,0,22,49,111,71,23,7,0,0,276
CED235,0,13,28,67,23,15,4,0,0,146,5500,8792,8405,12720,5675,3880,2025,829,309,48125,0,8,14,84,18,3,3,0,0,129,0,0,6,52,34,34,22,11,0,159,0,0,9,41,27,33,8,3,0,125,0,10,9,24,15,10,0,0,3,64,0,0,0,19,13,8,12,3,0,54,20,45,281,824,185,148,85,37,9,1630,0,0,0,25,51,60,57,48,6,246,0,24,14,95,40,89,90,34,10,399,4,81,58,213,254,259,211,131,30,1243,0,13,17,115,51,32,20,13,7,274,0,0,4,8,12,11,7,0,0,41,0,7,15,33,32,16,65,27,3,197,0,23,42,81,176,350,464,425,82,1648,0,3,27,67,14,29,16,3,0,152,74,263,674,3230,344,207,101,30,10,4919,0,14,12,77,16,14,6,0,0,153,15,132,112,427,72,32,14,3,0,800,12,71,116,419,288,106,32,17,4,1065
